x_pos [m], y_pos [m], heading [rad]
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.398467,-0.000816518,0.000230363
-0.399797,-3.87667e-05,9.19743e-05
-0.397671,-0.00119793,0.000226061
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.39712,-0.00150565,0.000239722
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
-0.399797,-3.87667e-05,9.19743e-05
