vel_fl [m/s], vel_fr [m/s], vel_bl [m/s], vel_br [m/s], steer_fl [rad], steer_fr [rad], steer_bl [rad], steer_br [rad]
0,0,0,0,6.28309,0.000351951,6.24592,6.24621
0,0,0,0,0.00038675,0.000881896,6.24592,6.24621
0,0,0,0,0.000904764,0.000963426,6.24591,6.24621
0,0,0,0,0.000941552,0.000963426,6.24592,6.24621
0,0,0,0,0.000939563,0.000959449,6.24592,6.24621
0,0,0,0,0.000926638,0.000932603,6.24592,6.24621
0,0,0,0,0.000873942,0.000840136,6.24592,6.24621
0,0,0,0,0.00070591,0.000560747,6.24592,6.24621
0,0,0,0,0.000286329,6.28303,6.24592,6.24621
0,0,0,0,6.28273,6.28244,6.24592,6.24621
0,0,0,0,6.28246,6.28225,6.24592,6.24621
0,0,0,0,6.28242,6.28223,6.24592,6.24621
0,0,0,0,6.28243,6.28225,6.24592,6.24621
0,0,0,0,6.28243,6.28228,6.24592,6.24621
0,0,0,0,6.28247,6.28239,6.24591,6.24621
0,0,0,0,6.28258,6.28274,6.24592,6.24621
0,0,0,0,6.2828,0.000126252,6.24592,6.24621
0,0,0,0,6.2831,0.000703922,6.24592,6.24621
0,0,0,0,0.000324111,0.000980328,6.24592,6.24621
0,0,0,0,0.000766561,0.000981322,6.24592,6.24621
0,0,0,0,0.000818263,0.000979334,6.24592,6.24621
0,0,0,0,0.000816274,0.000965414,6.24592,6.24621
0,0,0,0,0.000804343,0.000907747,6.24592,6.24621
0,0,0,0,0.000749658,0.000735738,6.24592,6.24621
0,0,0,0,0.000574667,0.000280364,6.24592,6.24621
0,0,0,0,0.000144149,6.28266,6.24592,6.24621
0,0,0,0,6.28265,6.28231,6.24592,6.24621
0,0,0,0,6.28249,6.28222,6.24592,6.24621
0,0,0,0,6.28247,6.28222,6.24592,6.24621
0,0,0,0,6.28247,6.28224,6.24591,6.24621
0,0,0,0,6.28248,6.28229,6.24591,6.24621
0,0,0,0,6.28253,6.28245,6.24592,6.24621
0,0,0,0,6.28264,6.28288,6.24592,6.24621
0,0,0,0,6.28291,8.25043e-05,6.24592,6.24621
0,0,0,0,6.16247e-05,0.000512028,6.24592,6.24621
0,0,0,0,0.000571684,0.000845108,6.24591,6.24621
0,0,0,0,0.000836159,0.000854056,6.24592,6.24621
0,0,0,0,0.000838148,0.000853062,6.24592,6.24621
0,0,0,0,0.000833177,0.000842125,6.24591,6.24621
0,0,0,0,0.00080832,0.000799371,6.24592,6.24621
0,0,0,0,0.000717841,0.000661168,6.24592,6.24621
0,0,0,0,0.000471263,0.000268432,6.24592,6.24621
0,0,0,0,6.28308,6.28272,6.24592,6.24621
0,0,0,0,6.28254,6.28243,6.24592,6.24621
0,0,0,0,6.28246,6.28233,6.24592,6.24621
0,0,0,0,6.28245,6.28233,6.24592,6.24621
0,0,0,0,6.28245,6.28233,6.24592,6.24621
0,0,0,0,6.28247,6.28236,6.24592,6.24621
0,0,0,0,6.28252,6.28244,6.24592,6.24621
0,0,0,0,6.28264,6.28266,6.24592,6.24621
0,0,0,0,6.2829,6.28307,6.24591,6.24621
0,0,0,0,3.57738e-05,0.000360899,6.24592,6.24621
0,0,0,0,0.000507057,0.000926638,6.24592,6.24621
0,0,0,0,0.0007944,0.000999219,6.24592,6.24621
0,0,0,0,0.000802354,0.000999219,6.24592,6.24621
0,0,0,0,0.00078744,0.000995242,6.24592,6.24621
0,0,0,0,0.000715853,0.000968397,6.24592,6.24621
0,0,0,0,0.000497114,0.000873942,6.24592,6.24621
0,0,0,0,6.28309,0.000575661,6.24592,6.24621
0,0,0,0,6.28246,6.28301,6.24592,6.24621
0,0,0,0,6.28235,6.28235,6.24592,6.24621
0,0,0,0,6.28235,6.28211,6.24592,6.24621
0,0,0,0,6.28236,6.2821,6.24592,6.24621
0,0,0,0,6.2824,6.28212,6.24592,6.24621
0,0,0,0,6.28252,6.28217,6.24592,6.24621
0,0,0,0,6.28279,6.28229,6.24592,6.24621
0,0,0,0,6.28315,6.2827,6.24592,6.24621
0,0,0,0,0.000441435,7.55445e-05,6.24592,6.24621
0,0,0,0,0.000849085,0.000590575,6.24592,6.24621
0,0,0,0,0.000864993,0.000959449,6.24592,6.24621
0,0,0,0,0.00086201,0.000966408,6.24592,6.24621
0,0,0,0,0.000839142,0.000965414,6.24592,6.24621
0,0,0,0,0.000761589,0.000951494,6.24592,6.24621
0,0,0,0,0.00054285,0.000888856,6.24592,6.24621
0,0,0,0,3.2791e-05,0.000694973,6.24592,6.24621
0,0,0,0,6.28261,0.000166023,6.24592,6.24621
0,0,0,0,6.28251,6.28257,6.24592,6.24621
0,0,0,0,6.2825,6.28225,6.24592,6.24621
0,0,0,0,6.2825,6.2822,6.24591,6.24621
0,0,0,0,6.28251,6.2822,6.24592,6.24621
0,0,0,0,6.28256,6.28222,6.24592,6.24621
0,0,0,0,6.28275,6.28229,6.24592,6.24621
0,0,0,0,6.28308,6.28252,6.24592,6.24621
0,0,0,0,0.000392716,6.28304,6.24592,6.24621
0,0,0,0,0.000916695,0.000248547,6.24592,6.24621
0,0,0,0,0.000958454,0.00080136,6.24592,6.24621
0,0,0,0,0.000955472,0.00095746,6.24592,6.24621
0,0,0,0,0.000932603,0.000956466,6.24592,6.24621
0,0,0,0,0.000840136,0.0009505,6.24592,6.24621
0,0,0,0,0.000593558,0.000911724,6.24592,6.24621
0,0,0,0,6.85846e-05,0.000782469,6.24592,6.24621
0,0,0,0,6.28259,0.00040763,6.24592,6.24621
0,0,0,0,6.2824,6.28271,6.24592,6.24621
0,0,0,0,6.28237,6.28212,6.24592,6.24621
0,0,0,0,6.28237,6.28201,6.24592,6.24621
0,0,0,0,6.28238,6.28201,6.24591,6.24621
0,0,0,0,6.28245,6.28204,6.24592,6.24621
0,0,0,0,6.28263,6.28211,6.24592,6.24621
0,0,0,0,6.283,6.28236,6.24592,6.24621
0,0,0,0,0.000260478,6.28298,6.24592,6.24621
0,0,0,0,0.000772526,0.000285335,6.24592,6.24621
0,0,0,0,0.000843119,0.000825222,6.24592,6.24621
0,0,0,0,0.000841131,0.000955472,6.24592,6.24621
0,0,0,0,0.000828205,0.000955472,6.24592,6.24621
0,0,0,0,0.000771532,0.000952489,6.24592,6.24621
0,0,0,0,0.000606483,0.000926638,6.24592,6.24621
0,0,0,0,0.000212753,0.000830194,6.24592,6.24621
0,0,0,0,6.28271,0.000537879,6.24592,6.24621
0,0,0,0,6.28248,6.28299,6.24592,6.24621
0,0,0,0,6.28245,6.2823,6.24592,6.24621
0,0,0,0,6.28245,6.28196,6.24592,6.24621
0,0,0,0,6.28247,6.28196,6.24591,6.24621
0,0,0,0,6.28252,6.28198,6.24592,6.24621
0,0,0,0,6.28268,6.28204,6.24592,6.24621
0,0,0,0,6.28299,6.28223,6.24592,6.24621
0,0,0,0,0.000264455,6.2828,6.24592,6.24621
0,0,0,0,0.000994248,0.00031218,6.24592,6.24621
0,0,0,0,0.00141085,0.00109566,6.24592,6.24621
0,0,0,0,0.00161865,0.00127065,6.24592,6.24621
0,0,0,0,0.00163356,0.00129153,6.24592,6.24621
0,0,0,0,0.00163356,0.00129452,6.24592,6.24621
0,0,0,0,0.00163257,0.00129452,6.24592,6.24621
0,0,0,0,0.00162859,0.00129452,6.24592,6.24621
0,0,0,0,0.00161765,0.00129352,6.24592,6.24621
0,0,0,0,0.00158882,0.00128855,6.24592,6.24621
0,0,0,0,0.00151922,0.00127065,6.24592,6.24621
0,0,0,0,0.001384,0.00122989,6.24592,6.24621
0,0,0,0,0.00109169,0.00114538,6.24592,6.24621
0,0,0,0,0.00101712,0.00112052,6.24592,6.24621
0,0,0,0,6.28273,6.28279,0,6.28318
0,0,0,0,6.28263,6.28259,0,6.28318
0,0,0,0,6.28247,6.28225,0,6.28318
0,0,0,0,6.2822,6.28201,0,6.28318
0,0,0,0,6.28179,6.28197,0,6.28318
0,0,0,0,6.2817,6.28195,0,6.28318
0,0,0,0,6.2817,6.28192,0,6.28318
0,0,0,0,6.2817,6.28185,0,6.28318
0,0,0,0,6.28168,6.28173,0,6.28318
0,0,0,0,6.28164,6.28155,0,6.28318
0,0,0,0,6.28156,6.28131,0,6.28318
0,0,0,0,6.28144,6.2811,0,6.28317
0,0,0,0,6.28128,6.28102,6.28318,6.28317
0,0,0,0,6.28106,6.28097,6.28318,6.28317
0,0,0,0,6.28083,6.28091,6.28318,6.28317
0,0,0,0,6.28071,6.28082,6.28318,6.28317
