x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000883, 0.000906, 0.000356 
-0.000884, 0.000907, 0.000356 
-0.000904, 0.000927, 0.000364 
-0.000924, 0.000947, 0.000372 
-0.000943, 0.000968, 0.000380 
-0.000963, 0.000988, 0.000388 
-0.000983, 0.001008, 0.000396 
-0.001002, 0.001028, 0.000404 
-0.001022, 0.001049, 0.000412 
-0.001042, 0.001069, 0.000420 
-0.001061, 0.001089, 0.000428 
-0.001081, 0.001109, 0.000436 
-0.001101, 0.001129, 0.000444 
-0.001120, 0.001149, 0.000452 
-0.001140, 0.001170, 0.000460 
-0.001160, 0.001190, 0.000468 
-0.001180, 0.001210, 0.000476 
-0.001199, 0.001230, 0.000483 
-0.001219, 0.001250, 0.000491 
-0.001239, 0.001271, 0.000499 
-0.001258, 0.001291, 0.000507 
-0.001278, 0.001311, 0.000515 
-0.001298, 0.001331, 0.000523 
-0.001317, 0.001351, 0.000531 
-0.001337, 0.001372, 0.000539 
-0.001357, 0.001392, 0.000547 
-0.001376, 0.001412, 0.000555 
-0.001396, 0.001432, 0.000563 
-0.001416, 0.001452, 0.000571 
-0.001435, 0.001473, 0.000579 
-0.001455, 0.001493, 0.000587 
-0.001475, 0.001513, 0.000595 
-0.001495, 0.001534, 0.000603 
-0.001514, 0.001553, 0.000610 
-0.001534, 0.001573, 0.000618 
-0.001553, 0.001594, 0.000626 
-0.001573, 0.001614, 0.000634 
-0.001593, 0.001634, 0.000642 
