x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.001507, -0.000491, -0.000406 
0.001508, -0.000491, -0.000406 
0.001542, -0.000502, -0.000415 
0.001573, -0.000512, -0.000424 
0.001605, -0.000523, -0.000432 
0.001637, -0.000533, -0.000441 
0.001669, -0.000543, -0.000449 
0.001701, -0.000554, -0.000458 
0.001733, -0.000564, -0.000467 
0.001765, -0.000575, -0.000475 
0.001797, -0.000585, -0.000484 
0.001829, -0.000595, -0.000492 
0.001861, -0.000606, -0.000501 
0.001893, -0.000616, -0.000510 
0.001925, -0.000627, -0.000518 
0.001957, -0.000637, -0.000527 
0.001989, -0.000647, -0.000535 
0.002021, -0.000658, -0.000544 
0.002053, -0.000668, -0.000553 
0.002085, -0.000678, -0.000561 
0.002117, -0.000689, -0.000570 
0.002149, -0.000699, -0.000579 
0.002181, -0.000710, -0.000587 
0.002212, -0.000720, -0.000596 
0.002245, -0.000731, -0.000604 
0.002276, -0.000741, -0.000613 
0.002309, -0.000751, -0.000622 
0.002340, -0.000762, -0.000630 
0.002372, -0.000772, -0.000639 
0.002404, -0.000783, -0.000647 
0.002436, -0.000793, -0.000656 
0.002468, -0.000803, -0.000664 
0.002500, -0.000814, -0.000673 
0.002532, -0.000824, -0.000682 
0.002564, -0.000835, -0.000690 
0.002596, -0.000845, -0.000699 
0.002628, -0.000855, -0.000707 
0.003470, -0.000657, -0.000654 
0.003473, -0.000657, -0.000654 
0.003522, -0.000662, -0.000661 
