x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.001148, 0.002115, 0.001721 
-0.001149, 0.002116, 0.001723 
-0.001172, 0.002159, 0.001757 
-0.001195, 0.002201, 0.001792 
-0.001218, 0.002243, 0.001826 
-0.001241, 0.002286, 0.001861 
-0.001264, 0.002327, 0.001894 
-0.001286, 0.002369, 0.001929 
-0.001309, 0.002411, 0.001963 
-0.001332, 0.002453, 0.001997 
-0.001355, 0.002495, 0.002031 
-0.001378, 0.002537, 0.002065 
-0.001400, 0.002579, 0.002100 
-0.001423, 0.002621, 0.002134 
-0.001446, 0.002663, 0.002168 
-0.001469, 0.002705, 0.002202 
-0.001492, 0.002747, 0.002236 
-0.001514, 0.002789, 0.002270 
-0.001537, 0.002831, 0.002305 
-0.001560, 0.002873, 0.002339 
-0.001583, 0.002915, 0.002373 
-0.001606, 0.002957, 0.002407 
-0.001629, 0.002999, 0.002442 
-0.001651, 0.003041, 0.002476 
-0.001674, 0.003083, 0.002510 
-0.001697, 0.003125, 0.002544 
-0.001720, 0.003167, 0.002579 
-0.001743, 0.003209, 0.002613 
-0.001765, 0.003251, 0.002647 
-0.001788, 0.003293, 0.002681 
-0.001811, 0.003335, 0.002715 
-0.001834, 0.003377, 0.002749 
-0.001857, 0.003419, 0.002783 
-0.001880, 0.003462, 0.002818 
