x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000991, 0.001657, -0.000359 
0.000992, 0.001659, -0.000360 
0.001013, 0.001694, -0.000367 
0.001033, 0.001729, -0.000375 
0.001054, 0.001764, -0.000382 
0.001075, 0.001799, -0.000390 
0.001104, 0.001848, -0.000400 
0.001116, 0.001868, -0.000405 
0.001137, 0.001903, -0.000412 
0.001158, 0.001938, -0.000420 
0.001179, 0.001972, -0.000428 
0.001199, 0.002007, -0.000435 
0.001220, 0.002042, -0.000443 
0.001241, 0.002076, -0.000450 
0.001262, 0.002111, -0.000458 
0.001283, 0.002146, -0.000465 
0.001303, 0.002181, -0.000473 
0.001324, 0.002215, -0.000480 
0.001345, 0.002250, -0.000488 
0.001366, 0.002285, -0.000495 
0.001387, 0.002320, -0.000503 
0.001407, 0.002354, -0.000510 
0.001428, 0.002390, -0.000518 
0.001449, 0.002424, -0.000526 
0.001469, 0.002459, -0.000533 
0.001490, 0.002494, -0.000541 
0.001511, 0.002528, -0.000548 
0.001532, 0.002564, -0.000556 
0.001553, 0.002598, -0.000563 
0.001574, 0.002633, -0.000571 
0.001594, 0.002668, -0.000578 
0.001615, 0.002702, -0.000586 
0.001636, 0.002737, -0.000593 
0.001657, 0.002772, -0.000601 
0.001678, 0.002807, -0.000608 
0.001698, 0.002842, -0.000616 
0.002192, 0.005981, -0.000685 
0.002192, 0.005983, -0.000685 
0.002217, 0.006066, -0.000692 
