x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.001315, 0.003426, -0.000683 
0.001316, 0.003429, -0.000684 
0.001344, 0.003504, -0.000699 
0.001372, 0.003577, -0.000713 
0.001401, 0.003650, -0.000728 
0.001428, 0.003723, -0.000742 
0.001457, 0.003798, -0.000758 
0.001486, 0.003873, -0.000772 
0.001514, 0.003945, -0.000787 
0.001542, 0.004018, -0.000801 
0.001570, 0.004092, -0.000816 
0.001599, 0.004166, -0.000831 
0.001628, 0.004243, -0.000846 
0.001655, 0.004312, -0.000860 
0.001683, 0.004387, -0.000875 
0.001711, 0.004460, -0.000890 
0.001739, 0.004533, -0.000904 
0.001767, 0.004606, -0.000919 
0.001796, 0.004680, -0.000933 
0.001826, 0.004758, -0.000949 
0.001853, 0.004829, -0.000963 
0.001880, 0.004901, -0.000977 
0.001909, 0.004975, -0.000992 
0.001937, 0.005049, -0.001007 
0.001966, 0.005123, -0.001022 
0.001993, 0.005195, -0.001036 
0.002022, 0.005270, -0.001051 
0.002050, 0.005343, -0.001066 
0.002078, 0.005417, -0.001080 
0.002106, 0.005489, -0.001095 
0.002135, 0.005565, -0.001110 
0.002163, 0.005638, -0.001124 
0.002193, 0.005715, -0.001140 
0.003276, 0.004338, 0.004564 
0.003278, 0.004339, 0.004569 
0.003332, 0.004374, 0.004700 
0.003387, 0.004409, 0.004831 
0.003441, 0.004444, 0.004962 
0.003496, 0.004479, 0.005093 
0.003553, 0.004516, 0.005230 
