x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.008648, 0.005079, 0.000399 
-0.008658, 0.005085, 0.000399 
-0.008849, 0.005198, 0.000408 
-0.009039, 0.005309, 0.000417 
-0.009230, 0.005422, 0.000426 
-0.009421, 0.005534, 0.000434 
-0.009612, 0.005646, 0.000443 
-0.009801, 0.005757, 0.000452 
-0.009994, 0.005870, 0.000461 
-0.010186, 0.005983, 0.000470 
-0.010378, 0.006096, 0.000479 
-0.010563, 0.006204, 0.000487 
-0.010754, 0.006316, 0.000496 
-0.010946, 0.006429, 0.000505 
-0.011140, 0.006543, 0.000514 
-0.011329, 0.006655, 0.000522 
-0.011518, 0.006765, 0.000531 
-0.011716, 0.006882, 0.000540 
-0.011899, 0.006989, 0.000549 
-0.012092, 0.007102, 0.000558 
-0.012283, 0.007215, 0.000566 
-0.012473, 0.007326, 0.000575 
-0.012662, 0.007437, 0.000584 
-0.012855, 0.007551, 0.000593 
-0.013046, 0.007663, 0.000602 
-0.013236, 0.007774, 0.000610 
-0.013428, 0.007887, 0.000619 
-0.013618, 0.007999, 0.000628 
-0.013809, 0.008111, 0.000637 
-0.014000, 0.008223, 0.000646 
-0.014192, 0.008336, 0.000654 
-0.014383, 0.008448, 0.000663 
-0.014572, 0.008559, 0.000672 
-0.014763, 0.008671, 0.000681 
-0.014954, 0.008783, 0.000690 
-0.015142, 0.008894, 0.000698 
-0.015336, 0.009008, 0.000707 
-0.015527, 0.009120, 0.000716 
