time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1639643129.820381165,0.00168347,-0.000989604,-2.53413e-06,0.0753023,-0.0494409,0.00258172
1639643129.860758781,0.00170288,-0.000992482,-1.19598e-05,0.0760532,-0.049603,0.00141816
1639643129.891046286,0.00121104,-0.000680418,-5.63225e-05,0.0754398,-0.0502038,0.00155225
1639643129.931550980,0.0012604,-0.000716124,-5.3327e-05,0.075982,-0.0507504,0.00355401
1639643129.971985102,0.00130206,-0.000744744,-7.86506e-05,0.0764617,-0.0511025,0.00260829
1639643130.012461662,0.00441828,-0.00287915,4.40103e-05,0.0782452,-0.0536404,0.00352375
1639643130.077365160,0.000196196,-9.94922e-07,-8.51782e-05,0.0762261,-0.0521397,0.00467087
1639643130.154163837,0.00146654,-0.000875098,-2.42363e-05,0.077496,-0.0533634,0.00363218
1639643130.194627285,0.00150658,-0.000918422,-2.04948e-05,0.0774698,-0.0543366,0.00463859
1639643130.234984159,0.00155099,-0.000974766,-6.49616e-05,0.0773255,-0.0557543,0.00455626
1639643130.275452852,0.00159881,-0.00101225,-1.12374e-05,0.0778686,-0.0566082,0.00365137
1639643130.356426477,0.00322371,-0.00218814,4.30504e-05,0.078823,-0.0571927,0.0046538
1639643130.417029142,0.00169599,-0.00105635,2.82339e-05,0.0780236,-0.0550825,0.00369182
1639643130.457604647,0.00177466,-0.00107744,1.7986e-05,0.0782295,-0.0533761,0.00573288
1639643130.498092175,0.00177694,-0.00103608,-2.34987e-05,0.078223,-0.0511165,0.00468775
1639643130.538447618,0.00179671,-0.00102462,-2.07616e-05,0.0792932,-0.0506227,0.00466781
1639643130.578892231,0.00182124,-0.00101739,-2.23536e-05,0.0796422,-0.050274,0.0036545
1639643130.659830093,0.000392445,-0.000107977,-6.46868e-05,0.0792301,-0.0489593,0.00568999
1639643130.700217724,0.00364097,-0.00213076,0.000146006,0.0817082,-0.0507038,0.00465409
1639643130.760947227,0.00210657,-0.00112901,-5.96789e-05,0.0811404,-0.048261,0.00460943
1639643130.821548462,0.00347535,-0.00189643,7.33484e-05,0.0817076,-0.0471256,0.00362868
1639643130.841786623,0.00183374,-0.000923071,-3.09965e-06,0.0802975,-0.0456192,0.0037368
1639643130.922626495,0.00181365,-0.000896412,1.81858e-05,0.0795379,-0.0445233,0.00483878
1639643130.963184595,0.00509441,-0.00276353,0.000208616,0.081848,-0.0461905,0.00253302
1639643131.003516674,0.00342576,-0.00181632,-1.63988e-05,0.0805361,-0.0455521,0.0024521
1639643131.044033766,0.000729247,-0.000292945,-3.94557e-05,0.0777733,-0.0445387,0.00660762
1639643131.084449768,0.000762821,-0.000306946,-4.1548e-05,0.0777067,-0.0437237,0.0046582
1639643131.165344715,0.0039586,-0.00212028,8.02154e-05,0.0791644,-0.0448745,0.0024759
