x_pos [m], y_pos [m], heading [rad]
-0.39982,3.32066e-05,-8.5179e-05
-0.399812,3.69636e-05,-9.47157e-05
-0.399812,3.69636e-05,-9.47157e-05
-0.399812,3.69636e-05,-9.47157e-05
-0.399804,3.30868e-05,-8.5179e-05
-0.399804,3.30868e-05,-8.5179e-05
-0.399804,3.30868e-05,-8.5179e-05
-0.399804,3.30868e-05,-8.5179e-05
-0.399796,2.93955e-05,-7.61191e-05
-0.399796,2.93955e-05,-7.61191e-05
-0.399796,2.93955e-05,-7.61191e-05
-0.399796,2.93955e-05,-7.61191e-05
-0.399796,2.93955e-05,-7.61191e-05
-0.399796,2.93955e-05,-7.61191e-05
-0.399796,2.93955e-05,-7.61191e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.39978,2.94413e-05,-7.65959e-05
-0.399772,2.55418e-05,-6.70592e-05
-0.399772,2.55418e-05,-6.70592e-05
-0.399772,2.55418e-05,-6.70592e-05
-0.399772,2.55418e-05,-6.70592e-05
-0.399772,2.55418e-05,-6.70592e-05
-0.399772,2.55418e-05,-6.70592e-05
-0.399772,2.55418e-05,-6.70592e-05
-0.399765,2.92657e-05,-7.65959e-05
-0.399765,2.92657e-05,-7.65959e-05
-0.399765,2.92657e-05,-7.65959e-05
-0.399765,2.92657e-05,-7.65959e-05
-0.399765,2.92657e-05,-7.65959e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399757,2.55466e-05,-6.7536e-05
-0.399749,2.18185e-05,-5.84761e-05
-0.399741,2.55275e-05,-6.80129e-05
-0.399741,2.55275e-05,-6.80129e-05
-0.399741,2.55275e-05,-6.80129e-05
-0.399741,2.55275e-05,-6.80129e-05
-0.399741,2.55275e-05,-6.80129e-05
-0.399733,2.16017e-05,-5.84761e-05
-0.399733,2.16017e-05,-5.84761e-05
-0.399733,2.16017e-05,-5.84761e-05
-0.399717,2.15672e-05,-5.8953e-05
-0.399717,2.15672e-05,-5.8953e-05
-0.399702,2.15257e-05,-5.94298e-05
-0.399702,2.15257e-05,-5.94298e-05
-0.399702,2.15257e-05,-5.94298e-05
-0.399694,1.77819e-05,-5.03699e-05
-0.399694,1.77819e-05,-5.03699e-05
-0.399686,2.14761e-05,-5.99066e-05
-0.399686,2.14761e-05,-5.99066e-05
-0.399686,2.14761e-05,-5.99066e-05
-0.399678,1.77308e-05,-5.08467e-05
-0.399678,1.77308e-05,-5.08467e-05
-0.399678,1.77308e-05,-5.08467e-05
-0.399678,1.77308e-05,-5.08467e-05
-0.399678,1.77308e-05,-5.08467e-05
-0.399678,1.77308e-05,-5.08467e-05
-0.39967,2.14163e-05,-6.03835e-05
-0.39967,2.14163e-05,-6.03835e-05
-0.399663,1.76625e-05,-5.13236e-05
-0.399663,1.76625e-05,-5.13236e-05
-0.399663,1.76625e-05,-5.13236e-05
-0.399663,1.76625e-05,-5.13236e-05
-0.399663,1.76625e-05,-5.13236e-05
-0.399663,1.76625e-05,-5.13236e-05
-0.399655,1.39013e-05,-4.22637e-05
-0.399655,1.39013e-05,-4.22637e-05
-0.399647,1.75756e-05,-5.18004e-05
-0.399647,1.75756e-05,-5.18004e-05
-0.399647,1.75756e-05,-5.18004e-05
-0.399639,1.38106e-05,-4.27405e-05
-0.399639,1.38106e-05,-4.27405e-05
-0.399639,1.38106e-05,-4.27405e-05
