time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1639641621.116086483,0.0029953,-0.00111483,0.000320731,0.071101,-0.0279344,0.00582838
1639641621.176742554,0.00157323,-0.000564795,0.000261577,0.070697,-0.0281588,0.00284249
1639641621.197067738,0.00300916,-0.00114214,0.000320483,0.0714365,-0.0286907,0.00490641
1639641621.277787209,0.00189355,-0.000694718,0.000283509,0.0708564,-0.0282994,0.00183086
1639641621.318359137,0.000520205,-0.000149604,0.000190111,0.0691905,-0.0281803,0.00472063
1639641621.358733654,0.00193613,-0.000728395,0.000309281,0.0701155,-0.0287138,0.00380839
1639641621.399236202,0.00196817,-0.000745397,0.000338144,0.0701095,-0.0288503,0.00387569
1639641621.459928036,0.00342584,-0.0013633,0.000364744,0.0710079,-0.0297323,0.00587245
1639641621.520665169,0.00157452,-0.000585513,0.000259287,0.0705674,-0.0290696,0.00584353
1639641621.581315041,0.00213996,-0.0008039,0.000247166,0.0709967,-0.0286649,0.00285695
1639641621.621712208,0.000764207,-0.000248364,0.000223641,0.0702172,-0.0285164,0.00596598
1639641621.662273407,0.00221674,-0.000843452,0.000236506,0.0712037,-0.0291215,0.00383024
1639641621.702737808,0.002247,-0.000867818,0.000277308,0.0710792,-0.0295291,0.00484098
1639641621.743067265,0.0022688,-0.000898578,0.000335315,0.0711533,-0.0303768,0.00500447
1639641621.783578157,0.001569,-0.000612712,0.000264994,0.0702484,-0.0305166,0.00274678
1639641621.844227791,0.00298221,-0.00123183,0.000320393,0.0706669,-0.0309183,0.00481953
1639641621.925144911,0.00237606,-0.00095121,0.000297331,0.069962,-0.0299039,0.00480075
1639641621.965598106,0.0010254,-0.000363108,0.000228814,0.0695065,-0.0288755,0.0038122
1639641621.995861530,0.00174084,-0.000671367,0.000267896,0.0702082,-0.0296716,0.00500281
1639641622.036407709,0.0017822,-0.000682643,0.000252484,0.0702276,-0.0293957,0.00270449
1639641622.076825619,0.00182724,-0.000673945,0.000254356,0.0707855,-0.0283416,0.00485024
1639641622.177905560,0.00300288,-0.00112405,0.000311667,0.0714733,-0.0280492,0.00175374
1639641622.218427181,0.00301973,-0.00112512,0.000258721,0.0716744,-0.0280233,0.005784
1639641622.258892536,0.00196188,-0.000701909,0.000317175,0.0706585,-0.0273449,0.00381325
1639641622.299355268,0.000600815,-0.000171146,0.000204582,0.070137,-0.026749,0.0068145
1639641622.339833975,0.0020539,-0.000720824,0.000324716,0.0713929,-0.0269873,0.00282296
1639641622.420737743,0.00210577,-0.000750155,0.000224715,0.0712625,-0.0273787,0.00390082
1639641622.461199284,0.00212926,-0.000751604,0.000297175,0.0710821,-0.0270014,0.00585208
1639641622.521840572,0.00300482,-0.00108792,0.000298342,0.0713613,-0.0272174,0.00467803
1639641622.582565069,0.0008177,-0.000261055,0.00021606,0.0694727,-0.0273058,0.00483844
1639641622.602736950,0.00081674,-0.00026491,0.000210923,0.0694043,-0.02774,0.00480766
1639641622.643200874,0.00224218,-0.000851026,0.000313826,0.0700045,-0.0287233,0.00280013
1639641622.724117041,0.00231287,-0.000872651,0.00026449,0.0702581,-0.0284436,0.0058023
1639641622.764639854,0.00235418,-0.000888926,0.000351384,0.0704623,-0.0284873,0.0027502
1639641622.804969549,0.00239001,-0.000900519,0.000307688,0.0707729,-0.0284986,0.00492752
1639641622.865670204,0.00299567,-0.0011477,0.000281907,0.0711445,-0.0287398,0.00376075
1639641622.926381588,0.00108976,-0.000365128,0.000220908,0.0703904,-0.0273718,0.00486069
1639641622.946217775,0.00109112,-0.000357108,0.000209946,0.0708016,-0.0268542,0.000657474
1639641623.027571201,0.00305924,-0.00109575,0.00038246,0.0727478,-0.0273193,0.00595346
1639641623.067852736,0.00265434,-0.000920735,0.000318142,0.072511,-0.0265463,0.00171165
1639641623.108416319,0.00124616,-0.000405879,0.000200293,0.0714757,-0.0265096,0.00378383
1639641623.169067383,0.00129323,-0.000431621,0.000241557,0.071613,-0.0271346,0.00471549
1639641623.229781866,0.0027805,-0.00102315,0.00035369,0.0722261,-0.0283171,0.00284168
1639641623.249977589,0.00135949,-0.000462441,0.000215554,0.0713591,-0.0273807,0.00363147
1639641623.330833435,0.00141455,-0.000475151,0.000240939,0.0712434,-0.0268094,0.00685219
1639641623.371291399,0.00431738,-0.00158296,0.000437755,0.0727645,-0.0277091,0.0027188
1639641623.411755323,0.00303485,-0.00108545,0.000320193,0.0720799,-0.0271311,0.00701177
1639641623.452218533,0.00294914,-0.00105714,0.00037154,0.0723726,-0.027382,0.00483439
1639641623.512957811,0.00155958,-0.000538491,0.00024232,0.0712712,-0.0273207,0.00479826
1639641623.563492060,0.00233357,-0.000841799,0.000260588,0.0725429,-0.0280864,0.00273838
1639641623.624228954,0.000939024,-0.000332437,0.000213263,0.0705163,-0.0299605,0.00380889
1639641623.664657593,0.000972817,-0.000356422,0.00022184,0.0703612,-0.0307282,0.0048956
1639641623.713124752,0.000156922,-1.79111e-06,0.000164944,0.0689566,-0.0307348,0.00477384
1639641623.745572329,0.00242637,-0.00101314,0.000274236,0.0706306,-0.0317319,0.00485977
1639641623.793090105,0.000156922,-1.79149e-06,0.000164944,0.0689131,-0.0319553,0.00392731
1639641623.846614599,0.00109871,-0.000432874,0.000202839,0.0697993,-0.0320158,0.0027495
1639641623.927574635,0.00116177,-0.00046069,0.000239189,0.0697174,-0.0318655,0.0059834
1639641623.968062401,0.00119453,-0.000473755,0.000238451,0.0696507,-0.0316933,0.00481201
1639641624.008427143,0.00405444,-0.00176739,0.000411338,0.0717857,-0.0324911,0.00387983
1639641624.048965454,0.00268936,-0.00113253,0.000325008,0.0714965,-0.0318411,0.00279398
1639641624.093092203,0.000156922,-1.79132e-06,0.000164944,0.0698666,-0.0309109,0.00475073
1639641624.129836798,0.0027421,-0.00113015,0.000364497,0.0712576,-0.0309584,0.00485901
1639641624.231059313,0.00141603,-0.000562785,0.000252069,0.0704649,-0.031434,0.00496276
1639641624.271433353,0.00143696,-0.000560907,0.000251277,0.0701144,-0.0305991,0.0037944
1639641624.313067436,0.000156922,-1.79105e-06,0.000164944,0.0693963,-0.0297653,0.00277003
1639641624.353078842,0.000156922,-1.79095e-06,0.000164944,0.0693078,-0.029091,0.0059333
1639641624.393105268,0.000156922,-1.79088e-06,0.000164944,0.0693982,-0.0286364,0.0048514
1639641624.433248520,0.000167286,-5.99865e-06,0.000165372,0.0697711,-0.0283413,0.00286396
1639641624.514202595,0.00303264,-0.00114347,0.00038219,0.0720515,-0.0284368,0.00500842
1639641624.574789762,0.00159447,-0.000568942,0.000199265,0.0713201,-0.0281071,0.00368249
1639641624.635416031,0.00303324,-0.0011296,0.000300409,0.0721841,-0.0282463,0.00184765
1639641624.655810356,0.000348241,-7.63693e-05,0.00017676,0.0703486,-0.0274312,0.0047134
1639641624.696153879,0.00321199,-0.00119957,0.000351348,0.0719224,-0.0281893,0.0059764
1639641624.777102232,0.000440962,-0.000115292,0.00018991,0.0703865,-0.0281492,0.00700037
1639641624.817539215,0.00333296,-0.00131298,0.000429275,0.0725731,-0.0302778,0.00378319
1639641624.857944012,0.00305576,-0.001213,0.000342788,0.0728704,-0.0306971,0.00694713
1639641624.918701887,0.00159838,-0.000613261,0.000223692,0.0718093,-0.0305445,0.00378934
1639641624.979320765,0.0030737,-0.00128341,0.000383281,0.0732922,-0.032489,0.00488956
1639641624.999619007,0.000629647,-0.000209154,0.000197087,0.0718699,-0.0315649,0.00486681
1639641625.080562115,0.00069228,-0.000232809,0.00020412,0.0721589,-0.03115,0.00600504
1639641625.121026754,0.0016284,-0.00063542,0.000203887,0.0728295,-0.0313651,0.00465053
1639641625.161439657,0.000755676,-0.000258996,0.000227605,0.0720712,-0.0309686,0.00801539
1639641625.201827288,0.000777039,-0.000266455,0.000206582,0.0723344,-0.0308716,0.00478836
1639641625.252467871,0.00156104,-0.000593594,0.000258655,0.0730493,-0.0307515,0.0047639
1639641625.313111067,0.000161091,-3.54341e-06,0.000165111,0.0719409,-0.0302574,0.00285937
1639641625.373754263,0.0016108,-0.000614471,0.000257499,0.0724649,-0.0305449,0.00263456
1639641625.414285421,0.00162714,-0.000605992,0.00022051,0.0727953,-0.0298477,0.00384052
1639641625.454724073,0.00162091,-0.000600574,0.000220892,0.0726754,-0.029671,0.00579586
1639641625.495143175,0.00030324,-6.0754e-05,0.000172534,0.0720976,-0.0290599,0.00372711
1639641625.535635233,0.000336519,-7.45534e-05,0.000176532,0.0715371,-0.0289924,0.00485559
1639641625.596302509,0.00183633,-0.000682393,0.000226566,0.0729436,-0.0295596,0.00474399
1639641625.677147388,0.00190702,-0.000725814,0.000278608,0.0733268,-0.0303924,0.00595252
1639641625.717676401,0.00163503,-0.000611382,0.000263875,0.0735716,-0.0303632,0.00371174
1639641625.758088589,0.00165141,-0.000614892,0.000260863,0.0745757,-0.0305985,0.00390039
1639641625.798511744,0.0016384,-0.000613879,0.000262286,0.0738904,-0.030554,0.00604183
1639641625.838950157,0.00058974,-0.000178505,0.000174549,0.0728775,-0.0302213,0.00276979
1639641625.879352331,0.000816528,-0.000231874,-2.10092e-05,0.0692848,-0.0361518,0.00180979
1639641625.940073013,0.00345581,-0.00184464,-0.000178594,0.0676493,-0.0727317,-0.0047181
1639641626.020992756,0.0074448,-0.00380208,-0.00216064,0.0738327,-0.144867,0.00672664
1639641626.061461687,0.0122638,-0.00448799,-0.00241773,0.0749814,-0.165911,-0.00536575
1639641626.101890326,0.0138108,-0.0034278,-0.00724977,0.0730939,-0.171478,-0.00973297
1639641626.142470121,0.0243015,-0.00179117,-0.00696494,0.0841775,-0.174809,-0.0158679
1639641626.182785273,0.0328989,-0.00202909,-0.00661361,0.0957362,-0.172927,-0.0138051
1639641626.283973694,0.0540786,-0.0059128,-0.00608872,0.113073,-0.166873,-0.0157557
1639641626.324514866,0.111571,-0.00644308,-0.0602741,0.153518,-0.164979,-0.018135
1639641626.364778519,0.122419,-0.00708788,-0.0598758,0.158245,-0.158203,-0.0162576
1639641626.405314922,0.131914,-0.00583743,-0.0589452,0.160712,-0.148941,-0.0162188
1639641626.445880890,0.148054,-0.00574071,-0.0578934,0.168937,-0.139602,-0.0327793
1639641626.526737690,0.17169,-0.00704454,-0.0551187,0.180977,-0.12793,-0.0326511
1639641626.567173958,0.212122,-0.0101308,-0.0853499,0.205635,-0.107777,-0.0519014
1639641626.607690573,0.224248,-0.0107985,-0.0833814,0.222845,-0.0890334,-0.0681281
1639641626.658176899,0.238252,-0.0121446,-0.0815521,0.228346,-0.0627425,-0.069027
1639641626.728980303,0.253288,-0.013683,-0.080382,0.240561,-0.0536163,-0.0847813
1639641626.749199152,0.259565,-0.0127174,-0.0764161,0.237974,-0.0636234,-0.0871788
1639641626.819991350,0.283683,-0.0126188,-0.0660476,0.240638,-0.0867368,-0.0908804
1639641626.860445261,0.295409,-0.012956,-0.0616626,0.249223,-0.0882568,-0.0913125
1639641626.900839329,0.306875,-0.0132389,-0.056545,0.251077,-0.0794782,-0.0854429
1639641626.941380262,0.318777,-0.0133557,-0.0517491,0.254223,-0.0502804,-0.0924522
1639641627.002074718,0.335159,-0.0145718,-0.0479945,0.252063,-0.0327239,-0.0829079
1639641627.082899809,0.355264,-0.0142051,-0.0373266,0.256498,-0.00802899,-0.0790841
1639641627.123399019,0.369221,-0.0145208,-0.0288867,0.2577,-0.024307,-0.0643794
1639641627.163957357,0.380577,-0.0146638,-0.0241037,0.267183,-0.0167756,-0.0707917
1639641627.204360485,0.391594,-0.0148588,-0.0190246,0.267988,-0.0176396,-0.0704615
1639641627.244806767,0.402957,-0.014928,-0.0143197,0.279357,-0.0115828,-0.0802251
1639641627.285277605,0.414106,-0.0150776,-0.00949633,0.282457,-0.0163001,-0.0697616
1639641627.345897913,0.431283,-0.0149994,-0.00576179,0.293667,0.000694156,-0.064074
1639641627.426946640,0.453805,-0.0141416,0.00250699,0.300673,0.0260022,-0.0536206
1639641627.467314005,0.460734,-0.0144184,0.0082888,0.298667,0.0222961,-0.0452418
1639641627.507819653,0.475447,-0.0140973,0.0142333,0.313218,0.0318875,-0.0574541
1639641627.548248768,0.486343,-0.0138092,0.0178917,0.303505,0.0336794,-0.0486887
1639641627.588685274,0.497124,-0.0136499,0.0217869,0.299093,0.0257736,-0.0355081
1639641627.648948431,0.513835,-0.0127027,0.0247562,0.294378,0.0256423,-0.0286291
1639641627.730214357,0.535904,-0.0118399,0.0319502,0.289523,0.0355042,-0.0572769
1639641627.770731688,0.547379,-0.0115064,0.0351469,0.292476,0.0364842,-0.033374
1639641627.811088085,0.558225,-0.0117703,0.0419156,0.300087,0.0503859,-0.017892
1639641627.853065491,0.56951,-0.0124675,0.0469013,0.299833,0.0469019,-0.0292782
1639641627.892059803,0.580738,-0.0110184,0.0476954,0.301016,0.0553684,-0.039144
1639641627.932461739,0.592094,-0.00925866,0.0484625,0.294758,0.0634234,-0.0268155
1639641628.033561707,0.619426,-0.0110299,0.0593333,0.300395,0.0563707,-0.02367
1639641628.074104071,0.631472,-0.0079238,0.0585034,0.301959,0.0600311,-0.0175296
1639641628.113859415,0.641679,-0.00773313,0.0613063,0.286889,0.0582174,-0.0105905
1639641628.155056477,0.653082,-0.0068954,0.063795,0.285633,0.0688674,-0.023555
1639641628.195416689,0.664459,-0.0065939,0.0655598,0.297977,0.0669136,-0.0192342
1639641628.235814095,0.675639,-0.00659034,0.0675486,0.299962,0.0546864,-0.00491717
1639641628.316779613,0.697391,-0.00654412,0.0732719,0.306706,0.0723433,-0.0148119
1639641628.377428770,0.714761,-0.0069267,0.0770091,0.318412,0.0772588,-0.00662451
1639641628.427961349,0.728864,-0.00541382,0.0785518,0.324595,0.0761324,-0.00172318
1639641628.458073378,0.738366,-0.00273904,0.0785013,0.324894,0.0675018,0.000748667
1639641628.488846540,0.744693,-0.00384091,0.0801466,0.320567,0.0589303,0.0136326
1639641628.569694042,0.768477,-0.00281771,0.0826383,0.325067,0.0511647,0.0194398
1639641628.610077858,0.778583,-0.00397475,0.0842366,0.322571,0.0416339,0.0197926
1639641628.653143406,0.789792,-0.00461495,0.0851579,0.327541,0.0402247,0.0158143
1639641628.713138819,0.806602,-0.00407728,0.086058,0.340512,0.0392296,0.00350825
1639641628.771903038,0.824036,-0.00239714,0.0870432,0.347254,0.0415339,0.0187526
1639641628.832592249,0.841501,-0.000856764,0.088228,0.332389,0.0347401,0.0300217
