x_pos [m], y_pos [m], heading [rad]
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
-0.399843,-6.77625e-05,0.000164943
