time_stamp [], traj_point [], x_pos [m], y_pos [m], heading [rad], lin_vel [m/s], ang_vel [rad/s]
0.000000000,0,0,0,0,0,0
0.000000000,0,-0.39992,-1.49493e-05,7.7055e-07,0.00197572,0
0.000000000,0,-0.399689,-1.49491e-05,7.7055e-07,0.0079029,0
0.000000000,0,-0.399064,-1.49486e-05,7.7055e-07,0.0177815,0
0.000000000,0,-0.397845,-1.49477e-05,7.7055e-07,0.0316116,0
0.000000000,0,-0.395837,-1.49461e-05,7.7055e-07,0.0493931,0
0.000000000,0,-0.39284,-1.49438e-05,7.7055e-07,0.0711261,0
0.000000000,0,-0.388658,-1.49406e-05,7.7055e-07,0.0968105,0
0.000000000,0,-0.383093,-1.49363e-05,7.7055e-07,0.126446,0
0.000000000,0,-0.375949,-1.49308e-05,7.7055e-07,0.159709,0
0.000000000,0,-0.367164,-1.4924e-05,7.7055e-07,0.19103,0
0.000000000,0,-0.356912,-1.49161e-05,7.7055e-07,0.2184,0
0.000000000,0,-0.34539,-1.49072e-05,7.7055e-07,0.241819,0
0.000000000,0,-0.332796,-1.48975e-05,7.7055e-07,0.261286,0
0.000000000,0,-0.319328,-1.48872e-05,7.7055e-07,0.276802,0
0.000000000,0,-0.305182,-1.48763e-05,7.7055e-07,0.288366,0
0.000000000,0,-0.290557,-1.4865e-05,7.7055e-07,0.295979,0
0.000000000,0,-0.27565,-1.48535e-05,7.7055e-07,0.29964,0
0.000000000,0,-0.260652,-1.48419e-05,7.7055e-07,0.3,0
0.000000000,0,-0.245652,-1.48304e-05,7.7055e-07,0.3,0
0.000000000,0,-0.230652,-1.48188e-05,7.7055e-07,0.3,0
0.000000000,0,-0.215652,-1.48073e-05,7.7055e-07,0.3,0
0.000000000,0,-0.200652,-1.47957e-05,7.7055e-07,0.3,0
0.000000000,0,-0.185652,-1.47842e-05,7.7055e-07,0.3,0
0.000000000,0,-0.170652,-1.47726e-05,7.7055e-07,0.3,0
0.000000000,0,-0.155652,-1.4761e-05,7.7055e-07,0.3,0
0.000000000,0,-0.140652,-1.47495e-05,7.7055e-07,0.3,0
0.000000000,0,-0.125652,-1.47379e-05,7.7055e-07,0.3,0
0.000000000,0,-0.110652,-1.47264e-05,7.7055e-07,0.3,0
0.000000000,0,-0.0956523,-1.47148e-05,7.7055e-07,0.3,0
0.000000000,0,-0.0806523,-1.47032e-05,7.7055e-07,0.3,0
0.000000000,0,-0.0656523,-1.46917e-05,7.7055e-07,0.3,0
0.000000000,0,-0.0506523,-1.46801e-05,7.7055e-07,0.3,0
0.000000000,0,-0.0356523,-1.46686e-05,7.7055e-07,0.3,0
0.000000000,0,-0.0206523,-1.4657e-05,7.7055e-07,0.3,0
0.000000000,0,-0.00565234,-1.46454e-05,7.7055e-07,0.3,0
0.000000000,0,0.00934766,-1.46339e-05,7.7055e-07,0.3,0
0.000000000,0,0.0243477,-1.46223e-05,7.7055e-07,0.3,0
0.000000000,0,0.0393477,-1.46108e-05,7.7055e-07,0.3,0
0.000000000,0,0.0543477,-1.45992e-05,7.7055e-07,0.3,0
0.000000000,0,0.0693477,-1.45877e-05,7.7055e-07,0.3,0
0.000000000,0,0.0843477,-1.45761e-05,7.7055e-07,0.3,0
0.000000000,0,0.0993477,-1.45645e-05,7.7055e-07,0.3,0
0.000000000,0,0.114348,-1.4553e-05,7.7055e-07,0.3,0
0.000000000,0,0.129348,-1.45414e-05,7.7055e-07,0.3,0
0.000000000,0,0.144348,-1.45299e-05,7.7055e-07,0.3,0
0.000000000,0,0.159348,-1.45183e-05,7.7055e-07,0.3,0
0.000000000,0,0.174348,-1.45067e-05,7.7055e-07,0.3,0
0.000000000,0,0.189348,-1.44952e-05,7.7055e-07,0.3,0
0.000000000,0,0.204348,-1.44836e-05,7.7055e-07,0.3,0
0.000000000,0,0.219348,-1.44721e-05,7.7055e-07,0.3,0
0.000000000,0,0.234348,-1.44605e-05,7.7055e-07,0.3,0
0.000000000,0,0.249348,-1.44489e-05,7.7055e-07,0.3,0
0.000000000,0,0.264348,-1.44374e-05,7.7055e-07,0.3,0
0.000000000,0,0.279348,-1.44258e-05,7.7055e-07,0.3,0
0.000000000,0,0.294348,-1.44143e-05,7.7055e-07,0.3,0
0.000000000,0,0.309348,-1.44027e-05,7.7055e-07,0.3,0
0.000000000,0,0.324348,-1.43912e-05,7.7055e-07,0.3,0
0.000000000,0,0.339348,-1.43796e-05,7.7055e-07,0.3,0
0.000000000,0,0.354348,-1.4368e-05,7.7055e-07,0.3,0
0.000000000,0,0.369348,-1.43565e-05,7.7055e-07,0.3,0
0.000000000,0,0.384348,-1.43449e-05,7.7055e-07,0.3,0
0.000000000,0,0.399348,-1.43334e-05,7.7055e-07,0.3,0
0.000000000,0,0.414348,-1.43218e-05,7.7055e-07,0.3,0
0.000000000,0,0.429348,-1.43102e-05,7.7055e-07,0.3,0
0.000000000,0,0.444348,-1.42987e-05,7.7055e-07,0.3,0
0.000000000,0,0.459348,-1.42871e-05,7.7055e-07,0.3,0
0.000000000,0,0.474348,-1.42756e-05,7.7055e-07,0.3,0
0.000000000,0,0.489348,-1.4264e-05,7.7055e-07,0.3,0
0.000000000,0,0.504348,-1.42524e-05,7.7055e-07,0.3,0
0.000000000,0,0.519348,-1.42409e-05,7.7055e-07,0.3,0
0.000000000,0,0.534348,-1.42293e-05,7.7055e-07,0.3,0
0.000000000,0,0.549348,-1.42178e-05,7.7055e-07,0.3,0
0.000000000,0,0.564348,-1.42062e-05,7.7055e-07,0.3,0
0.000000000,0,0.579348,-1.41947e-05,7.7055e-07,0.3,0
0.000000000,0,0.594348,-1.41831e-05,7.7055e-07,0.3,0
0.000000000,0,0.609348,-1.41715e-05,7.7055e-07,0.3,0
0.000000000,0,0.624348,-1.416e-05,7.7055e-07,0.3,0
0.000000000,0,0.639348,-1.41484e-05,7.7055e-07,0.3,0
0.000000000,0,0.654348,-1.41369e-05,7.7055e-07,0.3,0
0.000000000,0,0.669348,-1.41253e-05,7.7055e-07,0.3,0
0.000000000,0,0.684348,-1.41137e-05,7.7055e-07,0.3,0
0.000000000,0,0.699348,-1.41022e-05,7.7055e-07,0.3,0
0.000000000,0,0.714348,-1.40906e-05,7.7055e-07,0.3,0
0.000000000,0,0.729348,-1.40791e-05,7.7055e-07,0.3,0
0.000000000,0,0.744348,-1.40675e-05,7.7055e-07,0.3,0
0.000000000,0,0.759348,-1.40559e-05,7.7055e-07,0.3,0
0.000000000,0,0.774348,-1.40444e-05,7.7055e-07,0.3,0
0.000000000,0,0.789348,-1.40328e-05,7.7055e-07,0.3,0
0.000000000,0,0.804348,-1.40213e-05,7.7055e-07,0.3,0
0.000000000,0,0.819348,-1.40097e-05,7.7055e-07,0.3,0
0.000000000,0,0.834348,-1.39982e-05,7.7055e-07,0.3,0
0.000000000,0,0.849348,-1.39866e-05,7.7055e-07,0.3,0
0.000000000,0,0.864348,-1.3975e-05,7.7055e-07,0.3,0
0.000000000,0,0.879348,-1.39635e-05,7.7055e-07,0.3,0
0.000000000,0,0.894348,-1.39519e-05,7.7055e-07,0.3,0
0.000000000,0,0.909348,-1.39404e-05,7.7055e-07,0.3,0
0.000000000,0,0.924348,-1.39288e-05,7.7055e-07,0.3,0
0.000000000,0,0.939348,-1.39172e-05,7.7055e-07,0.3,0
0.000000000,0,0.954348,-1.39057e-05,7.7055e-07,0.3,0
0.000000000,0,0.969348,-1.38941e-05,7.7055e-07,0.3,0
0.000000000,0,0.984348,-1.38826e-05,7.7055e-07,0.3,0
0.000000000,0,0.999348,-1.3871e-05,7.7055e-07,0.3,0
0.000000000,0,1.01435,-1.38594e-05,7.7055e-07,0.3,0
0.000000000,0,1.02935,-1.38479e-05,7.7055e-07,0.3,0
0.000000000,0,1.04435,-1.38363e-05,7.7055e-07,0.3,0
0.000000000,0,1.05935,-1.38248e-05,7.7055e-07,0.3,0
0.000000000,0,1.07435,-1.38132e-05,7.7055e-07,0.3,0
0.000000000,0,1.08935,-1.38017e-05,7.7055e-07,0.3,0
0.000000000,0,1.10435,-1.37901e-05,7.7055e-07,0.3,0
0.000000000,0,1.11935,-1.37785e-05,7.7055e-07,0.3,0
0.000000000,0,1.13435,-1.3767e-05,7.7055e-07,0.3,0
0.000000000,0,1.14935,-1.37554e-05,7.7055e-07,0.3,0
0.000000000,0,1.16435,-1.37439e-05,7.7055e-07,0.3,0
0.000000000,0,1.17935,-1.37323e-05,7.7055e-07,0.3,0
0.000000000,0,1.19435,-1.37207e-05,7.7055e-07,0.3,0
