vel_fl [m/s], vel_fr [m/s], vel_bl [m/s], vel_br [m/s], steer_fl [rad], steer_fr [rad], steer_bl [rad], steer_br [rad]
0,0,0,0,6.28307,6.28299,0,6.24723
0,0,0,0,7.95215e-05,6.28287,0,6.24723
0,0,0,0,0.00033306,6.28287,0,6.24723
0,0,0,0,0.000445412,6.28287,0,6.24723
0,0,0,0,0.000448395,6.28289,0,6.24723
0,0,0,0,0.000441435,6.28294,0,6.24723
0,0,0,0,0.000412601,6.2831,0,6.24723
0,0,0,0,0.000335048,0.000104378,0,6.24723
0,0,0,0,0.000177954,0.000257495,0,6.24723
0,0,0,0,6.28311,0.000397687,0,6.24723
0,0,0,0,6.28292,0.000397687,0,6.24723
0,0,0,0,6.28288,0.00038675,0,6.24723
0,0,0,0,6.28288,0.000350957,0,6.24723
0,0,0,0,6.28288,0.000279369,0,6.24723
0,0,0,0,6.2829,6.75903e-05,0,6.24723
0,0,0,0,6.28292,6.28308,0,6.24723
0,0,0,0,6.28298,6.28282,0,6.24723
0,0,0,0,6.28309,6.28282,0,6.24723
0,0,0,0,7.25617e-05,6.28282,0,6.24723
0,0,0,0,0.000241587,6.28283,0,6.24723
0,0,0,0,0.000309197,6.28286,0,6.24723
0,0,0,0,0.000313175,6.28291,0,6.24723
0,0,0,0,0.000306215,6.28309,0,6.24723
0,0,0,0,0.000279369,0.000151109,0,6.24723
0,0,0,0,0.000192868,0.000418567,0,6.24723
0,0,0,0,3.2791e-05,0.000467286,0,6.24723
0,0,0,0,6.28299,0.000466292,0,6.24723
0,0,0,0,6.28285,0.000441435,0,6.24723
0,0,0,0,6.28283,0.000398682,0,6.24723
0,0,0,0,6.28282,0.000320134,0,6.24723
0,0,0,0,6.28283,7.15674e-05,0,6.24723
0,0,0,0,6.28283,6.28301,0,6.24723
0,0,0,0,6.28286,6.28283,0,6.24723
0,0,0,0,6.28292,6.28283,0,6.24723
0,0,0,0,6.28302,6.28283,0,6.24723
0,0,0,0,2.28483e-05,6.28285,0,6.24723
0,0,0,0,0.00026545,6.28288,0,6.24723
0,0,0,0,0.00041459,6.28297,0,6.24723
0,0,0,0,0.000432487,4.67107e-05,0,6.24723
0,0,0,0,0.000427515,0.000232639,0,6.24723
0,0,0,0,0.000396693,0.000444418,0,6.24723
0,0,0,0,0.000297266,0.000449389,0,6.24723
0,0,0,0,0.000104378,0.000435469,0,6.24723
0,0,0,0,6.28302,0.000397687,0,6.24723
0,0,0,0,6.2829,0.000339025,0,6.24723
0,0,0,0,6.28288,0.000124264,0,6.24723
0,0,0,0,6.28288,6.28306,0,6.24723
0,0,0,0,6.28289,6.28282,0,6.24723
0,0,0,0,6.28291,6.28281,0,6.24723
0,0,0,0,6.28298,6.28281,0,6.24723
0,0,0,0,6.2831,6.28283,0,6.24723
0,0,0,0,0.000143155,6.28285,0,6.24723
0,0,0,0,0.00038675,6.28291,0,6.24723
0,0,0,0,0.00046828,6.28308,0,6.24723
0,0,0,0,0.000470269,0.000112332,0,6.24723
0,0,0,0,0.000465297,0.000231645,0,6.24723
0,0,0,0,0.000438452,0.000367859,0,6.24723
