vel_fl [m/s], vel_fr [m/s], vel_bl [m/s], vel_br [m/s], steer_fl [rad], steer_fr [rad], steer_bl [rad], steer_br [rad]
0,0,0,0,0.000767555,6.28254,6.24592,6.24866
0,0,0,0,0.00065222,6.28303,6.24592,6.24866
0,0,0,0,0.000443424,0.000380785,6.24592,6.24866
0,0,0,0,6.2831,0.000814285,6.24592,6.24866
0,0,0,0,6.28271,0.0010549,6.24592,6.24866
0,0,0,0,6.28258,0.00105291,6.24592,6.24866
0,0,0,0,6.28256,0.00103601,6.24592,6.24866
0,0,0,0,6.28257,0.000966408,6.24592,6.24866
0,0,0,0,6.28258,0.000784457,6.24592,6.24866
0,0,0,0,6.28262,0.000184914,6.24592,6.24866
0,0,0,0,6.28271,6.28264,6.24592,6.24866
0,0,0,0,6.28285,6.28223,6.24592,6.24866
0,0,0,0,6.28306,6.28214,6.24592,6.24866
0,0,0,0,0.000157074,6.28214,6.24592,6.24866
0,0,0,0,0.000490154,6.28215,6.24592,6.24866
0,0,0,0,0.000684036,6.28219,6.24592,6.24866
0,0,0,0,0.000685031,6.28231,6.24592,6.24866
0,0,0,0,0.000677077,6.28264,6.24592,6.24866
0,0,0,0,0.0006383,0.000159063,6.24592,6.24866
0,0,0,0,0.00047524,0.00065918,6.24592,6.24866
0,0,0,0,0.000164034,0.0010728,6.24592,6.24866
0,0,0,0,6.28289,0.00109169,6.24592,6.24866
0,0,0,0,6.28266,0.00108572,6.24592,6.24866
0,0,0,0,6.28256,0.00105589,6.24592,6.24866
0,0,0,0,6.28255,0.000959449,6.24592,6.24866
0,0,0,0,6.28255,0.000680059,6.24592,6.24866
0,0,0,0,6.28256,6.28307,6.24592,6.24866
0,0,0,0,6.28263,6.28242,6.24592,6.24866
0,0,0,0,6.28274,6.28211,6.24592,6.24866
0,0,0,0,6.28292,6.28211,6.24592,6.24866
0,0,0,0,1.58884e-05,6.28211,6.24592,6.24866
0,0,0,0,0.000383768,6.28212,6.24592,6.24866
0,0,0,0,0.000749658,6.28218,6.24592,6.24866
0,0,0,0,0.000818263,6.28234,6.24592,6.24866
0,0,0,0,0.000816274,6.28267,6.24592,6.24866
0,0,0,0,0.000791417,0.000337037,6.24592,6.24866
0,0,0,0,0.000658185,0.00087593,6.24592,6.24866
0,0,0,0,0.000417573,0.00109367,6.24592,6.24866
0,0,0,0,6.28306,0.00109169,6.24592,6.24866
0,0,0,0,6.28268,0.0010718,6.24592,6.24866
0,0,0,0,6.28254,0.000994248,6.24592,6.24866
0,0,0,0,6.28252,0.00078048,6.24592,6.24866
0,0,0,0,6.28252,9.04585e-05,6.24592,6.24866
0,0,0,0,6.28254,6.2825,6.24592,6.24866
0,0,0,0,6.28268,6.28211,6.24592,6.24866
0,0,0,0,6.28289,6.28209,6.24592,6.24866
0,0,0,0,4.17394e-05,6.28209,6.24592,6.24866
0,0,0,0,0.000518988,6.2821,6.24592,6.24866
0,0,0,0,0.000900787,6.28217,6.24592,6.24866
0,0,0,0,0.000923655,6.28234,6.24592,6.24866
0,0,0,0,0.000919678,6.28284,6.24592,6.24866
0,0,0,0,0.000894821,0.000382773,6.24592,6.24866
0,0,0,0,0.000758606,0.00089681,6.24592,6.24866
0,0,0.00625493,0,0.00046132,0.00110063,6.24592,6.24866
0,0,0,0,6.28296,0.00109964,6.24592,6.24866
0,0,0,0,6.28254,0.00108473,6.24592,6.24866
0,0,0,0,6.28238,0.00103004,6.24592,6.24866
0,0,0,0,6.28235,0.000870959,6.24592,6.24866
0,0,0,0,6.28236,0.000369848,6.24592,6.24866
0,0,0,0,6.28238,6.28269,6.24592,6.24866
0,0,0,0,6.28248,6.28219,6.24592,6.24866
0,0,0,0,6.28267,6.28212,6.24592,6.24866
0,0,0,0,6.283,6.28212,6.24592,6.24866
0,0,0,0,0.00017,6.28213,6.24592,6.24866
0,0,0,0,0.000588587,6.28218,6.24592,6.24866
0,0,0,0,0.000817268,6.28231,6.24592,6.24866
0,0,0,0,0.000821245,6.28273,6.24592,6.24866
0,0,0,0,0.000813291,0.000327094,6.24592,6.24866
0,0,0,0,0.000766561,0.0009853,6.24592,6.24866
0,0,0,0,0.000590575,0.00121,6.24592,6.24866
0,0,0,0,8.15101e-05,0.00120901,6.24592,6.24866
0,0,0,0,6.28267,0.00119807,6.24592,6.24866
0,0,0,0,6.2824,0.00114935,6.24592,6.24866
0,0,0,0,6.2823,0.00102109,6.24592,6.24866
0,0,0,0,6.28231,0.000649237,6.24592,6.24866
0,0,0,0,6.28233,6.28298,6.24592,6.24866
0,0,0,0,6.28245,6.28238,6.24592,6.24866
0,0,0,0,6.28266,6.28216,6.24592,6.24866
0,0,0,0,6.28305,6.28216,6.24592,6.24866
0,0,0,0,0.000336043,6.28216,6.24592,6.24866
0,0,0,0,0.000838148,6.28219,6.24592,6.24866
0,0,0,0,0.000929621,6.28226,6.24592,6.24866
0,0,0,0,0.000927632,6.28247,6.24592,6.24866
0,0,0,0,0.000916695,6.28306,6.24592,6.24866
0,0,0,0,0.000836159,0.000449389,6.24592,6.24866
0,0,0,0,0.000653214,0.000874936,6.24592,6.24866
0,0,0,0,0.000200822,0.00103104,6.24592,6.24866
0,0,0,0,6.28278,0.00102905,6.24592,6.24866
0,0,0,0,6.28254,0.00101214,6.24592,6.24866
0,0,0,0,6.28246,0.000947517,6.24592,6.24866
0,0,0,0,6.28246,0.000772526,6.24592,6.24866
0,0,0,0,6.28248,0.000146137,6.24592,6.24866
0,0,0,0,6.28253,6.28257,6.24592,6.24866
0,0,0,0,6.28269,6.28212,6.24592,6.24866
0,0,0,0,6.28296,6.28208,6.24592,6.24866
0,0,0,0,0.000130229,6.28208,6.24592,6.24866
0,0,0,0,0.000592564,6.28209,6.24592,6.24866
0,0,0,0,0.000866982,6.28215,6.24592,6.24866
0,0,0,0,0.000871953,6.28232,6.24592,6.24866
0,0,0,0,0.000865987,6.28283,6.24592,6.24866
0,0,0,0,0.000830194,0.000385756,6.24592,6.24866
0,0,0,0,0.000671111,0.000923655,6.24592,6.24866
0,0,0,0,0.000317152,0.00110461,6.24592,6.24866
0,0,0,0,6.28282,0.00110362,6.24592,6.24866
0,0,0,0,6.28249,0.0010887,6.24592,6.24866
0,0,0,0,6.2824,0.00102905,6.24592,6.24866
0,0,0,0,6.2824,0.000870959,6.24592,6.24866
0,0,0,0,6.28241,0.000405641,6.24592,6.24866
0,0,0,0,6.28247,6.28276,6.24592,6.24866
0,0,0,0,6.28261,6.28224,6.24592,6.24866
0,0,0,0,6.28288,6.28212,6.24592,6.24866
0,0,0,0,5.76477e-05,6.28212,6.24592,6.24866
0,0,0,0,0.000499103,6.28213,6.24592,6.24866
0,0,0,0,0.000807326,6.28217,6.24592,6.24866
0,0,0,0,0.000820251,6.2823,6.24592,6.24866
0,0,0,0,0.000811303,6.28268,6.24592,6.24866
0,0,0,0,0.000756618,0.000238604,6.24592,6.24866
0,0,0,0,0.000581627,0.000775509,6.24592,6.24866
0,0,0,0,0.000170994,0.000984305,6.24592,6.24866
0,0,0,0,6.28279,0.000982317,6.24592,6.24866
0,0,0,0,6.28254,0.00097138,6.24592,6.24866
0,0,0,0,6.28245,0.000921666,6.24592,6.24866
0,0,0,0,6.28244,0.000789429,6.24592,6.24866
0,0,0,0,6.28245,0.000344991,6.24592,6.24866
0,0,0,0,6.28248,6.2828,6.24592,6.24866
0,0,0,0,6.28259,6.28236,6.24592,6.24866
0,0,0,0,6.28276,6.28219,6.24592,6.24866
0,0,0,0,6.28305,6.28219,6.24592,6.24866
0,0,0,0,0.000192868,6.28219,6.24592,6.24866
0,0,0,0,0.000587592,6.28222,6.24592,6.24866
0,0,0,0,0.000766561,6.28229,6.24592,6.24866
0,0,0,0,0.000767555,6.28249,6.24592,6.24866
0,0,0,0,0.000759601,6.28304,6.24592,6.24866
0,0,0,0,0.000691991,0.000394704,6.24592,6.24866
0,0,0,0,0.000509045,0.000804343,6.24592,6.24866
0,0,0,0,9.04585e-05,0.00102905,6.24592,6.24866
0,0,0,0,6.28278,0.00102805,6.24592,6.24866
0,0,0,0,6.28258,0.00101712,6.24592,6.24866
0,0,0,0,6.28251,0.000976351,6.24592,6.24866
0,0,0,0,6.28251,0.000865987,6.24592,6.24866
0,0,0,0,6.28252,0.000545833,6.24592,6.24866
0,0,0,0,6.28258,6.28298,6.24592,6.24866
0,0,0,0,6.28271,6.28253,6.24592,6.24866
0,0,0,0,6.2829,6.28229,6.24592,6.24866
0,0,0,0,5.94572e-06,6.28229,6.24592,6.24866
0,0,0,0,0.000372831,6.28229,6.24592,6.24866
0,0,0,0,0.000750652,6.28232,6.24592,6.24866
0,0,0,0,0.0008292,6.28239,6.24592,6.24866
0,0,0,0,0.000827211,6.28259,6.24592,6.24866
0,0,0,0,0.000809314,6.28313,6.24592,6.24866
0,0,0,0,0.000672105,0.000405641,6.24592,6.24866
0.0500506,0.0437942,0.0312816,0.0312816,0.00017696,0.000677077,6.28317,6.24865
0.118142,0.0746162,0.0994882,0.0932702,6.2824,0.000531913,6.28277,6.24832
0.182134,0.157012,0.175854,0.157012,6.28153,6.28304,6.28157,6.24763
0.269861,0.251034,0.263586,0.251034,6.2812,6.28283,6.28124,6.24731
0.345924,0.339634,0.339634,0.339634,6.28134,6.28285,6.28127,6.24739
0.394078,0.400333,-5.26063,0.400333,6.28222,6.28303,6.28154,6.24765
0.43281,0.445355,0.439083,0.445355,0.000327094,0.000106367,6.28241,6.24785
0.485334,0.485334,0.49172,0.49172,0.000947517,0.000308203,6.28288,6.24801
0.507423,0.507423,0.513611,0.513611,0.000463309,0.000179943,6.28299,6.24825
0.526994,0.539394,0.545594,0.539394,6.28065,6.28222,6.28298,6.2486
0.565727,0.565727,0.590594,0.565727,6.27677,6.27841,6.28296,6.24889
0.582251,0.594773,0.619816,0.588512,6.27391,6.27416,6.28294,6.24902
0.604454,0.623149,0.654306,0.616917,6.27266,6.27187,6.28293,6.24906
0.630365,0.636669,0.680794,0.642972,6.27234,6.27127,6.2829,6.24914
0.628399,0.634621,0.684395,0.640842,6.27241,6.27133,6.28286,6.24936
0.65704,0.650722,0.707581,0.65704,6.27113,6.27095,6.28272,6.24949
0.669881,0.651274,0.700894,0.651274,6.26341,6.26496,6.28265,6.24951
0.678028,0.659367,0.715351,0.659367,6.2532,6.25282,6.28247,6.24952
0.669791,0.657271,0.713609,0.657271,6.28216,6.27966,6.28157,6.24948
0.665153,0.665153,0.696528,0.665153,6.27609,6.2726,6.27967,6.2494
0.673571,0.661097,0.760886,0.661097,6.27684,6.27887,6.2796,6.24934
0.696282,0.677292,0.715271,0.664632,6.26293,6.26364,6.27961,6.24929
0.672293,0.672293,0.759443,0.647394,6.24876,6.24705,6.27985,6.24927
0.681291,0.662366,0.738065,0.630825,6.23694,6.23499,6.28041,6.24926
0.678277,0.634315,0.747361,0.628035,6.23015,6.22795,6.28051,6.24925
0.658323,0.633244,0.73356,0.614435,6.2275,6.22476,6.28091,6.24925
0.658539,0.639723,0.746344,0.614636,6.2272,6.22465,6.28163,6.24923
0.664296,0.632962,0.733233,0.614161,6.22726,6.22525,6.28187,6.24923
0.641074,0.616178,0.728211,0.591282,6.22828,6.22814,6.28235,6.24927
0.61629,0.604206,0.688795,0.567954,6.23196,6.23211,6.2825,6.24928
0.650272,0.625019,0.732346,0.593453,6.23643,6.23568,6.28295,6.24934
0.629516,0.610817,0.716775,0.567187,6.24034,6.2388,6.28314,6.24936
0.637379,0.618447,0.694175,0.580583,6.24299,6.24147,6.28316,6.24937
0.64478,0.613173,0.7396,0.575245,6.24513,6.24337,6.24599,6.24937
0.640664,0.608948,0.685067,0.570889,6.24595,6.24453,6.24603,6.24937
0.625885,0.606919,0.70175,0.568987,6.24687,6.24563,6.24602,6.24937
0.624759,0.587273,0.705977,0.556035,6.24848,6.2472,6.24602,6.24937
0.631254,0.593379,0.69438,0.561816,6.25026,6.24873,6.24602,6.24937
0.617463,0.592515,0.692307,0.548856,6.25181,6.25033,6.24603,6.24936
0.636989,0.611252,0.7142,0.559779,6.25311,6.25257,6.24602,6.24935
0.653461,0.626789,0.726808,0.586781,6.25512,6.25463,6.24603,6.24932
0.628605,0.609557,0.69845,0.55876,6.25715,6.2566,6.24604,6.24932
0.625154,0.60621,0.675672,0.555693,6.25892,6.25863,6.24605,6.2493
0.624759,0.605827,0.700487,0.555341,6.26156,6.26073,6.24607,6.24921
0.617366,0.598467,0.692962,0.56067,6.26377,6.26271,6.24611,6.2491
0.620938,0.602122,0.677387,0.558217,6.26527,6.26478,6.24635,6.24906
0.619442,0.600671,0.694526,0.563129,6.26716,6.267,6.24658,6.24906
0.612633,0.600001,0.688423,0.568422,6.26899,6.26877,6.24686,6.24903
0.618865,0.606235,0.656755,0.56203,6.27062,6.27031,6.24697,6.24867
0.61305,0.60673,0.695211,0.562489,6.27264,6.27204,6.24707,6.24856
0.621687,0.602656,0.685125,0.564593,6.27446,6.27369,6.24718,6.24822
0.632042,0.619273,0.670347,0.574583,6.27597,6.2753,6.24718,6.24821
0.61153,0.59905,0.667691,0.56785,6.27802,6.27743,6.24718,6.24821
0.61345,0.607191,0.663528,0.569632,6.27999,6.27997,6.24718,6.24821
0.624939,0.61244,0.668685,0.581193,6.28147,6.28164,6.24718,6.24821
0.62069,0.608276,0.664138,0.571034,6.28244,6.28247,6.24718,6.24821
0.622669,0.622669,0.666697,0.584932,6.28291,6.28283,6.24718,6.24821
0.625529,0.631847,0.669758,0.587618,6.24706,6.24702,6.24718,6.24821
0.622202,0.622202,0.666196,0.584493,6.25464,6.25463,6.24717,6.24821
0.625139,0.618888,0.668899,0.593882,6.26796,6.26858,6.24716,6.24821
0.611313,0.617488,0.654538,0.592789,6.28036,6.28139,6.24716,6.24826
0.626029,0.638549,0.669851,0.607248,0.00617239,0.00690517,6.24716,6.24831
0.63448,0.640825,0.672549,0.609101,0.0121658,0.0121509,6.2471,6.24831
0.614865,0.614865,0.627413,0.583494,0.0153117,0.0149508,6.24704,6.24831
0.610228,0.622682,0.628909,0.591548,0.0169503,0.016126,6.24678,6.24832
0.613666,0.638714,0.6575,0.588619,0.0174882,0.0168538,6.2466,6.24834
0.609791,0.622364,0.634937,0.590931,0.0179803,0.0174215,6.24644,6.24836
0.629692,0.642543,0.648968,0.610415,0.0181682,0.0175707,6.24634,6.24847
0.616698,0.622991,0.635577,0.591527,0.0181971,0.0177417,6.24627,6.24852
0.598316,0.617013,0.629478,0.573386,0.018205,0.0180022,6.24623,6.2485
0.60699,0.625959,0.632281,0.594345,0.018211,0.0181394,6.24621,6.2485
0.600612,0.619382,0.619382,0.5881,0.0182448,0.0181672,6.24621,6.24851
0.60589,0.618513,0.631136,0.593268,0.0184277,0.0181991,6.24621,6.24851
0.607141,0.626114,0.632438,0.594492,0.0187141,0.0183214,6.2462,6.2485
0.603665,0.616112,0.609889,0.578772,0.0193126,0.018727,6.24621,6.24847
0.608468,0.621014,0.627287,0.58965,0.0195761,0.019083,6.24623,6.24845
0.605619,0.611863,0.62435,0.599376,0.0198664,0.0193435,6.24623,6.24845
0.600275,0.61278,0.625286,0.587769,0.0204063,0.0195731,6.24623,6.24844
0.600306,0.619065,0.612812,0.594053,0.0204173,0.019778,6.24622,6.2484
