time_stamp [], traj_point [], x_pos [m], y_pos [m], heading [rad], lin_vel [m/s], ang_vel [rad/s]
0.000000000,0,0,0,0,0,0
0.000000000,0,-0.399889,3.71444e-05,-1.91467e-06,0.00197572,0
0.000000000,0,-0.399658,3.7144e-05,-1.91467e-06,0.0079029,0
0.000000000,0,-0.399032,3.71428e-05,-1.91467e-06,0.0177815,0
0.000000000,0,-0.397814,3.71405e-05,-1.91467e-06,0.0316116,0
0.000000000,0,-0.395805,3.71366e-05,-1.91467e-06,0.0493931,0
0.000000000,0,-0.392809,3.71309e-05,-1.91467e-06,0.0711261,0
0.000000000,0,-0.388627,3.71229e-05,-1.91467e-06,0.0968105,0
0.000000000,0,-0.383062,3.71122e-05,-1.91467e-06,0.126446,0
0.000000000,0,-0.375918,3.70986e-05,-1.91467e-06,0.159709,0
0.000000000,0,-0.367133,3.70817e-05,-1.91467e-06,0.19103,0
0.000000000,0,-0.356881,3.70621e-05,-1.91467e-06,0.2184,0
0.000000000,0,-0.345359,3.704e-05,-1.91467e-06,0.241819,0
0.000000000,0,-0.332765,3.70159e-05,-1.91467e-06,0.261286,0
0.000000000,0,-0.319296,3.69901e-05,-1.91467e-06,0.276802,0
0.000000000,0,-0.30515,3.69631e-05,-1.91467e-06,0.288366,0
0.000000000,0,-0.290525,3.69351e-05,-1.91467e-06,0.295979,0
0.000000000,0,-0.275618,3.69065e-05,-1.91467e-06,0.29964,0
0.000000000,0,-0.260621,3.68778e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.245621,3.68491e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.230621,3.68204e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.215621,3.67916e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.200621,3.67629e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.185621,3.67342e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.170621,3.67055e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.155621,3.66768e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.140621,3.6648e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.125621,3.66193e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.110621,3.65906e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.095621,3.65619e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.080621,3.65332e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.065621,3.65044e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.050621,3.64757e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.035621,3.6447e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.020621,3.64183e-05,-1.91467e-06,0.3,0
0.000000000,0,-0.00562098,3.63896e-05,-1.91467e-06,0.3,0
0.000000000,0,0.00937902,3.63608e-05,-1.91467e-06,0.3,0
0.000000000,0,0.024379,3.63321e-05,-1.91467e-06,0.3,0
0.000000000,0,0.039379,3.63034e-05,-1.91467e-06,0.3,0
0.000000000,0,0.054379,3.62747e-05,-1.91467e-06,0.3,0
0.000000000,0,0.069379,3.6246e-05,-1.91467e-06,0.3,0
0.000000000,0,0.084379,3.62172e-05,-1.91467e-06,0.3,0
0.000000000,0,0.099379,3.61885e-05,-1.91467e-06,0.3,0
