x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000883, -0.004733, 0.000517 
0.000897, -0.004809, 0.000525 
0.000938, -0.005031, 0.000550 
0.000980, -0.005258, 0.000575 
0.001020, -0.005468, 0.000598 
0.001061, -0.005691, 0.000622 
0.001101, -0.005905, 0.000645 
0.001143, -0.006127, 0.000670 
0.001183, -0.006344, 0.000693 
0.001225, -0.006566, 0.000718 
0.001265, -0.006784, 0.000741 
0.001307, -0.007007, 0.000766 
0.001347, -0.007225, 0.000790 
0.001389, -0.007446, 0.000814 
0.001431, -0.007671, 0.000838 
0.001470, -0.007883, 0.000861 
0.001511, -0.008102, 0.000885 
0.001552, -0.008323, 0.000909 
0.001593, -0.008540, 0.000933 
0.001634, -0.008763, 0.000958 
0.007155, -0.010176, 0.000570 
0.007327, -0.010334, 0.000573 
0.007620, -0.010603, 0.000577 
0.007923, -0.010881, 0.000582 
0.008211, -0.011146, 0.000586 
0.008503, -0.011413, 0.000591 
0.008801, -0.011688, 0.000595 
0.009094, -0.011956, 0.000600 
0.009392, -0.012230, 0.000604 
0.009688, -0.012502, 0.000608 
0.009979, -0.012769, 0.000613 
0.010274, -0.013040, 0.000617 
0.010563, -0.013305, 0.000622 
0.010860, -0.013578, 0.000626 
0.011154, -0.013848, 0.000630 
0.011452, -0.014122, 0.000635 
0.011747, -0.014393, 0.000639 
0.012039, -0.014660, 0.000644 
0.012335, -0.014933, 0.000648 
0.012635, -0.015208, 0.000653 
0.014584, -0.012866, 0.000270 
0.014742, -0.012926, 0.000263 
0.015117, -0.013067, 0.000249 
0.015442, -0.013190, 0.000236 
0.015808, -0.013328, 0.000222 
0.016175, -0.013466, 0.000207 
0.016538, -0.013603, 0.000193 
0.016901, -0.013740, 0.000179 
0.017268, -0.013878, 0.000165 
0.017634, -0.014017, 0.000151 
0.017996, -0.014153, 0.000136 
0.018360, -0.014290, 0.000122 
0.018727, -0.014429, 0.000108 
0.019101, -0.014570, 0.000093 
0.019452, -0.014702, 0.000080 
0.019821, -0.014841, 0.000065 
0.020184, -0.014978, 0.000051 
0.020550, -0.015116, 0.000037 
0.020918, -0.015255, 0.000022 
0.021286, -0.015394, 0.000008 
