x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.002517, 0.001210, 0.000235 
0.002520, 0.001211, 0.000235 
0.002640, 0.001269, 0.000246 
0.002755, 0.001324, 0.000257 
0.002871, 0.001380, 0.000268 
0.002986, 0.001435, 0.000279 
0.003102, 0.001491, 0.000289 
0.003221, 0.001548, 0.000300 
0.003335, 0.001603, 0.000311 
0.003454, 0.001660, 0.000322 
0.003567, 0.001714, 0.000333 
0.003682, 0.001770, 0.000343 
0.003800, 0.001826, 0.000354 
0.003915, 0.001882, 0.000365 
0.004036, 0.001940, 0.000377 
0.004147, 0.001993, 0.000387 
0.004263, 0.002049, 0.000398 
0.004388, 0.002109, 0.000409 
0.004493, 0.002159, 0.000419 
0.004612, 0.002216, 0.000430 
0.004727, 0.002272, 0.000441 
0.004842, 0.002327, 0.000452 
0.004959, 0.002383, 0.000463 
0.005075, 0.002439, 0.000473 
0.005191, 0.002495, 0.000484 
0.005307, 0.002550, 0.000495 
0.005421, 0.002605, 0.000506 
0.005538, 0.002661, 0.000517 
0.005661, 0.002720, 0.000528 
0.005770, 0.002773, 0.000538 
0.005898, 0.002834, 0.000550 
0.006003, 0.002885, 0.000560 
0.006118, 0.002940, 0.000571 
0.006235, 0.002996, 0.000582 
0.006736, 0.003237, 0.000628 
0.006743, 0.003240, 0.000629 
0.006861, 0.003297, 0.000640 
0.006978, 0.003353, 0.000651 
0.007091, 0.003408, 0.000661 
0.007211, 0.003465, 0.000673 
0.007326, 0.003521, 0.000683 
0.007439, 0.003575, 0.000694 
0.007558, 0.003632, 0.000705 
0.007672, 0.003687, 0.000716 
0.007789, 0.003743, 0.000727 
0.007906, 0.003799, 0.000737 
0.008023, 0.003855, 0.000748 
0.008137, 0.003910, 0.000759 
0.008253, 0.003966, 0.000770 
0.009023, 0.004336, 0.000842 
0.009028, 0.004338, 0.000842 
0.009144, 0.004394, 0.000853 
0.009261, 0.004450, 0.000864 
0.009378, 0.004507, 0.000875 
0.009492, 0.004561, 0.000885 
0.009622, 0.004624, 0.000897 
0.009725, 0.004673, 0.000907 
0.009841, 0.004729, 0.000918 
0.009957, 0.004785, 0.000929 
0.010080, 0.004844, 0.000940 
0.010188, 0.004896, 0.000950 
0.010306, 0.004953, 0.000961 
