x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.001212, 0.000925, 0.010824 
0.001250, 0.000954, 0.011161 
0.001301, 0.000993, 0.011613 
0.001352, 0.001031, 0.012066 
0.001403, 0.001071, 0.012528 
0.001454, 0.001110, 0.012982 
0.001505, 0.001148, 0.013438 
0.001556, 0.001187, 0.013892 
0.001607, 0.001226, 0.014349 
0.001659, 0.001265, 0.014807 
0.001709, 0.001304, 0.015259 
0.001760, 0.001343, 0.015711 
0.001811, 0.001382, 0.016168 
0.001863, 0.001421, 0.016631 
0.001913, 0.001459, 0.017077 
0.001964, 0.001498, 0.017533 
0.002016, 0.001538, 0.017996 
0.002067, 0.001577, 0.018451 
0.020080, 0.004942, 0.029896 
0.020822, 0.005104, 0.030705 
0.021704, 0.005297, 0.031666 
0.022603, 0.005493, 0.032646 
0.023470, 0.005682, 0.033591 
0.024352, 0.005875, 0.034552 
0.025232, 0.006067, 0.035511 
0.026153, 0.006268, 0.036514 
0.027004, 0.006454, 0.037442 
0.027881, 0.006646, 0.038398 
0.028771, 0.006840, 0.039368 
0.029649, 0.007032, 0.040324 
0.030528, 0.007224, 0.041282 
0.031404, 0.007415, 0.042237 
0.032295, 0.007610, 0.043208 
0.033176, 0.007802, 0.044169 
0.034050, 0.007993, 0.045121 
0.034935, 0.008186, 0.046085 
0.055118, 0.011077, 0.047509 
0.056046, 0.011243, 0.048017 
0.057834, 0.011562, 0.048995 
0.059558, 0.011869, 0.049938 
0.061394, 0.012197, 0.050943 
0.063191, 0.012518, 0.051926 
0.064816, 0.012807, 0.052815 
0.066575, 0.013121, 0.053777 
0.068323, 0.013433, 0.054733 
0.070140, 0.013757, 0.055727 
0.071852, 0.014063, 0.056664 
0.073581, 0.014371, 0.057609 
0.075475, 0.014709, 0.058646 
0.077143, 0.015006, 0.059558 
0.078883, 0.015317, 0.060510 
0.080617, 0.015626, 0.061458 
0.082400, 0.015944, 0.062434 
0.084299, 0.016283, 0.063472 
0.098512, 0.013776, 0.063967 
0.099341, 0.013839, 0.064299 
0.101639, 0.014014, 0.065216 
0.103971, 0.014191, 0.066148 
0.106221, 0.014362, 0.067046 
0.108498, 0.014536, 0.067956 
