x_pos [m], y_pos [m], heading [rad]
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
-0.399804,2.33716e-05,-6.08603e-05
