vel_fl [m/s], vel_fr [m/s], vel_bl [m/s], vel_br [m/s], steer_fl [rad], steer_fr [rad], steer_bl [rad], steer_br [rad]
0,0,0,0,6.28122,0.000735738,0,6.24629
0,0,0,0,6.28121,0.000734744,0,6.24629
0,0,0,0,6.28123,0.000721819,0,6.24629
0,0,0,0,6.28132,0.000674094,0,6.24629
0,0,0,0,6.28165,0.000546827,0,6.24629
0,0,0,0,6.2824,0.000220708,0,6.24629
0,0,0,0,0.000339025,6.28276,0,6.24629
0,0,0,0,0.00164152,6.28249,0,6.24629
0,0,0,0,0.00193085,6.28244,0,6.24629
0,0,0,0,0.00189605,6.28244,0,6.24629
0,0,0,0,0.00183341,6.28245,0,6.24629
0,0,0,0,0.00161169,6.28247,0,6.24629
0,0,0,0,0.000884879,6.28257,0,6.24629
0,0,0,0,6.28257,6.28281,0,6.24629
0,0,0,0,6.28141,1.19113e-05,0,6.24629
0,0,0,0,6.28135,0.000445412,0,6.24629
0,0,0,0,6.28136,0.000800366,0,6.24629
0,0,0,0,6.28142,0.000809314,0,6.24629
0,0,0,0,6.2816,0.000800366,0,6.24629
0,0,0,0,6.28208,0.000757612,0,6.24629
0,0,0,0,6.28305,0.000657191,0,6.24629
0,0,0,0,0.00121398,0.000389733,0,6.24629
0,0,0,0,0.00200741,6.28298,0,6.24629
0,0,0,0,0.00199647,6.28263,0,6.24629
0,0,0,0,0.00195173,6.28258,0,6.24629
0,0,0,0,0.00183639,6.28258,0,6.24629
0,0,0,0,0.00149039,6.28258,0,6.24629
0,0,0,0,0.000332066,6.28259,0,6.24629
0,0,0,0,6.28178,6.28264,0,6.24629
0,0,0,0,6.28115,6.28276,0,6.24629
0,0,0,0,6.28115,6.283,0,6.24629
0,0,0,0,6.28118,0.000118298,0,6.24629
0,0,0,0,6.28133,0.00054981,0,6.24629
0,0,0,0,6.28198,0.000745681,0,6.24629
0,0,0,0,6.28313,0.000743693,0,6.24629
0,0,0,0,0.00137903,0.000723807,0,6.24629
0,0,0,0,0.00206209,0.000664151,0,6.24629
0,0,0,0,0.00204718,0.000502085,6.24591,6.24629
0,0,0,0,0.00199945,3.77623e-05,0,6.24629
0,0,0,0,0.00184634,6.28271,0,6.24629
0,0,0,0,0.00141482,6.28257,0,6.24629
0,0,0,0,0.000249541,6.28255,0,6.24629
0,0,0,0,6.28183,6.28255,0,6.24629
0,0,0,0,6.28133,6.28256,0,6.24629
0,0,0,0,6.28134,6.28257,0,6.24629
0,0,0,0,6.28136,6.28263,0,6.24629
0,0,0,0,6.28147,6.28277,0,6.24629
0,0,0,0,6.2818,6.28304,0,6.24629
0,0,0,0,6.28252,0.000160057,0,6.24629
0,0,0,0,0.000531913,0.000689008,0,6.24629
0,0,0,0,0.00180159,0.000839142,0,6.24629
0,0,0,0,0.0019557,0.000835165,0,6.24629
0,0,0,0,0.00192091,0.000809314,0,6.24629
0,0,0,0,0.00186026,0.00073375,0,6.24629
0,0,0,0,0.0016435,0.000566713,0,6.24629
0,0,0,0,0.000970386,0.000107361,0,6.24629
0,0,0,0,6.28271,6.28275,0,6.24629
0,0,0,0,6.28147,6.28257,0,6.24629
0,0,0,0,6.28139,6.28256,0,6.24629
0,0,0,0,6.2814,6.28256,0,6.24629
0,0,0,0,6.28148,6.28256,0,6.24629
0,0,0,0,6.2817,6.28259,0,6.24629
0,0,0,0,6.2823,6.28267,0,6.24629
