Time [s], X-Pos [m], Y-Pos [m], phi [rad], dphi [rad/s], Path Vel [m/s], v_l [rpm], v_r [rpm]
26.5,1.99642,-2.47498,-1.63531,-0.258059,0.332888,652,504
26.55,1.99524,-2.49158,-1.64886,-0.283865,0.332888,659,497
26.6,1.99382,-2.50816,-1.6637,-0.309671,0.332888,667,489
26.65,1.99214,-2.52472,-1.67983,-0.335477,0.332888,674,482
26.7,1.99019,-2.54125,-1.69725,-0.361283,0.332888,681,474
26.75,1.98794,-2.55774,-1.71595,-0.387089,0.332888,689,467
26.8,1.98537,-2.57419,-1.73595,-0.412895,0.332888,696,460
26.85,1.98246,-2.59058,-1.75724,-0.438701,0.332888,704,452
26.9,1.97919,-2.6069,-1.77982,-0.464506,0.332888,711,445
26.95,1.97554,-2.62314,-1.80369,-0.490312,0.332888,718,438
27,1.9715,-2.63928,-1.82886,-0.516118,0.332888,726,430
27.05,1.96704,-2.65532,-1.85531,-0.541924,0.332888,733,423
27.1,1.96215,-2.67123,-1.88305,-0.56773,0.332888,741,415
27.15,1.95681,-2.68699,-1.91208,-0.593536,0.332888,748,408
27.2,1.951,-2.70259,-1.9424,-0.619342,0.332888,755,401
27.25,1.94472,-2.718,-1.97401,-0.645148,0.332888,763,393
27.3,1.93794,-2.7332,-2.00692,-0.670954,0.332888,770,386
27.35,1.93065,-2.74816,-2.04111,-0.69676,0.332888,778,378
27.4,1.92285,-2.76286,-2.07659,-0.722566,0.332888,785,371
27.45,1.91452,-2.77727,-2.11337,-0.748371,0.332888,792,364
27.5,1.90566,-2.79136,-2.15143,-0.774177,0.332888,800,356
27.55,1.89626,-2.8051,-2.19078,-0.799983,0.332888,807,349
27.6,1.88632,-2.81844,-2.23143,-0.825789,0.332888,815,341
27.65,1.87583,-2.83137,-2.27336,-0.851595,0.332888,822,334
27.7,1.86481,-2.84384,-2.31659,-0.877401,0.332888,829,327
27.75,1.85325,-2.85582,-2.36109,-0.897589,0.332888,835,321
27.8,1.84116,-2.86726,-2.40532,-0.871783,0.332888,828,328
27.85,1.82858,-2.87817,-2.44827,-0.845977,0.332888,820,336
27.9,1.81555,-2.88854,-2.48992,-0.820171,0.332888,813,343
27.95,1.80211,-2.89836,-2.53028,-0.794366,0.332888,806,350
28,1.78829,-2.90764,-2.56936,-0.76856,0.332888,798,358
28.05,1.77413,-2.91639,-2.60714,-0.742754,0.332888,791,365
28.1,1.75965,-2.9246,-2.64363,-0.716948,0.332888,783,373
28.15,1.74488,-2.93229,-2.67883,-0.691142,0.332888,776,380
28.2,1.72986,-2.93946,-2.71275,-0.665336,0.332888,769,387
28.25,1.71461,-2.94613,-2.74537,-0.63953,0.332888,761,395
28.3,1.69915,-2.95231,-2.7767,-0.613724,0.332888,754,402
28.35,1.68351,-2.95801,-2.80674,-0.587918,0.332888,746,410
28.4,1.66771,-2.96325,-2.83549,-0.562112,0.332888,739,417
28.45,1.65177,-2.96804,-2.86295,-0.536306,0.332888,732,424
28.5,1.6357,-2.9724,-2.88912,-0.5105,0.332888,724,432
28.55,1.61953,-2.97636,-2.914,-0.484695,0.332888,717,439
28.6,1.60327,-2.97991,-2.93759,-0.458889,0.332888,709,447
28.65,1.58693,-2.9831,-2.95989,-0.433083,0.332888,702,454
28.7,1.57053,-2.98593,-2.9809,-0.407277,0.332888,695,461
28.75,1.55407,-2.98843,-3.00062,-0.381471,0.332888,687,469
28.8,1.53757,-2.99061,-3.01905,-0.355665,0.332888,680,476
28.85,1.52104,-2.9925,-3.03618,-0.329859,0.332888,672,483
28.9,1.50447,-2.99411,-3.05203,-0.304053,0.332888,665,491
28.95,1.48788,-2.99547,-3.06659,-0.278247,0.332888,658,498
29,1.47127,-2.9966,-3.07986,-0.252441,0.332888,650,506
29.05,1.45465,-2.99753,-3.09183,-0.226635,0.332888,643,513
29.1,1.43803,-2.99826,-3.10252,-0.20083,0.332888,636,520
29.15,1.42139,-2.99883,-3.11192,-0.175024,0.332888,628,528
29.2,1.40475,-2.99925,-3.12002,-0.149218,0.332888,621,535
29.25,1.38811,-2.99954,-3.12684,-0.123412,0.332888,613,543
29.3,1.37147,-2.99974,-3.13236,-0.0976059,0.332888,606,550
29.35,1.35482,-2.99985,-3.1366,-0.0718,0.332888,599,557
29.4,1.33818,-2.99991,-3.13954,-0.0459941,0.332888,591,565
29.45,1.32153,-2.99992,-3.1412,-0.0201881,0.332888,584,572
29.5,1.30489,-2.99992,-3.14156,0.00561776,0.332888,576,580
29.55,1.29188,-3,-3.14159,0,0.337433,586,586
29.6,1.27471,-3,-3.14159,0,0.351067,610,610
29.65,1.25662,-3,-3.14159,0,0.373792,649,649
29.7,1.23718,-3,-3.14159,0,0.405605,704,704
29.75,1.21597,-3,-3.14159,0,0.441898,767,767
29.8,1.19314,-3,-3.14159,0,0.469853,816,816
29.85,1.16913,-3,-3.14159,0,0.488719,849,849
29.9,1.14441,-3,-3.14159,0,0.498495,866,866
29.95,1.11943,-3,-3.14159,0,0.5,868,868
30,1.09443,-3,-3.14159,0,0.5,868,868
30.05,1.06943,-3,-3.14159,0,0.5,868,868
30.1,1.04443,-3,-3.14159,0,0.5,868,868
30.15,1.01943,-3,-3.14159,0,0.5,868,868
30.2,0.994429,-3,-3.14159,0,0.5,868,868
30.25,0.969429,-3,-3.14159,0,0.5,868,868
30.3,0.944429,-3,-3.14159,0,0.5,868,868
30.35,0.919429,-3,-3.14159,0,0.5,868,868
30.4,0.894429,-3,-3.14159,0,0.5,868,868
30.45,0.869429,-3,-3.14159,0,0.5,868,868
30.5,0.844429,-3,-3.14159,0,0.5,868,868
30.55,0.819429,-3,-3.14159,0,0.5,868,868
30.6,0.794429,-3,-3.14159,0,0.5,868,868
30.65,0.769429,-3,-3.14159,0,0.5,868,868
30.7,0.744429,-3,-3.14159,0,0.5,868,868
30.75,0.719429,-3,-3.14159,0,0.5,868,868
30.8,0.694429,-3,-3.14159,0,0.5,868,868
30.85,0.669429,-3,-3.14159,0,0.5,868,868
30.9,0.644429,-3,-3.14159,0,0.5,868,868
30.95,0.619429,-3,-3.14159,0,0.5,868,868
31,0.594429,-3,-3.14159,0,0.5,868,868
31.05,0.569429,-3,-3.14159,0,0.5,868,868
31.1,0.544429,-3,-3.14159,0,0.5,868,868
31.15,0.519429,-3,-3.14159,0,0.5,868,868
31.2,0.494429,-3,-3.14159,0,0.5,868,868
31.25,0.469429,-3,-3.14159,0,0.5,868,868
31.3,0.444429,-3,-3.14159,0,0.5,868,868
31.35,0.419429,-3,-3.14159,0,0.5,868,868
31.4,0.394429,-3,-3.14159,0,0.5,868,868
31.45,0.369429,-3,-3.14159,0,0.5,868,868
31.5,0.344429,-3,-3.14159,0,0.5,868,868
31.55,0.319429,-3,-3.14159,0,0.5,868,868
31.6,0.294429,-3,-3.14159,0,0.5,868,868
31.65,0.269429,-3,-3.14159,0,0.5,868,868
31.7,0.244429,-3,-3.14159,0,0.5,868,868
31.75,0.219429,-3,-3.14159,0,0.5,868,868
31.8,0.194429,-3,-3.14159,0,0.5,868,868
31.85,0.169449,-3,-3.14159,0,0.498141,865,865
31.9,0.144763,-3,-3.14159,0,0.487783,847,847
31.95,0.120822,-3,-3.14159,0,0.468335,813,813
32,0.0980812,-3,-3.14159,0,0.439798,764,764
32.05,0.0769941,-3,-3.14159,0,0.402171,698,698
32.1,0.0580156,-3,-3.14159,0,0.355455,617,617
32.15,0.0416001,-3,-3.14159,0,0.299648,520,520
32.2,0.0282005,-3,-3.14159,0,0.235204,408,408
32.25,0.0179993,-3,-3.14159,0,0.174359,303,303
32.3,0.0106132,-3,-3.14159,0,0.122603,213,213
32.35,0.0055875,-3,-3.14159,0,0.0799376,139,139
32.4,0.00246789,-3,-3.14159,0,0.0463615,80,80
32.45,0.000799856,-3,-3.14159,0,0.021875,38,38
32.5,0.000128903,-3,-3.14159,0,0.0064781,11,11
32.55,0,-3,-3.14159,0,0,0,0
