pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref-0.507531, 0.49999, 0.00329018, 0.00340961, -0.00673834, -0.508335, 0.49999, 0.00329018, 0.000804285, 0, 0
-0.507538, 0.49999, 0.00329532, 0.00681998, -0.0134591, -0.510253, 0.49999, 0.00329532, 0.00271446, 0, 0
-0.507544, 0.49999, 0.00329709, 0.0102324, -0.0201166, -0.513979, 0.49999, 0.00329709, 0.00643428, 0, 0
-0.50755, 0.49999, 0.0033004, 0.0136489, -0.0266348, -0.520117, 0.49999, 0.0033004, 0.012567, 0, 0
-0.507558, 0.49999, 0.003304, 0.0170719, -0.0329096, -0.529064, 0.49999, 0.003304, 0.0215065, 0, 0
-0.507559, 0.49999, 0.00330499, 0.0205045, -0.0388292, -0.540402, 0.49999, 0.00330499, 0.0328428, 0, 0
-0.507564, 0.49999, 0.00330786, 0.0239491, -0.044341, -0.553536, 0.49999, 0.00330786, 0.0459726, 0, 0
-0.507544, 0.499995, 0.00328079, 0.0274076, -0.0494392, -0.567837, 0.499995, 0.00328079, 0.0602928, 0, 0
-0.506823, 0.500039, 0.00275705, 0.030881, -0.0541929, -0.582023, 0.500039, 0.00275705, 0.0752001, 0, 0
-0.504582, 0.500041, 0.00120014, 0.0343695, -0.0587186, -0.594782, 0.500041, 0.00120014, 0.0902001, 0, 0
-0.503479, 0.500041, 0.00026557, 0.0347289, -0.0576646, -0.608679, 0.500041, 0.00026557, 0.1052, 0, 0
-0.502272, 0.500041, 6.28237, 0.03473, -0.0560497, -0.622472, 0.500041, 6.28237, 0.1202, 0, 0
-0.500996, 0.500038, 6.2812, 0.0347313, -0.0544851, -0.636196, 0.500038, 6.2812, 0.1352, 0, 0
-0.49974, 0.500035, 6.2801, 0.0347325, 6.91876e-310, -0.63494, 0.500035, 6.2801, 0.1352, 0, 0
-0.497802, 0.500028, 6.27851, 0.0347344, 6.91876e-310, -0.633002, 0.500028, 6.27851, 0.1352, 0, 0
-0.495194, 0.499972, 6.27761, 0.0347369, 6.91876e-310, -0.630394, 0.499972, 6.27761, 0.1352, 0, 0
-0.493887, 0.499967, 6.27763, 0.0347382, 6.91876e-310, -0.629087, 0.499967, 6.27763, 0.1352, 0, 0
-0.492639, 0.49996, 6.27765, 0.0347394, 6.91876e-310, -0.627839, 0.49996, 6.27765, 0.1352, 0, 0
-0.491328, 0.499951, 6.27767, 0.0347407, 6.91876e-310, -0.626528, 0.499951, 6.27767, 0.1352, 0, 0
-0.490079, 0.499944, 6.27769, 0.0347419, 6.91875e-310, -0.625279, 0.499944, 6.27769, 0.1352, 0, 0
-0.488159, 0.499933, 6.27772, 0.0347438, -0.0540347, -0.638359, 0.499933, 6.27772, 0.1502, 0, 0
-0.485598, 0.499919, 6.27775, 0.0347463, 6.91876e-310, -0.635798, 0.499919, 6.27775, 0.1502, 0, 0
-0.484309, 0.499954, 6.2771, 0.0347476, 6.91875e-310, -0.634509, 0.499954, 6.2771, 0.1502, 0, 0
-0.48305, 0.499914, 6.27669, 0.0347488, 6.91876e-310, -0.63325, 0.499914, 6.27669, 0.1502, 0, 0
-0.48174, 0.499895, 6.27674, 0.03475, 6.91875e-310, -0.63194, 0.499895, 6.27674, 0.1502, 0, 0
-0.479857, 0.499884, 6.27677, 0.0347519, 6.91876e-310, -0.630057, 0.499884, 6.27677, 0.1502, 0, 0
-0.477304, 0.499868, 6.27681, 0.0347544, 6.91876e-310, -0.627504, 0.499868, 6.27681, 0.1502, 0, 0
