pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref
8.03053, 0.304975, 6.28316, 0.0428507, 6.94877e-310, 2.27056, 0.796012, 7.25469, 5.75997, -0.491037, -0.97153
8.03214, 0.304975, 6.28316, 0.0428458, 6.94877e-310, 2.27217, 0.796012, 7.25469, 5.75997, -0.491037, -0.97153
8.03378, 0.304975, 6.28316, 0.0428407, 6.94877e-310, 2.27381, 0.796012, 7.25469, 5.75997, -0.491037, -0.97153
8.03531, 0.304977, 6.28316, 0.042836, 6.94877e-310, 2.27534, 0.796014, 7.25469, 5.75997, -0.491037, -0.97153
8.03775, 0.304974, 6.28316, 0.0428285, 6.94877e-310, 2.27778, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.04096, 0.304977, 6.28316, 0.0428187, 6.94877e-310, 2.28099, 0.796014, 7.25469, 5.75997, -0.491037, -0.97153
8.04257, 0.304974, 6.28316, 0.0428138, 6.94877e-310, 2.2826, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.04413, 0.304974, 6.28316, 0.042809, 6.94877e-310, 2.28416, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.04577, 0.304976, 6.28316, 0.0428039, 6.94877e-310, 2.2858, 0.796013, 7.25469, 5.75997, -0.491037, -0.97153
8.04738, 0.304974, 6.28316, 0.042799, 6.94877e-310, 2.28741, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.05058, 0.304976, 6.28316, 0.0427892, 6.94877e-310, 2.29061, 0.796013, 7.25469, 5.75997, -0.491037, -0.97153
8.05303, 0.304974, 6.28316, 0.0427817, 6.94877e-310, 2.29306, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.05455, 0.304976, 6.28316, 0.0427771, 6.94877e-310, 2.29458, 0.796013, 7.25469, 5.75997, -0.491037, -0.97153
8.05619, 0.304974, 6.28316, 0.0427721, 6.94877e-310, 2.29622, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.05776, 0.304974, 6.28316, 0.0427673, 6.94877e-310, 2.29779, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.05944, 0.304974, 6.28316, 0.0427622, 6.94877e-310, 2.29947, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.06096, 0.304974, 6.28316, 0.0427575, 6.94877e-310, 2.30099, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.06504, 0.304974, 6.28316, 0.042745, 6.94877e-310, 2.30507, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.06661, 0.304974, 6.28316, 0.0427403, 6.94877e-310, 2.30664, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.06825, 0.304976, 6.28316, 0.0427353, 6.94877e-310, 2.30828, 0.796013, 7.25469, 5.75997, -0.491037, -0.97153
8.06977, 0.304974, 6.28316, 0.0427306, 6.94877e-310, 2.3098, 0.796011, 7.25469, 5.75997, -0.491037, -0.97153
8.07145, 0.304974, 6.28317, 0.0427255, 6.94877e-310, 2.31148, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.07377, 0.304976, 6.28316, 0.0427184, 6.94877e-310, 2.3138, 0.796013, 7.25469, 5.75997, -0.491037, -0.97153
8.07701, 0.304976, 6.28316, 0.0427086, 6.94877e-310, 2.31704, 0.796013, 7.25469, 5.75997, -0.491037, -0.97153
8.07861, 0.304974, 6.28317, 0.0427037, 6.94877e-310, 2.31864, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.08021, 0.304974, 6.28317, 0.0426988, 6.94877e-310, 2.32024, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.08181, 0.304976, 6.28317, 0.042694, 6.94877e-310, 2.32184, 0.796013, 7.2547, 5.75997, -0.491037, -0.97153
8.08341, 0.304974, 6.28317, 0.0426891, 6.94877e-310, 2.32344, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.08581, 0.304974, 6.28317, 0.0426818, 6.94877e-310, 2.32584, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.089, 0.304976, 6.28317, 0.0426721, 6.94877e-310, 2.32903, 0.796013, 7.2547, 5.75997, -0.491037, -0.97153
8.09064, 0.304974, 6.28317, 0.0426671, 6.94877e-310, 2.33067, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.0922, 0.304974, 6.28317, 0.0426624, 6.94877e-310, 2.33223, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.09384, 0.304974, 6.28317, 0.0426574, 6.94877e-310, 2.33387, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.09536, 0.304976, 6.28317, 0.0426528, 6.94877e-310, 2.33539, 0.796013, 7.2547, 5.75997, -0.491037, -0.97153
8.09935, 0.304973, 6.28317, 0.0426407, 6.94877e-310, 2.33938, 0.79601, 7.2547, 5.75997, -0.491037, -0.97153
8.10095, 0.304974, 6.28317, 0.0426359, 6.94877e-310, 2.34098, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.10258, 0.304973, 6.28317, 0.0426309, 6.94877e-310, 2.34261, 0.79601, 7.2547, 5.75997, -0.491037, -0.97153
8.10418, 0.304974, 6.28317, 0.0426261, 6.94877e-310, 2.34421, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.10578, 0.304976, 6.28317, 0.0426213, 6.94877e-310, 2.34581, 0.796013, 7.2547, 5.75997, -0.491037, -0.97153
8.10733, 0.304976, 6.28317, 0.0426165, 6.94877e-310, 2.34736, 0.796013, 7.2547, 5.75997, -0.491037, -0.97153
8.10893, 0.304973, 6.28317, 0.0426117, 6.94877e-310, 2.34896, 0.79601, 7.2547, 5.75997, -0.491037, -0.97153
8.11136, 0.304974, 6.28317, 0.0426044, 6.94877e-310, 2.35139, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.11459, 0.304974, 6.28317, 0.0425946, 6.94877e-310, 2.35462, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.11615, 0.304974, 6.28317, 0.0425899, 6.94877e-310, 2.35618, 0.796011, 7.2547, 5.75997, -0.491037, -0.97153
8.11774, 0.304975, 6.28317, 0.0425851, 6.94877e-310, 2.35777, 0.796013, 7.2547, 5.75997, -0.491037, -0.97153
8.11938, 0.304974, 6.28318, 0.0425801, 6.94877e-310, 2.35941, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.12253, 0.304975, 6.28317, 0.0425706, 6.94877e-310, 2.36256, 0.796012, 7.2547, 5.75997, -0.491037, -0.97153
8.12488, 0.304974, 6.28318, 0.0425635, 6.94877e-310, 2.36491, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.12727, 0.304974, 6.28318, 0.0425563, 6.94877e-310, 2.3673, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.12815, 0.304975, 6.28317, 0.0425537, 6.94877e-310, 2.36818, 0.796012, 7.2547, 5.75997, -0.491037, -0.97153
8.1297, 0.304975, 6.28318, 0.042549, 6.94877e-310, 2.36973, 0.796012, 7.25471, 5.75997, -0.491037, -0.97153
8.13129, 0.304973, 6.28318, 0.0425442, 6.94877e-310, 2.37132, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.13528, 0.304974, 6.28318, 0.0425322, 6.94877e-310, 2.37531, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.13687, 0.304975, 6.28318, 0.0425274, 6.94877e-310, 2.3769, 0.796012, 7.25471, 5.75997, -0.491037, -0.97153
8.1385, 0.304974, 6.28318, 0.0425225, 6.94877e-310, 2.37853, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.14005, 0.304974, 6.28318, 0.0425178, 6.94877e-310, 2.38008, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.14169, 0.304973, 6.28318, 0.0425129, 6.94877e-310, 2.38172, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.14324, 0.304973, 6.28318, 0.0425083, 6.94877e-310, 2.38327, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.14567, 0.304974, 6.28318, 0.042501, 6.94877e-310, 2.3857, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.14877, 0.304974, 6.28318, 0.0424917, 6.94877e-310, 2.3888, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.1504, 0.304973, 6.28318, 0.0424868, 6.94877e-310, 2.39043, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.15199, 0.304974, 6.28318, 0.042482, 6.94877e-310, 2.39202, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.15362, 0.304973, 6.28318, 0.0424771, 6.94877e-310, 2.39365, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.15517, 0.304973, 6.28318, 0.0424724, 6.94877e-310, 2.3952, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.15676, 0.304974, 6.28318, 0.0424677, 6.94877e-310, 2.39679, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.15915, 0.304974, 6.28318, 0.0424605, 6.94877e-310, 2.39918, 0.796011, 7.25471, 5.75997, -0.491037, -0.97153
8.16233, 0.304973, 6.28318, 0.042451, 6.94877e-310, 2.40236, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.16388, 0.304973, 6.28318, 0.0424464, 6.94877e-310, 2.40391, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.16555, 0.304973, 6.28318, 0.0424414, 6.94877e-310, 2.40558, 0.79601, 7.25471, 5.75997, -0.491037, -0.97153
8.16872, 0.304975, 6.28318, 0.0424319, 6.94877e-310, 2.40875, 0.796012, 7.25471, 5.75997, -0.491037, -0.97153
8.17027, 0.304975, 6.28318, 0.0424272, 6.94877e-310, 2.4103, 0.796012, 7.25471, 5.75997, -0.491037, -0.97153
8.17186, 0.304973, 6.28319, 0.0424225, 6.94877e-310, 2.41189, 0.79601, 7.25472, 5.75997, -0.491037, -0.97153
8.17424, 0.304973, 2.4048e-07, 0.0424154, 6.94877e-310, 2.41427, 0.79601, 0.97153, 5.75997, -0.491037, -0.97153
8.17667, 0.304974, 6.28319, 0.0424081, 6.94877e-310, 2.4167, 0.796011, 7.25472, 5.75997, -0.491037, -0.97153
8.17742, 0.304975, 6.28318, 0.0424059, 6.94877e-310, 2.41745, 0.796013, 7.25471, 5.75997, -0.491037, -0.97153
8.18063, 0.304976, 6.28318, 0.0423963, 6.94877e-310, 2.42066, 0.796013, 7.25471, 5.75997, -0.491037, -0.97153
8.18218, 0.304976, 6.28318, 0.0423917, 6.94877e-310, 2.42221, 0.796013, 7.25471, 5.75997, -0.491037, -0.97153
8.1846, 0.304973, 1.93075e-06, 0.0423845, 6.94877e-310, 2.42463, 0.79601, 0.971532, 5.75997, -0.491037, -0.97153
8.18694, 0.304976, 6.28319, 0.0423775, 6.94877e-310, 2.42697, 0.796013, 7.25472, 5.75997, -0.491037, -0.97153
8.18778, 0.304976, 6.28319, 0.042375, 6.94877e-310, 2.42781, 0.796013, 7.25472, 5.75997, -0.491037, -0.97153
8.18932, 0.304976, 9.53709e-08, 0.0423704, 6.94877e-310, 2.42935, 0.796013, 0.97153, 5.75997, -0.491037, -0.97153
8.19091, 0.304973, 2.9365e-06, 0.0423657, 6.94877e-310, 2.43094, 0.79601, 0.971533, 5.75997, -0.491037, -0.97153
8.19487, 0.304974, 2.87311e-06, 0.0423539, 6.94877e-310, 2.4349, 0.796011, 0.971533, 5.75997, -0.491037, -0.97153
8.19654, 0.304974, 3.13481e-06, 0.0423489, 6.94877e-310, 2.43657, 0.796011, 0.971533, 5.75997, -0.491037, -0.97153
8.19804, 0.304973, 4.05534e-06, 0.0423445, 6.94877e-310, 2.43807, 0.79601, 0.971534, 5.75997, -0.491037, -0.97153
8.19884, 0.304976, 1.58894e-06, 0.0423421, 6.94877e-310, 2.43887, 0.796013, 0.971532, 5.75997, -0.491037, -0.97153
8.20117, 0.304974, 3.85212e-06, 0.0423352, 6.94877e-310, 2.4412, 0.796011, 0.971534, 5.75997, -0.491037, -0.97153
8.20438, 0.304974, 4.34561e-06, 0.0423256, 6.94877e-310, 2.44441, 0.796011, 0.971534, 5.75997, -0.491037, -0.97153
8.20597, 0.304976, 2.68405e-06, 0.0423209, 6.94877e-310, 2.446, 0.796013, 0.971533, 5.75997, -0.491037, -0.97153
8.20759, 0.304974, 4.83268e-06, 0.0423161, 6.94877e-310, 2.44762, 0.796011, 0.971535, 5.75997, -0.491037, -0.97153
8.20914, 0.304974, 5.06624e-06, 0.0423115, 6.94877e-310, 2.44917, 0.796011, 0.971535, 5.75997, -0.491037, -0.97153
8.21155, 0.304976, 3.52763e-06, 0.0423044, 6.94877e-310, 2.45158, 0.796013, 0.971534, 5.75997, -0.491037, -0.97153
8.21472, 0.304974, 5.90278e-06, 0.042295, 6.94877e-310, 2.45475, 0.796011, 0.971536, 5.75997, -0.491037, -0.97153
8.21622, 0.304974, 6.81504e-06, 0.0422905, 6.94877e-310, 2.45625, 0.796011, 0.971537, 5.75997, -0.491037, -0.97153
8.21781, 0.304974, 6.35986e-06, 0.0422858, 6.94877e-310, 2.45784, 0.796011, 0.971536, 5.75997, -0.491037, -0.97153
8.21947, 0.304974, 6.60455e-06, 0.0422809, 6.94877e-310, 2.4595, 0.796011, 0.971537, 5.75997, -0.491037, -0.97153
8.22101, 0.304974, 6.83085e-06, 0.0422763, 6.94877e-310, 2.46104, 0.796011, 0.971537, 5.75997, -0.491037, -0.97153
8.22338, 0.304974, 7.17702e-06, 0.0422693, 6.94877e-310, 2.46341, 0.796011, 0.971537, 5.75997, -0.491037, -0.97153
8.22655, 0.304974, 8.32322e-06, 0.04226, 6.94877e-310, 2.46658, 0.796011, 0.971538, 5.75997, -0.491037, -0.97153
8.22813, 0.304974, 7.86523e-06, 0.0422553, 6.94877e-310, 2.46816, 0.796011, 0.971538, 5.75997, -0.491037, -0.97153
8.22971, 0.304976, 6.18741e-06, 0.0422506, 6.94877e-310, 2.46974, 0.796013, 0.971536, 5.75997, -0.491037, -0.97153
8.23133, 0.304974, 8.32115e-06, 0.0422458, 6.94877e-310, 2.47136, 0.796011, 0.971538, 5.75997, -0.491037, -0.97153
8.23367, 0.304974, 9.34026e-06, 0.0422389, 6.94877e-310, 2.4737, 0.796011, 0.971539, 5.75997, -0.491037, -0.97153
8.23604, 0.304974, 9.67638e-06, 0.042232, 6.94877e-310, 2.47607, 0.796011, 0.97154, 5.75997, -0.491037, -0.97153
8.23762, 0.304974, 9.20906e-06, 0.0422273, 6.94877e-310, 2.47765, 0.796011, 0.971539, 5.75997, -0.491037, -0.97153
8.23999, 0.304974, 9.54125e-06, 0.0422203, 6.94877e-310, 2.48002, 0.796011, 0.97154, 5.75997, -0.491037, -0.97153
8.24236, 0.304974, 9.8699e-06, 0.0422133, 6.94877e-310, 2.48239, 0.796011, 0.97154, 5.75997, -0.491037, -0.97153
8.24315, 0.304974, 1.06665e-05, 0.042211, 6.94877e-310, 2.48318, 0.796011, 0.971541, 5.75997, -0.491037, -0.97153
8.24398, 0.304974, 1.0782e-05, 0.0422085, 6.94877e-310, 2.48401, 0.796011, 0.971541, 5.75997, -0.491037, -0.97153
8.24635, 0.304974, 1.11067e-05, 0.0422016, 6.94877e-310, 2.48638, 0.796011, 0.971541, 5.75997, -0.491037, -0.97153
8.24951, 0.304976, 8.94764e-06, 0.0421923, 6.94877e-310, 2.48954, 0.796013, 0.971539, 5.75997, -0.491037, -0.97153
8.25105, 0.304976, 9.1571e-06, 0.0421877, 6.94877e-310, 2.49108, 0.796013, 0.971539, 5.75997, -0.491037, -0.97153
8.25262, 0.304974, 1.19601e-05, 0.0421831, 6.94877e-310, 2.49265, 0.796011, 0.971542, 5.75997, -0.491037, -0.97153
8.25424, 0.304976, 9.58844e-06, 0.0421783, 6.94877e-310, 2.49427, 0.796013, 0.97154, 5.75997, -0.491037, -0.97153
8.25657, 0.304975, 1.18017e-05, 0.0421715, 6.94877e-310, 2.4966, 0.796012, 0.971542, 5.75997, -0.491037, -0.97153
8.25973, 0.304974, 1.29105e-05, 0.0421622, 6.94877e-310, 2.49976, 0.796011, 0.971543, 5.75997, -0.491037, -0.97153
8.26131, 0.304975, 1.24296e-05, 0.0421576, 6.94877e-310, 2.50134, 0.796012, 0.971542, 5.75997, -0.491037, -0.97153
8.26288, 0.304976, 1.07356e-05, 0.042153, 6.94877e-310, 2.50291, 0.796013, 0.971541, 5.75997, -0.491037, -0.97153
8.26446, 0.304974, 1.35319e-05, 0.0421483, 6.94877e-310, 2.50449, 0.796011, 0.971544, 5.75997, -0.491037, -0.97153
8.26608, 0.304977, 1.11536e-05, 0.0421436, 6.94877e-310, 2.50611, 0.796014, 0.971541, 5.75997, -0.491037, -0.97153
8.2684, 0.304975, 1.33573e-05, 0.0421368, 6.94877e-310, 2.50843, 0.796012, 0.971543, 5.75997, -0.491037, -0.97153
8.27156, 0.304974, 1.44527e-05, 0.0421275, 6.94877e-310, 2.51159, 0.796011, 0.971544, 5.75997, -0.491037, -0.97153
8.2731, 0.304974, 1.46486e-05, 0.042123, 6.94877e-310, 2.51313, 0.796012, 0.971545, 5.75997, -0.491037, -0.97153
8.27471, 0.304977, 1.22655e-05, 0.0421183, 6.94877e-310, 2.51474, 0.796014, 0.971542, 5.75997, -0.491037, -0.97153
8.27629, 0.304975, 1.50555e-05, 0.0421137, 6.94877e-310, 2.51632, 0.796012, 0.971545, 5.75997, -0.491037, -0.97153
8.27861, 0.304977, 1.27599e-05, 0.0421069, 6.94877e-310, 2.51864, 0.796014, 0.971543, 5.75997, -0.491037, -0.97153
8.2818, 0.304977, 1.3161e-05, 0.0420976, 6.94877e-310, 2.52183, 0.796014, 0.971543, 5.75997, -0.491037, -0.97153
8.28338, 0.304975, 1.59493e-05, 0.042093, 6.94877e-310, 2.52341, 0.796012, 0.971546, 5.75997, -0.491037, -0.97153
8.28491, 0.304975, 1.61381e-05, 0.0420885, 6.94877e-310, 2.52494, 0.796012, 0.971546, 5.75997, -0.491037, -0.97153
8.28653, 0.304977, 1.37487e-05, 0.0420838, 6.94877e-310, 2.52656, 0.796014, 0.971544, 5.75997, -0.491037, -0.97153
8.2881, 0.304975, 1.65325e-05, 0.0420792, 6.94877e-310, 2.52813, 0.796012, 0.971547, 5.75997, -0.491037, -0.97153
8.29046, 0.304975, 1.68223e-05, 0.0420723, 6.94877e-310, 2.53049, 0.796012, 0.971547, 5.75997, -0.491037, -0.97153
8.29283, 0.304975, 1.71109e-05, 0.0420654, 6.94877e-310, 2.53286, 0.796012, 0.971547, 5.75997, -0.491037, -0.97153
8.29515, 0.304977, 1.48042e-05, 0.0420586, 6.94877e-310, 2.53518, 0.796014, 0.971545, 5.75997, -0.491037, -0.97153
8.2968, 0.304977, 1.50014e-05, 0.0420538, 6.94877e-310, 2.53683, 0.796014, 0.971545, 5.75997, -0.491037, -0.97153
8.29833, 0.304977, 1.51864e-05, 0.0420493, 6.94877e-310, 2.53836, 0.796014, 0.971545, 5.75997, -0.491037, -0.97153
8.30069, 0.304977, 1.54686e-05, 0.0420425, 6.94877e-310, 2.54072, 0.796014, 0.971545, 5.75997, -0.491037, -0.97153
8.30309, 0.304975, 1.83448e-05, 0.0420355, 6.94877e-310, 2.54312, 0.796012, 0.971548, 5.75997, -0.491037, -0.97153
8.3038, 0.304975, 1.84276e-05, 0.0420334, 6.94877e-310, 2.54383, 0.796012, 0.971548, 5.75997, -0.491037, -0.97153
8.30695, 0.304977, 1.62089e-05, 0.0420243, 6.94877e-310, 2.54698, 0.796014, 0.971546, 5.75997, -0.491037, -0.97153
8.3086, 0.304977, 1.64011e-05, 0.0420195, 6.94877e-310, 2.54863, 0.796014, 0.971546, 5.75997, -0.491037, -0.97153
8.31013, 0.304977, 1.65807e-05, 0.042015, 6.94877e-310, 2.55016, 0.796014, 0.971547, 5.75997, -0.491037, -0.97153
8.31253, 0.304975, 1.94491e-05, 0.0420081, 6.94877e-310, 2.55256, 0.796012, 0.971549, 5.75997, -0.491037, -0.97153
8.31488, 0.304975, 1.9722e-05, 0.0420012, 6.94877e-310, 2.55491, 0.796012, 0.97155, 5.75997, -0.491037, -0.97153
8.31563, 0.304976, 1.91189e-05, 0.0419991, 6.94877e-310, 2.55566, 0.796013, 0.971549, 5.75997, -0.491037, -0.97153
8.31873, 0.304978, 1.75723e-05, 0.04199, 6.94877e-310, 2.55876, 0.796015, 0.971548, 5.75997, -0.491037, -0.97153
8.32034, 0.304976, 1.96568e-05, 0.0419854, 6.94877e-310, 2.56037, 0.796013, 0.97155, 5.75997, -0.491037, -0.97153
8.32188, 0.304976, 1.98305e-05, 0.0419809, 6.94877e-310, 2.56191, 0.796013, 0.97155, 5.75997, -0.491037, -0.97153
8.32431, 0.304976, 2.07931e-05, 0.0419739, 6.94877e-310, 2.56434, 0.796013, 0.971551, 5.75997, -0.491037, -0.97153
8.32663, 0.304978, 1.84638e-05, 0.0419672, 6.94877e-310, 2.56666, 0.796015, 0.971548, 5.75997, -0.491037, -0.97153
8.32749, 0.304976, 2.11489e-05, 0.0419647, 6.94877e-310, 2.56752, 0.796013, 0.971551, 5.75997, -0.491037, -0.97153
8.32898, 0.304978, 1.87252e-05, 0.0419604, 6.94877e-310, 2.56901, 0.796015, 0.971549, 5.75997, -0.491037, -0.97153
8.33208, 0.304976, 2.16578e-05, 0.0419514, 6.94877e-310, 2.57211, 0.796013, 0.971552, 5.75997, -0.491037, -0.97153
8.33448, 0.304976, 2.12348e-05, 0.0419445, 6.94877e-310, 2.57451, 0.796013, 0.971551, 5.75997, -0.491037, -0.97153
8.33683, 0.304976, 2.14901e-05, 0.0419377, 6.94877e-310, 2.57686, 0.796013, 0.971552, 5.75997, -0.491037, -0.97153
8.33761, 0.304976, 2.22634e-05, 0.0419354, 6.94877e-310, 2.57764, 0.796013, 0.971552, 5.75997, -0.491037, -0.97153
8.33922, 0.304978, 1.98477e-05, 0.0419308, 6.94877e-310, 2.57925, 0.796015, 0.97155, 5.75997, -0.491037, -0.97153
8.34075, 0.304978, 2.00129e-05, 0.0419263, 6.94877e-310, 2.58078, 0.796015, 0.97155, 5.75997, -0.491037, -0.97153
8.34467, 0.304976, 2.30241e-05, 0.041915, 6.94877e-310, 2.5847, 0.796013, 0.971553, 5.75997, -0.491037, -0.97153
8.34624, 0.304977, 2.25048e-05, 0.0419105, 6.94877e-310, 2.58627, 0.796014, 0.971553, 5.75997, -0.491037, -0.97153
8.34781, 0.304978, 2.07668e-05, 0.041906, 6.94877e-310, 2.58784, 0.796015, 0.971551, 5.75997, -0.491037, -0.97153
8.34941, 0.304977, 2.28391e-05, 0.0419013, 6.94877e-310, 2.58944, 0.796014, 0.971553, 5.75997, -0.491037, -0.97153
8.35098, 0.304979, 2.11023e-05, 0.0418968, 6.94877e-310, 2.59101, 0.796016, 0.971551, 5.75997, -0.491037, -0.97153
8.35251, 0.304979, 2.12629e-05, 0.0418924, 6.94877e-310, 2.59254, 0.796016, 0.971551, 5.75997, -0.491037, -0.97153
8.35486, 0.304979, 2.15081e-05, 0.0418857, 6.94877e-310, 2.59489, 0.796016, 0.971552, 5.75997, -0.491037, -0.97153
8.35799, 0.304977, 2.37363e-05, 0.0418766, 6.94877e-310, 2.59802, 0.796014, 0.971554, 5.75997, -0.491037, -0.97153
8.35952, 0.304977, 2.38925e-05, 0.0418723, 6.94877e-310, 2.59955, 0.796014, 0.971554, 5.75997, -0.491037, -0.97153
8.36109, 0.304979, 2.21516e-05, 0.0418677, 6.94877e-310, 2.60112, 0.796016, 0.971552, 5.75997, -0.491037, -0.97153
8.36269, 0.304977, 2.42179e-05, 0.0418631, 6.94877e-310, 2.60272, 0.796014, 0.971554, 5.75997, -0.491037, -0.97153
8.36504, 0.304977, 2.4457e-05, 0.0418564, 6.94877e-310, 2.60507, 0.796014, 0.971554, 5.75997, -0.491037, -0.97153
8.36817, 0.304977, 2.54627e-05, 0.0418474, 6.94877e-310, 2.6082, 0.796014, 0.971555, 5.75997, -0.491037, -0.97153
8.36978, 0.304979, 2.3035e-05, 0.0418428, 6.94877e-310, 2.60981, 0.796016, 0.971553, 5.75997, -0.491037, -0.97153
8.3713, 0.304979, 2.31859e-05, 0.0418384, 6.94877e-310, 2.61133, 0.796016, 0.971553, 5.75997, -0.491037, -0.97153
8.37287, 0.304977, 2.59329e-05, 0.0418339, 6.94877e-310, 2.6129, 0.796014, 0.971556, 5.75997, -0.491037, -0.97153
8.37443, 0.304977, 2.53998e-05, 0.0418294, 6.94877e-310, 2.61446, 0.796014, 0.971555, 5.75997, -0.491037, -0.97153
8.37678, 0.304977, 2.56319e-05, 0.0418227, 6.94877e-310, 2.61681, 0.796014, 0.971556, 5.75997, -0.491037, -0.97153
8.37995, 0.304978, 2.59434e-05, 0.0418136, 6.94877e-310, 2.61998, 0.796015, 0.971556, 5.75997, -0.491037, -0.97153
8.38147, 0.304978, 2.60943e-05, 0.0418093, 6.94877e-310, 2.6215, 0.796015, 0.971556, 5.75997, -0.491037, -0.97153
8.38307, 0.304977, 2.69368e-05, 0.0418047, 6.94877e-310, 2.6231, 0.796014, 0.971557, 5.75997, -0.491037, -0.97153
8.3846, 0.304977, 2.70849e-05, 0.0418003, 6.94877e-310, 2.62463, 0.796014, 0.971557, 5.75997, -0.491037, -0.97153
8.38616, 0.304978, 2.65471e-05, 0.0417959, 6.94877e-310, 2.62619, 0.796015, 0.971557, 5.75997, -0.491037, -0.97153
8.38851, 0.304978, 2.67724e-05, 0.0417891, 6.94877e-310, 2.62854, 0.796015, 0.971557, 5.75997, -0.491037, -0.97153
8.39163, 0.304978, 2.77602e-05, 0.0417802, 6.94877e-310, 2.63166, 0.796015, 0.971558, 5.75997, -0.491037, -0.97153
8.3932, 0.304978, 2.72209e-05, 0.0417758, 6.94877e-310, 2.63323, 0.796015, 0.971557, 5.75997, -0.491037, -0.97153
8.39472, 0.304978, 2.73634e-05, 0.0417714, 6.94877e-310, 2.63475, 0.796015, 0.971557, 5.75997, -0.491037, -0.97153
8.39632, 0.304978, 2.82035e-05, 0.0417668, 6.94877e-310, 2.63635, 0.796015, 0.971558, 5.75997, -0.491037, -0.97153
8.39784, 0.304978, 2.83465e-05, 0.0417625, 6.94877e-310, 2.63787, 0.796015, 0.971558, 5.75997, -0.491037, -0.97153
8.39944, 0.30498, 2.5905e-05, 0.0417579, 6.94877e-310, 2.63947, 0.796017, 0.971556, 5.75997, -0.491037, -0.97153
8.40179, 0.30498, 2.61229e-05, 0.0417512, 6.94877e-310, 2.64182, 0.796017, 0.971556, 5.75997, -0.491037, -0.97153
8.40495, 0.30498, 2.64165e-05, 0.0417422, 6.94877e-310, 2.64498, 0.796017, 0.971556, 5.75997, -0.491037, -0.97153
8.40647, 0.30498, 2.6555e-05, 0.0417379, 6.94877e-310, 2.6465, 0.796017, 0.971557, 5.75997, -0.491037, -0.97153
8.40803, 0.304978, 2.92896e-05, 0.0417335, 6.94877e-310, 2.64806, 0.796015, 0.971559, 5.75997, -0.491037, -0.97153
8.40959, 0.304978, 2.87426e-05, 0.041729, 6.94877e-310, 2.64962, 0.796016, 0.971559, 5.75997, -0.491037, -0.97153
8.41111, 0.304979, 2.88811e-05, 0.0417247, 6.94877e-310, 2.65114, 0.796016, 0.971559, 5.75997, -0.491037, -0.97153
8.41349, 0.30498, 2.7194e-05, 0.0417179, 6.94877e-310, 2.65352, 0.796017, 0.971557, 5.75997, -0.491037, -0.97153
8.41665, 0.304981, 2.74793e-05, 0.0417089, 6.94877e-310, 2.65668, 0.796018, 0.971557, 5.75997, -0.491037, -0.97153
8.41813, 0.304979, 2.95124e-05, 0.0417047, 6.94877e-310, 2.65816, 0.796016, 0.97156, 5.75997, -0.491037, -0.97153
