pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref
-0.501849, 0.5, 0.000365235, 0.00340665, -0.00678927, -0.502653, 0.5, 0.000365235, 0.000804285, 0, 0
-0.501853, 0.5, 0.00036725, 0.00681407, -0.0135609, -0.504567, 0.5, 0.00036725, 0.00271446, 0, 0
-0.501856, 0.500001, 0.000369568, 0.0102236, -0.0202686, -0.50829, 0.500001, 0.000369568, 0.00643428, 0, 0
-0.501864, 0.5, 0.000372877, 0.0136371, -0.0268354, -0.514431, 0.5, 0.000372877, 0.012567, 0, 0
-0.501872, 0.5, 0.000377195, 0.0170572, -0.0331564, -0.523378, 0.5, 0.000377195, 0.0215065, 0, 0
-0.501876, 0.5, 0.000380057, 0.020487, -0.0391182, -0.534719, 0.5, 0.000380057, 0.0328428, 0, 0
-0.501881, 0.5, 0.000381827, 0.023929, -0.0446677, -0.547854, 0.5, 0.000381827, 0.0459726, 0, 0
-0.501886, 0.5, 0.000384161, 0.0273849, -0.0497982, -0.562179, 0.5, 0.000384161, 0.0602928, 0, 0
-0.501241, 0.50005, 6.28305, 0.0308559, -0.0545737, -0.576441, 0.50005, 6.28305, 0.0752001, 0, 0
-0.499271, 0.500041, 6.28147, 0.0343423, -0.0590928, -0.589471, 0.500041, 6.28147, 0.0902001, 0, 0
-0.498161, 0.500038, 6.28048, 0.0347341, -0.0580769, -0.603361, 0.500038, 6.28048, 0.1052, 0, 0
-0.496897, 0.500036, 6.27929, 0.0347353, -0.0564432, -0.617097, 0.500036, 6.27929, 0.1202, 0, 0
-0.495615, 0.500029, 6.27813, 0.0347366, -0.0548615, -0.630815, 0.500029, 6.27813, 0.1352, 0, 0
-0.493681, 0.500017, 6.27647, 0.0347384, 6.94877e-310, -0.628881, 0.500017, 6.27647, 0.1352, 0, 0
-0.491101, 0.499966, 6.275, 0.0347409, 6.94877e-310, -0.626301, 0.499966, 6.275, 0.1352, 0, 0
-0.489818, 0.499948, 6.27504, 0.0347422, 6.94877e-310, -0.625018, 0.499948, 6.27504, 0.1352, 0, 0
-0.488507, 0.499938, 6.27507, 0.0347434, -0.053817, -0.638707, 0.499938, 6.27507, 0.1502, 0, 0
-0.487259, 0.499928, 6.2751, 0.0347447, 6.94877e-310, -0.637459, 0.499928, 6.2751, 0.1502, 0, 0
-0.485326, 0.49995, 6.27392, 0.0347466, 6.94877e-310, -0.635526, 0.49995, 6.27392, 0.1502, 0, 0
-0.483401, 0.499895, 6.27404, 0.0347484, 6.94877e-310, -0.633601, 0.499895, 6.27404, 0.1502, 0, 0
-0.482087, 0.49988, 6.27407, 0.0347497, 6.94877e-310, -0.632287, 0.49988, 6.27407, 0.1502, 0, 0
-0.480229, 0.499863, 6.27411, 0.0347515, 6.94877e-310, -0.630429, 0.499863, 6.27411, 0.1502, 0, 0
-0.478272, 0.499847, 6.27415, 0.0347534, 6.94877e-310, -0.628472, 0.499847, 6.27415, 0.1502, 0, 0
-0.477666, 0.49984, 6.27416, 0.034754, 6.94877e-310, -0.627866, 0.49984, 6.27416, 0.1502, 0, 0
-0.476384, 0.49983, 6.27419, 0.0347552, 6.94877e-310, -0.626584, 0.49983, 6.27419, 0.1502, 0, 0
-0.47379, 0.499807, 6.27425, 0.0347578, -0.0537502, -0.63899, 0.499807, 6.27425, 0.1652, 0, 0
-0.472542, 0.499796, 6.27428, 0.034759, 6.94877e-310, -0.637742, 0.499796, 6.27428, 0.1652, 0, 0
-0.470606, 0.499792, 6.27313, 0.0347609, 6.94877e-310, -0.635806, 0.499792, 6.27313, 0.1652, 0, 0
-0.468618, 0.499759, 6.27322, 0.0347628, 6.94877e-310, -0.633818, 0.499759, 6.27322, 0.1652, 0, 0
-0.46804, 0.499747, 6.27324, 0.0347634, 6.94877e-310, -0.63324, 0.499747, 6.27324, 0.1652, 0, 0
-0.466727, 0.499737, 6.27327, 0.0347647, 6.94877e-310, -0.631927, 0.499737, 6.27327, 0.1652, 0, 0
-0.465445, 0.499724, 6.2733, 0.0347659, 6.94877e-310, -0.630645, 0.499724, 6.2733, 0.1652, 0, 0
-0.46288, 0.499699, 6.27335, 0.0347684, 6.94877e-310, -0.62808, 0.499699, 6.27335, 0.1652, 0, 0
-0.460987, 0.499679, 6.2734, 0.0347703, 6.94877e-310, -0.626187, 0.499679, 6.2734, 0.1652, 0, 0
-0.458998, 0.499663, 6.27344, 0.0347722, -0.0536911, -0.639198, 0.499663, 6.27344, 0.1802, 0, 0
-0.45839, 0.499656, 6.27345, 0.0347728, 6.94877e-310, -0.63859, 0.499656, 6.27345, 0.1802, 0, 0
-0.45711, 0.499684, 6.27276, 0.0347741, 6.94877e-310, -0.63731, 0.499684, 6.27276, 0.1802, 0, 0
-0.454569, 0.499616, 6.27239, 0.0347766, 6.94877e-310, -0.634769, 0.499616, 6.27239, 0.1802, 0, 0
-0.453287, 0.499604, 6.27242, 0.0347778, 6.94877e-310, -0.633487, 0.499604, 6.27242, 0.1802, 0, 0
-0.451974, 0.499588, 6.27246, 0.0347791, 6.94877e-310, -0.632174, 0.499588, 6.27246, 0.1802, 0, 0
-0.450051, 0.499567, 6.2725, 0.034781, 6.94877e-310, -0.630251, 0.499567, 6.2725, 0.1802, 0, 0
-0.448128, 0.499547, 6.27255, 0.0347829, 6.94877e-310, -0.628328, 0.499547, 6.27255, 0.1802, 0, 0
-0.446205, 0.499526, 6.2726, 0.0347848, 6.94877e-310, -0.626405, 0.499526, 6.2726, 0.1802, 0, 0
-0.444923, 0.499513, 6.27263, 0.034786, 6.94877e-310, -0.625123, 0.499513, 6.27263, 0.1802, 0, 0
-0.443641, 0.499499, 6.27266, 0.0347873, -0.0536951, -0.638841, 0.499499, 6.27266, 0.1952, 0, 0
-0.442389, 0.499487, 6.27269, 0.0347885, 6.94877e-310, -0.637589, 0.499487, 6.27269, 0.1952, 0, 0
-0.441067, 0.499512, 6.27207, 0.0347899, 6.94877e-310, -0.636267, 0.499512, 6.27207, 0.1952, 0, 0
-0.439776, 0.499466, 6.27167, 0.0347911, 6.94877e-310, -0.634976, 0.499466, 6.27167, 0.1952, 0, 0
-0.437852, 0.499435, 6.27175, 0.034793, 6.94877e-310, -0.633052, 0.499435, 6.27175, 0.1952, 0, 0
-0.435289, 0.499406, 6.27181, 0.0347955, 6.94877e-310, -0.630489, 0.499406, 6.27181, 0.1952, 0, 0
-0.434007, 0.499391, 6.27184, 0.0347968, 6.94877e-310, -0.629207, 0.499391, 6.27184, 0.1952, 0, 0
-0.432725, 0.499377, 6.27188, 0.034798, 6.94877e-310, -0.627925, 0.499377, 6.27188, 0.1952, 0, 0
-0.431443, 0.499362, 6.27191, 0.0347993, 6.94877e-310, -0.626643, 0.499362, 6.27191, 0.1952, 0, 0
-0.429552, 0.499341, 6.27196, 0.0348012, -0.0535676, -0.639752, 0.499341, 6.27196, 0.2102, 0, 0
-0.426954, 0.499362, 6.27161, 0.0348038, 6.94877e-310, -0.637154, 0.499362, 6.27161, 0.2102, 0, 0
-0.425662, 0.499312, 6.27093, 0.034805, 6.94877e-310, -0.635862, 0.499312, 6.27093, 0.2102, 0, 0
-0.424379, 0.499283, 6.27101, 0.0348063, 6.94877e-310, -0.634579, 0.499283, 6.27101, 0.2102, 0, 0
-0.423097, 0.499267, 6.27104, 0.0348075, 6.94877e-310, -0.633297, 0.499267, 6.27104, 0.2102, 0, 0
-0.421847, 0.49925, 6.27108, 0.0348088, 6.94877e-310, -0.632047, 0.49925, 6.27108, 0.2102, 0, 0
-0.41989, 0.499228, 6.27113, 0.0348107, 6.94877e-310, -0.63009, 0.499228, 6.27113, 0.2102, 0, 0
-0.417325, 0.499197, 6.2712, 0.0348132, 6.94877e-310, -0.627525, 0.499197, 6.2712, 0.2102, 0, 0
-0.416011, 0.49918, 6.27123, 0.0348145, 6.94877e-310, -0.626211, 0.49918, 6.27123, 0.2102, 0, 0
-0.414759, 0.499167, 6.27127, 0.0348158, -0.0535162, -0.639959, 0.499167, 6.27127, 0.2252, 0, 0
-0.413446, 0.499149, 6.2713, 0.0348171, 6.94877e-310, -0.638646, 0.499149, 6.2713, 0.2252, 0, 0
-0.411543, 0.499166, 6.2701, 0.034819, 6.94877e-310, -0.636743, 0.499166, 6.2701, 0.2252, 0, 0
-0.409615, 0.499101, 6.27024, 0.0348208, 6.94877e-310, -0.634815, 0.499101, 6.27024, 0.2252, 0, 0
-0.408975, 0.499093, 6.27026, 0.0348215, 6.94877e-310, -0.634175, 0.499093, 6.27026, 0.2252, 0, 0
-0.406414, 0.49906, 6.27032, 0.034824, 6.94877e-310, -0.631614, 0.49906, 6.27032, 0.2252, 0, 0
-0.405134, 0.499043, 6.27036, 0.0348253, 6.94877e-310, -0.630334, 0.499043, 6.27036, 0.2252, 0, 0
-0.40382, 0.499026, 6.27039, 0.0348266, 6.94877e-310, -0.62902, 0.499026, 6.27039, 0.2252, 0, 0
-0.401933, 0.499002, 6.27044, 0.0348284, 6.94877e-310, -0.627133, 0.499002, 6.27044, 0.2252, 0, 0
-0.400043, 0.498978, 6.27048, 0.0348303, -0.0534501, -0.640243, 0.498978, 6.27048, 0.2402, 0, 0
-0.399372, 0.49897, 6.2705, 0.034831, 6.94877e-310, -0.639572, 0.49897, 6.2705, 0.2402, 0, 0
-0.396827, 0.498952, 6.26938, 0.0348335, 6.94877e-310, -0.637027, 0.498952, 6.26938, 0.2402, 0, 0
-0.395476, 0.498919, 6.26947, 0.0348349, 6.94877e-310, -0.635676, 0.498919, 6.26947, 0.2402, 0, 0
-0.394195, 0.4989, 6.2695, 0.0348361, 6.94877e-310, -0.634395, 0.4989, 6.2695, 0.2402, 0, 0
-0.392305, 0.498875, 6.26955, 0.034838, 6.94877e-310, -0.632505, 0.498875, 6.26955, 0.2402, 0, 0
-0.390384, 0.498849, 6.26961, 0.0348399, 6.94877e-310, -0.630584, 0.498849, 6.26961, 0.2402, 0, 0
-0.389777, 0.49884, 6.26962, 0.0348405, 6.94877e-310, -0.629977, 0.49884, 6.26962, 0.2402, 0, 0
-0.387181, 0.498805, 6.26969, 0.0348431, 6.94877e-310, -0.627381, 0.498805, 6.26969, 0.2402, 0, 0
-0.3859, 0.498788, 6.26972, 0.0348444, 6.94877e-310, -0.6261, 0.498788, 6.26972, 0.2402, 0, 0
-0.384589, 0.49877, 6.26976, 0.0348457, -0.0534665, -0.639789, 0.49877, 6.26976, 0.2552, 0, 0
-0.382698, 0.498745, 6.26981, 0.0348476, 6.94877e-310, -0.637898, 0.498745, 6.26981, 0.2552, 0, 0
-0.38073, 0.498736, 6.26866, 0.0348495, 6.94877e-310, -0.63593, 0.498736, 6.26866, 0.2552, 0, 0
-0.380117, 0.498714, 6.26872, 0.0348501, 6.94877e-310, -0.635317, 0.498714, 6.26872, 0.2552, 0, 0
-0.377581, 0.498672, 6.26882, 0.0348526, 6.94877e-310, -0.632781, 0.498672, 6.26882, 0.2552, 0, 0
-0.37627, 0.498653, 6.26885, 0.0348539, 6.94877e-310, -0.63147, 0.498653, 6.26885, 0.2552, 0, 0
-0.374347, 0.498626, 6.26891, 0.0348559, 6.94877e-310, -0.629547, 0.498626, 6.26891, 0.2552, 0, 0
-0.372392, 0.498598, 6.26896, 0.0348578, 6.94877e-310, -0.627592, 0.498598, 6.26896, 0.2552, 0, 0
-0.371784, 0.498589, 6.26898, 0.0348584, 6.94877e-310, -0.626984, 0.498589, 6.26898, 0.2552, 0, 0
-0.370503, 0.498571, 6.26901, 0.0348597, 6.94877e-310, -0.625703, 0.498571, 6.26901, 0.2552, 0, 0
-0.369221, 0.498553, 6.26905, 0.034861, -0.0534745, -0.639421, 0.498553, 6.26905, 0.2702, 0, 0
-0.366014, 0.498549, 6.26864, 0.0348642, 6.94877e-310, -0.636215, 0.498549, 6.26864, 0.2702, 0, 0
-0.36472, 0.498507, 6.26797, 0.0348655, 6.94877e-310, -0.63492, 0.498507, 6.26797, 0.2702, 0, 0
-0.363431, 0.49847, 6.26807, 0.0348668, 6.94877e-310, -0.633631, 0.49847, 6.26807, 0.2702, 0, 0
-0.362145, 0.498449, 6.26812, 0.034868, 6.94877e-310, -0.632345, 0.498449, 6.26812, 0.2702, 0, 0
-0.360863, 0.49843, 6.26816, 0.0348693, 6.94877e-310, -0.631063, 0.49843, 6.26816, 0.2702, 0, 0
-0.359581, 0.498411, 6.26819, 0.0348706, 6.94877e-310, -0.629781, 0.498411, 6.26819, 0.2702, 0, 0
-0.357658, 0.498382, 6.26825, 0.0348725, 6.94877e-310, -0.627858, 0.498382, 6.26825, 0.2702, 0, 0
-0.355063, 0.498344, 6.26832, 0.0348751, -0.0533514, -0.640263, 0.498344, 6.26832, 0.2852, 0, 0
-0.353812, 0.498325, 6.26836, 0.0348764, 6.94877e-310, -0.639012, 0.498325, 6.26836, 0.2852, 0, 0
-0.35249, 0.498345, 6.2674, 0.0348778, 6.94877e-310, -0.63769, 0.498345, 6.2674, 0.2852, 0, 0
-0.351262, 0.49829, 6.26728, 0.0348789, 6.94877e-310, -0.636462, 0.49829, 6.26728, 0.2852, 0, 0
-0.349909, 0.498265, 6.26735, 0.0348803, 6.94877e-310, -0.635109, 0.498265, 6.26735, 0.2852, 0, 0
-0.348009, 0.498236, 6.26743, 0.0348822, 6.94877e-310, -0.633209, 0.498236, 6.26743, 0.2852, 0, 0
-0.345433, 0.498195, 6.26754, 0.0348848, 6.94877e-310, -0.630633, 0.498195, 6.26754, 0.2852, 0, 0
-0.344144, 0.498175, 6.26759, 0.0348861, 6.94877e-310, -0.629344, 0.498175, 6.26759, 0.2852, 0, 0
-0.342856, 0.498155, 6.26764, 0.0348874, 6.94877e-310, -0.628056, 0.498155, 6.26764, 0.2852, 0, 0
-0.341572, 0.498134, 6.26769, 0.0348887, 6.94877e-310, -0.626772, 0.498134, 6.26769, 0.2852, 0, 0
-0.339678, 0.498104, 6.26775, 0.0348906, -0.0533699, -0.639878, 0.498104, 6.26775, 0.3002, 0, 0
-0.33708, 0.498105, 6.26733, 0.0348932, 6.94877e-310, -0.63728, 0.498105, 6.26733, 0.3002, 0, 0
-0.335752, 0.498061, 6.26664, 0.0348945, 6.94877e-310, -0.635952, 0.498061, 6.26664, 0.3002, 0, 0
-0.334494, 0.498024, 6.26674, 0.0348958, 6.94877e-310, -0.634694, 0.498024, 6.26674, 0.3002, 0, 0
-0.333206, 0.498003, 6.2668, 0.0348971, 6.94877e-310, -0.633406, 0.498003, 6.2668, 0.3002, 0, 0
-0.331272, 0.497971, 6.26688, 0.034899, 6.94877e-310, -0.631472, 0.497971, 6.26688, 0.3002, 0, 0
-0.329339, 0.49794, 6.26697, 0.034901, 6.94877e-310, -0.629539, 0.49794, 6.26697, 0.3002, 0, 0
-0.328018, 0.497917, 6.26702, 0.0349023, 6.94877e-310, -0.628218, 0.497917, 6.26702, 0.3002, 0, 0
-0.326117, 0.497887, 6.26711, 0.0349042, 6.94877e-310, -0.626317, 0.497887, 6.26711, 0.3002, 0, 0
-0.324183, 0.497856, 6.26719, 0.0349061, -0.0534013, -0.639383, 0.497856, 6.26719, 0.3152, 0, 0
-0.323538, 0.497846, 6.26722, 0.0349068, 6.94877e-310, -0.638738, 0.497846, 6.26722, 0.3152, 0, 0
-0.322211, 0.497863, 6.26657, 0.0349082, 6.94877e-310, -0.637411, 0.497863, 6.26657, 0.3152, 0, 0
-0.320948, 0.497812, 6.26617, 0.0349094, 6.94877e-310, -0.636148, 0.497812, 6.26617, 0.3152, 0, 0
-0.317724, 0.497749, 6.26634, 0.0349127, 6.94877e-310, -0.632924, 0.497749, 6.26634, 0.3152, 0, 0
-0.316467, 0.497727, 6.2664, 0.0349139, 6.94877e-310, -0.631667, 0.497727, 6.2664, 0.3152, 0, 0
-0.315145, 0.497706, 6.26646, 0.0349153, 6.94877e-310, -0.630345, 0.497706, 6.26646, 0.3152, 0, 0
-0.313888, 0.497684, 6.26652, 0.0349165, 6.94877e-310, -0.629088, 0.497684, 6.26652, 0.3152, 0, 0
-0.312599, 0.497662, 6.26657, 0.0349178, 6.94877e-310, -0.627799, 0.497662, 6.26657, 0.3152, 0, 0
-0.311309, 0.497641, 6.26663, 0.0349191, 6.94877e-310, -0.626509, 0.497641, 6.26663, 0.3152, 0, 0
-0.308085, 0.497588, 6.26678, 0.0349224, -0.0535074, -0.638285, 0.497588, 6.26678, 0.3302, 0, 0
-0.306762, 0.497611, 6.26664, 0.0349238, 6.94877e-310, -0.636962, 0.497611, 6.26664, 0.3302, 0, 0
-0.305463, 0.49758, 6.2657, 0.0349251, 6.94877e-310, -0.635663, 0.49758, 6.2657, 0.3302, 0, 0
-0.304205, 0.497525, 6.2658, 0.0349263, 6.94877e-310, -0.634405, 0.497525, 6.2658, 0.3302, 0, 0
-0.302883, 0.4975, 6.26586, 0.0349277, 6.94877e-310, -0.633083, 0.4975, 6.26586, 0.3302, 0, 0
-0.301593, 0.497477, 6.26592, 0.034929, 6.94877e-310, -0.631793, 0.497477, 6.26592, 0.3302, 0, 0
-0.300335, 0.497457, 6.26598, 0.0349303, 6.94877e-310, -0.630535, 0.497457, 6.26598, 0.3302, 0, 0
-0.298368, 0.497422, 6.26607, 0.0349322, 6.94877e-310, -0.628568, 0.497422, 6.26607, 0.3302, 0, 0
-0.295788, 0.497378, 6.26619, 0.0349349, -0.053193, -0.640988, 0.497378, 6.26619, 0.3452, 0, 0
-0.294465, 0.497356, 6.26625, 0.0349362, 6.94877e-310, -0.639665, 0.497356, 6.26625, 0.3452, 0, 0
-0.293202, 0.497373, 6.26563, 0.0349375, 6.94877e-310, -0.638402, 0.497373, 6.26563, 0.3452, 0, 0
-0.291906, 0.497319, 6.26522, 0.0349388, 6.94877e-310, -0.637106, 0.497319, 6.26522, 0.3452, 0, 0
-0.28997, 0.497277, 6.26533, 0.0349408, 6.94877e-310, -0.63517, 0.497277, 6.26533, 0.3452, 0, 0
-0.287389, 0.497231, 6.26546, 0.0349434, 6.94877e-310, -0.632589, 0.497231, 6.26546, 0.3452, 0, 0
-0.286098, 0.497208, 6.26552, 0.0349447, 6.94877e-310, -0.631298, 0.497208, 6.26552, 0.3452, 0, 0
-0.284808, 0.497186, 6.26558, 0.034946, 6.94877e-310, -0.630008, 0.497186, 6.26558, 0.3452, 0, 0
-0.283517, 0.497163, 6.26564, 0.0349473, 6.94877e-310, -0.628717, 0.497163, 6.26564, 0.3452, 0, 0
-0.282226, 0.49714, 6.2657, 0.0349486, 6.94877e-310, -0.627426, 0.49714, 6.2657, 0.3452, 0, 0
-0.28029, 0.497107, 6.26579, 0.0349506, -0.053235, -0.64049, 0.497107, 6.26579, 0.3602, 0, 0
-0.277708, 0.497105, 6.26572, 0.0349533, 6.94877e-310, -0.637908, 0.497105, 6.26572, 0.3602, 0, 0
-0.276408, 0.497073, 6.26479, 0.0349546, 6.94877e-310, -0.636608, 0.497073, 6.26479, 0.3602, 0, 0
-0.275117, 0.497015, 6.2649, 0.0349559, 6.94877e-310, -0.635317, 0.497015, 6.2649, 0.3602, 0, 0
-0.273793, 0.496991, 6.26496, 0.0349572, 6.94877e-310, -0.633993, 0.496991, 6.26496, 0.3602, 0, 0
-0.271889, 0.496955, 6.26506, 0.0349592, 6.94877e-310, -0.632089, 0.496955, 6.26506, 0.3602, 0, 0
-0.269307, 0.496909, 6.26518, 0.0349618, 6.94877e-310, -0.629507, 0.496909, 6.26518, 0.3602, 0, 0
-0.268015, 0.496886, 6.26524, 0.0349631, 6.94877e-310, -0.628215, 0.496886, 6.26524, 0.3602, 0, 0
-0.266724, 0.496862, 6.26531, 0.0349645, -0.0530637, -0.641924, 0.496862, 6.26531, 0.3752, 0, 0
-0.265465, 0.496841, 6.26537, 0.0349657, 6.94877e-310, -0.640665, 0.496841, 6.26537, 0.3752, 0, 0
-0.264167, 0.496855, 6.26475, 0.0349671, 6.94877e-310, -0.639367, 0.496855, 6.26475, 0.3752, 0, 0
-0.262224, 0.496783, 6.26439, 0.0349691, 6.94877e-310, -0.637424, 0.496783, 6.26439, 0.3752, 0, 0
-0.259608, 0.496731, 6.26453, 0.0349717, 6.94877e-310, -0.634808, 0.496731, 6.26453, 0.3752, 0, 0
-0.258317, 0.496707, 6.26459, 0.0349731, 6.94877e-310, -0.633517, 0.496707, 6.26459, 0.3752, 0, 0
-0.257057, 0.496685, 6.26465, 0.0349743, 6.94877e-310, -0.632257, 0.496685, 6.26465, 0.3752, 0, 0
-0.255733, 0.49666, 6.26472, 0.0349757, 6.94877e-310, -0.630933, 0.49666, 6.26472, 0.3752, 0, 0
-0.254441, 0.496636, 6.26479, 0.034977, 6.94877e-310, -0.629641, 0.496636, 6.26479, 0.3752, 0, 0
-0.252504, 0.4966, 6.26488, 0.034979, 6.94877e-310, -0.627704, 0.4966, 6.26488, 0.3752, 0, 0
-0.24992, 0.496553, 6.26501, 0.0349817, -0.0532524, -0.64012, 0.496553, 6.26501, 0.3902, 0, 0
-0.248593, 0.496571, 6.26485, 0.0349831, 6.94877e-310, -0.638792, 0.496571, 6.26485, 0.3902, 0, 0
-0.247327, 0.496544, 6.26391, 0.0349844, 6.94877e-310, -0.637527, 0.496544, 6.26391, 0.3902, 0, 0
-0.246034, 0.496483, 6.26401, 0.0349856, 6.94877e-310, -0.636234, 0.496483, 6.26401, 0.3902, 0, 0
-0.244742, 0.496457, 6.26408, 0.034987, 6.94877e-310, -0.634942, 0.496457, 6.26408, 0.3902, 0, 0
-0.242804, 0.49642, 6.26418, 0.034989, 6.94877e-310, -0.633004, 0.49642, 6.26418, 0.3902, 0, 0
-0.240251, 0.496371, 6.26431, 0.0349916, 6.94877e-310, -0.630451, 0.496371, 6.26431, 0.3902, 0, 0
-0.238926, 0.496347, 6.26438, 0.034993, 6.94877e-310, -0.629126, 0.496347, 6.26438, 0.3902, 0, 0
-0.237634, 0.496322, 6.26444, 0.0349943, 6.94877e-310, -0.627834, 0.496322, 6.26444, 0.3902, 0, 0
-0.236341, 0.496298, 6.26451, 0.0349956, -0.0530807, -0.641541, 0.496298, 6.26451, 0.4052, 0, 0
-0.23437, 0.496272, 6.26457, 0.0349977, 6.94877e-310, -0.63957, 0.496272, 6.26457, 0.4052, 0, 0
-0.232453, 0.496244, 6.26349, 0.0349996, 6.94877e-310, -0.637653, 0.496244, 6.26349, 0.4052, 0, 0
-0.231838, 0.496216, 6.26357, 0.0350003, 6.94877e-310, -0.637038, 0.496216, 6.26357, 0.4052, 0, 0
-0.230512, 0.496187, 6.26364, 0.0350016, 6.94877e-310, -0.635712, 0.496187, 6.26364, 0.4052, 0, 0
-0.227927, 0.496136, 6.26378, 0.0350043, 6.94877e-310, -0.633127, 0.496136, 6.26378, 0.4052, 0, 0
-0.225987, 0.496099, 6.26388, 0.0350063, 6.94877e-310, -0.631187, 0.496099, 6.26388, 0.4052, 0, 0
-0.224048, 0.496062, 6.26398, 0.0350083, 6.94877e-310, -0.629248, 0.496062, 6.26398, 0.4052, 0, 0
-0.223369, 0.496048, 6.26402, 0.035009, 6.94877e-310, -0.628569, 0.496048, 6.26402, 0.4052, 0, 0
-0.222108, 0.496024, 6.26408, 0.0350103, -0.0529845, -0.642308, 0.496024, 6.26408, 0.4202, 0, 0
-0.220847, 0.495999, 6.26415, 0.0350116, 6.94877e-310, -0.641047, 0.495999, 6.26415, 0.4202, 0, 0
-0.218869, 0.496, 6.26357, 0.0350137, 6.94877e-310, -0.639069, 0.496, 6.26357, 0.4202, 0, 0
-0.216312, 0.495912, 6.26324, 0.0350163, 6.94877e-310, -0.636512, 0.495912, 6.26324, 0.4202, 0, 0
-0.214987, 0.495884, 6.26331, 0.0350176, 6.94877e-310, -0.635187, 0.495884, 6.26331, 0.4202, 0, 0
-0.213693, 0.495859, 6.26338, 0.035019, 6.94877e-310, -0.633893, 0.495859, 6.26338, 0.4202, 0, 0
-0.2124, 0.495833, 6.26345, 0.0350203, 6.94877e-310, -0.6326, 0.495833, 6.26345, 0.4202, 0, 0
-0.210427, 0.495795, 6.26355, 0.0350224, 6.94877e-310, -0.630627, 0.495795, 6.26355, 0.4202, 0, 0
-0.207872, 0.495744, 6.26369, 0.035025, 6.94877e-310, -0.628072, 0.495744, 6.26369, 0.4202, 0, 0
-0.206578, 0.495719, 6.26375, 0.0350263, -0.0530338, -0.641778, 0.495719, 6.26375, 0.4352, 0, 0
-0.205316, 0.495696, 6.26382, 0.0350277, 6.94877e-310, -0.640516, 0.495696, 6.26382, 0.4352, 0, 0
-0.203333, 0.495669, 6.26272, 0.0350297, 6.94877e-310, -0.638533, 0.495669, 6.26272, 0.4352, 0, 0
-0.201361, 0.495616, 6.26285, 0.0350318, 6.94877e-310, -0.636561, 0.495616, 6.26285, 0.4352, 0, 0
-0.200747, 0.495603, 6.26289, 0.0350324, 6.94877e-310, -0.635947, 0.495603, 6.26289, 0.4352, 0, 0
-0.199453, 0.495576, 6.26296, 0.0350337, 6.94877e-310, -0.634653, 0.495576, 6.26296, 0.4352, 0, 0
-0.198159, 0.49555, 6.26303, 0.0350351, 6.94877e-310, -0.633359, 0.49555, 6.26303, 0.4352, 0, 0
-0.196865, 0.495524, 6.2631, 0.0350364, 6.94877e-310, -0.632065, 0.495524, 6.2631, 0.4352, 0, 0
-0.193661, 0.495461, 6.26327, 0.0350398, 6.94877e-310, -0.628861, 0.495461, 6.26327, 0.4352, 0, 0
-0.192335, 0.495434, 6.26334, 0.0350411, -0.0529392, -0.642535, 0.495434, 6.26334, 0.4502, 0, 0
-0.191041, 0.495408, 6.26341, 0.0350425, 6.94877e-310, -0.641241, 0.495408, 6.26341, 0.4502, 0, 0
-0.189742, 0.49542, 6.26279, 0.0350439, 6.94877e-310, -0.639942, 0.49542, 6.26279, 0.4502, 0, 0
-0.18841, 0.495363, 6.26241, 0.0350452, 6.94877e-310, -0.63861, 0.495363, 6.26241, 0.4502, 0, 0
-0.187147, 0.495329, 6.2625, 0.0350465, 6.94877e-310, -0.637347, 0.495329, 6.2625, 0.4502, 0, 0
-0.185173, 0.495289, 6.26261, 0.0350486, 6.94877e-310, -0.635373, 0.495289, 6.26261, 0.4502, 0, 0
-0.182616, 0.495236, 6.26275, 0.0350513, 6.94877e-310, -0.632816, 0.495236, 6.26275, 0.4502, 0, 0
-0.181354, 0.495211, 6.26282, 0.0350526, 6.94877e-310, -0.631554, 0.495211, 6.26282, 0.4502, 0, 0
-0.179994, 0.495183, 6.26289, 0.035054, 6.94877e-310, -0.630194, 0.495183, 6.26289, 0.4502, 0, 0
-0.178732, 0.495157, 6.26296, 0.0350553, 6.94877e-310, -0.628932, 0.495157, 6.26296, 0.4502, 0, 0
-0.177469, 0.495132, 6.26303, 0.0350566, -0.0529182, -0.642669, 0.495132, 6.26303, 0.4652, 0, 0
-0.174231, 0.49511, 6.26301, 0.0350601, 6.94877e-310, -0.639431, 0.49511, 6.26301, 0.4652, 0, 0
-0.172895, 0.495074, 6.26206, 0.0350615, 6.94877e-310, -0.638095, 0.495074, 6.26206, 0.4652, 0, 0
-0.171601, 0.495012, 6.26217, 0.0350628, 6.94877e-310, -0.636801, 0.495012, 6.26217, 0.4652, 0, 0
-0.170338, 0.494986, 6.26224, 0.0350641, 6.94877e-310, -0.635538, 0.494986, 6.26224, 0.4652, 0, 0
-0.168395, 0.494946, 6.26235, 0.0350661, 6.94877e-310, -0.633595, 0.494946, 6.26235, 0.4652, 0, 0
-0.165772, 0.49489, 6.2625, 0.0350689, 6.94877e-310, -0.630972, 0.49489, 6.2625, 0.4652, 0, 0
-0.164509, 0.494865, 6.26257, 0.0350702, 6.94877e-310, -0.629709, 0.494865, 6.26257, 0.4652, 0, 0
-0.163181, 0.494837, 6.26264, 0.0350716, -0.0528301, -0.643381, 0.494837, 6.26264, 0.4802, 0, 0
