pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref
0.0982867, 0.1, 0.000295607, 0.00339538, -0.0345652
0.0982831, 0.100001, 0.000297977, 0.0067869, -0.0695814
0.098277, 0.100001, 0.000300584, 0.0101679, -0.106261
0.0982727, 0.1, 0.000302598, 0.0135286, -0.146736
0.0982691, 0.1, 0.000304588, 0.0168564, -0.194008
0.0982654, 0.1, 0.000306423, 0.0201409, -0.250407
0.0982553, 0.1, 0.000311546, 0.0233758, -0.317186
0.0984711, 0.100102, 6.2812, 0.0265586, -0.393639
0.0996009, 0.100044, 6.2629, 0.029688, -0.478413
0.100877, 0.100009, 6.23889, 0.0327699, -0.568442
0.101401, 0.0999832, 6.2292, 0.0358172, -0.659762
0.102214, 0.0999454, 6.20928, 0.0388386, -0.748825
0.104457, 0.0997042, 6.1566, 0.0418465, -0.82961
0.105595, 0.0995779, 6.12647, 0.0448592, -0.895262
0.107286, 0.0992617, 6.07591, 0.0478979, -0.940047
0.109266, 0.0987534, 6.01944, 0.0509864, -0.95971
0.109874, 0.0985795, 6.00129, 0.0541335, -0.957639
0.111235, 0.0981429, 5.96225, 0.0573655, -0.928126
0.1125, 0.0976734, 5.9243, 0.0607022, -0.875231
0.11626, 0.0959519, 5.83404, 0.0642064, -0.786817
0.11806, 0.0949905, 5.8014, 0.0678533, -0.70425
0.120043, 0.0938822, 5.77014, 0.0716567, -0.613077
0.122037, 0.092736, 5.74245, 0.0756262, -0.517405
0.124195, 0.0913713, 5.71763, 0.0797696, -0.420951
0.129954, 0.0874937, 5.6712, 0.0841323, -0.314125
0.132455, 0.0856698, 5.65854, 0.088671, -0.223069
0.13512, 0.0837329, 5.64891, 0.0933825, -0.136986
0.137847, 0.0816582, 5.64143, 0.0982659, -0.0543751
0.140739, 0.0794854, 5.63585, 0.103216, 0.0234334
0.142825, 0.0780564, 5.63397, 0.108029, 0.0904687
0.145154, 0.076475, 5.63381, 0.110528, 0.147165
0.151899, 0.0716057, 5.63972, 0.110589, 0.198264
0.155082, 0.069337, 5.64467, 0.110618, 0.235687
0.158454, 0.0668815, 5.65203, 0.110648, 0.264983
0.162046, 0.0642842, 5.66116, 0.110681, 0.287721
0.165461, 0.0618749, 5.67092, 0.110712, 0.304232
0.168995, 0.0594309, 5.68165, 0.110743, 0.316105
0.178134, 0.0533107, 5.70978, 0.110823, 0.328018
0.181878, 0.0509303, 5.72129, 0.110855, 0.333754
0.183765, 0.0497567, 5.72715, 0.110871, 0.335667
0.189371, 0.0463577, 5.74471, 0.110918, 0.337188
0.197164, 0.0418513, 5.76917, 0.110982, 0.337541
0.201054, 0.0396962, 5.78132, 0.111013, 0.334481
0.204973, 0.0375888, 5.79348, 0.111044, 0.330138
0.210897, 0.0345155, 5.81152, 0.11109, 0.325437
0.216876, 0.0315485, 5.82927, 0.111136, 0.319917
0.218881, 0.0305833, 5.83514, 0.111151, 0.312679
0.226854, 0.0268828, 5.85773, 0.11121, 0.306553
0.231023, 0.0250323, 5.86915, 0.111241, 0.299121
0.23501, 0.0233173, 5.87985, 0.11127, 0.291416
0.239322, 0.0215152, 5.89111, 0.111301, 0.283701
0.245517, 0.0190242, 5.90671, 0.111344, 0.276299
0.253832, 0.015849, 5.9267, 0.111402, 0.269322
0.257804, 0.0143985, 5.93588, 0.111429, 0.261449
0.262101, 0.012874, 5.94555, 0.111458, 0.253732
0.266308, 0.0114275, 5.95476, 0.111486, 0.24611
0.27042, 0.0100526, 5.9635, 0.111513, 0.23864
0.276872, 0.00797455, 5.97668, 0.111556, 0.231696
0.28537, 0.00537363, 5.99315, 0.111611, 0.225296
0.289635, 0.00412505, 6.00106, 0.111638, 0.218301
0.293908, 0.00290992, 6.00877, 0.111665, 0.211491
0.298189, 0.00172819, 6.01628, 0.111692, 0.204875
0.302477, 0.000576276, 6.02357, 0.111718, 0.198475
0.308816, -0.00106418, 6.03391, 0.111758, 0.192565
0.317649, -0.00324075, 6.04757, 0.111811, 0.187264
0.321751, -0.00420896, 6.05364, 0.111836, 0.181369
0.326292, -0.00525042, 6.06017, 0.111863, 0.175733
0.330513, -0.00619063, 6.06608, 0.111889, 0.170235
0.337015, -0.00759153, 6.07478, 0.111927, 0.165274
0.34342, -0.00891398, 6.08298, 0.111965, 0.160465
0.345811, -0.00939335, 6.08598, 0.111979, 0.155237
0.354296, -0.0110395, 6.09611, 0.112028, 0.15106
0.358761, -0.0118708, 6.10122, 0.112054, 0.146463
0.365303, -0.013047, 6.10842, 0.112091, 0.142321
0.371744, -0.0141585, 6.11521, 0.112128, 0.138309
0.374037, -0.0145434, 6.11756, 0.112141, 0.133857
0.3783, -0.0152454, 6.12183, 0.112165, 0.129839
0.382892, -0.0159809, 6.12626, 0.112191, 0.126027
0.387049, -0.0166291, 6.13014, 0.112214, 0.122305
0.397999, -0.0182599, 6.13984, 0.112275, 0.119573
0.402492, -0.0188988, 6.14362, 0.1123, 0.116118
0.406769, -0.0194902, 6.14714, 0.112324, 0.112742
0.411267, -0.0200975, 6.15071, 0.112348, 0.109528
0.415657, -0.0206742, 6.15408, 0.112372, 0.106426
0.420049, -0.0212364, 6.15734, 0.112397, 0.103438
0.42675, -0.0220663, 6.16214, 0.112433, 0.10082
0.435543, -0.0231081, 6.16809, 0.112481, 0.0985841
0.439831, -0.0235972, 6.17087, 0.112504, 0.0958634
0.444233, -0.0240871, 6.17366, 0.112528, 0.0932482
0.448526, -0.024553, 6.17628, 0.112551, 0.0907232
