x_pos [m], y_pos [m], heading [rad]
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16512e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16512e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16512e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.39938,-4.14273e-05,9.16513e-05
-0.399388,-3.76987e-05,8.23372e-05
-0.399388,-3.76987e-05,8.23372e-05
-0.399388,-3.76987e-05,8.23372e-05
-0.399388,-3.76987e-05,8.23372e-05
-0.39938,-4.14268e-05,9.16585e-05
-0.39938,-4.14268e-05,9.16585e-05
-0.39938,-4.14268e-05,9.16585e-05
-0.39938,-4.14268e-05,9.16585e-05
-0.399372,-4.57226e-05,0.00010167
-0.39938,-4.14212e-05,9.16452e-05
-0.39938,-4.14255e-05,9.16588e-05
-0.39938,-4.14212e-05,9.16452e-05
-0.39938,-4.14212e-05,9.16452e-05
-0.399388,-3.76912e-05,8.23233e-05
-0.399388,-3.76098e-05,8.21223e-05
-0.399388,-3.76912e-05,8.23233e-05
-0.399388,-3.76912e-05,8.23233e-05
-0.399388,-3.76912e-05,8.23233e-05
-0.39938,-4.14196e-05,9.16444e-05
-0.39938,-4.14196e-05,9.16444e-05
-0.399365,-3.44228e-05,7.3449e-05
-0.398972,0.000114556,-0.000322167
-0.397042,0.000452083,-0.00121099
-0.393081,0.000482173,-0.00138981
-0.386943,0.000385144,-0.00131828
-0.378598,0.000174879,-0.00102407
-0.374036,0.00274053,-0.00732452
-0.36318,0.00238633,-0.00687582
-0.351491,0.00205333,-0.00647289
-0.33877,0.00172458,-0.00606853
-0.324825,0.00139154,-0.00563747
-0.309924,0.00103837,-0.00519878
-0.294638,0.000472312,-0.00448257
-0.243963,0.015825,-0.0443791
-0.22817,0.0145607,-0.0434631
-0.21198,0.0133426,-0.0425213
-0.195275,0.0121462,-0.0414007
-0.160538,0.00223343,-0.0177057
-0.143069,0.00141931,-0.0161193
-0.12545,0.000631233,-0.0145024
-0.105523,0.000731724,-0.0154164
-0.0876697,-7.09147e-05,-0.0139859
-0.0697072,-0.000761469,-0.0127376
-0.0516747,-0.00125618,-0.0117667
-0.0335544,-0.00173915,-0.0108255
-0.0153392,-0.0022098,-0.00988943
0.00294616,-0.00265036,-0.00899154
0.021229,-0.00307954,-0.00808841
0.0394491,-0.00357616,-0.00698692
0.0578596,-0.00399794,-0.00604183
0.076395,-0.00439841,-0.00512106
0.0949617,-0.00478536,-0.00421173
0.113482,-0.00516188,-0.00331003
0.131986,-0.00551681,-0.00244362
0.150591,-0.00586049,-0.00158769
0.169174,-0.00602012,-0.00114727
0.187774,-0.00649873,6.82372e-05
0.206408,-0.00679899,0.000881418
0.225065,-0.00707911,0.00166315
0.243676,-0.00734371,0.00241922
0.262294,-0.00760442,0.00317988
0.28098,-0.00782464,0.00385365
