vel_fl [m/s], vel_fr [m/s], vel_bl [m/s], vel_br [m/s], steer_fl [rad], steer_fr [rad], steer_bl [rad], steer_br [rad]
0,0,0,0,6.28304,6.28284,6.24591,6.24939
0,0,0,0,2.58311e-05,6.28287,6.24591,6.24939
0,0,0,0,0.000287324,6.28293,6.24591,6.24939
0,0,0,0,0.000449389,6.28306,6.24591,6.24939
0,0,0,0,0.000469275,4.67107e-05,6.24591,6.24939
0,0,0,0,0.000467286,0.000231645,6.24591,6.24939
0,0,0,0,0.000452372,0.000317152,6.24591,6.24939
0,0,0,0,0.000396693,0.000318146,6.24591,6.24939
0,0,0,0,0.000275392,0.00029826,6.24591,6.24939
0,0,0,0,3.77623e-05,0.00022369,6.24591,6.24939
0,0,0,0,6.28292,8.64814e-05,6.24591,6.24939
0,0,0,0,6.28277,6.28309,6.24591,6.24939
0,0,0,0,6.28274,6.28289,6.24591,6.24939
0,0,0,0,6.28275,6.28286,6.24591,6.24939
0,0,0,0,6.28276,6.28286,6.24591,6.24939
0,0,0,0,6.28282,6.28287,6.24591,6.24939
0,0,0,0,6.28292,6.2829,6.24591,6.24939
0,0,0,0,6.28311,6.28297,6.24591,6.24939
0,0,0,0,0.000185908,6.28311,6.24591,6.24939
0,0,0,0,0.000387745,7.25617e-05,6.24591,6.24939
0,0,0,0,0.000424532,0.000249541,6.24591,6.24939
0,0,0,0,0.000422544,0.000322123,6.24591,6.24939
0,0,0,0,0.000411607,0.000321129,6.24591,6.24939
0,0,0,0,0.000371836,0.000313175,6.24591,6.24939
0,0,0,0,0.000271415,0.000269427,6.24591,6.24939
0,0,0,0,2.68253e-05,0.000153097,6.24591,6.24939
0,0,0,0,6.28294,6.28313,0,6.24939
0,0,0,0,6.28285,6.28289,0,6.24939
0,0,-0.00627042,0,6.28285,6.28282,0,6.24939
0,0,0,0,6.28285,6.28281,0,6.24939
0,0,0,0,6.28286,6.28282,0,6.24939
0,0,0,0,6.28289,6.28283,0,6.24939
0,0,0,0,6.28295,6.2829,0,6.24939
0,0,0,0,6.28307,6.28303,0,6.24939
0,0,0,0,9.14528e-05,1.98655e-05,0,6.24939
0,0,0,0,0.000284341,0.000236616,0,6.24939
0,0,0,0,0.000353939,0.000381779,0,6.24939
0,0,0,0,0.000357917,0.000385756,0,6.24939
