x_pos [m], y_pos [m], heading [rad]
-0.399953,2.35453e-05,-5.89535e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399953,2.35451e-05,-5.8953e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399945,1.92742e-05,-4.89394e-05
-0.399937,1.5194e-05,-3.94026e-05
-0.399937,1.5194e-05,-3.94026e-05
-0.399937,1.5194e-05,-3.94026e-05
-0.399937,1.5194e-05,-3.94026e-05
-0.399929,1.83346e-05,-4.79857e-05
-0.399929,1.83346e-05,-4.79857e-05
-0.399929,1.83346e-05,-4.79857e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.46065e-05,-3.86963e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.46294e-05,-3.87442e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.46955e-05,-3.88847e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
-0.399937,1.4711e-05,-3.89258e-05
