time_stamp [], traj_point [], x_pos [m], y_pos [m], heading [rad], lin_vel [m/s], ang_vel [rad/s]
0.000000000,0,0,0,0,0,0
0.000000000,0,-0.399951,-6.98646e-08,0,0.00197572,0
0.000000000,0,-0.399721,-6.98637e-08,0,0.0079029,0
0.000000000,0,-0.399095,-6.98613e-08,0,0.0177815,0
0.000000000,0,-0.397877,-6.98565e-08,0,0.0316116,0
0.000000000,0,-0.395868,-6.98485e-08,0,0.0493931,0
0.000000000,0,-0.392872,-6.98367e-08,0,0.0711261,0
0.000000000,0,-0.38869,-6.98202e-08,0,0.0968105,0
0.000000000,0,-0.383125,-6.97983e-08,0,0.126446,0
0.000000000,0,-0.375981,-6.97701e-08,0,0.159709,0
0.000000000,0,-0.367196,-6.97355e-08,0,0.19103,0
0.000000000,0,-0.356944,-6.96951e-08,0,0.2184,0
0.000000000,0,-0.345422,-6.96496e-08,0,0.241819,0
0.000000000,0,-0.332828,-6.96e-08,0,0.261286,0
0.000000000,0,-0.319359,-6.95469e-08,0,0.276802,0
0.000000000,0,-0.305213,-6.94911e-08,0,0.288366,0
0.000000000,0,-0.290588,-6.94334e-08,0,0.295979,0
0.000000000,0,-0.275681,-6.93747e-08,0,0.29964,0
0.000000000,0,-0.260684,-6.93155e-08,0,0.3,0
0.000000000,0,-0.245684,-6.92564e-08,0,0.3,0
0.000000000,0,-0.230684,-6.91972e-08,0,0.3,0
0.000000000,0,-0.215684,-6.91381e-08,0,0.3,0
0.000000000,0,-0.200684,-6.9079e-08,0,0.3,0
0.000000000,0,-0.185684,-6.90198e-08,0,0.3,0
0.000000000,0,-0.170684,-6.89607e-08,0,0.3,0
0.000000000,0,-0.155684,-6.89015e-08,0,0.3,0
0.000000000,0,-0.140684,-6.88424e-08,0,0.3,0
0.000000000,0,-0.125684,-6.87833e-08,0,0.3,0
0.000000000,0,-0.110684,-6.87241e-08,0,0.3,0
0.000000000,0,-0.0956837,-6.8665e-08,0,0.3,0
0.000000000,0,-0.0806837,-6.86058e-08,0,0.3,0
0.000000000,0,-0.0656837,-6.85467e-08,0,0.3,0
0.000000000,0,-0.0506837,-6.84875e-08,0,0.3,0
0.000000000,0,-0.0356837,-6.84284e-08,0,0.3,0
0.000000000,0,-0.0206837,-6.83693e-08,0,0.3,0
0.000000000,0,-0.00568372,-6.83101e-08,0,0.3,0
0.000000000,0,0.00931628,-6.8251e-08,0,0.3,0
0.000000000,0,0.0243163,-6.81918e-08,0,0.3,0
0.000000000,0,0.0393163,-6.81327e-08,0,0.3,0
0.000000000,0,0.0543163,-6.80736e-08,0,0.3,0
0.000000000,0,0.0693163,-6.80144e-08,0,0.3,0
0.000000000,0,0.0843163,-6.79553e-08,0,0.3,0
0.000000000,0,0.0993163,-6.78961e-08,0,0.3,0
0.000000000,0,0.114316,-6.7837e-08,0,0.3,0
0.000000000,0,0.129316,-6.77778e-08,0,0.3,0
0.000000000,0,0.144316,-6.77187e-08,0,0.3,0
0.000000000,0,0.159316,-6.76596e-08,0,0.3,0
0.000000000,0,0.174316,-6.76004e-08,0,0.3,0
0.000000000,0,0.189316,-6.75413e-08,0,0.3,0
0.000000000,0,0.204316,-6.74821e-08,0,0.3,0
0.000000000,0,0.219316,-6.7423e-08,0,0.3,0
0.000000000,0,0.234316,-6.73638e-08,0,0.3,0
0.000000000,0,0.249316,-6.73047e-08,0,0.3,0
0.000000000,0,0.264316,-6.72456e-08,0,0.3,0
0.000000000,0,0.279316,-6.71864e-08,0,0.3,0
0.000000000,0,0.294316,-6.71273e-08,0,0.3,0
0.000000000,0,0.309316,-6.70681e-08,0,0.3,0
