vel_fl [m/s], vel_fr [m/s], vel_bl [m/s], vel_br [m/s], steer_fl [rad], steer_fr [rad], steer_bl [rad], steer_br [rad]
0,0,0,0,0.000211759,6.28279,6.24592,6.24664
0,0,0,0,9.94069e-05,6.28268,6.24592,6.24664
0,0,0,0,6.28308,6.28266,6.24592,6.24664
0,0,0,0,6.28292,6.28266,6.24592,6.24664
0,0,0,0,6.28289,6.28267,6.24592,6.24664
0,0,0,0,6.2829,6.28273,6.24592,6.24664
0,0,0,0,6.28293,6.28286,6.24592,6.24664
0,0,0,0,6.283,6.2831,6.24592,6.24664
0,0,0,0,6.28313,0.000221702,6.24592,6.24664
0,0,0,0,0.000192868,0.000506062,6.24592,6.24664
0,0,0,0,0.000433481,0.000555776,6.24592,6.24664
0,0,0,0,0.000471263,0.000546827,6.24592,6.24664
0,0,0,0,0.000470269,0.000506062,6.24592,6.24664
0,0,0,0,0.000457343,0.00039371,6.24592,6.24664
0,0,0,0,0.000415584,0.000148126,6.24592,6.24664
0,0,0,0,0.000287324,6.28304,6.24592,6.24664
0,0,0,0,1.58884e-05,6.28281,6.24592,6.24664
0,0,0,0,6.28289,6.28276,6.24592,6.24664
0,0,0,0,6.28276,6.28276,6.24592,6.24664
0,0,0,0,6.28276,6.28277,6.24592,6.24664
0,0,0,0,6.28276,6.28279,6.24592,6.24664
0,0,0,0,6.28279,6.28286,6.24592,6.24664
0,0,0,0,6.28295,6.28299,6.24592,6.24664
0,0,0,0,1.19113e-05,1.09171e-05,6.24592,6.24664
0,0,0,0,0.000295278,0.000316157,6.24592,6.24664
0,0,0,0,0.000349962,0.000530919,6.24592,6.24664
0,0,0,0,0.000349962,0.000538873,6.24592,6.24664
0,0,0,0,0.000343997,0.000528931,6.24592,6.24664
0,0,0,0,0.00031914,0.000425527,6.24592,6.24664
0,0,0,0,0.000255507,0.000175966,6.24592,6.24664
0,0,0,0,0.000114321,6.28302,6.24592,6.24664
0,0,0,0,6.28301,6.2828,6.24592,6.24664
0,0,0,0,6.28284,6.2828,6.24592,6.24664
0,0,0,0,6.28282,6.2828,6.24592,6.24664
0,0,0,0,6.28282,6.28281,6.24592,6.24664
0,0,0,0,6.28284,6.28285,6.24592,6.24664
0,0,0,0,6.28288,6.28296,6.24592,6.24664
0,0,0,0,6.28296,6.28316,6.24592,6.24664
0,0,0,0,6.28313,0.000250536,6.24592,6.24664
0,0,0,0,0.000184914,0.000438452,6.24592,6.24664
0,0,0,0,0.000381779,0.000454361,6.24592,6.24664
0,0,0,0,0.000413596,0.000452372,6.24592,6.24664
0,0,0,0,0.000412601,0.000433481,6.24592,6.24664
0,0,0,0,0.000404647,0.000342008,6.24592,6.24664
0,0,0,0,0.000370842,0.000137189,6.24592,6.24664
0,0,0,0,0.000279369,6.28303,6.24592,6.24664
0,0,0,0,8.34986e-05,6.28281,6.24592,6.24664
0,0,0,0,6.28301,6.28279,6.24592,6.24664
0,0,0,0,6.28287,6.28279,6.24592,6.24664
0,0,0,0,6.28285,6.28279,6.24592,6.24664
0,0,0,0,6.28285,6.28282,6.24592,6.24664
0,0,0,0,6.28286,6.2829,6.24592,6.24664
0,0,0,0,6.28289,6.28307,6.24592,6.24664
0,0,0,0,6.28294,0.000135201,6.24592,6.24664
0,0,0,0,6.28306,0.00040763,6.24592,6.24664
0,0,0,0,7.55445e-05,0.000505068,6.24592,6.24664
0,0,0,0,0.000314169,0.000500097,6.24592,6.24664
0,0,0,0,0.000401664,0.000464303,6.24592,6.24664
0,0,0,0,0.000403653,0.00034698,6.24592,6.24664
0,0,0,0,0.000395699,0.000121281,6.24592,6.24664
0,0,0,0,0.000361894,6.28304,6.24592,6.24664
0,0,0,0,0.000278375,6.28283,6.24592,6.24664
0,0,0,0,9.34413e-05,6.2828,6.24592,6.24664
0,0,0,0,6.28302,6.28281,6.24592,6.24664
0,0,0,0,6.28288,6.28282,6.24592,6.24664
0,0,0,0,6.28285,6.28293,6.24592,6.24664
0,0,0,0,6.28286,6.28309,6.24592,6.24664
0,0,0,0,6.28287,0.000158069,6.24592,6.24664
0,0,0,0,6.28291,0.000440441,6.24592,6.24664
0,0,0,0,6.28299,0.000541856,6.24592,6.24664
0,0,0,0,6.28314,0.000540862,6.24592,6.24664
0,0,0,0,0.000167017,0.000524954,6.24592,6.24664
0,0,0,0,0.000293289,0.000463309,6.24592,6.24664
0,0,0,0,0.000307209,0.000297266,6.24592,6.24664
0,0,0,0,0.00030522,6.28316,6.24592,6.24664
0,0,0,0,0.000294283,6.28283,6.24592,6.24664
0,0,0,0,0.000261473,6.28277,6.24592,6.24664
0,0,0,0,0.00017696,6.28277,6.24592,6.24664
0,0,0,0,8.92853e-06,6.28277,6.24592,6.24664
0,0,0,0,6.28296,6.28278,6.24592,6.24664
0,0,0,0,6.28284,6.28285,6.24592,6.24664
0,0,0,0,6.28282,6.283,6.24592,6.24664
0,0,0,0,6.28282,2.88139e-05,6.24592,6.24664
0,0,0,0,6.28282,0.000318146,6.24592,6.24664
0,0,0,0,6.28284,0.000541856,6.24592,6.24664
0,0,0,0,6.28289,0.000554782,6.24592,6.24664
0,0,0,0,6.283,0.000548816,6.24592,6.24664
0,0,0,0,6.28318,0.000512028,6.24592,6.24664
0,0,0,0,0.000220708,0.000381779,6.24592,6.24664
0,0,0,0,0.000323117,8.74757e-05,6.24592,6.24664
0,0,0,0,0.000336043,6.28295,6.24592,6.24664
0,0,0,0,0.000335048,6.28274,6.24592,6.24664
0,0,0,0,0.000320134,6.28272,6.24592,6.24664
0,0,0,0,0.000276387,6.28272,6.24592,6.24664
0,0,0,0,0.00016304,6.28273,6.24592,6.24664
0,0,0,0,6.28314,6.28277,6.24592,6.24664
0,0,0,0,6.28294,6.28286,6.24592,6.24664
0,0,0,0,6.2829,6.28305,6.24592,6.24664
0,0,0,0,6.2829,0.00010935,6.24592,6.24664
0,0,0,0,6.2829,0.000339025,6.24592,6.24664
0,0,0,0,6.28291,0.000442429,6.24592,6.24664
0,0,0,0,6.28294,0.000446406,6.24592,6.24664
0,0,0,0,6.283,0.000441435,6.24592,6.24664
0,0,0,0,6.2831,0.000408624,6.24592,6.24664
0,0,0,0,0.000179943,0.000301243,6.24592,6.24664
0,0,0,0,0.000392716,0.000103384,6.24592,6.24664
0,0,0,0,0.000448395,6.28301,6.24592,6.24664
0,0,0,0,0.000449389,6.28283,6.24592,6.24664
0,0,0,0,0.000438452,6.28279,6.24592,6.24664
0,0,0,0,0.000401664,6.28279,6.24592,6.24664
0,0,0,0,0.000291301,6.2828,6.24592,6.24664
0,0,0,0,6.2619e-05,6.28281,6.24592,6.24664
0,0,0,0,6.28296,6.28285,6.24592,6.24664
0,0,0,0,6.28284,6.28296,6.24592,6.24664
0,0,0,0,6.28284,6.28317,6.24592,6.24664
0,0,0,0,6.28284,0.000236616,6.24592,6.24664
0,0,0,0,6.28286,0.00041459,6.24592,6.24664
0,0,0,0,6.28291,0.000476234,6.24592,6.24664
0,0,0,0,6.28299,0.00047524,6.24592,6.24664
0,0,0,0,6.28316,0.000457343,6.24592,6.24664
0,0,0,0,0.000217725,0.000387745,6.24592,6.24664
0,0,0,0,0.000361894,0.000211759,6.24592,6.24664
0,0,0,0,0.000377802,6.28313,6.24592,6.24664
0,0,0,0,0.000370842,6.28281,6.24592,6.24664
0,0,0,0,0.000337037,6.28272,6.24592,6.24664
0,0,0,0,0.000247553,6.28271,6.24592,6.24664
0,0,0,0,5.76477e-05,6.28271,6.24592,6.24664
0,0,0,0,6.28299,6.28272,6.24592,6.24664
0,0,0,0,6.28285,6.28278,6.24592,6.24664
0,0,0,0,6.28284,6.2829,6.24592,6.24664
