time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1639641436.365920782,0.00137595,-0.000633791,0.000230875,0.0631936,-0.031402,0.00256385
1639641436.406367779,0.000759836,-0.000323941,0.000159343,0.0631045,-0.0308364,0.00349417
1639641436.456828594,0.000148354,-2.4224e-05,0.00011986,0.06307,-0.0294786,0.00372228
1639641436.537859201,0.00147971,-0.000656295,0.00021719,0.063237,-0.0300136,0.00370578
1639641436.578293324,0.00150373,-0.000665008,0.000218705,0.0634689,-0.0299947,0.00469519
1639641436.618716478,0.00153643,-0.000670138,0.000247476,0.063664,-0.0295848,0.00774273
1639641436.659200907,0.00138281,-0.000605947,0.000151773,0.0634035,-0.0298826,0.00354673
1639641436.699628592,0.000324594,-0.000107099,0.000130336,0.0623307,-0.0292806,0.00351531
1639641436.740086317,0.000359859,-0.000125276,0.000130892,0.0623591,-0.0296921,0.00354139
1639641436.841200590,0.00169199,-0.000731865,0.000295071,0.0635083,-0.0290418,0.00269893
1639641436.881690025,0.00172933,-0.000738816,0.000234226,0.0636712,-0.0287022,0.0024258
1639641436.922097921,0.00176016,-0.000747712,0.000258945,0.0640148,-0.0286884,0.00159266
1639641436.962545395,0.00178391,-0.000746327,0.000233088,0.0638972,-0.0281534,0.0055733
1639641437.002972364,0.00137457,-0.000543799,0.000167611,0.0635848,-0.0269074,0.00139912
1639641437.083907604,0.000596094,-0.000208423,0.00014117,0.062683,-0.0260926,0.00338517
1639641437.124078035,0.0006116,-0.0002155,0.000134341,0.0625273,-0.0261167,0.00047814
1639641437.185021400,0.00192211,-0.000799057,0.000227039,0.0632049,-0.0278024,0.00467999
1639641437.245768547,0.000712023,-0.000274266,0.00015214,0.0624603,-0.0278665,0.00356913
1639641437.265977383,0.00199354,-0.00083861,0.000224304,0.0637382,-0.0282523,0.00362349
1639641437.306432724,0.00202263,-0.000862516,0.000256095,0.0636807,-0.0286104,0.0037079
1639641437.387259007,0.000816782,-0.000326196,0.000156255,0.0628058,-0.0284666,0.00465379
1639641437.427806854,0.000845754,-0.000337043,0.000166892,0.0632367,-0.0284515,0.00359789
1639641437.468263388,0.0008705,-0.000340204,0.000154746,0.0628516,-0.0275911,0.00369006
1639641437.528606176,0.00216735,-0.000887684,0.000215304,0.0640311,-0.0273094,0.000504332
1639641437.589660406,0.00096865,-0.00036654,0.000189516,0.0637311,-0.0267157,0.00471897
1639641437.630056858,0.000997062,-0.000363651,0.000202852,0.0638267,-0.0256546,0.00675823
1639641437.690700054,0.00139506,-0.000494412,0.000189986,0.0646047,-0.0243915,0.00357449
1639641437.751506805,0.00239757,-0.000849242,0.000245281,0.0654897,-0.0238879,0.00564558
1639641437.771573544,0.00111328,-0.000369402,0.000197366,0.0650183,-0.0234802,0.00351596
1639641437.812020302,0.0011492,-0.000363816,0.0001601,0.0656139,-0.0224884,0.00326794
1639641437.893008709,0.00120213,-0.000375941,0.000189193,0.0651091,-0.0220343,0.00268258
1639641437.933530331,0.00123397,-0.00037828,0.000198175,0.0651695,-0.0215625,0.0047177
1639641437.973853111,0.00125951,-0.000388224,0.000197299,0.06544,-0.0217722,0.00368417
1639641438.034681797,0.0026567,-0.000871588,0.000317572,0.0668839,-0.0228083,0.00452543
1639641438.095222950,0.00270971,-0.000900021,0.000363308,0.0674543,-0.0232909,0.00593765
1639641438.105396271,0.000723869,-0.000217188,0.00017202,0.0659222,-0.0227736,0.00483669
1639641438.186284065,0.000781481,-0.000246006,0.000159856,0.0661552,-0.0237552,0.00352624
1639641438.226410627,0.00078809,-0.000253123,0.000139578,0.0662329,-0.0242457,0.00063667
1639641438.267204285,0.000837442,-0.000281624,0.000145079,0.0660458,-0.0251504,0.00243137
1639641438.307573795,0.000869081,-0.00030242,0.000141695,0.0661774,-0.0259715,0.00145453
1639641438.368345261,0.0022546,-0.000837394,0.000172735,0.0674005,-0.0262545,0.00459716
1639641438.429081917,0.00231811,-0.000825889,0.000303296,0.0677506,-0.0250656,0.00347023
1639641438.489622593,0.00101549,-0.000348584,0.000195522,0.0670611,-0.0254166,0.00355171
1639641438.530117035,0.00104883,-0.000365047,0.000188633,0.0671618,-0.0257449,0.00366071
1639641438.570551157,0.0010757,-0.000383524,0.000165451,0.067163,-0.0263412,0.00262079
1639641438.610989571,0.00111038,-0.000407938,0.000179427,0.0673195,-0.0271558,0.00576276
1639641438.671709776,0.00248814,-0.000994318,0.000310312,0.0675512,-0.0283349,0.00457305
1639641438.732493162,0.00255883,-0.00105712,0.000287051,0.0680438,-0.0294682,0.00471496
1639641438.793068409,0.00125188,-0.000506528,0.000190203,0.0675141,-0.0296804,0.0025765
1639641438.833525658,0.00128669,-0.000519319,0.000164998,0.0679754,-0.0296952,0.00354578
1639641438.873997688,0.00132117,-0.000540125,0.000181932,0.0679079,-0.0299995,0.00260873
1639641438.914417744,0.00135579,-0.000557171,0.00023068,0.0679834,-0.0301218,0.00171656
1639641438.954847574,0.0013802,-0.000565941,0.0002007,0.0681717,-0.030068,0.00241508
1639641439.015583038,0.00279585,-0.00118992,0.000264183,0.0689391,-0.0303946,0.00259053
1639641439.096537828,0.000138914,-1.95602e-05,0.000118529,0.0663678,-0.0305718,0.00261718
1639641439.136949778,0.00150679,-0.000637628,0.000169858,0.0673766,-0.0304643,0.00361318
1639641439.177402020,0.0015464,-0.000650485,0.000302705,0.0680766,-0.0305093,0.00484467
1639641439.217788696,0.00146834,-0.00060457,0.000210161,0.0682569,-0.0300054,0.00568763
1639641439.258347511,0.00147525,-0.000591802,0.000191035,0.0682298,-0.0291597,0.00367671
1639641439.298496246,0.00145072,-0.000573229,0.000208134,0.0680853,-0.0287106,0.00040138
1639641439.399866104,0.00172865,-0.000636219,0.000251125,0.068793,-0.0265748,0.00575813
1639641439.440408468,0.000402129,-0.000116097,0.000134695,0.0679356,-0.0256685,0.00352719
1639641439.480795383,0.00179942,-0.000625162,0.000203095,0.0690378,-0.025088,0.00558709
1639641439.521222115,0.00183498,-0.000615211,0.000212109,0.0691709,-0.0242042,0.00256438
1639641439.561672926,0.00185985,-0.00062262,0.000230178,0.0691305,-0.0242272,0.00145236
1639641439.602153540,0.00148455,-0.000495183,0.000167194,0.0688906,-0.0245074,0.00453254
1639641439.683064222,0.00149243,-0.000498962,0.00018865,0.0689537,-0.0246251,0.00252546
1639641439.733669758,0.00129354,-0.000445017,0.000139069,0.0677224,-0.0252408,0.00236416
1639641439.795915127,0.000102051,-2.58464e-06,0.000117028,0.0671609,-0.0252874,0.00555702
1639641439.814504862,0.00135668,-0.000478855,0.000222968,0.0679062,-0.0258536,0.00692247
1639641439.855029821,0.00139038,-0.000484662,0.000209374,0.0681963,-0.0255363,0.0056032
1639641439.935872555,0.0014552,-0.000515519,0.00019223,0.0683607,-0.0259632,0.00465539
1639641439.976435900,0.00147163,-0.000510855,0.000171517,0.0679858,-0.0252164,0.00453992
1639641440.016798019,0.00146315,-0.000499774,0.000189092,0.0680137,-0.0247968,0.00452568
1639641440.057200670,0.00018097,-3.13629e-05,0.000123703,0.0675107,-0.0246256,0.00576351
1639641440.117949009,0.00023253,-4.97015e-05,0.000126249,0.0681502,-0.0246159,0.00472409
1639641440.198912382,0.0016969,-0.000564828,0.000200045,0.0700042,-0.0246225,0.00259988
1639641440.239256620,0.00173029,-0.000588378,0.000221913,0.0703758,-0.0253456,0.00370662
1639641440.279668570,0.00150865,-0.000501479,0.000229884,0.0704048,-0.0249561,0.00257458
1639641440.320169210,0.00151914,-0.00050252,0.000210683,0.0706687,-0.02491,0.00557988
1639641440.360618114,0.000422266,-0.000118455,0.000137361,0.0697383,-0.0252527,0.00464173
1639641440.401072502,0.000456056,-0.00013249,0.000148318,0.0695936,-0.0255611,0.00664285
1639641440.461684465,0.00190097,-0.000701205,0.000215069,0.070474,-0.0275825,0.00460854
