x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.001116, -0.000784, 0.013968 
-0.001134, -0.000797, 0.014195 
-0.001162, -0.000817, 0.014554 
-0.001191, -0.000837, 0.014914 
-0.001220, -0.000857, 0.015271 
-0.001248, -0.000877, 0.015628 
-0.001277, -0.000897, 0.015985 
-0.001305, -0.000917, 0.016344 
-0.001334, -0.000937, 0.016705 
-0.001363, -0.000957, 0.017062 
-0.001391, -0.000977, 0.017418 
-0.001420, -0.000998, 0.017776 
-0.001449, -0.001018, 0.018144 
-0.001477, -0.001038, 0.018493 
-0.001506, -0.001058, 0.018856 
-0.001535, -0.001079, 0.019222 
-0.001564, -0.001099, 0.019578 
-0.001592, -0.001118, 0.019930 
-0.001620, -0.001138, 0.020286 
-0.001649, -0.001159, 0.020648 
-0.001678, -0.001179, 0.021006 
-0.001706, -0.001199, 0.021365 
-0.001736, -0.001220, 0.021732 
-0.001764, -0.001239, 0.022083 
-0.001792, -0.001259, 0.022441 
-0.001822, -0.001280, 0.022811 
-0.001850, -0.001300, 0.023158 
-0.001878, -0.001320, 0.023514 
-0.001907, -0.001340, 0.023874 
-0.001936, -0.001360, 0.024243 
-0.001964, -0.001380, 0.024593 
-0.001992, -0.001400, 0.024946 
-0.002022, -0.001421, 0.025319 
-0.002050, -0.001441, 0.025672 
-0.002079, -0.001461, 0.026028 
-0.002108, -0.001481, 0.026396 
-0.003693, 0.004492, -0.000970 
-0.003762, 0.004627, -0.001326 
-0.003830, 0.004761, -0.001680 
-0.003900, 0.004898, -0.002044 
-0.003968, 0.005030, -0.002391 
-0.004036, 0.005163, -0.002744 
