x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000540, 0.002631, 0.000619 
-0.000540, 0.002634, 0.000619 
-0.000553, 0.002696, 0.000634 
-0.000564, 0.002752, 0.000647 
-0.000576, 0.002811, 0.000661 
-0.000588, 0.002869, 0.000675 
-0.000600, 0.002928, 0.000688 
-0.000612, 0.002986, 0.000702 
-0.000624, 0.003045, 0.000716 
-0.000638, 0.003113, 0.000732 
-0.000650, 0.003172, 0.000746 
-0.000660, 0.003220, 0.000757 
-0.000672, 0.003278, 0.000771 
-0.000684, 0.003336, 0.000785 
-0.000696, 0.003395, 0.000798 
-0.000708, 0.003454, 0.000812 
-0.000720, 0.003512, 0.000826 
-0.000732, 0.003571, 0.000840 
-0.000744, 0.003629, 0.000853 
-0.000756, 0.003688, 0.000867 
-0.000768, 0.003746, 0.000881 
-0.000780, 0.003806, 0.000895 
-0.000792, 0.003863, 0.000908 
-0.000804, 0.003922, 0.000922 
-0.000816, 0.003979, 0.000936 
-0.000828, 0.004039, 0.000950 
-0.000840, 0.004098, 0.000964 
-0.000852, 0.004156, 0.000977 
-0.000865, 0.004218, 0.000992 
-0.000876, 0.004274, 0.001005 
-0.000888, 0.004332, 0.001019 
-0.000900, 0.004391, 0.001032 
-0.000912, 0.004449, 0.001046 
-0.000924, 0.004508, 0.001060 
-0.000936, 0.004567, 0.001074 
-0.001576, 0.006190, 0.001824 
-0.001577, 0.006194, 0.001825 
-0.001582, 0.006213, 0.001831 
