x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.002588, -0.002329, 0.009961 
0.002658, -0.002392, 0.010231 
0.002726, -0.002453, 0.010490 
0.002794, -0.002514, 0.010754 
0.002863, -0.002576, 0.011020 
0.002934, -0.002640, 0.011291 
0.003001, -0.002700, 0.011550 
0.003071, -0.002764, 0.011820 
0.003139, -0.002824, 0.012080 
0.003208, -0.002886, 0.012345 
0.003276, -0.002948, 0.012607 
0.003347, -0.003011, 0.012879 
0.003414, -0.003072, 0.013139 
0.003484, -0.003135, 0.013409 
0.003553, -0.003197, 0.013674 
0.003620, -0.003258, 0.013933 
0.003689, -0.003319, 0.014196 
0.003760, -0.003383, 0.014469 
0.003827, -0.003444, 0.014730 
0.003896, -0.003505, 0.014993 
0.003964, -0.003567, 0.015256 
0.004035, -0.003631, 0.015528 
0.004102, -0.003691, 0.015788 
0.004171, -0.003753, 0.016052 
0.004240, -0.003815, 0.016317 
0.004308, -0.003877, 0.016582 
0.004377, -0.003939, 0.016846 
0.004448, -0.004002, 0.017117 
0.004515, -0.004062, 0.017376 
0.004584, -0.004125, 0.017641 
0.004652, -0.004186, 0.017904 
0.004723, -0.004249, 0.018175 
0.004790, -0.004310, 0.018436 
0.006132, -0.004239, 0.017772 
0.006236, -0.004297, 0.018011 
0.006338, -0.004354, 0.018244 
0.006443, -0.004412, 0.018483 
0.006550, -0.004471, 0.018727 
0.006654, -0.004529, 0.018966 
0.006756, -0.004586, 0.019199 
0.006860, -0.004644, 0.019437 
0.006966, -0.004703, 0.019679 
0.007070, -0.004761, 0.019915 
0.007174, -0.004819, 0.020154 
0.007281, -0.004878, 0.020398 
0.007383, -0.004935, 0.020631 
