x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000940, 0.002038, -0.000082 
0.000952, 0.002066, -0.000083 
0.000974, 0.002112, -0.000085 
0.000995, 0.002158, -0.000086 
0.001017, 0.002207, -0.000088 
0.001038, 0.002252, -0.000090 
0.001060, 0.002299, -0.000092 
0.001081, 0.002345, -0.000094 
0.001103, 0.002392, -0.000096 
0.001124, 0.002439, -0.000098 
0.001145, 0.002485, -0.000100 
0.001167, 0.002532, -0.000101 
0.001189, 0.002579, -0.000103 
0.001210, 0.002626, -0.000105 
0.001232, 0.002672, -0.000107 
0.001254, 0.002721, -0.000109 
0.001275, 0.002765, -0.000111 
0.001297, 0.002814, -0.000113 
0.001318, 0.002859, -0.000115 
0.001339, 0.002905, -0.000116 
0.001361, 0.002952, -0.000118 
0.001383, 0.003001, -0.000120 
0.001404, 0.003046, -0.000122 
0.001425, 0.003092, -0.000124 
0.001448, 0.003141, -0.000126 
0.001468, 0.003186, -0.000128 
0.001490, 0.003232, -0.000129 
0.001512, 0.003281, -0.000131 
0.001533, 0.003325, -0.000133 
0.001554, 0.003372, -0.000135 
0.001576, 0.003419, -0.000137 
0.001598, 0.003467, -0.000139 
0.001619, 0.003513, -0.000141 
0.001640, 0.003559, -0.000143 
0.001662, 0.003605, -0.000144 
0.001683, 0.003652, -0.000146 
0.001705, 0.003699, -0.000148 
0.001727, 0.003747, -0.000150 
0.001748, 0.003792, -0.000152 
0.001769, 0.003838, -0.000154 
