x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.003345, -0.005144, -0.000208 
-0.003349, -0.005150, -0.000209 
-0.003384, -0.005205, -0.000211 
-0.003461, -0.005323, -0.000216 
-0.003538, -0.005441, -0.000220 
-0.003614, -0.005558, -0.000225 
-0.003691, -0.005677, -0.000230 
-0.003767, -0.005793, -0.000235 
-0.003843, -0.005911, -0.000239 
-0.003919, -0.006027, -0.000244 
-0.003996, -0.006145, -0.000249 
-0.004073, -0.006264, -0.000254 
-0.004149, -0.006381, -0.000258 
-0.004225, -0.006498, -0.000263 
-0.004301, -0.006614, -0.000268 
-0.004377, -0.006732, -0.000273 
-0.004454, -0.006851, -0.000277 
-0.004531, -0.006968, -0.000282 
-0.004607, -0.007085, -0.000287 
-0.004684, -0.007204, -0.000292 
-0.004760, -0.007321, -0.000296 
-0.004837, -0.007439, -0.000301 
-0.004913, -0.007556, -0.000306 
-0.004989, -0.007673, -0.000311 
-0.005065, -0.007790, -0.000315 
-0.005142, -0.007908, -0.000320 
-0.005219, -0.008026, -0.000325 
-0.005295, -0.008144, -0.000330 
-0.005372, -0.008261, -0.000335 
-0.005448, -0.008378, -0.000339 
-0.005525, -0.008496, -0.000344 
-0.005601, -0.008614, -0.000349 
-0.005678, -0.008732, -0.000354 
-0.005754, -0.008850, -0.000358 
-0.005831, -0.008967, -0.000363 
-0.005907, -0.009085, -0.000368 
-0.005984, -0.009202, -0.000373 
-0.006060, -0.009320, -0.000377 
