x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000563, 0.002491, 0.000632 
-0.000569, 0.002515, 0.000638 
-0.000582, 0.002572, 0.000653 
-0.000595, 0.002630, 0.000667 
-0.000608, 0.002688, 0.000682 
-0.000621, 0.002745, 0.000697 
-0.000634, 0.002803, 0.000711 
-0.000647, 0.002861, 0.000726 
-0.000660, 0.002919, 0.000741 
-0.000673, 0.002976, 0.000755 
-0.000686, 0.003034, 0.000770 
-0.000699, 0.003092, 0.000785 
-0.000712, 0.003151, 0.000800 
-0.000725, 0.003208, 0.000814 
-0.000738, 0.003266, 0.000829 
-0.000751, 0.003323, 0.000843 
-0.000764, 0.003381, 0.000858 
-0.000777, 0.003438, 0.000873 
-0.000790, 0.003496, 0.000887 
-0.000804, 0.003554, 0.000902 
-0.000817, 0.003612, 0.000917 
-0.000830, 0.003669, 0.000931 
-0.000843, 0.003727, 0.000946 
-0.000856, 0.003785, 0.000960 
-0.000869, 0.003841, 0.000975 
-0.000882, 0.003899, 0.000989 
-0.000895, 0.003956, 0.001004 
-0.000908, 0.004014, 0.001019 
-0.000921, 0.004073, 0.001034 
-0.000934, 0.004130, 0.001048 
-0.000947, 0.004188, 0.001063 
-0.000960, 0.004245, 0.001077 
-0.000973, 0.004304, 0.001092 
-0.000986, 0.004360, 0.001106 
-0.000999, 0.004419, 0.001121 
-0.001013, 0.004479, 0.001137 
-0.001025, 0.004534, 0.001151 
-0.001038, 0.004591, 0.001165 
