x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.003960, 0.001330, 0.000583 
-0.003963, 0.001331, 0.000583 
-0.004044, 0.001358, 0.000595 
-0.004131, 0.001388, 0.000608 
-0.004224, 0.001419, 0.000622 
-0.004314, 0.001449, 0.000635 
-0.004409, 0.001481, 0.000649 
-0.004495, 0.001510, 0.000662 
-0.004586, 0.001540, 0.000675 
-0.004677, 0.001571, 0.000688 
-0.004767, 0.001601, 0.000702 
-0.004858, 0.001632, 0.000715 
-0.004948, 0.001662, 0.000728 
-0.005038, 0.001692, 0.000741 
-0.005129, 0.001723, 0.000755 
-0.005220, 0.001753, 0.000768 
-0.005310, 0.001784, 0.000781 
-0.005401, 0.001814, 0.000795 
-0.005491, 0.001844, 0.000808 
-0.005582, 0.001875, 0.000821 
-0.005673, 0.001905, 0.000835 
-0.005763, 0.001936, 0.000848 
-0.005854, 0.001966, 0.000861 
-0.005944, 0.001997, 0.000875 
-0.006035, 0.002027, 0.000888 
-0.006126, 0.002058, 0.000902 
-0.006216, 0.002088, 0.000915 
-0.006307, 0.002119, 0.000928 
-0.006397, 0.002149, 0.000941 
-0.006488, 0.002179, 0.000955 
-0.006579, 0.002210, 0.000968 
-0.006669, 0.002240, 0.000982 
-0.006760, 0.002271, 0.000995 
-0.006850, 0.002301, 0.001008 
-0.006941, 0.002331, 0.001022 
-0.007032, 0.002362, 0.001035 
-0.007122, 0.002392, 0.001048 
-0.007213, 0.002423, 0.001062 
