x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.006543, 0.001528, 0.000457 
-0.006694, 0.001564, 0.000467 
-0.006847, 0.001599, 0.000478 
-0.007001, 0.001635, 0.000489 
-0.007155, 0.001671, 0.000499 
-0.007307, 0.001707, 0.000510 
-0.007460, 0.001743, 0.000521 
-0.007612, 0.001778, 0.000531 
-0.007766, 0.001814, 0.000542 
-0.007918, 0.001850, 0.000553 
-0.008075, 0.001886, 0.000564 
-0.008228, 0.001922, 0.000574 
-0.008378, 0.001957, 0.000585 
-0.008532, 0.001993, 0.000596 
-0.008685, 0.002029, 0.000606 
-0.008838, 0.002064, 0.000617 
-0.008990, 0.002100, 0.000628 
-0.009145, 0.002136, 0.000638 
-0.009299, 0.002172, 0.000649 
-0.009454, 0.002208, 0.000660 
-0.009607, 0.002244, 0.000671 
-0.009758, 0.002279, 0.000681 
-0.009911, 0.002315, 0.000692 
-0.010067, 0.002351, 0.000703 
-0.010219, 0.002387, 0.000713 
-0.010370, 0.002422, 0.000724 
-0.010524, 0.002458, 0.000735 
-0.010680, 0.002495, 0.000745 
-0.010830, 0.002530, 0.000756 
-0.010985, 0.002566, 0.000767 
-0.011140, 0.002602, 0.000778 
-0.011289, 0.002637, 0.000788 
-0.011445, 0.002673, 0.000799 
-0.011599, 0.002709, 0.000810 
-0.011750, 0.002744, 0.000820 
-0.011902, 0.002780, 0.000831 
-0.012054, 0.002815, 0.000841 
-0.012211, 0.002852, 0.000852 
