x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.003615, -0.007529, -0.000122 
-0.003694, -0.007693, -0.000125 
-0.003778, -0.007867, -0.000127 
-0.003858, -0.008033, -0.000130 
-0.003943, -0.008210, -0.000133 
-0.004024, -0.008380, -0.000136 
-0.004107, -0.008553, -0.000139 
-0.004190, -0.008726, -0.000141 
-0.004276, -0.008905, -0.000144 
-0.004356, -0.009071, -0.000147 
-0.004439, -0.009243, -0.000150 
-0.004521, -0.009415, -0.000153 
-0.004604, -0.009587, -0.000155 
-0.004687, -0.009760, -0.000158 
-0.004769, -0.009932, -0.000161 
-0.004851, -0.010103, -0.000164 
-0.004935, -0.010276, -0.000167 
-0.005017, -0.010447, -0.000169 
-0.005100, -0.010620, -0.000172 
-0.005183, -0.010792, -0.000175 
-0.005264, -0.010963, -0.000178 
-0.005348, -0.011136, -0.000180 
-0.005429, -0.011306, -0.000183 
-0.005512, -0.011479, -0.000186 
-0.005595, -0.011651, -0.000189 
-0.005677, -0.011823, -0.000192 
-0.005760, -0.011994, -0.000194 
-0.005842, -0.012166, -0.000197 
-0.005925, -0.012338, -0.000200 
-0.006007, -0.012510, -0.000203 
-0.006090, -0.012683, -0.000206 
-0.006173, -0.012854, -0.000208 
-0.006256, -0.013027, -0.000211 
-0.006338, -0.013198, -0.000214 
-0.006421, -0.013371, -0.000217 
-0.006503, -0.013542, -0.000219 
-0.006586, -0.013714, -0.000222 
-0.006669, -0.013887, -0.000225 
