x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.001016, 0.004251, 0.000335 
-0.001017, 0.004254, 0.000335 
-0.001040, 0.004349, 0.000343 
-0.001060, 0.004435, 0.000350 
-0.001083, 0.004528, 0.000357 
-0.001103, 0.004615, 0.000364 
-0.001125, 0.004705, 0.000371 
-0.001146, 0.004795, 0.000378 
-0.001168, 0.004885, 0.000385 
-0.001190, 0.004975, 0.000392 
-0.001211, 0.005065, 0.000399 
-0.001233, 0.005156, 0.000407 
-0.001254, 0.005246, 0.000414 
-0.001276, 0.005337, 0.000421 
-0.001297, 0.005426, 0.000428 
-0.001319, 0.005516, 0.000435 
-0.001341, 0.005607, 0.000442 
-0.001362, 0.005697, 0.000449 
-0.001384, 0.005788, 0.000456 
-0.001405, 0.005877, 0.000463 
-0.001427, 0.005967, 0.000471 
-0.001448, 0.006057, 0.000478 
-0.001470, 0.006147, 0.000485 
-0.001491, 0.006237, 0.000492 
-0.001513, 0.006326, 0.000499 
-0.001534, 0.006416, 0.000506 
-0.001556, 0.006507, 0.000513 
-0.001577, 0.006596, 0.000520 
-0.001599, 0.006686, 0.000527 
-0.001621, 0.006779, 0.000535 
-0.001642, 0.006868, 0.000542 
-0.001663, 0.006956, 0.000548 
-0.001685, 0.007047, 0.000556 
-0.001706, 0.007136, 0.000563 
-0.001728, 0.007228, 0.000570 
-0.001749, 0.007315, 0.000577 
-0.002543, 0.006615, 0.000198 
-0.002546, 0.006621, 0.000198 
