x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.001368, 0.004822, 0.000334 
-0.001371, 0.004832, 0.000335 
-0.001403, 0.004944, 0.000342 
-0.001433, 0.005049, 0.000350 
-0.001464, 0.005158, 0.000357 
-0.001494, 0.005266, 0.000365 
-0.001525, 0.005374, 0.000372 
-0.001556, 0.005482, 0.000380 
-0.001586, 0.005589, 0.000387 
-0.001617, 0.005697, 0.000394 
-0.001648, 0.005806, 0.000402 
-0.001678, 0.005914, 0.000409 
-0.001709, 0.006021, 0.000417 
-0.001740, 0.006130, 0.000424 
-0.001771, 0.006239, 0.000432 
-0.001801, 0.006346, 0.000439 
-0.001832, 0.006456, 0.000447 
-0.001862, 0.006562, 0.000454 
-0.001893, 0.006671, 0.000462 
-0.001923, 0.006778, 0.000469 
-0.001954, 0.006887, 0.000477 
-0.001985, 0.006994, 0.000484 
-0.002016, 0.007102, 0.000492 
-0.002046, 0.007210, 0.000499 
-0.002077, 0.007319, 0.000507 
-0.002107, 0.007426, 0.000514 
-0.002138, 0.007535, 0.000522 
-0.002169, 0.007643, 0.000529 
-0.002200, 0.007752, 0.000537 
-0.002230, 0.007860, 0.000544 
-0.002261, 0.007969, 0.000552 
-0.002292, 0.008077, 0.000559 
-0.002323, 0.008186, 0.000567 
-0.002353, 0.008293, 0.000574 
-0.002384, 0.008402, 0.000582 
-0.002415, 0.008510, 0.000589 
-0.002446, 0.008618, 0.000597 
-0.002476, 0.008726, 0.000604 
