x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000003, 0.002585, 0.000604 
-0.000003, 0.002587, 0.000605 
-0.000003, 0.002646, 0.000619 
-0.000003, 0.002707, 0.000633 
-0.000004, 0.002763, 0.000646 
-0.000004, 0.002821, 0.000660 
-0.000004, 0.002879, 0.000673 
-0.000004, 0.002937, 0.000687 
-0.000004, 0.002995, 0.000700 
-0.000004, 0.003054, 0.000714 
-0.000004, 0.003112, 0.000728 
-0.000004, 0.003171, 0.000741 
-0.000004, 0.003228, 0.000755 
-0.000004, 0.003287, 0.000769 
-0.000004, 0.003345, 0.000782 
-0.000004, 0.003402, 0.000795 
-0.000004, 0.003461, 0.000809 
-0.000005, 0.003519, 0.000823 
-0.000005, 0.003577, 0.000836 
-0.000005, 0.003635, 0.000850 
-0.000005, 0.003694, 0.000864 
-0.000005, 0.003753, 0.000877 
-0.000005, 0.003811, 0.000891 
-0.000005, 0.003868, 0.000904 
-0.000005, 0.003927, 0.000918 
-0.000005, 0.003985, 0.000932 
-0.000005, 0.004044, 0.000945 
-0.000005, 0.004102, 0.000959 
-0.000005, 0.004160, 0.000973 
-0.000005, 0.004219, 0.000986 
-0.000005, 0.004276, 0.001000 
-0.000006, 0.004334, 0.001013 
-0.000006, 0.004393, 0.001027 
-0.000928, 0.005075, 0.001534 
-0.000929, 0.005077, 0.001534 
-0.000939, 0.005110, 0.001546 
-0.000962, 0.005181, 0.001571 
-0.000985, 0.005253, 0.001596 
-0.001007, 0.005324, 0.001622 
-0.001030, 0.005396, 0.001647 
