x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.001122, -0.005411, -0.000364 
-0.001123, -0.005418, -0.000364 
-0.001132, -0.005459, -0.000367 
-0.001157, -0.005579, -0.000375 
-0.001181, -0.005699, -0.000383 
-0.001206, -0.005818, -0.000391 
-0.001231, -0.005937, -0.000399 
-0.001256, -0.006057, -0.000407 
-0.001280, -0.006173, -0.000415 
-0.001305, -0.006293, -0.000423 
-0.001329, -0.006413, -0.000431 
-0.001354, -0.006533, -0.000440 
-0.001379, -0.006652, -0.000448 
-0.001404, -0.006771, -0.000456 
-0.001428, -0.006890, -0.000464 
-0.001453, -0.007011, -0.000472 
-0.001478, -0.007129, -0.000480 
-0.001503, -0.007249, -0.000488 
-0.001527, -0.007368, -0.000496 
-0.001552, -0.007487, -0.000504 
-0.001577, -0.007606, -0.000512 
-0.001601, -0.007725, -0.000520 
-0.001626, -0.007845, -0.000528 
-0.001651, -0.007963, -0.000536 
-0.001675, -0.008082, -0.000544 
-0.001701, -0.008203, -0.000552 
-0.001725, -0.008320, -0.000560 
-0.001750, -0.008442, -0.000568 
-0.001775, -0.008561, -0.000576 
-0.001800, -0.008680, -0.000584 
-0.001824, -0.008798, -0.000592 
-0.001849, -0.008919, -0.000600 
-0.001873, -0.009036, -0.000608 
-0.001898, -0.009157, -0.000616 
-0.001923, -0.009274, -0.000624 
-0.001948, -0.009396, -0.000632 
-0.001973, -0.009515, -0.000640 
