x_pos [m], y_pos [m], heading [rad]
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
-0.4,0,0
