x_pos [m], y_pos [m], heading [rad]
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399718,1.17501e-05,-4.98931e-05
-0.399631,6.78242e-05,-0.00020105
-0.398627,0.000169906,-0.000482861
-0.395865,0.000318914,-0.000913922
-0.391324,0.00027287,-0.000912968
-0.391902,0.000304669,-0.000977174
-0.375812,-0.000228708,-4.7032e-05
-0.365677,-0.000558584,0.00055858
-0.354473,-0.000867456,0.0011125
-0.350063,-0.000952686,0.00124313
-0.343317,0.00559129,-0.0150135
-0.329692,0.00507677,-0.014519
-0.315425,0.00455907,-0.0139297
-0.300626,0.00406103,-0.0131343
-0.251244,0.0191399,-0.0503524
-0.241682,0.019092,-0.0512959
-0.219619,0.0170157,-0.0486792
-0.184147,0.00600853,-0.0230144
-0.167701,0.00538099,-0.0218404
-0.151037,0.00477497,-0.0205734
-0.13431,0.00418359,-0.0193208
-0.120289,0.00409674,-0.019328
-0.0990056,0.00385161,-0.0192164
-0.0821998,0.00327482,-0.0182498
-0.0653891,0.00271343,-0.0173381
-0.0485974,0.00219058,-0.016507
-0.0318547,0.00168848,-0.0156992
-0.0151737,0.00120829,-0.0149124
0.00141566,0.000728365,-0.0140908
0.0179148,0.000289778,-0.0133374
0.0343048,-0.000137504,-0.0125778
