time_stamp [], x_pos [m], y_pos [m], heading [rad], x_vel [m/s], y_vel [m/s], ang_vel [rad/s]
1640151221.208096504,0.000282457,-8.20716e-06,-4.98931e-05,-8.89007e-11,3.08291e-12,-6.32065e-11
1640151221.248212814,0.000282457,-8.20716e-06,-4.98931e-05,-8.62141e-11,2.98974e-12,-6.17607e-11
1640151221.288469791,0.000282457,-8.20716e-06,-4.98931e-05,-8.35989e-11,2.89905e-12,-6.03491e-11
1640151221.308520794,0.000282457,-8.20716e-06,-4.98931e-05,-7.84892e-11,2.72185e-12,-5.82834e-11
1640151221.388779640,0.000282457,-8.20716e-06,-4.98931e-05,-7.37254e-11,2.55665e-12,-5.56485e-11
1640151221.427733421,0.000282457,-8.20716e-06,-4.98931e-05,-7.14815e-11,2.47884e-12,-5.44055e-11
1640151221.509322643,0.000282457,-8.20716e-06,-4.98931e-05,-7.0235e-11,2.43561e-12,-5.31225e-11
1640151221.549514771,0.000282457,-8.20716e-06,-4.98931e-05,-6.4851e-11,2.2489e-12,-5.07179e-11
1640151221.589603662,0.000282457,-8.20716e-06,-4.98931e-05,-6.58166e-11,2.28238e-12,-5.07179e-11
1640151221.629718065,0.000282457,-8.20716e-06,-4.98931e-05,-6.36957e-11,2.20884e-12,-4.95591e-11
1640151221.689934731,0.000282457,-8.20716e-06,-4.98931e-05,-5.77996e-11,2.00437e-12,-4.67704e-11
1640151221.730061293,0.000282457,-8.20716e-06,-4.98931e-05,-5.58998e-11,1.93849e-12,-4.57008e-11
1640151221.810432196,0.000282457,-8.20716e-06,-4.98931e-05,-5.49505e-11,1.90556e-12,-4.47208e-11
1640151221.850555897,0.000282457,-8.20716e-06,-4.98931e-05,-5.04757e-11,1.75039e-12,-4.26291e-11
1640151221.890712976,0.000282457,-8.20716e-06,-4.98931e-05,-5.11325e-11,1.77316e-12,-4.26291e-11
1640151221.930844545,0.000282457,-8.20716e-06,-4.98931e-05,-4.93845e-11,1.71254e-12,-4.16534e-11
1640151221.971052885,0.000282457,-8.20716e-06,-4.98931e-05,-4.7685e-11,1.65361e-12,-4.07006e-11
1640151222.031221151,0.000282457,-8.20716e-06,-4.98931e-05,-4.31161e-11,1.49517e-12,-3.8409e-11
1640151222.107330322,0.000282457,-8.20716e-06,-4.98931e-05,-4.02682e-11,1.39641e-12,-3.67549e-11
1640151222.151683807,0.000282457,-8.20716e-06,-4.98931e-05,-4.07634e-11,1.41358e-12,-3.67549e-11
1640151222.191867590,0.000282457,-8.20716e-06,-4.98931e-05,-3.90906e-11,1.35557e-12,-3.58223e-11
1640151222.232131720,0.000282457,-8.20716e-06,-4.98931e-05,-3.76679e-11,1.30623e-12,-3.50021e-11
1640151222.312543869,0.000282457,-8.20716e-06,-4.98931e-05,-3.49324e-11,1.21137e-12,-3.34147e-11
1640151222.352683544,0.000282457,-8.20716e-06,-4.98931e-05,-3.36242e-11,1.166e-12,-3.26497e-11
1640151222.372739077,0.000282457,-8.20716e-06,-4.98931e-05,-3.14517e-11,1.09067e-12,-3.15337e-11
1640151222.447380543,0.000282457,-8.20716e-06,-4.98931e-05,-2.9253e-11,1.01442e-12,-3.02015e-11
1640151222.493190765,0.000282457,-8.20716e-06,-4.98931e-05,-2.79596e-11,9.69563e-13,-2.94106e-11
1640151222.533372879,0.000282457,-8.20716e-06,-4.98931e-05,-2.81737e-11,9.76987e-13,-2.94106e-11
1640151222.613645315,0.000282457,-8.20716e-06,-4.98931e-05,-2.59777e-11,9.00835e-13,-2.80797e-11
1640151222.653800488,0.000282457,-8.20716e-06,-4.98931e-05,-2.49293e-11,8.64478e-13,-2.74378e-11
1640151222.693933964,0.000282457,-8.20716e-06,-4.98931e-05,-2.39104e-11,8.29145e-13,-2.68099e-11
1640151222.734117746,0.000282457,-8.20716e-06,-4.98931e-05,-2.25483e-11,7.81909e-13,-2.5988e-11
1640151222.767417431,0.000282457,-8.20716e-06,-4.98931e-05,-2.10881e-11,7.31272e-13,-2.51038e-11
1640151222.814453125,0.000282457,-8.20716e-06,-4.98931e-05,-2.06981e-11,7.17746e-13,-2.48151e-11
1640151222.914862633,0.000282457,-8.20716e-06,-4.98931e-05,-1.88148e-11,6.52438e-13,-2.35914e-11
1640151222.955032110,0.000282457,-8.20716e-06,-4.98931e-05,-1.79819e-11,6.23556e-13,-2.30518e-11
1640151222.995179415,0.000282457,-8.20716e-06,-4.98931e-05,-1.71746e-11,5.95558e-13,-2.25244e-11
1640151223.035368919,0.000282457,-8.20716e-06,-4.98931e-05,-1.61534e-11,5.60147e-13,-2.18531e-11
1640151223.067363501,0.000282457,-8.20716e-06,-4.98931e-05,-1.50461e-11,5.21748e-13,-2.11075e-11
1640151223.115649939,0.000282457,-8.20716e-06,-4.98931e-05,-1.4684e-11,5.09192e-13,-2.08632e-11
1640151223.216019869,0.000282457,-8.20716e-06,-4.98931e-05,-1.31596e-11,4.56328e-13,-1.98223e-11
1640151223.256178141,0.000282457,-8.20716e-06,-4.98931e-05,-1.2507e-11,4.33698e-13,-1.93694e-11
1640151223.296314955,0.000282457,-8.20716e-06,-4.98931e-05,-1.18752e-11,4.11786e-13,-1.89265e-11
1640151223.336479664,0.000282457,-8.20716e-06,-4.98931e-05,-1.1115e-11,3.85427e-13,-1.83756e-11
1640151223.367439985,0.000282457,-8.20716e-06,-4.98931e-05,-1.02985e-11,3.5711e-13,-1.77474e-11
1640151223.457004786,0.000282457,-8.20716e-06,-4.98931e-05,-9.42023e-12,3.26654e-13,-1.7139e-11
1640151223.477069139,0.000282457,-8.20716e-06,-4.98931e-05,-8.84031e-12,3.06544e-13,-1.66567e-11
1640151223.557401419,0.000282457,-8.20716e-06,-4.98931e-05,-8.24554e-12,2.85918e-13,-1.62759e-11
1640151223.617567062,0.000282457,-8.20716e-06,-4.98931e-05,-7.61277e-12,2.63975e-13,-1.58117e-11
1640151223.627311468,0.000282457,-8.20716e-06,-4.98931e-05,-7.05749e-12,2.4472e-13,-1.52728e-11
1640151223.677735567,0.000282457,-8.20716e-06,-4.98931e-05,-6.75043e-12,2.34072e-13,-1.50959e-11
1640151223.758076906,0.000282457,-8.20716e-06,-4.98931e-05,-5.90188e-12,2.04646e-13,-1.44145e-11
1640151223.778134823,0.000282457,-8.20716e-06,-4.98931e-05,-5.49239e-12,1.90447e-13,-1.39972e-11
1640151223.818275690,0.000282457,-8.20716e-06,-4.98931e-05,-5.11197e-12,1.77254e-13,-1.36774e-11
1640151223.898563623,0.000282457,-8.20716e-06,-4.98931e-05,-4.61008e-12,1.5985e-13,-1.33647e-11
1640151223.958736420,0.000282457,-8.20716e-06,-4.98931e-05,-4.13832e-12,1.4349e-13,-1.29927e-11
