pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.399976, 1.07217e-05, -2.98659e-05, -4.97e-05, -1.40889e-13, -4.97001e-05, -1.40889e-13, 2.35096e-05, 1.07217e-05, -2.98659e-05, -0.4, 0, 0, 1e-10, 0, -4.97001e-05, -1.40889e-13, -4.4444e-05, 7.84692e-07, -3.97434e-05, 2.99147e-06, -3.55395e-05, 6.39994e-06, -3.178e-05, 1.07909e-05, -2.84177e-05, 1.59469e-05, -2.54106e-05, 2.16535e-05, -2.27211e-05, 2.77008e-05, -2.03156e-05, 3.38868e-05, -1.81641e-05, 4.00208e-05, -1.62397e-05, 4.5929e-05, -1.45183e-05, 5.14616e-05, -1.29783e-05, 5.60561e-05, -1.16005e-05, 5.87431e-05, -1.03678e-05, 5.97743e-05, -9.26465e-06, 5.94435e-05, -8.27732e-06, 5.80256e-05, -7.39346e-06, 5.577e-05, -6.60201e-06, 5.28961e-05, -5.89308e-06, 4.95916e-05, -5.25782e-06, 4.60119e-05, -4.68829e-06, 4.22823e-05, -4.17735e-06, 3.84999e-05, -3.71864e-06, 3.47728e-05, -3.3064e-06, 3.13308e-05, -2.9355e-06, 2.81792e-05, -2.60129e-06, 2.52882e-05, -2.29959e-06, 2.26306e-05, -2.02665e-06, 2.01813e-05, -1.77903e-06, 1.79171e-05, -1.55365e-06, 1.58166e-05, -1.3477e-06, 1.38601e-05, -1.15858e-06, 1.20291e-05, -9.83956e-07, 1.03063e-05, -8.21627e-07, 8.67534e-06, -6.69568e-07, 7.12091e-06, -5.25879e-07, 5.6283e-06, -3.88763e-07, 4.18341e-06, -2.56507e-07, 2.77259e-06, -1.27457e-07, 1.3825e-06
-0.399976, 1.07217e-05, -2.98659e-05, 0.00199564, 7.85038e-07, 1.99184e-05, 7.85038e-07, -9.42198e-06, 1.07217e-05, -2.98659e-05, -0.399967, 0, 0, 0.00197572, 0, 1.99184e-05, 7.85038e-07, 1.78119e-05, 2.99285e-06, 1.5928e-05, 6.40307e-06, 1.42432e-05, 1.07965e-05, 1.27365e-05, 1.59557e-05, 1.1389e-05, 2.16663e-05, 1.01838e-05, 2.77186e-05, 9.10597e-06, 3.39106e-05, 8.14193e-06, 4.00517e-05, 7.27967e-06, 4.59684e-05, 6.50841e-06, 5.15112e-05, 5.8185e-06, 5.61175e-05, 5.20133e-06, 5.88169e-05, 4.64916e-06, 5.98611e-05, 4.15512e-06, 5.95442e-05, 3.71301e-06, 5.81411e-05, 3.31732e-06, 5.59012e-05, 2.96309e-06, 5.30441e-05, 2.6459e-06, 4.97574e-05, 2.36178e-06, 4.61966e-05, 2.10719e-06, 4.24869e-05, 1.87893e-06, 3.87252e-05, 1.67416e-06, 3.50195e-05, 1.49032e-06, 3.16011e-05, 1.32511e-06, 2.84757e-05, 1.17646e-06, 2.56139e-05, 1.04252e-06, 2.29885e-05, 9.21612e-07, 2.05748e-05, 8.12222e-07, 1.83501e-05, 7.12985e-07, 1.62933e-05, 6.2266e-07, 1.43851e-05, 5.40118e-07, 1.26073e-05, 4.64328e-07, 1.09433e-05, 3.94342e-07, 9.37731e-06, 3.29285e-07, 7.89453e-06, 2.68344e-07, 6.48096e-06, 2.10757e-07, 5.12327e-06, 1.55805e-07, 3.80861e-06, 1.02801e-07, 2.52457e-06, 5.1081e-08, 1.25903e-06
-0.399976, 1.07217e-05, -2.98659e-05, 0.00841008, 2.99375e-06, 0.000507185, 2.99375e-06, -0.000239913, 1.07217e-05, -2.98659e-05, -0.399737, 0, 0, 0.0079029, 0, 0.000507185, 2.99375e-06, 0.000453546, 6.40511e-06, 0.000405577, 1.08001e-05, 0.000362678, 1.59615e-05, 0.000324312, 2.16748e-05, 0.000289999, 2.77304e-05, 0.000259312, 3.39265e-05, 0.000231867, 4.00726e-05, 0.000207319, 4.59956e-05, 0.000185363, 5.15459e-05, 0.000165725, 5.61612e-05, 0.000148157, 5.88702e-05, 0.000132442, 5.9925e-05, 0.000118382, 5.96195e-05, 0.000105802, 5.82287e-05, 9.45449e-05, 5.60021e-05, 8.44693e-05, 5.31592e-05, 7.54495e-05, 4.98877e-05, 6.73729e-05, 4.63432e-05, 6.01384e-05, 4.26503e-05, 5.36556e-05, 3.89063e-05, 4.78435e-05, 3.52188e-05, 4.26295e-05, 3.18205e-05, 3.79483e-05, 2.87173e-05, 3.37415e-05, 2.58798e-05, 2.99565e-05, 2.32815e-05, 2.65459e-05, 2.08977e-05, 2.34671e-05, 1.87059e-05, 2.06817e-05, 1.66854e-05, 1.81548e-05, 1.48173e-05, 1.58549e-05, 1.30838e-05, 1.37531e-05, 1.14686e-05, 1.18232e-05, 9.95639e-06, 1.00412e-05, 8.53297e-06, 8.38462e-06, 7.18487e-06, 6.83288e-06, 5.89936e-06, 5.36654e-06, 4.6643e-06, 3.96729e-06, 3.46802e-06, 2.61763e-06, 2.29921e-06, 1.30068e-06, 1.14684e-06
-0.399976, 1.07217e-05, -2.98659e-05, 0.0196114, 6.40629e-06, 0.00182987, 6.40629e-06, -0.000865583, 1.07217e-05, -2.98659e-05, -0.399111, 0, 0, 0.0177815, 0, 0.00182987, 6.40629e-06, 0.00163635, 1.08022e-05, 0.00146328, 1.59648e-05, 0.00130851, 2.16797e-05, 0.00117008, 2.77374e-05, 0.00104629, 3.3936e-05, 0.000935573, 4.00854e-05, 0.000836552, 4.60126e-05, 0.000747988, 5.15683e-05, 0.000668773, 5.61902e-05, 0.000597918, 5.89068e-05, 0.000534537, 5.997e-05, 0.000477838, 5.96739e-05, 0.000427112, 5.82935e-05, 0.000381725, 5.60783e-05, 0.000341109, 5.32477e-05, 0.000304757, 4.99895e-05, 0.000272214, 4.64589e-05, 0.000243075, 4.27807e-05, 0.000216973, 3.90519e-05, 0.000193584, 3.53802e-05, 0.000172615, 3.1999e-05, 0.000153803, 2.89145e-05, 0.000136914, 2.60978e-05, 0.000121736, 2.35221e-05, 0.00010808, 2.11633e-05, 9.5775e-05, 1.8999e-05, 8.46672e-05, 1.70089e-05, 7.46177e-05, 1.51741e-05, 6.55009e-05, 1.34773e-05, 5.72028e-05, 1.19026e-05, 4.96199e-05, 1.04351e-05, 4.26571e-05, 9.0608e-06, 3.62276e-05, 7.76688e-06, 3.02509e-05, 6.54108e-06, 2.46524e-05, 5.37181e-06, 1.9362e-05, 4.24805e-06, 1.43136e-05, 3.15917e-06, 9.44414e-06, 2.09488e-06, 4.69274e-06, 1.04514e-06
-0.399976, 1.07217e-05, -2.98659e-05, 0.0360171, 1.08043e-05, 0.0044055, 1.08043e-05, -0.00208393, 1.07217e-05, -2.98659e-05, -0.397893, 0, 0, 0.0316116, 0, 0.0044055, 1.08043e-05, 0.00393959, 1.59679e-05, 0.00352292, 2.16841e-05, 0.00315029, 2.77433e-05, 0.00281703, 3.39438e-05, 0.00251899, 4.00956e-05, 0.00225244, 4.60259e-05, 0.00201404, 5.15857e-05, 0.00180082, 5.62128e-05, 0.0016101, 5.89355e-05, 0.00143952, 6.00056e-05, 0.00128692, 5.97173e-05, 0.00115042, 5.83457e-05, 0.00102829, 5.61401e-05, 0.00091902, 5.33201e-05, 0.000821235, 5.00731e-05, 0.000733716, 4.65545e-05, 0.000655369, 4.2889e-05, 0.000585214, 3.91731e-05, 0.000522373, 3.55148e-05, 0.000466063, 3.2148e-05, 0.000415578, 2.90793e-05, 0.000370288, 2.62799e-05, 0.000329626, 2.37232e-05, 0.000293085, 2.13852e-05, 0.000260208, 1.92437e-05, 0.000230583, 1.72787e-05, 0.00020384, 1.54716e-05, 0.000179646, 1.38052e-05, 0.000157696, 1.2264e-05, 0.000137719, 1.08333e-05, 0.000119462, 9.49957e-06, 0.000102699, 8.25034e-06, 8.72196e-05, 7.07377e-06, 7.28305e-05, 5.95875e-06, 5.93517e-05, 4.89475e-06, 4.66148e-05, 3.87173e-06, 3.44606e-05, 2.88002e-06, 2.27372e-05, 1.91025e-06, 1.1298e-05, 9.53262e-07
-0.399976, 1.07217e-05, -2.98659e-05, 0.058045, 1.59752e-05, 0.00865185, 1.59752e-05, -0.00409258, 1.07217e-05, -2.98659e-05, -0.395884, 0, 0, 0.0493931, 0, 0.00865185, 1.59752e-05, 0.00773686, 2.16939e-05, 0.00691857, 2.77559e-05, 0.00618677, 3.39594e-05, 0.0055323, 4.01146e-05, 0.00494698, 4.60487e-05, 0.0044235, 5.1613e-05, 0.00395532, 5.62453e-05, 0.00353657, 5.89735e-05, 0.00316204, 6.00496e-05, 0.00282703, 5.97679e-05, 0.00252736, 5.84034e-05, 0.00225927, 5.62056e-05, 0.00201944, 5.3394e-05, 0.00180484, 5.0156e-05, 0.0016128, 4.66469e-05, 0.00144093, 4.29913e-05, 0.00128706, 3.92857e-05, 0.00114929, 3.56379e-05, 0.00102588, 3.22825e-05, 0.000915288, 2.92264e-05, 0.000816143, 2.64407e-05, 0.000727199, 2.38993e-05, 0.000647345, 2.1578e-05, 0.000575583, 1.94551e-05, 0.000511015, 1.75105e-05, 0.000452836, 1.57257e-05, 0.000400316, 1.40841e-05, 0.000352801, 1.25702e-05, 0.000309696, 1.11695e-05, 0.000270462, 9.86896e-06, 0.000234609, 8.65628e-06, 0.000201688, 7.51999e-06, 0.000171288, 6.44938e-06, 0.00014303, 5.43434e-06, 0.000116559, 4.4653e-06, 9.15456e-05, 3.53309e-06, 6.76763e-05, 2.62891e-06, 4.4653e-05, 1.74423e-06, 2.21878e-05, 8.70681e-07
-0.399969, 1.41712e-05, -3.98795e-05, 0.0860961, 2.90247e-05, 0.0149701, 2.90247e-05, -0.00708129, 1.41712e-05, -3.98795e-05, -0.392887, 0, 0, 0.0711261, 0, 0.0149701, 2.90247e-05, 0.0133869, 3.71358e-05, 0.011971, 4.54368e-05, 0.0107048, 5.36736e-05, 0.00957239, 6.16152e-05, 0.00855964, 6.90629e-05, 0.00765387, 7.52643e-05, 0.00684378, 7.89189e-05, 0.00611924, 8.03637e-05, 0.00547119, 7.99926e-05, 0.00489153, 7.81735e-05, 0.00437302, 7.52403e-05, 0.00390917, 7.14866e-05, 0.00349418, 6.71632e-05, 0.00312287, 6.24779e-05, 0.00279059, 5.75973e-05, 0.0024932, 5.26504e-05, 0.00222697, 4.77814e-05, 0.00198858, 4.33049e-05, 0.00177505, 3.92301e-05, 0.0015837, 3.55187e-05, 0.00141215, 3.21357e-05, 0.00125825, 2.90491e-05, 0.00112008, 2.62299e-05, 0.000995916, 2.36514e-05, 0.000884197, 2.12893e-05, 0.00078353, 1.91213e-05, 0.000692657, 1.7127e-05, 0.000610443, 1.52876e-05, 0.000535859, 1.35857e-05, 0.000467973, 1.20052e-05, 0.000405937, 1.05313e-05, 0.000348975, 9.15007e-06, 0.000296376, 7.84842e-06, 0.000247481, 6.61408e-06, 0.000201679, 5.43541e-06, 0.000158399, 4.30127e-06, 0.000117099, 3.20095e-06, 7.72619e-05, 2.12407e-06, 3.8391e-05, 1.06044e-06
-0.399702, 1.29696e-05, -6.1814e-05, 0.120058, 5.96886e-05, 0.0232473, 5.96886e-05, -0.0109967, 1.29696e-05, -6.1814e-05, -0.388705, 0, 0, 0.0968105, 0, 0.0232473, 5.96886e-05, 0.0207888, 7.31101e-05, 0.01859, 8.64461e-05, 0.0166237, 9.93135e-05, 0.0148652, 0.000111376, 0.0132924, 0.000121405, 0.0118858, 0.000127289, 0.0106278, 0.000129566, 0.00950269, 0.000128874, 0.00849632, 0.000125809, 0.00759616, 0.000120918, 0.00679094, 0.000114684, 0.00607062, 0.000107523, 0.00542618, 9.97812e-05, 0.00484956, 9.17372e-05, 0.00433356, 8.36093e-05, 0.00387174, 7.56364e-05, 0.00345831, 6.83189e-05, 0.0030881, 6.16694e-05, 0.0027565, 5.56249e-05, 0.00245936, 5.01282e-05, 0.00219296, 4.51272e-05, 0.00195397, 4.05745e-05, 0.0017394, 3.64271e-05, 0.00154658, 3.26456e-05, 0.00137309, 2.91942e-05, 0.00121676, 2.60402e-05, 0.00107564, 2.31537e-05, 0.000947968, 2.05073e-05, 0.000832146, 1.80759e-05, 0.000726725, 1.58366e-05, 0.000630388, 1.37681e-05, 0.000541931, 1.18507e-05, 0.000460248, 1.00663e-05, 0.000384318, 8.39805e-06, 0.000313192, 6.83003e-06, 0.000245981, 5.34744e-06, 0.000181845, 3.93624e-06, 0.000119982, 2.58306e-06, 5.96182e-05, 1.27509e-06
-0.398847, 1.27627e-05, -0.000144307, 0.159651, 0.00017676, 0.0332049, 0.00017676, -0.0157069, 1.27627e-05, -0.000144307, -0.38314, 0, 0, 0.126446, 0, 0.0332049, 0.00017676, 0.0296932, 0.000209172, 0.0265527, 0.000240468, 0.0237441, 0.000269803, 0.0212323, 0.000294164, 0.018986, 0.000308416, 0.0169769, 0.000313852, 0.0151801, 0.000312009, 0.013573, 0.000304347, 0.0121356, 0.000292201, 0.0108498, 0.000276763, 0.00969971, 0.000259059, 0.00867085, 0.000239948, 0.00775037, 0.000220127, 0.00692677, 0.000200145, 0.00618976, 0.000180592, 0.00553012, 0.000162669, 0.0049396, 0.0001464, 0.00441083, 0.000131632, 0.0039372, 0.000118224, 0.00351278, 0.000106049, 0.00313227, 9.49902e-05, 0.00279091, 8.49436e-05, 0.00248444, 7.58133e-05, 0.00220902, 6.75125e-05, 0.00196122, 5.99622e-05, 0.00173793, 5.30904e-05, 0.00153637, 4.68319e-05, 0.00135401, 4.11269e-05, 0.00118858, 3.59212e-05, 0.001038, 3.11652e-05, 0.000900402, 2.68136e-05, 0.000774056, 2.28249e-05, 0.000657385, 1.91612e-05, 0.000548933, 1.57877e-05, 0.000447341, 1.26722e-05, 0.000351342, 9.78512e-06, 0.000259734, 7.09903e-06, 0.000171373, 4.58843e-06, 8.51544e-05, 2.22945e-06
-0.397648, -1.21381e-05, -0.000200574, 0.205809, 0.000304658, 0.0457754, 0.000304658, -0.0216531, -1.21381e-05, -0.000200574, -0.375995, 0, 0, 0.160034, 0, 0.0457754, 0.000304658, 0.0409343, 0.000350523, 0.0366049, 0.000393513, 0.032733, 0.000429175, 0.0292704, 0.000449977, 0.0261736, 0.00045778, 0.0234039, 0.000454828, 0.0209268, 0.000443259, 0.0187114, 0.000425047, 0.0167298, 0.00040196, 0.0149573, 0.000375529, 0.0133718, 0.000347042, 0.0119534, 0.000317554, 0.0106845, 0.000287895, 0.00954907, 0.000258951, 0.00853304, 0.00023245, 0.00762368, 0.000208422, 0.00680961, 0.000186636, 0.00608066, 0.000166886, 0.00542772, 0.000148983, 0.00484262, 0.000132756, 0.00431806, 0.00011805, 0.00384747, 0.000104725, 0.00342498, 9.26539e-05, 0.0030453, 8.17204e-05, 0.00270369, 7.18204e-05, 0.00239587, 6.28589e-05, 0.002118, 5.47502e-05, 0.00186661, 4.74167e-05, 0.00163854, 4.07881e-05, 0.00143096, 3.48007e-05, 0.00124127, 2.93973e-05, 0.00106709, 2.4526e-05, 0.000906255, 2.01402e-05, 0.000756744, 1.61979e-05, 0.000616693, 1.26613e-05, 0.000484351, 9.49654e-06, 0.000358063, 6.67346e-06, 0.000236251, 4.16512e-06, 0.000117392, 1.94744e-06
