pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad], v_k+50 [m/s], delta_k+50 [rad], v_k+51 [m/s], delta_k+51 [rad], v_k+52 [m/s], delta_k+52 [rad], v_k+53 [m/s], delta_k+53 [rad], v_k+54 [m/s], delta_k+54 [rad], v_k+55 [m/s], delta_k+55 [rad], v_k+56 [m/s], delta_k+56 [rad], v_k+57 [m/s], delta_k+57 [rad], v_k+58 [m/s], delta_k+58 [rad], v_k+59 [m/s], delta_k+59 [rad]
-0.398086, 4.33168e-05, -2.3667e-05, 0.256578, -1.38761e-05, 0.0590055, -1.38761e-05, -0.0310151, 4.33168e-05, -2.3667e-05, -0.367071, 0, 0, 0.197572, 0, 0.0590055, -1.38761e-05, 0.0533925, -1.61044e-05, 0.0483135, -1.8064e-05, 0.0437176, -1.93755e-05, 0.0395589, -2.00531e-05, 0.0357957, -2.01472e-05, 0.0323905, -1.97224e-05, 0.0293092, -1.88534e-05, 0.026521, -1.76204e-05, 0.0239981, -1.61062e-05, 0.0217151, -1.4393e-05, 0.0196492, -1.25596e-05, 0.0177799, -1.06799e-05, 0.0160883, -8.82735e-06, 0.0145577, -7.08135e-06, 0.0131726, -5.44884e-06, 0.0119192, -3.92623e-06, 0.010785, -2.50995e-06, 0.00975871, -1.19647e-06, 0.00882997, 1.76814e-08, 0.00798953, 1.13593e-06, 0.00722899, 2.16166e-06, 0.00654074, 3.09818e-06, 0.00591789, 3.94875e-06, 0.00535423, 4.7166e-06, 0.0048441, 5.40487e-06, 0.00438242, 6.01667e-06, 0.00396456, 6.55504e-06, 0.00358635, 7.02297e-06, 0.003244, 7.42338e-06, 0.00293409, 7.75916e-06, 0.00265352, 8.03312e-06, 0.00239949, 8.24803e-06, 0.00216945, 8.40659e-06, 0.0019611, 8.51147e-06, 0.00177237, 8.56527e-06, 0.00160136, 8.57053e-06, 0.00144637, 8.52976e-06, 0.00130583, 8.44541e-06, 0.00117836, 8.31988e-06, 0.00106267, 8.15554e-06, 0.000957607, 7.95468e-06, 0.000862119, 7.71957e-06, 0.000775253, 7.45245e-06, 0.00069614, 7.15549e-06, 0.000623987, 6.83084e-06, 0.000558075, 6.4806e-06, 0.000497743, 6.10685e-06, 0.000442389, 5.71163e-06, 0.000391459, 5.29694e-06, 0.000344443, 4.86476e-06, 0.000300872, 4.41706e-06, 0.000260309, 3.95574e-06, 0.00022235, 3.48272e-06, 0.000186614, 2.99988e-06, 0.000152744, 2.50908e-06, 0.000120402, 2.01218e-06, 8.92633e-05, 1.51099e-06, 5.90175e-05, 1.00736e-06, 2.93619e-05, 5.0311e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.318804, -1.68349e-05, 0.0797414, -1.68349e-05, -0.0419145, 4.33168e-05, -2.3667e-05, -0.356172, 0, 0, 0.239063, 0, 0.0797414, -1.68349e-05, 0.0721559, -1.88984e-05, 0.065292, -2.02948e-05, 0.059081, -2.10358e-05, 0.0534608, -2.11729e-05, 0.0483751, -2.0772e-05, 0.0437733, -1.99092e-05, 0.0396092, -1.86666e-05, 0.0358412, -1.7129e-05, 0.0324316, -1.53804e-05, 0.0293463, -1.35018e-05, 0.0265544, -1.1569e-05, 0.0240282, -9.65802e-06, 0.0217421, -7.85433e-06, 0.0196736, -6.16566e-06, 0.0178017, -4.58838e-06, 0.0161079, -3.11892e-06, 0.0145751, -1.75374e-06, 0.0131881, -4.89328e-07, 0.011933, 6.77741e-07, 0.0107972, 1.75086e-06, 0.00976943, 2.73337e-06, 0.0088393, 3.62856e-06, 0.00799758, 4.43965e-06, 0.00723583, 5.16981e-06, 0.00654643, 5.82218e-06, 0.0059225, 6.3998e-06, 0.0053578, 6.90568e-06, 0.00484667, 7.34278e-06, 0.00438401, 7.71399e-06, 0.0039652, 8.02214e-06, 0.00358603, 8.27001e-06, 0.00324272, 8.46034e-06, 0.00293184, 8.59579e-06, 0.00265028, 8.67899e-06, 0.00239522, 8.7125e-06, 0.00216412, 8.69883e-06, 0.00195465, 8.64046e-06, 0.00176473, 8.5398e-06, 0.00159246, 8.39921e-06, 0.00143612, 8.22102e-06, 0.00129413, 8.00751e-06, 0.00116509, 7.76091e-06, 0.0010477, 7.48342e-06, 0.000940779, 7.17718e-06, 0.000843271, 6.84431e-06, 0.000754195, 6.48689e-06, 0.000672662, 6.10697e-06, 0.000597855, 5.70655e-06, 0.000529027, 5.28762e-06, 0.000465488, 4.85213e-06, 0.000406605, 4.402e-06, 0.000351788, 3.93914e-06, 0.000300489, 3.46544e-06, 0.000252194, 2.98274e-06, 0.000206422, 2.49289e-06, 0.000162714, 1.99773e-06, 0.000120632, 1.49905e-06, 7.97576e-05, 9.98675e-07, 3.96804e-05, 4.98414e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.386833, -1.9852e-05, 0.104559, -1.9852e-05, -0.0549593, 4.33168e-05, -2.3667e-05, -0.343127, 0, 0, 0.282275, 0, 0.104559, -1.9852e-05, 0.0946125, -2.13433e-05, 0.0856124, -2.21573e-05, 0.0774683, -2.23441e-05, 0.070099, -2.19712e-05, 0.0634306, -2.11165e-05, 0.0573966, -1.98643e-05, 0.0519365, -1.83012e-05, 0.0469958, -1.65137e-05, 0.042525, -1.45849e-05, 0.0384795, -1.2593e-05, 0.0348188, -1.06169e-05, 0.0315063, -8.7489e-06, 0.0285088, -6.99764e-06, 0.0257964, -5.35952e-06, 0.023342, -3.83093e-06, 0.021121, -2.40831e-06, 0.0191113, -1.08815e-06, 0.0172926, 1.33017e-07, 0.0156469, 1.2586e-06, 0.0141576, 2.29195e-06, 0.0128099, 3.23639e-06, 0.0115903, 4.09517e-06, 0.0104866, 4.87147e-06, 0.00948778, 5.56845e-06, 0.00858383, 6.18918e-06, 0.00776572, 6.73671e-06, 0.00702527, 7.21399e-06, 0.00635507, 7.62394e-06, 0.00574842, 7.96943e-06, 0.00519926, 8.25326e-06, 0.00470208, 8.47817e-06, 0.00425193, 8.64686e-06, 0.0038443, 8.76197e-06, 0.00347511, 8.82609e-06, 0.00314067, 8.84175e-06, 0.00283764, 8.81143e-06, 0.00256299, 8.73757e-06, 0.00231396, 8.62256e-06, 0.00208808, 8.46872e-06, 0.00188307, 8.27837e-06, 0.0016969, 8.05373e-06, 0.00152769, 7.79703e-06, 0.00137376, 7.51042e-06, 0.00123357, 7.19603e-06, 0.00110572, 6.85594e-06, 0.000988919, 6.49222e-06, 0.00088201, 6.10688e-06, 0.000783921, 5.7019e-06, 0.000693672, 5.27925e-06, 0.000610359, 4.84085e-06, 0.00053315, 4.38861e-06, 0.000461273, 3.92442e-06, 0.000394008, 3.45012e-06, 0.000330683, 2.96756e-06, 0.000270665, 2.47857e-06, 0.000213354, 1.98495e-06, 0.000158176, 1.4885e-06, 0.00010458, 9.91002e-07, 5.20299e-05, 4.94266e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.4551, -2.25524e-05, 0.13332, -2.25524e-05, -0.0700771, 4.33168e-05, -2.3667e-05, -0.328009, 0, 0, 0.32178, 0, 0.13332, -2.25524e-05, 0.120638, -2.34491e-05, 0.109162, -2.3694e-05, 0.0987778, -2.33546e-05, 0.0893813, -2.25106e-05, 0.0808787, -2.12487e-05, 0.0731848, -1.9658e-05, 0.0662228, -1.78274e-05, 0.059923, -1.58426e-05, 0.0542225, -1.37843e-05, 0.0490642, -1.1735e-05, 0.0443965, -9.79454e-06, 0.0401728, -7.97292e-06, 0.0363508, -6.26643e-06, 0.0328923, -4.67147e-06, 0.0297628, -3.18444e-06, 0.0269309, -1.80181e-06, 0.0243683, -5.2009e-07, 0.0220493, 6.6416e-07, 0.0199509, 1.75433e-06, 0.018052, 2.75374e-06, 0.0163336, 3.66568e-06, 0.0147785, 4.49338e-06, 0.0133712, 5.23999e-06, 0.0120976, 5.90864e-06, 0.010945, 6.50239e-06, 0.00990187, 7.02422e-06, 0.00895774, 7.47709e-06, 0.00810318, 7.86388e-06, 0.00732966, 8.18742e-06, 0.00662943, 8.45049e-06, 0.0059955, 8.6558e-06, 0.00542153, 8.80603e-06, 0.00490176, 8.90378e-06, 0.00443102, 8.95162e-06, 0.00400459, 8.95205e-06, 0.0036182, 8.90752e-06, 0.00326799, 8.82045e-06, 0.00295047, 8.69319e-06, 0.00266245, 8.52805e-06, 0.00240105, 8.32731e-06, 0.00216367, 8.09318e-06, 0.00194792, 7.82786e-06, 0.00175165, 7.53347e-06, 0.00157289, 7.21212e-06, 0.00140987, 6.86588e-06, 0.00126094, 6.49677e-06, 0.00112463, 6.10681e-06, 0.000999557, 5.69794e-06, 0.000884482, 5.27211e-06, 0.000778253, 4.83124e-06, 0.000679805, 4.3772e-06, 0.000588156, 3.91185e-06, 0.000502389, 3.43705e-06, 0.000421645, 2.95462e-06, 0.000345118, 2.46635e-06, 0.000272042, 1.97405e-06, 0.000201686, 1.47949e-06, 0.000133347, 9.84456e-07, 6.63419e-05, 4.90727e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.522985, -2.49274e-05, 0.165651, -2.49274e-05, -0.0870714, 4.33168e-05, -2.3667e-05, -0.311015, 0, 0, 0.357333, 0, 0.165651, -2.49274e-05, 0.149894, -2.52383e-05, 0.135635, -2.49385e-05, 0.122732, -2.41084e-05, 0.111057, -2.28372e-05, 0.100492, -2.12168e-05, 0.0909328, -1.93389e-05, 0.0822824, -1.72921e-05, 0.0744549, -1.51599e-05, 0.0673719, -1.30287e-05, 0.0609627, -1.10073e-05, 0.055163, -9.10707e-06, 0.049915, -7.32425e-06, 0.0451662, -5.6552e-06, 0.040869, -4.09632e-06, 0.0369805, -2.64404e-06, 0.0334618, -1.29484e-06, 0.0302778, -4.52543e-08, 0.0273965, 1.10814e-06, 0.0247892, 2.1687e-06, 0.0224297, 3.13974e-06, 0.0202946, 4.02451e-06, 0.0183624, 4.82623e-06, 0.0166138, 5.54803e-06, 0.0150314, 6.193e-06, 0.0135993, 6.76418e-06, 0.0123032, 7.26454e-06, 0.0111301, 7.697e-06, 0.0100683, 8.06443e-06, 0.00910716, 8.36963e-06, 0.00823713, 8.61535e-06, 0.00744946, 8.80429e-06, 0.00673629, 8.93908e-06, 0.00609048, 9.02233e-06, 0.00550558, 9.05655e-06, 0.00497573, 9.04425e-06, 0.00449564, 8.98784e-06, 0.00406051, 8.88973e-06, 0.00366598, 8.75223e-06, 0.00330811, 8.57765e-06, 0.00298333, 8.36823e-06, 0.00268837, 8.12617e-06, 0.0024203, 7.85363e-06, 0.00217644, 7.55274e-06, 0.00195433, 7.22558e-06, 0.00175177, 6.87419e-06, 0.00156673, 6.50059e-06, 0.00139736, 6.10676e-06, 0.00124196, 5.69464e-06, 0.00109898, 5.26616e-06, 0.000966986, 4.82321e-06, 0.000844664, 4.36766e-06, 0.000730789, 3.90136e-06, 0.000624222, 3.42614e-06, 0.000523898, 2.9438e-06, 0.000428812, 2.45614e-06, 0.000338014, 1.96494e-06, 0.000250597, 1.47197e-06, 0.000165685, 9.78985e-07, 8.24304e-05, 4.87769e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.590111, -2.69904e-05, 0.201176, -2.69904e-05, -0.105745, 4.33168e-05, -2.3667e-05, -0.292342, 0, 0, 0.388936, 0, 0.201176, -2.69904e-05, 0.182039, -2.67357e-05, 0.164722, -2.59232e-05, 0.149053, -2.46435e-05, 0.134874, -2.29916e-05, 0.122044, -2.10624e-05, 0.110434, -1.89476e-05, 0.0999285, -1.67338e-05, 0.0904223, -1.45117e-05, 0.0818204, -1.24006e-05, 0.0740366, -1.04132e-05, 0.0669932, -8.54581e-06, 0.0606197, -6.79468e-06, 0.0548525, -5.1562e-06, 0.0496337, -3.62677e-06, 0.0449113, -2.20286e-06, 0.040638, -8.80952e-07, 0.0367711, 3.42401e-07, 0.0332719, 1.4706e-06, 0.0301054, 2.50699e-06, 0.02724, 3.45487e-06, 0.0246469, 4.31747e-06, 0.0223004, 5.09798e-06, 0.0201768, 5.79952e-06, 0.018255, 6.42516e-06, 0.0165158, 6.97792e-06, 0.0149417, 7.46076e-06, 0.013517, 7.87656e-06, 0.0122275, 8.22818e-06, 0.0110603, 8.51841e-06, 0.0100036, 8.74996e-06, 0.00904706, 8.92553e-06, 0.00818094, 9.04773e-06, 0.00739664, 9.11913e-06, 0.0066863, 9.14225e-06, 0.00604282, 9.11955e-06, 0.00545977, 9.05345e-06, 0.00493132, 8.94632e-06, 0.00445218, 8.80046e-06, 0.00401757, 8.61817e-06, 0.00362313, 8.40166e-06, 0.00326492, 8.15313e-06, 0.00293936, 7.87471e-06, 0.00264319, 7.56851e-06, 0.00237346, 7.2366e-06, 0.00212746, 6.88101e-06, 0.00190273, 6.50373e-06, 0.00169703, 6.10674e-06, 0.00150831, 5.69197e-06, 0.00133466, 5.26132e-06, 0.00117436, 4.81667e-06, 0.00102581, 4.35989e-06, 0.000887513, 3.89281e-06, 0.000758092, 3.41724e-06, 0.000636252, 2.93498e-06, 0.000520774, 2.44782e-06, 0.000410504, 1.95751e-06, 0.000304339, 1.46583e-06, 0.000201218, 9.74522e-07, 0.000100108, 4.85355e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.656105, -2.87572e-05, 0.239519, -2.87572e-05, -0.125899, 4.33168e-05, -2.3667e-05, -0.272187, 0, 0, 0.416586, 0, 0.239519, -2.87572e-05, 0.216734, -2.79655e-05, 0.196117, -2.66785e-05, 0.177461, -2.49936e-05, 0.16058, -2.30092e-05, 0.145304, -2.08205e-05, 0.131482, -1.85173e-05, 0.118974, -1.61955e-05, 0.107656, -1.39858e-05, 0.097415, -1.19025e-05, 0.0881477, -9.94205e-06, 0.0797618, -8.10065e-06, 0.0721736, -6.37464e-06, 0.0653071, -4.7604e-06, 0.0590937, -3.25433e-06, 0.0534712, -1.85292e-06, 0.0483835, -5.52652e-07, 0.0437795, 6.49898e-07, 0.0396134, 1.75812e-06, 0.0358434, 2.77534e-06, 0.0324318, 3.70485e-06, 0.0293445, 4.54987e-06, 0.0265507, 5.31356e-06, 0.0240224, 5.99903e-06, 0.0217343, 6.60935e-06, 0.0196636, 7.1475e-06, 0.0177895, 7.61643e-06, 0.0160933, 8.01903e-06, 0.014558, 8.35812e-06, 0.0131683, 8.63646e-06, 0.0119103, 8.85679e-06, 0.0107714, 9.02175e-06, 0.0097402, 9.13396e-06, 0.00880641, 9.19597e-06, 0.00796068, 9.21027e-06, 0.00719456, 9.17933e-06, 0.00650038, 9.10554e-06, 0.00587121, 8.99126e-06, 0.00530075, 8.83878e-06, 0.0047833, 8.65036e-06, 0.00431368, 8.42824e-06, 0.0038872, 8.17456e-06, 0.00349959, 7.89147e-06, 0.00314697, 7.58106e-06, 0.00282583, 7.24538e-06, 0.00253294, 6.88645e-06, 0.00226538, 6.50626e-06, 0.00202048, 6.10677e-06, 0.00179578, 5.68988e-06, 0.00158904, 5.25751e-06, 0.00139819, 4.81152e-06, 0.00122132, 4.35376e-06, 0.00105667, 3.88605e-06, 0.000902581, 3.4102e-06, 0.000757519, 2.928e-06, 0.000620031, 2.44123e-06, 0.000488744, 1.95163e-06, 0.000362345, 1.46097e-06, 0.000239569, 9.70989e-07, 0.000119188, 4.83444e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.706822, -3.34481e-05, 0.266537, -3.34481e-05, -0.147337, 4.33168e-05, -2.3667e-05, -0.250749, 0, 0, 0.440286, 0, 0.266537, -3.34481e-05, 0.246788, -3.22142e-05, 0.230991, -3.05165e-05, 0.209503, -2.84599e-05, 0.189573, -2.61465e-05, 0.17154, -2.36731e-05, 0.155221, -2.11469e-05, 0.140455, -1.87316e-05, 0.127094, -1.64465e-05, 0.115003, -1.42879e-05, 0.104063, -1.22523e-05, 0.0941628, -1.03359e-05, 0.0852046, -8.53517e-06, 0.0770983, -6.84652e-06, 0.0697631, -5.26644e-06, 0.0631255, -3.79147e-06, 0.0571191, -2.41817e-06, 0.051684, -1.14319e-06, 0.0467656, 3.67939e-08, 0.0423149, 1.12506e-06, 0.0382874, 2.12481e-06, 0.0346427, 3.03922e-06, 0.0313445, 3.87138e-06, 0.0283597, 4.62435e-06, 0.0256585, 5.30111e-06, 0.0232139, 5.90462e-06, 0.0210014, 6.43774e-06, 0.018999, 6.90331e-06, 0.0171865, 7.3041e-06, 0.0155459, 7.64283e-06, 0.0140608, 7.92216e-06, 0.0127162, 8.14469e-06, 0.0114988, 8.313e-06, 0.0103964, 8.42958e-06, 0.00939802, 8.49689e-06, 0.00849357, 8.51733e-06, 0.00767406, 8.49326e-06, 0.00693129, 8.427e-06, 0.00625783, 8.3208e-06, 0.00564695, 8.17689e-06, 0.00509254, 7.99745e-06, 0.00458906, 7.78461e-06, 0.00413146, 7.54047e-06, 0.00371518, 7.26709e-06, 0.00333605, 6.96651e-06, 0.00299028, 6.64069e-06, 0.00267442, 6.29162e-06, 0.0023853, 5.92121e-06, 0.00212003, 5.53137e-06, 0.00187596, 5.12397e-06, 0.00165065, 4.70087e-06, 0.00144184, 4.26388e-06, 0.00124746, 3.81482e-06, 0.00106555, 3.35549e-06, 0.000894295, 2.88765e-06, 0.000731984, 2.41306e-06, 0.000576992, 1.93349e-06, 0.00042777, 1.45066e-06, 0.000282825, 9.66318e-07, 0.000140709, 4.82187e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.706858, -3.50893e-05, 0.246825, -3.50893e-05, -0.169862, 4.33168e-05, -2.3667e-05, -0.228225, 0, 0, 0.460034, 0, 0.246825, -3.50893e-05, 0.231028, -3.33622e-05, 0.219183, -3.12452e-05, 0.21129, -2.88449e-05, 0.207348, -2.62621e-05, 0.206858, -2.36107e-05, 0.197348, -2.10708e-05, 0.178575, -1.86645e-05, 0.161587, -1.63879e-05, 0.146215, -1.42374e-05, 0.132305, -1.22094e-05, 0.119719, -1.03001e-05, 0.108329, -8.50607e-06, 0.0980227, -6.82367e-06, 0.0886967, -5.24941e-06, 0.0802576, -3.77984e-06, 0.0726211, -2.41155e-06, 0.0657109, -1.14118e-06, 0.0594577, 3.4576e-08, 0.0537991, 1.11898e-06, 0.0486785, 2.11522e-06, 0.0440447, 3.02645e-06, 0.0398513, 3.85577e-06, 0.0360564, 4.6062e-06, 0.0326221, 5.28074e-06, 0.0295141, 5.8823e-06, 0.0267011, 6.41376e-06, 0.0241552, 6.87793e-06, 0.0218508, 7.27757e-06, 0.019765, 7.61538e-06, 0.0178768, 7.89401e-06, 0.0161673, 8.11606e-06, 0.0146196, 8.28409e-06, 0.013218, 8.40057e-06, 0.0119486, 8.46795e-06, 0.0107987, 8.48863e-06, 0.00975675, 8.46495e-06, 0.0088124, 8.39921e-06, 0.00795616, 8.29366e-06, 0.00717949, 8.15052e-06, 0.00647462, 7.97195e-06, 0.00583449, 7.76008e-06, 0.00525271, 7.51699e-06, 0.00472345, 7.24474e-06, 0.00424143, 6.94535e-06, 0.00380182, 6.62078e-06, 0.00340023, 6.273e-06, 0.00303264, 5.90392e-06, 0.00269538, 5.51544e-06, 0.00238507, 5.10942e-06, 0.00209862, 4.68771e-06, 0.00183315, 4.25212e-06, 0.00158601, 3.80446e-06, 0.00135473, 3.34651e-06, 0.001137, 2.88004e-06, 0.000930636, 2.40681e-06, 0.000733581, 1.92856e-06, 0.000543862, 1.44703e-06, 0.000359581, 9.63941e-07, 0.000178896, 4.81024e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.706858, -3.60833e-05, 0.231028, -3.60833e-05, -0.193275, 4.33168e-05, -2.3667e-05, -0.204811, 0, 0, 0.47583, 0, 0.231028, -3.60833e-05, 0.219183, -3.39044e-05, 0.21129, -3.14167e-05, 0.207348, -2.87255e-05, 0.206858, -2.59508e-05, 0.206858, -2.32886e-05, 0.206858, -2.07632e-05, 0.206858, -1.83711e-05, 0.206334, -1.61083e-05, 0.186706, -1.39712e-05, 0.168944, -1.19562e-05, 0.152872, -1.00596e-05, 0.138328, -8.27782e-06, 0.125168, -6.60731e-06, 0.113259, -5.04457e-06, 0.102483, -3.58615e-06, 0.0927317, -2.22864e-06, 0.0839078, -9.68693e-07, 0.075923, 1.97004e-07, 0.0686974, 1.2717e-06, 0.0621588, 2.25859e-06, 0.0562417, 3.16081e-06, 0.0508871, 3.98146e-06, 0.0460413, 4.72357e-06, 0.041656, 5.3901e-06, 0.0376872, 5.98399e-06, 0.0340953, 6.5081e-06, 0.0308444, 6.96523e-06, 0.0279019, 7.35814e-06, 0.0252384, 7.68953e-06, 0.0228273, 7.96205e-06, 0.0206445, 8.17828e-06, 0.0186681, 8.34077e-06, 0.0168784, 8.452e-06, 0.0152574, 8.51441e-06, 0.0137891, 8.53039e-06, 0.0124586, 8.50229e-06, 0.0112528, 8.43238e-06, 0.0101594, 8.32294e-06, 0.00916767, 8.17615e-06, 0.0082676, 7.99418e-06, 0.0074502, 7.77915e-06, 0.00670731, 7.53315e-06, 0.00603149, 7.25822e-06, 0.00541598, 6.95637e-06, 0.00485464, 6.62959e-06, 0.00434184, 6.27981e-06, 0.00387246, 5.90895e-06, 0.0034418, 5.5189e-06, 0.00304556, 5.11152e-06, 0.00267978, 4.68865e-06, 0.00234079, 4.25212e-06, 0.00202521, 3.8037e-06, 0.00172989, 3.3452e-06, 0.00145186, 2.87837e-06, 0.00118835, 2.40496e-06, 0.000936728, 1.92672e-06, 0.00069447, 1.44538e-06, 0.000459158, 9.62668e-07, 0.000228437, 4.803e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.706858, -3.68308e-05, 0.219183, -3.68308e-05, -0.217379, 4.33168e-05, -2.3667e-05, -0.180707, 0, 0, 0.487675, 0, 0.219183, -3.68308e-05, 0.21129, -3.42509e-05, 0.207347, -3.14441e-05, 0.206858, -2.85372e-05, 0.206859, -2.57437e-05, 0.206858, -2.30907e-05, 0.206859, -2.05743e-05, 0.206858, -1.81908e-05, 0.206857, -1.59365e-05, 0.20686, -1.38077e-05, 0.206858, -1.18007e-05, 0.19545, -9.91187e-06, 0.176857, -8.13762e-06, 0.16003, -6.47441e-06, 0.144805, -4.91875e-06, 0.131027, -3.46718e-06, 0.11856, -2.11629e-06, 0.107279, -8.6274e-07, 0.0970698, 2.96778e-07, 0.0878316, 1.36551e-06, 0.0794718, 2.34665e-06, 0.0719067, 3.24334e-06, 0.0650607, 4.05867e-06, 0.0588652, 4.79566e-06, 0.0532584, 5.45728e-06, 0.0481842, 6.04646e-06, 0.0435919, 6.56605e-06, 0.0394355, 7.01886e-06, 0.0356734, 7.40764e-06, 0.032268, 7.73508e-06, 0.0291854, 8.00384e-06, 0.0263945, 8.21649e-06, 0.0238677, 8.37558e-06, 0.0215795, 8.48359e-06, 0.0195071, 8.54295e-06, 0.0176298, 8.55605e-06, 0.0159287, 8.52522e-06, 0.014387, 8.45276e-06, 0.0129891, 8.34092e-06, 0.0117211, 8.19189e-06, 0.0105704, 8.00783e-06, 0.00952531, 7.79086e-06, 0.00857549, 7.54307e-06, 0.00771144, 7.2665e-06, 0.00692449, 6.96315e-06, 0.0062068, 6.635e-06, 0.00555117, 6.28399e-06, 0.00495105, 5.91203e-06, 0.00440044, 5.52102e-06, 0.00389384, 5.11281e-06, 0.00342617, 4.68923e-06, 0.00299277, 4.25211e-06, 0.00258929, 3.80324e-06, 0.00221171, 3.34439e-06, 0.00185625, 2.87734e-06, 0.00151934, 2.40383e-06, 0.00119763, 1.92559e-06, 0.000887901, 1.44437e-06, 0.000587046, 9.61885e-07, 0.000292063, 4.79855e-07
-0.398086, 4.33168e-05, -2.3667e-05, 0.706858, -3.73334e-05, 0.21129, -3.73334e-05, -0.241977, 4.33168e-05, -2.3667e-05, -0.15611, 0, 0, 0.495569, 0, 0.21129, -3.73334e-05, 0.207348, -3.44047e-05, 0.206859, -3.13578e-05, 0.206858, -2.8425e-05, 0.206858, -2.56364e-05, 0.206858, -2.29882e-05, 0.206859, -2.04764e-05, 0.206856, -1.80975e-05, 0.206859, -1.58476e-05, 0.20686, -1.3723e-05, 0.206854, -1.17202e-05, 0.206862, -9.83534e-06, 0.206856, -8.06499e-06, 0.204052, -6.40557e-06, 0.184641, -4.85357e-06, 0.167071, -3.40554e-06, 0.151176, -2.05809e-06, 0.13679, -8.07853e-07, 0.123773, 3.48464e-07, 0.111994, 1.41411e-06, 0.101334, 2.39227e-06, 0.0916877, 3.2861e-06, 0.0829584, 4.09867e-06, 0.0750586, 4.833e-06, 0.0679095, 5.49208e-06, 0.0614394, 6.07882e-06, 0.0555837, 6.59607e-06, 0.0502839, 7.04664e-06, 0.0454869, 7.43328e-06, 0.0411447, 7.75868e-06, 0.037214, 8.02549e-06, 0.0336555, 8.23629e-06, 0.0304335, 8.39362e-06, 0.0275158, 8.49996e-06, 0.0248734, 8.55774e-06, 0.0224796, 8.56934e-06, 0.0203106, 8.53711e-06, 0.0183448, 8.46332e-06, 0.0165623, 8.35024e-06, 0.0149455, 8.20004e-06, 0.0134782, 8.0149e-06, 0.0121457, 7.79694e-06, 0.0109346, 7.54822e-06, 0.0098328, 7.27079e-06, 0.00882937, 6.96666e-06, 0.00791424, 6.6378e-06, 0.00707825, 6.28615e-06, 0.00631305, 5.91363e-06, 0.00561097, 5.52212e-06, 0.004965, 5.11348e-06, 0.00436869, 4.68953e-06, 0.00381606, 4.25211e-06, 0.00330159, 3.803e-06, 0.00282014, 3.34398e-06, 0.00236689, 2.87681e-06, 0.0019373, 2.40324e-06, 0.00152709, 1.92501e-06, 0.00113216, 1.44385e-06, 0.000748538, 9.6148e-07, 0.000372408, 4.79625e-07
