pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.399961, -3.77104e-06, 9.12133e-06, 0.70688, 2.35274e-13, 0.70688, 2.35274e-13, -0.399961, -3.77104e-06, 9.12133e-06, 0, 0, 0, 0.70688, 2.35274e-13, 0.675269, -1.58099e-07, 0.58042, -6.05918e-07, 0.46506, -1.30519e-06, 0.410906, -2.22033e-06, 0.406856, -3.31919e-06, 0.406904, -4.57365e-06, 0.406828, -5.95997e-06, 0.406908, -7.45912e-06, 0.406864, -9.03843e-06, 0.813727, -1.03821e-05, 0.624574, -1.14059e-05, 0.456077, -1.2139e-05, 0.332826, -1.26066e-05, 0.242896, -1.28312e-05, 0.177274, -1.28334e-05, 0.129385, -1.26324e-05, 0.0944328, -1.22465e-05, 0.0689218, -1.172e-05, 0.0503024, -1.118e-05, 0.036713, -1.06413e-05, 0.0267948, -1.01039e-05, 0.019556, -9.56796e-06, 0.0142728, -9.03329e-06, 0.0104167, -8.49987e-06, 0.00760235, -7.96761e-06, 0.00554817, -7.4364e-06, 0.00404879, -6.9061e-06, 0.00295427, -6.37655e-06, 0.00215517, -5.84759e-06, 0.00157159, -5.31901e-06, 0.00114516, -4.7906e-06, 0.000833249, -4.26213e-06, 0.000604661, -3.73335e-06, 0.000436539, -3.20401e-06, 0.00031207, -2.67382e-06, 0.000218807, -2.14251e-06, 0.000147434, -1.60979e-06, 9.07825e-05, -1.07534e-06, 4.3235e-05, -5.38848e-07
-0.399961, -3.77104e-06, 9.12133e-06, 0.001984, -2.10891e-07, 8.28005e-06, -2.10891e-07, -1.53246e-06, -4.23056e-08, 7.83551e-06, -0.399959, -3.72874e-06, 1.28582e-06, 8.28005e-06, -2.10891e-07, 6.04315e-06, -8.19741e-07, 4.41055e-06, -1.79053e-06, 3.21901e-06, -3.08528e-06, 2.34938e-06, -4.6635e-06, 1.71468e-06, -6.4816e-06, 1.25144e-06, -8.4924e-06, 9.13358e-07, -1.0645e-05, 6.66608e-07, -1.28589e-05, 4.8652e-07, -1.46593e-05, 3.55083e-07, -1.59206e-05, 2.59156e-07, -1.66925e-05, 1.89144e-07, -1.70288e-05, 1.38046e-07, -1.69853e-05, 1.00752e-07, -1.66178e-05, 7.35338e-08, -1.59809e-05, 5.36685e-08, -1.51264e-05, 3.917e-08, -1.4132e-05, 2.85882e-08, -1.31599e-05, 2.08652e-08, -1.22268e-05, 1.52285e-08, -1.13317e-05, 1.11145e-08, -1.04734e-05, 8.11196e-09, -9.65086e-06, 5.9205e-09, -8.86307e-06, 4.32104e-09, -8.10901e-06, 3.15363e-09, -7.38776e-06, 2.30154e-09, -6.6984e-06, 1.67958e-09, -6.04007e-06, 1.22556e-09, -5.41198e-06, 8.94078e-10, -4.81334e-06, 6.5199e-10, -4.24344e-06, 4.75092e-10, -3.70161e-06, 3.45696e-10, -3.18722e-06, 2.50865e-10, -2.69968e-06, 1.81117e-10, -2.23846e-06, 1.29478e-10, -1.80307e-06, 9.07856e-11, -1.39308e-06, 6.11714e-11, -1.0081e-06, 3.76761e-11, -6.47773e-07, 1.7955e-11, -3.11861e-07
-0.399961, -3.77104e-06, 9.12133e-06, 0.00915671, -8.34371e-07, 0.00125381, -8.34371e-07, -0.000232053, -4.26021e-08, 7.83551e-06, -0.399729, -3.72844e-06, 1.28582e-06, 0.00125381, -8.34371e-07, 0.000915089, -1.82318e-06, 0.000667872, -3.1431e-06, 0.000487442, -4.75332e-06, 0.000355756, -6.60988e-06, 0.000259646, -8.66507e-06, 0.000189501, -1.08673e-05, 0.000138306, -1.31346e-05, 0.000100942, -1.49821e-05, 7.36717e-05, -1.62807e-05, 5.37688e-05, -1.70806e-05, 3.92429e-05, -1.74363e-05, 2.86412e-05, -1.74042e-05, 2.09037e-05, -1.7041e-05, 1.52565e-05, -1.64021e-05, 1.11349e-05, -1.55402e-05, 8.12681e-06, -1.45345e-05, 5.93135e-06, -1.35513e-05, 4.329e-06, -1.26079e-05, 3.15953e-06, -1.17033e-05, 2.30599e-06, -1.08362e-05, 1.68303e-06, -1.00055e-05, 1.22836e-06, -9.21027e-06, 8.96518e-07, -8.44936e-06, 6.54317e-07, -7.72184e-06, 4.77541e-07, -7.02677e-06, 3.48513e-07, -6.36326e-06, 2.54332e-07, -5.73048e-06, 1.85582e-07, -5.12761e-06, 1.35387e-07, -4.55392e-06, 9.87282e-08, -4.00869e-06, 7.19413e-08, -3.49126e-06, 5.23474e-08, -3.00103e-06, 3.79875e-08, -2.53742e-06, 2.74258e-08, -2.09991e-06, 1.96064e-08, -1.68803e-06, 1.37473e-08, -1.30136e-06, 9.26293e-09, -9.39528e-07, 5.70514e-09, -6.022e-07, 2.71886e-09, -2.89127e-07
-0.399874, 3.60221e-05, -9.42389e-05, 0.0219493, 1.25793e-05, 0.0041678, 1.25793e-05, -0.000771369, 3.97497e-05, -9.55247e-05, -0.399103, -3.72764e-06, 1.28582e-06, 0.0041678, 1.25793e-05, 0.00304185, 2.13416e-05, 0.00222007, 3.18347e-05, 0.00162031, 4.38057e-05, 0.00118257, 5.70638e-05, 0.000863091, 7.14851e-05, 0.000629921, 8.68357e-05, 0.000459743, 0.000100141, 0.00033554, 0.000110599, 0.000244892, 0.000118465, 0.000178733, 0.000123939, 0.000130447, 0.000127182, 9.52063e-05, 0.000128328, 6.9486e-05, 0.000127496, 5.07141e-05, 0.000124799, 3.70136e-05, 0.000120621, 2.70143e-05, 0.000116245, 1.97164e-05, 0.000111823, 1.439e-05, 0.00010736, 1.05026e-05, 0.000102856, 7.66533e-06, 9.83158e-05, 5.59456e-06, 9.37396e-05, 4.0832e-06, 8.91293e-05, 2.98011e-06, 8.44858e-05, 2.17501e-06, 7.98098e-05, 1.58739e-06, 7.51018e-05, 1.15849e-06, 7.03617e-05, 8.45426e-07, 6.55892e-05, 6.16892e-07, 6.07838e-05, 4.50038e-07, 5.59446e-05, 3.28182e-07, 5.10705e-05, 2.3914e-07, 4.61601e-05, 1.74008e-07, 4.12118e-05, 1.26274e-07, 3.62239e-05, 9.11662e-08, 3.11942e-05, 6.51735e-08, 2.61204e-05, 4.56974e-08, 2.10003e-05, 3.07909e-08, 1.5831e-05, 1.89644e-08, 1.06099e-05, 9.03776e-09, 5.33388e-06
-0.398894, 0.000148628, -0.000418011, 0.0370629, 0.000104, 0.00545127, 0.000104, -0.00100891, 0.000152354, -0.000419297, -0.397885, -3.72607e-06, 1.28582e-06, 0.00545127, 0.000104, 0.00397858, 0.000155639, 0.00290374, 0.000214727, 0.00211928, 0.000280214, 0.00154674, 0.000351279, 0.00112888, 0.00042647, 0.000823904, 0.000490944, 0.00060132, 0.000540696, 0.000438869, 0.00057705, 0.000320306, 0.000601142, 0.000233773, 0.000613966, 0.000170618, 0.000616421, 0.000124525, 0.000609332, 9.0884e-05, 0.000593482, 6.63314e-05, 0.000570899, 4.84119e-05, 0.000547714, 3.53333e-05, 0.000524646, 2.5788e-05, 0.000501699, 1.88214e-05, 0.000478876, 1.37368e-05, 0.000456177, 1.00259e-05, 0.000433603, 7.31739e-06, 0.000411153, 5.34061e-06, 0.000388824, 3.89784e-06, 0.000366613, 2.84481e-06, 0.000344515, 2.07623e-06, 0.000322527, 1.51525e-06, 0.000300641, 1.10577e-06, 0.00027885, 8.06863e-07, 0.000257147, 5.88627e-07, 0.000235525, 4.29246e-07, 0.000213972, 3.12783e-07, 0.000192481, 2.27593e-07, 0.000171041, 1.6516e-07, 0.000149642, 1.19241e-07, 0.000128271, 8.52435e-08, 0.000106919, 5.97698e-08, 8.55728e-05, 4.02729e-08, 6.42203e-05, 2.48045e-08, 4.28491e-05, 1.18209e-08, 2.14467e-05
-0.397426, 0.000247068, -0.000727955, 0.0577691, 0.000281855, 0.00837603, 0.000281855, -0.00155022, 0.000250792, -0.000729241, -0.395876, -3.72349e-06, 1.28582e-06, 0.00837603, 0.000281855, 0.0061132, 0.000389253, 0.00446168, 0.000508354, 0.00325633, 0.000637567, 0.00237661, 0.000774097, 0.00173455, 0.000890882, 0.00126595, 0.000980604, 0.000923945, 0.00104569, 0.000674335, 0.00108828, 0.000492159, 0.00111027, 0.000359199, 0.00111343, 0.00026216, 0.00109936, 0.000191336, 0.0010696, 0.000139646, 0.00102791, 0.00010192, 0.000985334, 7.43862e-05, 0.000943175, 5.42907e-05, 0.000901432, 3.9624e-05, 0.000860103, 2.89196e-05, 0.000819185, 2.1107e-05, 0.000778674, 1.5405e-05, 0.000738565, 1.12434e-05, 0.000698848, 8.20599e-06, 0.000659515, 5.98913e-06, 0.000620555, 4.37113e-06, 0.000581956, 3.19018e-06, 0.000543705, 2.32822e-06, 0.000505788, 1.69905e-06, 0.000468188, 1.23977e-06, 0.00043089, 9.04442e-07, 0.000393876, 6.59548e-07, 0.00035713, 4.80599e-07, 0.000320631, 3.49704e-07, 0.000284361, 2.53773e-07, 0.000248301, 1.83217e-07, 0.000212429, 1.30979e-07, 0.000176726, 9.1838e-08, 0.000141171, 6.18805e-08, 0.000105742, 3.81128e-08, 7.04179e-05, 1.81632e-08, 3.51778e-05
-0.394986, 0.000266397, -0.000885312, 0.082507, 0.000512029, 0.0113809, 0.000512029, -0.00210636, 0.000270117, -0.000886598, -0.39288, -3.71963e-06, 1.28582e-06, 0.0113809, 0.000512029, 0.00830631, 0.000669482, 0.00606231, 0.000840115, 0.00442454, 0.00101982, 0.00322922, 0.00117261, 0.00235682, 0.00128875, 0.00172011, 0.0013715, 0.00125541, 0.00142388, 0.000916253, 0.00144868, 0.000668721, 0.00144855, 0.000488062, 0.00142593, 0.00035621, 0.00138318, 0.000259978, 0.00132541, 0.000189744, 0.001267, 0.000138484, 0.0012096, 0.000101072, 0.00115318, 7.37675e-05, 0.00109774, 5.38392e-05, 0.00104325, 3.92945e-05, 0.0009897, 2.86792e-05, 0.000937066, 2.09316e-05, 0.000885329, 1.52769e-05, 0.000834466, 1.11499e-05, 0.000784452, 8.13774e-06, 0.000735265, 5.93927e-06, 0.000686879, 4.33466e-06, 0.000639269, 3.16347e-06, 0.000592409, 2.30859e-06, 0.000546272, 1.68453e-06, 0.000500831, 1.22891e-06, 0.000456059, 8.96161e-07, 0.00041193, 6.53014e-07, 0.000368415, 4.7516e-07, 0.000325488, 3.44814e-07, 0.000283121, 2.48946e-07, 0.000241287, 1.77968e-07, 0.000199959, 1.24785e-07, 0.000159111, 8.40801e-08, 0.000118717, 5.17858e-08, 7.875e-05, 2.46792e-08, 3.91859e-05
-0.391941, 0.000263404, -0.00101453, 0.114337, 0.000832935, 0.0175269, 0.000832935, -0.00324384, 0.000267118, -0.00101582, -0.388698, -3.71426e-06, 1.28582e-06, 0.0175269, 0.000832935, 0.0127919, 0.00104578, 0.00933608, 0.00126927, 0.00681388, 0.00145822, 0.00497306, 0.00160039, 0.00362955, 0.00169992, 0.002649, 0.00176079, 0.00193336, 0.00178682, 0.00141105, 0.00178163, 0.00102984, 0.00174869, 0.000751626, 0.00169127, 0.00054857, 0.001616, 0.000400371, 0.00154048, 0.000292209, 0.00146673, 0.000213268, 0.0013947, 0.000155653, 0.00132436, 0.000113603, 0.00125567, 8.29134e-05, 0.00118858, 6.05144e-05, 0.00112307, 4.41665e-05, 0.00105909, 3.2235e-05, 0.000996601, 2.35268e-05, 0.000935562, 1.71711e-05, 0.000875934, 1.25323e-05, 0.000817676, 9.14659e-06, 0.000760749, 6.67546e-06, 0.000705111, 4.87181e-06, 0.000650725, 3.55527e-06, 0.00059755, 2.59422e-06, 0.000545548, 1.89255e-06, 0.000494681, 1.38011e-06, 0.000444911, 1.00565e-06, 0.000396203, 7.31755e-07, 0.000348519, 5.31021e-07, 0.000301826, 3.83381e-07, 0.000256089, 2.74074e-07, 0.000211276, 1.92171e-07, 0.000167354, 1.29485e-07, 0.000124294, 7.97512e-08, 8.20671e-05, 3.80065e-08, 4.06441e-05
-0.388631, 0.0002181, -0.00104982, 0.156153, 0.00119479, 0.0297062, 0.00119479, -0.00549797, 0.000221807, -0.00105111, -0.383133, -3.7071e-06, 1.28582e-06, 0.0297062, 0.00119479, 0.0216809, 0.00144982, 0.0158237, 0.0016641, 0.0115488, 0.00182349, 0.00842882, 0.0019328, 0.00615172, 0.00199687, 0.00448979, 0.00202044, 0.00327684, 0.00200814, 0.00239158, 0.00196438, 0.00174548, 0.00189337, 0.00127393, 0.00180296, 0.000929769, 0.00171295, 0.000678587, 0.00162556, 0.000495264, 0.00154072, 0.000361467, 0.00145837, 0.000263816, 0.00137843, 0.000192546, 0.00130086, 0.00014053, 0.00122558, 0.000102566, 0.00115254, 7.48577e-05, 0.00108166, 5.4635e-05, 0.0010129, 3.98755e-05, 0.000946194, 2.91032e-05, 0.000881479, 2.12409e-05, 0.0008187, 1.55025e-05, 0.000757803, 1.13142e-05, 0.000698732, 8.25721e-06, 0.000641434, 6.02582e-06, 0.000585859, 4.39693e-06, 0.000531957, 3.20767e-06, 0.000479679, 2.33914e-06, 0.000428979, 1.70448e-06, 0.000379814, 1.24025e-06, 0.000332139, 9.00025e-07, 0.000285915, 6.49791e-07, 0.000241104, 4.64527e-07, 0.000197668, 3.2571e-07, 0.000155573, 2.19464e-07, 0.000114788, 1.3517e-07, 7.52816e-05, 6.44171e-08, 3.70268e-05
-0.385311, 0.000138039, -0.000995938, 0.210081, 0.00155718, 0.0503722, 0.00155718, -0.00932278, 0.000141737, -0.000997224, -0.375989, -3.69792e-06, 1.28582e-06, 0.0503722, 0.00155718, 0.0367638, 0.00178541, 0.0268319, 0.00195293, 0.0195831, 0.00206502, 0.0142926, 0.0021272, 0.0104313, 0.00214503, 0.00761324, 0.00212401, 0.00555647, 0.00206949, 0.00405535, 0.00198652, 0.00295977, 0.00188388, 0.00216017, 0.00178245, 0.00157659, 0.00168453, 0.00115067, 0.00159, 0.000839809, 0.00149879, 0.000612932, 0.00141079, 0.000447347, 0.00132592, 0.000326496, 0.00124408, 0.000238293, 0.00116518, 0.000173918, 0.00108914, 0.000126934, 0.00101588, 9.26434e-05, 0.000945315, 6.7616e-05, 0.000877368, 4.93496e-05, 0.000811964, 3.60177e-05, 0.00074903, 2.62873e-05, 0.000688496, 1.91853e-05, 0.000630293, 1.40016e-05, 0.000574357, 1.02178e-05, 0.000520627, 7.45577e-06, 0.000469043, 5.43918e-06, 0.000419548, 3.96642e-06, 0.000372091, 2.89025e-06, 0.000326619, 2.10306e-06, 0.000283087, 1.52615e-06, 0.000241449, 1.10184e-06, 0.000201666, 7.87688e-07, 0.000163698, 5.523e-07, 0.000127511, 3.7214e-07, 9.30748e-05, 2.29205e-07, 6.036e-05, 1.09231e-07, 2.93413e-05
