pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad]
-0.4, 0, 0, -1.12388e-08, 0, -1.13388e-08, 0, 5.96046e-09, 0, 0, -0.4, 0, 0, 1e-10, 0, -1.13388e-08, 0, -1.02601e-08, 0, -9.28399e-09, 0, -8.40072e-09, 0, -7.60146e-09, 0, -6.87822e-09, 0, -6.22376e-09, 0, -5.63153e-09, 0, -5.09562e-09, 0, -4.61067e-09, 0, -4.17183e-09, 0, -3.7747e-09, 0, -3.41532e-09, 0, -3.0901e-09, 0, -2.79577e-09, 0, -2.52941e-09, 0, -2.28833e-09, 0, -2.07014e-09, 0, -1.87265e-09, 0, -1.69389e-09, 0, -1.53207e-09, 0, -1.38557e-09, 0, -1.25292e-09, 0, -1.1328e-09, 0, -1.02401e-09, 0, -9.25465e-10, 0, -8.3617e-10, 0, -7.55237e-10, 0, -6.81857e-10, 0, -6.15295e-10, 0, -5.54886e-10, 0, -5.00026e-10, 0, -4.50166e-10, 0, -4.04808e-10, 0, -3.63498e-10, 0, -3.25822e-10, 0, -2.91405e-10, 0, -2.59903e-10, 0, -2.30999e-10, 0, -2.04405e-10, 0, -1.79855e-10, 0, -1.57104e-10, 0, -1.35924e-10, 0, -1.16103e-10, 0, -9.74426e-11, 0, -7.97571e-11, 0, -6.28691e-11, 0, -4.66099e-11, 0, -3.08167e-11, 0, -1.53317e-11, 0
-0.4, 0, 0, 0.00203836, 0, 6.26355e-05, 0, -3.29256e-05, 0, 0, -0.399967, 0, 0, 0.00197572, 0, 6.26355e-05, 0, 5.66767e-05, 0, 5.12847e-05, 0, 4.64056e-05, 0, 4.19905e-05, 0, 3.79953e-05, 0, 3.438e-05, 0, 3.11086e-05, 0, 2.81482e-05, 0, 2.54694e-05, 0, 2.30452e-05, 0, 2.08515e-05, 0, 1.88662e-05, 0, 1.70697e-05, 0, 1.54439e-05, 0, 1.39724e-05, 0, 1.26408e-05, 0, 1.14355e-05, 0, 1.03445e-05, 0, 9.35706e-06, 0, 8.46315e-06, 0, 7.65387e-06, 0, 6.92113e-06, 0, 6.25761e-06, 0, 5.65665e-06, 0, 5.11227e-06, 0, 4.619e-06, 0, 4.17193e-06, 0, 3.76658e-06, 0, 3.39889e-06, 0, 3.06519e-06, 0, 2.76214e-06, 0, 2.48672e-06, 0, 2.23616e-06, 0, 2.00796e-06, 0, 1.79984e-06, 0, 1.60972e-06, 0, 1.4357e-06, 0, 1.27604e-06, 0, 1.12913e-06, 0, 9.93519e-07, 0, 8.67842e-07, 0, 7.50842e-07, 0, 6.41351e-07, 0, 5.38273e-07, 0, 4.40578e-07, 0, 3.47289e-07, 0, 2.57473e-07, 0, 1.70231e-07, 0, 8.46923e-08, 0
-0.4, 0, 0, 0.008404, 0, 0.000501107, 0, -0.000263417, 0, 0, -0.399737, 0, 0, 0.0079029, 0, 0.000501107, 0, 0.000453434, 0, 0.000410296, 0, 0.000371261, 0, 0.000335939, 0, 0.000303976, 0, 0.000275053, 0, 0.00024888, 0, 0.000225196, 0, 0.000203764, 0, 0.00018437, 0, 0.000166819, 0, 0.000150937, 0, 0.000136564, 0, 0.000123556, 0, 0.000111785, 0, 0.000101131, 0, 9.14879e-05, 0, 8.27601e-05, 0, 7.48599e-05, 0, 6.77083e-05, 0, 6.12338e-05, 0, 5.53716e-05, 0, 5.00631e-05, 0, 4.52553e-05, 0, 4.09e-05, 0, 3.69537e-05, 0, 3.3377e-05, 0, 3.0134e-05, 0, 2.71923e-05, 0, 2.45226e-05, 0, 2.20981e-05, 0, 1.98946e-05, 0, 1.78901e-05, 0, 1.60644e-05, 0, 1.43994e-05, 0, 1.28784e-05, 0, 1.14861e-05, 0, 1.02088e-05, 0, 9.03347e-06, 0, 7.94852e-06, 0, 6.94305e-06, 0, 6.00701e-06, 0, 5.13104e-06, 0, 4.30638e-06, 0, 3.52479e-06, 0, 2.77844e-06, 0, 2.05988e-06, 0, 1.36191e-06, 0, 6.77569e-07, 0
-0.4, 0, 0, 0.0194729, 0, 0.00169134, 0, -0.000889087, 0, 0, -0.399111, 0, 0, 0.0177815, 0, 0.00169134, 0, 0.00153044, 0, 0.00138484, 0, 0.00125309, 0, 0.00113386, 0, 0.00102598, 0, 0.00092836, 0, 0.000840022, 0, 0.000760084, 0, 0.000687746, 0, 0.000622287, 0, 0.00056305, 0, 0.000509443, 0, 0.000460931, 0, 0.000417029, 0, 0.000377296, 0, 0.000341337, 0, 0.000308791, 0, 0.000279333, 0, 0.000252668, 0, 0.00022853, 0, 0.000206677, 0, 0.000186891, 0, 0.000168973, 0, 0.000152746, 0, 0.000138046, 0, 0.000124726, 0, 0.000112654, 0, 0.000101708, 0, 9.17798e-05, 0, 8.2769e-05, 0, 7.45858e-05, 0, 6.71485e-05, 0, 6.03827e-05, 0, 5.42208e-05, 0, 4.8601e-05, 0, 4.34672e-05, 0, 3.87681e-05, 0, 3.44567e-05, 0, 3.04899e-05, 0, 2.68279e-05, 0, 2.34342e-05, 0, 2.02749e-05, 0, 1.73183e-05, 0, 1.45349e-05, 0, 1.18969e-05, 0, 9.37781e-06, 0, 6.95251e-06, 0, 4.59674e-06, 0, 2.28694e-06, 0
-0.4, 0, 0, 0.0356206, 0, 0.00400905, 0, -0.00210744, 0, 0, -0.397893, 0, 0, 0.0316116, 0, 0.00400905, 0, 0.00362765, 0, 0.00328253, 0, 0.00297023, 0, 0.00268764, 0, 0.00243192, 0, 0.00220053, 0, 0.00199114, 0, 0.00180165, 0, 0.00163019, 0, 0.00147503, 0, 0.00133462, 0, 0.00120755, 0, 0.00109256, 0, 0.000988499, 0, 0.00089432, 0, 0.000809084, 0, 0.000731938, 0, 0.000662113, 0, 0.000598908, 0, 0.000541692, 0, 0.000489894, 0, 0.000442994, 0, 0.000400524, 0, 0.00036206, 0, 0.000327216, 0, 0.000295644, 0, 0.000267028, 0, 0.000241083, 0, 0.000217549, 0, 0.00019619, 0, 0.000176794, 0, 0.000159165, 0, 0.000143127, 0, 0.000128521, 0, 0.000115201, 0, 0.000103032, 0, 9.18935e-05, 0, 8.1674e-05, 0, 7.22712e-05, 0, 6.35912e-05, 0, 5.5547e-05, 0, 4.80584e-05, 0, 4.10503e-05, 0, 3.44527e-05, 0, 2.81996e-05, 0, 2.22286e-05, 0, 1.64798e-05, 0, 1.08958e-05, 0, 5.42081e-06, 0
-0.4, 0, 0, 0.0572233, 0, 0.00783016, 0, -0.00411608, 0, 0, -0.395884, 0, 0, 0.0493931, 0, 0.00783016, 0, 0.00708525, 0, 0.00641119, 0, 0.00580124, 0, 0.0052493, 0, 0.00474985, 0, 0.0042979, 0, 0.00388893, 0, 0.00351885, 0, 0.00318397, 0, 0.00288091, 0, 0.00260667, 0, 0.0023585, 0, 0.00213391, 0, 0.00193066, 0, 0.00174672, 0, 0.00158024, 0, 0.00142957, 0, 0.00129319, 0, 0.00116974, 0, 0.00105799, 0, 0.000956823, 0, 0.000865222, 0, 0.000782273, 0, 0.000707147, 0, 0.000639093, 0, 0.000577429, 0, 0.00052154, 0, 0.000470866, 0, 0.0004249, 0, 0.000383184, 0, 0.0003453, 0, 0.000310868, 0, 0.000279546, 0, 0.000251018, 0, 0.000225001, 0, 0.000201234, 0, 0.000179479, 0, 0.000159519, 0, 0.000141155, 0, 0.000124201, 0, 0.00010849, 0, 9.38639e-05, 0, 8.01763e-05, 0, 6.72904e-05, 0, 5.50774e-05, 0, 4.34152e-05, 0, 3.21871e-05, 0, 2.12809e-05, 0, 1.05875e-05, 0
-0.4, 0, 0, 0.0846566, 0, 0.0135306, 0, -0.00711262, 0, 0, -0.392887, 0, 0, 0.0711261, 0, 0.0135306, 0, 0.0122434, 0, 0.0110786, 0, 0.0100246, 0, 0.00907082, 0, 0.00820777, 0, 0.0074268, 0, 0.0067201, 0, 0.0060806, 0, 0.00550191, 0, 0.00497824, 0, 0.00450435, 0, 0.0040755, 0, 0.00368741, 0, 0.00333619, 0, 0.00301834, 0, 0.00273067, 0, 0.0024703, 0, 0.00223464, 0, 0.00202132, 0, 0.00182822, 0, 0.0016534, 0, 0.00149511, 0, 0.00135177, 0, 0.00122195, 0, 0.00110436, 0, 0.000997801, 0, 0.000901224, 0, 0.000813659, 0, 0.000734231, 0, 0.000662145, 0, 0.00059668, 0, 0.000537183, 0, 0.000483057, 0, 0.000433761, 0, 0.000388804, 0, 0.000347734, 0, 0.000310142, 0, 0.000275651, 0, 0.000243916, 0, 0.000214621, 0, 0.000187472, 0, 0.000162197, 0, 0.000138545, 0, 0.000116278, 0, 9.51741e-05, 0, 7.50217e-05, 0, 5.56195e-05, 0, 3.67735e-05, 0, 1.82953e-05, 0
-0.399853, 4.02539e-05, -0.000166718, 0.118017, 3.31131e-05, 0.0212069, 3.31131e-05, -0.0111478, 4.02539e-05, -0.000166718, -0.388705, 0, 0, 0.0968105, 0, 0.0212069, 3.31131e-05, 0.0191894, 4.23991e-05, 0.0173638, 5.24593e-05, 0.0157118, 6.14067e-05, 0.014217, 6.86335e-05, 0.0128643, 7.42123e-05, 0.0116403, 7.82226e-05, 0.0105326, 8.07505e-05, 0.00953032, 8.18881e-05, 0.00862332, 8.17325e-05, 0.00780255, 8.03846e-05, 0.0070598, 7.81158e-05, 0.00638766, 7.57488e-05, 0.00577939, 7.33823e-05, 0.00522892, 7.10178e-05, 0.00473073, 6.86571e-05, 0.00427986, 6.63019e-05, 0.00387178, 6.39536e-05, 0.00350242, 6.16138e-05, 0.00316808, 5.92842e-05, 0.00286542, 5.69661e-05, 0.00259142, 5.46612e-05, 0.00234333, 5.2371e-05, 0.00211868, 5.00968e-05, 0.00191521, 4.78402e-05, 0.00173089, 4.56026e-05, 0.00156388, 4.33855e-05, 0.00141252, 4.11902e-05, 0.00127527, 3.90183e-05, 0.00115078, 3.6871e-05, 0.0010378, 3.47499e-05, 0.000935195, 3.26563e-05, 0.000841943, 3.05916e-05, 0.000757109, 2.85573e-05, 0.000679847, 2.65547e-05, 0.000609384, 2.45853e-05, 0.000545014, 2.26504e-05, 0.000486094, 2.07515e-05, 0.000432036, 1.88899e-05, 0.000382297, 1.70672e-05, 0.000336382, 1.52848e-05, 0.00029383, 1.35441e-05, 0.000254217, 1.18465e-05, 0.000217146, 1.01936e-05, 0.000182246, 8.58678e-06, 0.000149169, 7.02762e-06, 0.000117584, 5.5176e-06, 8.71742e-05, 4.05828e-06, 5.76363e-05, 2.65118e-06, 2.86748e-05, 1.29902e-06
-0.398722, -0.00010941, -0.000270192, 0.156088, 0.000137995, 0.0296421, 0.000137995, -0.015582, -0.00010941, -0.000270192, -0.38314, 0, 0, 0.126446, 0, 0.0296421, 0.000137995, 0.0268221, 0.000170096, 0.0242704, 0.000197948, 0.0219613, 0.000219524, 0.0198719, 0.000235125, 0.0179812, 0.000245139, 0.0162703, 0.000250022, 0.0147221, 0.000250274, 0.0133211, 0.000246421, 0.0120533, 0.000238999, 0.0109061, 0.000229014, 0.0098679, 0.000218961, 0.0089284, 0.000209128, 0.00807819, 0.000199517, 0.00730876, 0.000190126, 0.00661242, 0.000180956, 0.0059822, 0.000172008, 0.00541181, 0.00016328, 0.00489553, 0.000154774, 0.00442821, 0.000146489, 0.00400517, 0.000138425, 0.00362218, 0.000130583, 0.00327541, 0.000122961, 0.0029614, 0.000115561, 0.002677, 0.000108382, 0.00241937, 0.000101424, 0.00218593, 9.46873e-05, 0.00197436, 8.81716e-05, 0.00178252, 8.18771e-05, 0.00160852, 7.5804e-05, 0.00145059, 6.99522e-05, 0.00130718, 6.4322e-05, 0.00117683, 5.89135e-05, 0.00105826, 5.37269e-05, 0.000950262, 4.87626e-05, 0.000851771, 4.40208e-05, 0.000761798, 3.95019e-05, 0.000679442, 3.52063e-05, 0.000603881, 3.11345e-05, 0.000534359, 2.72871e-05, 0.000470181, 2.36646e-05, 0.000410704, 2.02678e-05, 0.000355334, 1.70974e-05, 0.000303518, 1.41543e-05, 0.000254736, 1.14392e-05, 0.000208503, 8.95326e-06, 0.000164354, 6.69748e-06, 0.000121848, 4.67302e-06, 8.05616e-05, 2.88107e-06, 4.00804e-05, 1.32715e-06
-0.397051, -0.000478517, -2.74817e-05, 0.199761, 0.000248801, 0.0400522, 0.000248801, -0.0210543, -0.000478517, -2.74817e-05, -0.375997, 0, 0, 0.159709, 0, 0.0400522, 0.000248801, 0.0362419, 0.000287883, 0.032794, 0.000316872, 0.029674, 0.000336251, 0.0268508, 0.000346768, 0.0242961, 0.000349328, 0.0219843, 0.000344938, 0.0198924, 0.000334659, 0.0179994, 0.00031956, 0.0162864, 0.000301289, 0.0147362, 0.000283255, 0.0133335, 0.000265837, 0.012064, 0.000249028, 0.0109152, 0.000232821, 0.00987556, 0.000217211, 0.00893467, 0.000202189, 0.00808312, 0.00018775, 0.00731241, 0.000173887, 0.00661481, 0.000160592, 0.00598337, 0.00014786, 0.00541176, 0.000135684, 0.00489427, 0.000124058, 0.00442572, 0.000112974, 0.00400142, 0.000102427, 0.00361714, 9.24102e-05, 0.00326904, 8.29177e-05, 0.00295362, 7.39431e-05, 0.00266774, 6.54806e-05, 0.00240854, 5.75242e-05, 0.00217342, 5.00681e-05, 0.00196003, 4.31064e-05, 0.00176625, 3.66337e-05, 0.00159013, 3.06444e-05, 0.00142991, 2.51332e-05, 0.00128399, 2.00947e-05, 0.00115091, 1.55238e-05, 0.00102934, 1.14156e-05, 0.000918059, 7.7651e-06, 0.000815961, 4.56763e-06, 0.000722023, 1.81855e-06, 0.000635306, -4.86594e-07, 0.000554941, -2.35213e-06, 0.000480126, -3.78223e-06, 0.000410112, -4.78093e-06, 0.000344199, -5.35211e-06, 0.000281728, -5.49951e-06, 0.000222074, -5.2267e-06, 0.000164641, -4.53711e-06, 0.000108854, -3.43405e-06, 5.41564e-05, -1.91398e-06
