pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.399961, -1.87366e-05, 4.61538e-05, 0.70688, -3.41864e-13, 0.70688, -3.41864e-13, -0.399961, -1.87366e-05, 4.61538e-05, 0, 0, 0, 0.70688, -3.41864e-13, 0.675269, -7.47395e-07, 0.58042, -2.8562e-06, 0.46506, -6.13513e-06, 0.410906, -1.04095e-05, 0.406856, -1.5526e-05, 0.406904, -2.13561e-05, 0.406828, -2.77992e-05, 0.406908, -3.47838e-05, 0.406864, -4.21818e-05, 0.813727, -4.85381e-05, 0.624574, -5.34632e-05, 0.456077, -5.70867e-05, 0.332826, -5.95133e-05, 0.242896, -6.08308e-05, 0.177274, -6.11155e-05, 0.129385, -6.04376e-05, 0.0944328, -5.88642e-05, 0.0689218, -5.65902e-05, 0.0503024, -5.42238e-05, 0.036713, -5.18371e-05, 0.0267948, -4.94308e-05, 0.019556, -4.70057e-05, 0.0142728, -4.45625e-05, 0.0104167, -4.21014e-05, 0.00760235, -3.96228e-05, 0.00554817, -3.71265e-05, 0.00404879, -3.46125e-05, 0.00295427, -3.20804e-05, 0.00215517, -2.95299e-05, 0.00157159, -2.69603e-05, 0.00114516, -2.43709e-05, 0.000833249, -2.17608e-05, 0.000604661, -1.91292e-05, 0.000436539, -1.6475e-05, 0.00031207, -1.37968e-05, 0.000218807, -1.10936e-05, 0.000147434, -8.36378e-06, 9.07825e-05, -5.60597e-06, 4.3235e-05, -2.81859e-06
-0.399953, -2.25288e-05, 5.51664e-05, 0.00189926, -8.93848e-07, -7.64593e-05, -8.93848e-07, 1.41509e-05, -2.25288e-05, 5.51664e-05, -0.399967, 0, 0, -7.64593e-05, -8.93848e-07, -5.58034e-05, -3.41629e-06, -4.07277e-05, -7.33884e-06, -2.97249e-05, -1.24534e-05, -2.16945e-05, -1.85778e-05, -1.58336e-05, -2.55604e-05, -1.1556e-05, -3.32834e-05, -8.43409e-06, -4.16651e-05, -6.15556e-06, -5.05567e-05, -4.4926e-06, -5.82173e-05, -3.2789e-06, -6.41794e-05, -2.39308e-06, -6.85965e-05, -1.74658e-06, -7.15915e-05, -1.27474e-06, -7.32663e-05, -9.30362e-07, -7.37087e-05, -6.79022e-07, -7.29985e-05, -4.95584e-07, -7.12123e-05, -3.61702e-07, -6.85808e-05, -2.63988e-07, -6.58384e-05, -1.92672e-07, -6.30723e-05, -1.40622e-07, -6.02839e-05, -1.02633e-07, -5.7474e-05, -7.49071e-08, -5.46437e-05, -5.46709e-08, -5.17935e-05, -3.99011e-08, -4.89239e-05, -2.91211e-08, -4.6035e-05, -2.12528e-08, -4.31269e-05, -1.55095e-08, -4.01993e-05, -1.1317e-08, -3.72519e-05, -8.25605e-09, -3.42842e-05, -6.02058e-09, -3.12955e-05, -4.38707e-09, -2.82849e-05, -3.19221e-09, -2.52515e-05, -2.31653e-09, -2.21941e-05, -1.67246e-09, -1.91114e-05, -1.19562e-09, -1.60021e-05, -8.38329e-10, -1.28647e-05, -5.64866e-10, -9.69753e-06, -3.47907e-10, -6.49892e-06, -1.658e-10, -3.26702e-06
-0.399953, -2.25288e-05, 5.51664e-05, 0.00907181, -3.42559e-06, 0.00116891, -3.42559e-06, -0.00021634, -2.25288e-05, 5.51664e-05, -0.399737, 0, 0, 0.00116891, -3.42559e-06, 0.000853125, -7.36015e-06, 0.000622648, -1.24919e-05, 0.000454436, -1.86395e-05, 0.000331667, -2.56524e-05, 0.000242065, -3.34145e-05, 0.000176669, -4.18462e-05, 0.000128941, -5.08013e-05, 9.41066e-05, -5.85325e-05, 6.86831e-05, -6.45698e-05, 5.01279e-05, -6.90657e-05, 3.65856e-05, -7.21422e-05, 2.67018e-05, -7.38994e-05, 1.94882e-05, -7.44232e-05, 1.42234e-05, -7.37911e-05, 1.03809e-05, -7.20767e-05, 7.57651e-06, -6.95101e-05, 5.52972e-06, -6.68335e-05, 4.03587e-06, -6.41351e-05, 2.94558e-06, -6.14164e-05, 2.14984e-06, -5.86785e-05, 1.56907e-06, -5.59225e-05, 1.14518e-06, -5.31491e-05, 8.35811e-07, -5.03587e-05, 6.10011e-07, -4.75518e-05, 4.45205e-07, -4.47285e-05, 3.24914e-07, -4.18887e-05, 2.37111e-07, -3.90322e-05, 1.73015e-07, -3.61586e-05, 1.26219e-07, -3.32673e-05, 9.2043e-08, -3.03576e-05, 6.70698e-08, -2.74288e-05, 4.88027e-08, -2.44797e-05, 3.54152e-08, -2.15092e-05, 2.55687e-08, -1.85162e-05, 1.82787e-08, -1.54992e-05, 1.28164e-08, -1.24568e-05, 8.6357e-09, -9.38735e-06, 5.31882e-09, -6.28928e-06, 2.53476e-09, -3.16076e-06
-0.399898, -6.52232e-06, 9.80539e-06, 0.0220345, -6.67117e-07, 0.00425296, -6.67117e-07, -0.000787129, -6.52232e-06, 9.80539e-06, -0.399111, 0, 0, 0.00425296, -6.67117e-07, 0.003104, -1.09233e-06, 0.00226543, -1.57761e-06, 0.00165341, -2.11501e-06, 0.00120673, -2.70963e-06, 0.000880725, -3.38069e-06, 0.000642791, -4.15279e-06, 0.000469137, -4.91086e-06, 0.000342396, -5.6228e-06, 0.000249896, -6.2925e-06, 0.000182385, -6.91124e-06, 0.000133113, -7.46202e-06, 9.71516e-05, -7.92335e-06, 7.09057e-05, -8.27228e-06, 5.17503e-05, -8.48692e-06, 3.77699e-05, -8.56937e-06, 2.75663e-05, -8.60185e-06, 2.01192e-05, -8.59604e-06, 1.4684e-05, -8.5534e-06, 1.07172e-05, -8.47523e-06, 7.82195e-06, -8.36278e-06, 5.70887e-06, -8.21716e-06, 4.16662e-06, -8.0394e-06, 3.041e-06, -7.83045e-06, 2.21945e-06, -7.59113e-06, 1.61983e-06, -7.32222e-06, 1.18216e-06, -7.02436e-06, 8.627e-07, -6.69815e-06, 6.29496e-07, -6.34408e-06, 4.59234e-07, -5.96258e-06, 3.34888e-07, -5.55398e-06, 2.44026e-07, -5.11854e-06, 1.77563e-07, -4.65647e-06, 1.28854e-07, -4.16786e-06, 9.30289e-08, -3.65277e-06, 6.65051e-08, -3.11117e-06, 4.66311e-08, -2.54297e-06, 3.142e-08, -1.94801e-06, 1.93519e-08, -1.32606e-06, 9.22242e-09, -6.76826e-07
-0.399278, 5.99524e-05, -0.000214402, 0.0390998, 6.15416e-05, 0.00748824, 6.15416e-05, -0.00138591, 5.99524e-05, -0.000214402, -0.397893, 0, 0, 0.00748824, 6.15416e-05, 0.00546525, 9.24532e-05, 0.00398878, 0.000127937, 0.00291119, 0.000167269, 0.00212471, 0.00020979, 0.0015507, 0.00025439, 0.00113177, 0.00029203, 0.000826015, 0.000320275, 0.000602861, 0.000339971, 0.000439994, 0.000351917, 0.000321127, 0.000356874, 0.000234373, 0.000355566, 0.000171056, 0.000348679, 0.000124845, 0.000336867, 9.11174e-05, 0.00032145, 6.65019e-05, 0.000305945, 4.85363e-05, 0.00029075, 3.54242e-05, 0.000275858, 2.58544e-05, 0.000261262, 1.88699e-05, 0.000246956, 1.37722e-05, 0.000232933, 1.00517e-05, 0.000219185, 7.33623e-06, 0.000205704, 5.35433e-06, 0.000192484, 3.90782e-06, 0.000179516, 2.85205e-06, 0.000166792, 2.08145e-06, 0.000154305, 1.51897e-06, 0.000142046, 1.10836e-06, 0.000130009, 8.08579e-07, 0.000118184, 5.89641e-07, 0.000106565, 4.2966e-07, 9.51427e-05, 3.12638e-07, 8.39103e-05, 2.26875e-07, 7.286e-05, 1.63797e-07, 6.19843e-05, 1.17096e-07, 5.1276e-05, 8.21039e-08, 4.07278e-05, 5.53216e-08, 3.03328e-05, 3.40732e-08, 2.00841e-05, 1.6238e-08, 9.97539e-06
-0.397663, 9.28702e-05, -0.000437085, 0.0590036, 0.00021153, 0.00961053, 0.00021153, -0.0017787, 9.28702e-05, -0.000437085, -0.395884, 0, 0, 0.00961053, 0.00021153, 0.00701419, 0.000293354, 0.00511926, 0.000384124, 0.00373626, 0.000482094, 0.00272688, 0.000584388, 0.0019902, 0.000669981, 0.00145253, 0.000733204, 0.00106012, 0.000776058, 0.000773722, 0.000800537, 0.000564696, 0.000808606, 0.00041214, 0.00080218, 0.000300798, 0.000783098, 0.000219536, 0.000753105, 0.000160227, 0.000715387, 0.000116942, 0.000677849, 8.53495e-05, 0.000641368, 6.22922e-05, 0.000605917, 4.5464e-05, 0.000571469, 3.31819e-05, 0.000537997, 2.42179e-05, 0.000505475, 1.76755e-05, 0.000473876, 1.29005e-05, 0.000443174, 9.41543e-06, 0.000413345, 6.87184e-06, 0.000384363, 5.01536e-06, 0.000356204, 3.66037e-06, 0.000328843, 2.67136e-06, 0.000302258, 1.94947e-06, 0.000276425, 1.42249e-06, 0.000251322, 1.03774e-06, 0.000226928, 7.56755e-07, 0.000203222, 5.51432e-07, 0.000180184, 4.01244e-07, 0.000157794, 2.91175e-07, 0.000136035, 2.1022e-07, 0.000114888, 1.50283e-07, 9.43376e-05, 1.05373e-07, 7.43668e-05, 7.10006e-08, 5.49611e-05, 4.373e-08, 3.61065e-05, 2.08401e-08, 1.77902e-05
-0.395498, 4.40126e-05, -0.000506226, 0.0852317, 0.00041145, 0.0141057, 0.00041145, -0.00261065, 4.40126e-05, -0.000506226, -0.392887, 0, 0, 0.0141057, 0.00041145, 0.0102949, 0.000539839, 0.0075137, 0.000678074, 0.00548383, 0.000821435, 0.00400233, 0.00093985, 0.00292108, 0.00102519, 0.00213193, 0.0010804, 0.00155597, 0.00110859, 0.00113562, 0.00111296, 0.000828822, 0.00109672, 0.00060491, 0.00106296, 0.000441491, 0.00101467, 0.00032222, 0.000956613, 0.000235171, 0.000899547, 0.000171639, 0.000844624, 0.00012527, 0.000791781, 9.14283e-05, 0.000740956, 6.67289e-05, 0.00069209, 4.87021e-05, 0.000645124, 3.55453e-05, 0.000600003, 2.59428e-05, 0.000556672, 1.89344e-05, 0.000515079, 1.38193e-05, 0.000475173, 1.0086e-05, 0.000436906, 7.3612e-06, 0.000400231, 5.37243e-06, 0.000365104, 3.92085e-06, 0.000331483, 2.86129e-06, 0.000299326, 2.08783e-06, 0.000268595, 1.52313e-06, 0.000239255, 1.11071e-06, 0.00021127, 8.09354e-07, 0.000184609, 5.88919e-07, 0.000159242, 4.27367e-07, 0.00013514, 3.08546e-07, 0.000112278, 2.20576e-07, 9.06338e-05, 1.5466e-07, 7.01848e-05, 1.0421e-07, 5.09124e-05, 6.4184e-08, 3.28e-05, 3.05877e-08, 1.5833e-05
-0.392738, -3.57869e-05, -0.000550572, 0.118598, 0.000718446, 0.0217871, 0.000718446, -0.00403232, -3.57869e-05, -0.000550572, -0.388705, 0, 0, 0.0217871, 0.000718446, 0.0159012, 0.00090307, 0.0116054, 0.00109351, 0.00847013, 0.00124911, 0.00618187, 0.00135889, 0.00451179, 0.00142687, 0.0032929, 0.00145754, 0.0024033, 0.00145565, 0.00175403, 0.00142601, 0.00128017, 0.00137334, 0.000934324, 0.00130216, 0.000681911, 0.00121918, 0.00049769, 0.00113832, 0.000363237, 0.001061, 0.000265107, 0.000987137, 0.000193488, 0.000916607, 0.000141217, 0.000849308, 0.000103067, 0.000785139, 7.52237e-05, 0.000724004, 5.49021e-05, 0.00066581, 4.00704e-05, 0.000610468, 2.92455e-05, 0.000557892, 2.13448e-05, 0.000508001, 1.55785e-05, 0.000460719, 1.13699e-05, 0.00041597, 8.29808e-06, 0.000373688, 6.056e-06, 0.000333804, 4.41946e-06, 0.000296259, 3.22479e-06, 0.000260994, 2.35257e-06, 0.000227956, 1.71557e-06, 0.000197094, 1.2501e-06, 0.000168363, 9.09624e-07, 0.00014172, 6.60097e-07, 0.000117128, 4.7657e-07, 9.45515e-05, 3.40693e-07, 7.39605e-05, 2.38882e-07, 5.53286e-05, 1.60959e-07, 3.86332e-05, 9.91364e-08, 2.38559e-05, 4.72448e-08, 1.0981e-05
-0.389711, -0.000162288, -0.000500027, 0.161947, 0.00108518, 0.0355004, 0.00108518, -0.00657034, -0.000162288, -0.000500027, -0.38314, 0, 0, 0.0355004, 0.00108518, 0.0259097, 0.00131331, 0.0189101, 0.00149754, 0.0138014, 0.00162436, 0.0100729, 0.00169877, 0.0073516, 0.0017266, 0.00536552, 0.00171417, 0.00391598, 0.00166799, 0.00285805, 0.0015945, 0.00208593, 0.00149983, 0.00152241, 0.00139253, 0.00111112, 0.00128876, 0.000810945, 0.00119014, 0.000591865, 0.00109652, 0.000431971, 0.00100771, 0.000315273, 0.000923559, 0.000230102, 0.000843917, 0.00016794, 0.000768637, 0.000122571, 0.000697579, 8.94586e-05, 0.00063061, 6.52915e-05, 0.000567604, 4.76531e-05, 0.00050844, 3.47797e-05, 0.000453006, 2.53839e-05, 0.000401193, 1.85263e-05, 0.0003529, 1.3521e-05, 0.000308034, 9.86777e-06, 0.000266504, 7.20115e-06, 0.000228228, 5.25454e-06, 0.000193129, 3.83332e-06, 0.000161137, 2.79538e-06, 0.000132187, 2.03694e-06, 0.000106221, 1.48216e-06, 8.31855e-05, 1.07557e-06, 6.30335e-05, 7.76532e-07, 4.57243e-05, 5.55132e-07, 3.12225e-05, 3.8924e-07, 1.94988e-05, 2.6227e-07, 1.05296e-05, 1.61535e-07, 4.29728e-06, 7.69815e-08, 7.8815e-07
-0.38666, -0.000285984, -0.000457589, 0.217323, 0.00156473, 0.0576144, 0.00156473, -0.0106632, -0.000285984, -0.000457589, -0.375997, 0, 0, 0.0576144, 0.00156473, 0.0420496, 0.00178227, 0.0306896, 0.00192962, 0.0223986, 0.00201278, 0.0163475, 0.00203901, 0.0119311, 0.00201634, 0.00870783, 0.00195309, 0.00635535, 0.00185751, 0.00463841, 0.00173751, 0.00338531, 0.00160361, 0.00247075, 0.00147469, 0.00180326, 0.00135259, 0.0013161, 0.00123706, 0.000960553, 0.00112789, 0.000701056, 0.00102485, 0.000511664, 0.000927745, 0.000373438, 0.000836368, 0.000272553, 0.000750532, 0.000198923, 0.000670057, 0.000145184, 0.000594772, 0.000105963, 0.000524516, 7.73375e-05, 0.000459134, 5.64448e-05, 0.000398482, 4.11962e-05, 0.000342423, 3.00667e-05, 0.00029083, 2.19436e-05, 0.000243583, 1.60146e-05, 0.000200572, 1.16869e-05, 0.000161693, 8.52773e-06, 0.000126852, 6.22119e-06, 9.59618e-05, 4.53669e-06, 6.89438e-05, 3.3058e-06, 4.57272e-05, 2.40543e-06, 2.6249e-05, 1.74558e-06, 1.04541e-05, 1.26025e-06, -1.7049e-06, 9.00938e-07, -1.02678e-05, 6.31707e-07, -1.52668e-05, 4.25644e-07, -1.67262e-05, 2.62159e-07, -1.46631e-05, 1.24935e-07, -9.08913e-06
