pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad], v_k+50 [m/s], delta_k+50 [rad], v_k+51 [m/s], delta_k+51 [rad], v_k+52 [m/s], delta_k+52 [rad], v_k+53 [m/s], delta_k+53 [rad], v_k+54 [m/s], delta_k+54 [rad], v_k+55 [m/s], delta_k+55 [rad], v_k+56 [m/s], delta_k+56 [rad], v_k+57 [m/s], delta_k+57 [rad], v_k+58 [m/s], delta_k+58 [rad], v_k+59 [m/s], delta_k+59 [rad]
-0.399867, 1.81652e-05, -4.79857e-05, -0.00025377, 1.78768e-10, -0.00025377, 1.78768e-10, 0.000133389, 1.81652e-05, -4.79857e-05, -0.4, 0, 0, 1e-10, 0, -0.00025377, 1.78768e-10, -0.00022963, 1.92234e-07, -0.000207786, 7.53993e-07, -0.00018802, 1.66533e-06, -0.000170134, 2.90666e-06, -0.00015395, 4.45912e-06, -0.000139305, 6.30436e-06, -0.000126053, 8.4243e-06, -0.000114061, 1.08006e-05, -0.000103211, 1.34143e-05, -9.33919e-05, 1.6245e-05, -8.45072e-05, 1.92705e-05, -7.64675e-05, 2.22899e-05, -6.91925e-05, 2.48686e-05, -6.26094e-05, 2.6999e-05, -5.66524e-05, 2.8695e-05, -5.1262e-05, 2.99722e-05, -4.63841e-05, 3.08486e-05, -4.19701e-05, 3.13445e-05, -3.79758e-05, 3.14825e-05, -3.43613e-05, 3.12875e-05, -3.10903e-05, 3.0786e-05, -2.81303e-05, 3.00062e-05, -2.54516e-05, 2.90055e-05, -2.30274e-05, 2.79731e-05, -2.08335e-05, 2.69402e-05, -1.88479e-05, 2.59083e-05, -1.70507e-05, 2.48791e-05, -1.54241e-05, 2.3854e-05, -1.39517e-05, 2.28345e-05, -1.26189e-05, 2.18219e-05, -1.14122e-05, 2.08175e-05, -1.03197e-05, 1.98225e-05, -9.33033e-06, 1.88382e-05, -8.43429e-06, 1.78658e-05, -7.62259e-06, 1.69063e-05, -6.88712e-06, 1.59608e-05, -6.22051e-06, 1.50305e-05, -5.61611e-06, 1.41162e-05, -5.06788e-06, 1.32191e-05, -4.57032e-06, 1.23401e-05, -4.11846e-06, 1.14802e-05, -3.70779e-06, 1.06403e-05, -3.3342e-06, 9.82136e-06, -2.99395e-06, 9.02427e-06, -2.68364e-06, 8.24995e-06, -2.40016e-06, 7.49933e-06, -2.14069e-06, 6.7733e-06, -1.90262e-06, 6.07278e-06, -1.68358e-06, 5.39868e-06, -1.48138e-06, 4.75192e-06, -1.29399e-06, 4.13343e-06, -1.11953e-06, 3.54416e-06, -9.56279e-07, 2.98505e-06, -8.02586e-07, 2.45708e-06, -6.56919e-07, 1.96124e-06, -5.17822e-07, 1.49853e-06, -3.83902e-07, 1.06999e-06, -2.53822e-07, 6.76671e-07, -1.26279e-07, 3.19794e-07
-0.399867, 1.81652e-05, -4.79857e-05, 0.00178461, 2.3595e-07, -0.000191118, 2.3595e-07, 0.000100458, 1.81652e-05, -4.79857e-05, -0.399967, 0, 0, 0.00197572, 0, -0.000191118, 2.3595e-07, -0.000172938, 9.29213e-07, -0.000156487, 2.05898e-06, -0.000141601, 3.60428e-06, -0.000128131, 5.54408e-06, -0.000115942, 7.85689e-06, -0.000104913, 1.05203e-05, -9.49325e-05, 1.35103e-05, -8.59016e-05, 1.68007e-05, -7.77297e-05, 2.03626e-05, -7.0335e-05, 2.41631e-05, -6.36438e-05, 2.79454e-05, -5.7589e-05, 3.1161e-05, -5.211e-05, 3.37998e-05, -4.71522e-05, 3.58801e-05, -4.26659e-05, 3.74237e-05, -3.86062e-05, 3.8456e-05, -3.49327e-05, 3.90058e-05, -3.16084e-05, 3.91053e-05, -2.86002e-05, 3.87891e-05, -2.58781e-05, 3.80942e-05, -2.34147e-05, 3.70587e-05, -2.11854e-05, 3.57567e-05, -1.9168e-05, 3.44225e-05, -1.73423e-05, 3.30941e-05, -1.569e-05, 3.17733e-05, -1.41946e-05, 3.04617e-05, -1.28412e-05, 2.9161e-05, -1.16162e-05, 2.78726e-05, -1.05073e-05, 2.6598e-05, -9.5035e-06, 2.53386e-05, -8.59474e-06, 2.40956e-05, -7.77193e-06, 2.28704e-05, -7.02683e-06, 2.16641e-05, -6.35201e-06, 2.0478e-05, -5.7407e-06, 1.93132e-05, -5.1868e-06, 1.81708e-05, -4.68477e-06, 1.70519e-05, -4.22959e-06, 1.59574e-05, -3.8167e-06, 1.48885e-05, -3.44198e-06, 1.3846e-05, -3.10168e-06, 1.2831e-05, -2.7924e-06, 1.18444e-05, -2.51104e-06, 1.08872e-05, -2.25479e-06, 9.96019e-06, -2.02109e-06, 9.06438e-06, -1.8076e-06, 8.20067e-06, -1.61219e-06, 7.36995e-06, -1.4329e-06, 6.57315e-06, -1.26793e-06, 5.81118e-06, -1.11565e-06, 5.08496e-06, -9.74522e-07, 4.39541e-06, -8.4314e-07, 3.74347e-06, -7.2019e-07, 3.1301e-06, -6.04441e-07, 2.55626e-06, -4.94737e-07, 2.02294e-06, -3.8998e-07, 1.53114e-06, -2.89123e-07, 1.08189e-06, -1.91157e-07, 6.7623e-07, -9.51032e-08, 3.15263e-07
-0.399867, 1.81652e-05, -4.79857e-05, 0.00815028, 7.91521e-07, 0.000247386, 7.91521e-07, -0.000130033, 1.81652e-05, -4.79857e-05, -0.399737, 0, 0, 0.0079029, 0, 0.000247386, 7.91521e-07, 0.000223853, 1.74813e-06, 0.000202558, 3.05311e-06, 0.00018329, 4.6866e-06, 0.000165854, 6.62972e-06, 0.000150077, 8.86367e-06, 0.0001358, 1.13693e-05, 0.000122881, 1.41265e-05, 0.000111192, 1.71137e-05, 0.000100614, 2.0307e-05, 9.10423e-05, 2.34946e-05, 8.23811e-05, 2.62181e-05, 7.45437e-05, 2.84694e-05, 6.74517e-05, 3.02633e-05, 6.10343e-05, 3.16164e-05, 5.52271e-05, 3.25479e-05, 4.99723e-05, 3.30795e-05, 4.52172e-05, 3.32351e-05, 4.09142e-05, 3.30412e-05, 3.70204e-05, 3.25257e-05, 3.34968e-05, 3.17181e-05, 3.03082e-05, 3.0679e-05, 2.74226e-05, 2.9608e-05, 2.48113e-05, 2.85379e-05, 2.2448e-05, 2.74703e-05, 2.03093e-05, 2.64067e-05, 1.83737e-05, 2.53486e-05, 1.66218e-05, 2.42972e-05, 1.50361e-05, 2.32539e-05, 1.36007e-05, 2.22199e-05, 1.23014e-05, 2.11964e-05, 1.11251e-05, 2.01846e-05, 1.00601e-05, 1.91855e-05, 9.0956e-06, 1.82002e-05, 8.2221e-06, 1.72296e-05, 7.43082e-06, 1.62748e-05, 6.71385e-06, 1.53367e-05, 6.06401e-06, 1.44162e-05, 5.47482e-06, 1.35142e-05, 4.94038e-06, 1.26315e-05, 4.45533e-06, 1.1769e-05, 4.01485e-06, 1.09275e-05, 3.61451e-06, 1.01078e-05, 3.25031e-06, 9.31076e-06, 2.91862e-06, 8.5371e-06, 2.61612e-06, 7.78764e-06, 2.33978e-06, 7.06316e-06, 2.08683e-06, 6.36446e-06, 1.85475e-06, 5.69231e-06, 1.64122e-06, 5.04752e-06, 1.44411e-06, 4.43089e-06, 1.26143e-06, 3.84323e-06, 1.09137e-06, 3.28537e-06, 9.3222e-07, 2.75815e-06, 7.82394e-07, 2.26242e-06, 6.40392e-07, 1.79907e-06, 5.04794e-07, 1.36898e-06, 3.74244e-07, 9.73075e-07, 2.47436e-07, 6.123e-07, 1.23102e-07, 2.87733e-07
-0.399867, 1.81652e-05, -4.79857e-05, 0.0192192, 1.79056e-06, 0.00143771, 1.79056e-06, -0.000755703, 1.81652e-05, -4.79857e-05, -0.399111, 0, 0, 0.0177815, 0, 0.00143771, 1.79056e-06, 0.00130094, 3.12649e-06, 0.00117719, 4.80058e-06, 0.00106521, 6.79273e-06, 0.000963878, 9.08379e-06, 0.000872186, 1.16541e-05, 0.000789216, 1.44832e-05, 0.000714139, 1.75487e-05, 0.000646203, 2.08261e-05, 0.000584729, 2.40979e-05, 0.000529102, 2.6894e-05, 0.000478767, 2.92059e-05, 0.000433219, 3.10488e-05, 0.000392003, 3.24398e-05, 0.000354707, 3.33989e-05, 0.000320958, 3.39482e-05, 0.000290419, 3.41126e-05, 0.000262784, 3.3919e-05, 0.000237777, 3.33963e-05, 0.000215148, 3.25746e-05, 0.00019467, 3.15161e-05, 0.000176139, 3.04255e-05, 0.000159369, 2.93365e-05, 0.000144193, 2.82507e-05, 0.000130459, 2.71696e-05, 0.00011803, 2.60945e-05, 0.000106781, 2.50269e-05, 9.65992e-05, 2.39679e-05, 8.73837e-05, 2.29188e-05, 7.90422e-05, 2.18807e-05, 7.1491e-05, 2.08548e-05, 6.46548e-05, 1.98421e-05, 5.84651e-05, 1.88436e-05, 5.286e-05, 1.78602e-05, 4.77836e-05, 1.6893e-05, 4.3185e-05, 1.59427e-05, 3.90182e-05, 1.50104e-05, 3.52417e-05, 1.40967e-05, 3.18175e-05, 1.32025e-05, 2.87115e-05, 1.23287e-05, 2.58927e-05, 1.14759e-05, 2.33327e-05, 1.0645e-05, 2.10061e-05, 9.8367e-06, 1.88896e-05, 9.05172e-06, 1.69619e-05, 8.2908e-06, 1.52039e-05, 7.55468e-06, 1.35979e-05, 6.84408e-06, 1.21278e-05, 6.15972e-06, 1.07791e-05, 5.50235e-06, 9.53815e-06, 4.8727e-06, 8.39258e-06, 4.27152e-06, 7.33094e-06, 3.69956e-06, 6.34261e-06, 3.15759e-06, 5.4177e-06, 2.64641e-06, 4.54697e-06, 2.16681e-06, 3.72171e-06, 1.71962e-06, 2.93367e-06, 1.30568e-06, 2.17496e-06, 9.25848e-07, 1.438e-06, 5.81016e-07, 7.15423e-07, 2.72195e-07
-0.399867, 1.81652e-05, -4.79857e-05, 0.0353672, 3.19992e-06, 0.00375559, 3.19992e-06, -0.00197405, 1.81652e-05, -4.79857e-05, -0.397893, 0, 0, 0.0316116, 0, 0.00375559, 3.19992e-06, 0.00339833, 4.91262e-06, 0.00307506, 6.95297e-06, 0.00278254, 9.30018e-06, 0.00251785, 1.19342e-05, 0.00227833, 1.4834e-05, 0.00206159, 1.79767e-05, 0.00186548, 2.1337e-05, 0.00168801, 2.4692e-05, 0.00152743, 2.75598e-05, 0.00138212, 2.99318e-05, 0.00125064, 3.18234e-05, 0.00113166, 3.32524e-05, 0.00102399, 3.42391e-05, 0.000926568, 3.48065e-05, 0.000838409, 3.49801e-05, 0.000758635, 3.47875e-05, 0.000686447, 3.42581e-05, 0.000621123, 3.3423e-05, 0.000562011, 3.23457e-05, 0.000508519, 3.12361e-05, 0.000460112, 3.01287e-05, 0.000416306, 2.90252e-05, 0.000376663, 2.7927e-05, 0.000340786, 2.68354e-05, 0.000308318, 2.57518e-05, 0.000278933, 2.46774e-05, 0.000252337, 2.36135e-05, 0.000228264, 2.25611e-05, 0.000206474, 2.15213e-05, 0.000186749, 2.04951e-05, 0.000168892, 1.94836e-05, 0.000152723, 1.84876e-05, 0.000138081, 1.7508e-05, 0.000124821, 1.65457e-05, 0.000112808, 1.56016e-05, 0.000101924, 1.46764e-05, 9.20585e-05, 1.37709e-05, 8.31139e-05, 1.28859e-05, 7.50004e-05, 1.2022e-05, 6.76369e-05, 1.118e-05, 6.09499e-05, 1.03606e-05, 5.48723e-05, 9.56445e-06, 4.93434e-05, 8.79228e-06, 4.4308e-05, 8.04474e-06, 3.97156e-05, 7.32249e-06, 3.55204e-05, 6.62622e-06, 3.16804e-05, 5.9566e-06, 2.81572e-05, 5.31429e-06, 2.49156e-05, 4.7e-06, 2.19232e-05, 4.1144e-06, 1.91499e-05, 3.55821e-06, 1.65682e-05, 3.03214e-06, 1.41521e-05, 2.53693e-06, 1.18776e-05, 2.07333e-06, 9.72187e-06, 1.6421e-06, 7.66334e-06, 1.24403e-06, 5.68144e-06, 8.79944e-07, 3.75635e-06, 5.5067e-07, 1.86883e-06, 2.57154e-07
-0.399835, 1.01206e-05, -2.93891e-05, 0.0569104, 3.24142e-06, 0.0075173, 3.24142e-06, -0.00395132, 1.01206e-05, -2.93891e-05, -0.395884, 0, 0, 0.0493931, 0, 0.0075173, 3.24142e-06, 0.00680221, 4.58877e-06, 0.00615514, 6.14025e-06, 0.00556962, 7.88075e-06, 0.0050398, 9.79511e-06, 0.00456037, 1.18667e-05, 0.00412655, 1.40768e-05, 0.003734, 1.62764e-05, 0.00337878, 1.81472e-05, 0.00305736, 1.96842e-05, 0.0027665, 2.08984e-05, 0.00250331, 2.18031e-05, 0.00226516, 2.24134e-05, 0.00204965, 2.27461e-05, 0.00185465, 2.28198e-05, 0.00167819, 2.26545e-05, 0.00151851, 2.2271e-05, 0.00137401, 2.16911e-05, 0.00124326, 2.09574e-05, 0.00112494, 2.02063e-05, 0.00101787, 1.94602e-05, 0.000920974, 1.87199e-05, 0.00083329, 1.79861e-05, 0.00075394, 1.72598e-05, 0.000682129, 1.65415e-05, 0.000617139, 1.58319e-05, 0.00055832, 1.51318e-05, 0.000505085, 1.44415e-05, 0.000456901, 1.37619e-05, 0.000413286, 1.30933e-05, 0.000373803, 1.24362e-05, 0.000338059, 1.17912e-05, 0.000305695, 1.11588e-05, 0.000276388, 1.05392e-05, 0.000249845, 9.93301e-06, 0.0002258, 9.34056e-06, 0.000204014, 8.76222e-06, 0.000184267, 8.19837e-06, 0.000166363, 7.64936e-06, 0.000150123, 7.11554e-06, 0.000135384, 6.59723e-06, 0.000121999, 6.09476e-06, 0.000109834, 5.60847e-06, 9.87673e-05, 5.13866e-06, 8.86882e-05, 4.68567e-06, 7.9496e-05, 4.2498e-06, 7.10988e-05, 3.83138e-06, 6.34125e-05, 3.43073e-06, 5.63604e-05, 3.04819e-06, 4.98719e-05, 2.68407e-06, 4.38821e-05, 2.33873e-06, 3.83311e-05, 2.01251e-06, 3.31634e-05, 1.70577e-06, 2.83274e-05, 1.41888e-06, 2.37746e-05, 1.15222e-06, 1.94596e-05, 9.06178e-07, 1.53392e-05, 6.81163e-07, 1.13721e-05, 4.77597e-07, 7.51883e-06, 2.95913e-07, 3.74071e-06, 1.3661e-07
-0.399537, -9.75495e-06, 7.92539e-06, 0.0837774, 4.29068e-07, 0.0126514, 4.29068e-07, -0.00664994, -9.75495e-06, 7.92539e-06, -0.392887, 0, 0, 0.0711261, 0, 0.0126514, 4.29068e-07, 0.0114479, 5.8095e-07, 0.0103589, 7.44587e-07, 0.00937348, 9.10124e-07, 0.00848181, 1.06542e-06, 0.00767495, 1.19583e-06, 0.00694485, 1.27613e-06, 0.00628419, 1.277e-06, 0.00568637, 1.20197e-06, 0.00514542, 1.05925e-06, 0.00465593, 8.59447e-07, 0.00421299, 6.14788e-07, 0.00381218, 3.38316e-07, 0.0034495, 4.32812e-08, 0.00312131, -2.57397e-07, 0.00282433, -5.51562e-07, 0.0025556, -8.2816e-07, 0.00231242, -1.07898e-06, 0.00209236, -1.30698e-06, 0.00189323, -1.51376e-06, 0.00171303, -1.70015e-06, 0.00154997, -1.86692e-06, 0.0014024, -2.01486e-06, 0.00126885, -2.14474e-06, 0.001148, -2.2573e-06, 0.00103862, -2.35328e-06, 0.000939634, -2.43339e-06, 0.000850041, -2.49834e-06, 0.000768948, -2.54883e-06, 0.000695545, -2.58551e-06, 0.000629098, -2.60906e-06, 0.000568941, -2.62012e-06, 0.000514474, -2.61933e-06, 0.000465151, -2.60731e-06, 0.00042048, -2.58465e-06, 0.000380014, -2.55196e-06, 0.000343348, -2.50982e-06, 0.000310115, -2.4588e-06, 0.000279984, -2.39945e-06, 0.000252652, -2.33233e-06, 0.000227847, -2.25796e-06, 0.00020532, -2.17688e-06, 0.000184847, -2.08959e-06, 0.000166222, -1.99662e-06, 0.000149259, -1.89844e-06, 0.000133789, -1.79556e-06, 0.000119657, -1.68845e-06, 0.000106721, -1.57758e-06, 9.48526e-05, -1.46343e-06, 8.39326e-05, -1.34646e-06, 7.3852e-05, -1.22711e-06, 6.45099e-05, -1.10584e-06, 5.58129e-05, -9.83085e-07, 4.7674e-05, -8.59295e-07, 4.00119e-05, -7.34902e-07, 3.27498e-05, -6.1034e-07, 2.58153e-05, -4.86039e-07, 1.91389e-05, -3.62428e-07, 1.26539e-05, -2.39932e-07, 6.29549e-06, -1.18985e-07
-0.39858, 7.85215e-06, -7.46886e-05, 0.115596, 2.2202e-05, 0.0187859, 2.2202e-05, -0.00987444, 7.85215e-06, -7.46886e-05, -0.388705, 0, 0, 0.0968105, 0, 0.0187859, 2.2202e-05, 0.0169989, 2.84953e-05, 0.0153818, 3.53894e-05, 0.0139186, 4.27915e-05, 0.0125946, 5.06013e-05, 0.0113965, 5.82509e-05, 0.0103123, 6.45896e-05, 0.00933134, 6.96086e-05, 0.00844365, 7.33664e-05, 0.00764039, 7.59344e-05, 0.00691354, 7.73945e-05, 0.00625583, 7.78371e-05, 0.00566068, 7.73585e-05, 0.00512213, 7.60587e-05, 0.0046348, 7.40394e-05, 0.00419382, 7.14016e-05, 0.00379478, 6.83097e-05, 0.00343369, 6.52187e-05, 0.00310693, 6.21995e-05, 0.00281124, 5.92531e-05, 0.00254367, 5.63798e-05, 0.00230153, 5.35802e-05, 0.00208241, 5.08545e-05, 0.00188411, 4.8203e-05, 0.00170465, 4.56258e-05, 0.00154224, 4.31229e-05, 0.00139525, 4.06943e-05, 0.00126222, 3.83398e-05, 0.0011418, 3.60594e-05, 0.00103281, 3.38527e-05, 0.000934141, 3.17195e-05, 0.000844815, 2.96595e-05, 0.000763937, 2.76723e-05, 0.000690699, 2.57576e-05, 0.000624367, 2.39149e-05, 0.000564279, 2.21438e-05, 0.000509834, 2.04438e-05, 0.000460487, 1.88145e-05, 0.000415745, 1.72555e-05, 0.000375161, 1.57663e-05, 0.000338328, 1.43463e-05, 0.000304878, 1.29953e-05, 0.000274477, 1.17127e-05, 0.000246821, 1.04981e-05, 0.000221634, 9.35122e-06, 0.000198662, 8.27157e-06, 0.000177677, 7.25883e-06, 0.000158469, 6.3127e-06, 0.000140846, 5.43289e-06, 0.000124631, 4.61916e-06, 0.000109662, 3.87129e-06, 9.57901e-05, 3.18911e-06, 8.2876e-05, 2.5725e-06, 7.07907e-05, 2.02137e-06, 5.94132e-05, 1.53569e-06, 4.86299e-05, 1.11547e-06, 3.83329e-05, 7.60762e-07, 2.84192e-05, 4.71681e-07, 1.87897e-05, 2.48388e-07, 9.34812e-06, 9.11856e-08
-0.397042, -3.0775e-05, -4.08332e-05, 0.152894, 3.13054e-05, 0.0264479, 3.13054e-05, -0.0139018, -3.0775e-05, -4.08332e-05, -0.38314, 0, 0, 0.126446, 0, 0.0264479, 3.13054e-05, 0.023932, 3.8818e-05, 0.0216555, 4.6804e-05, 0.0195954, 5.50984e-05, 0.0177314, 6.3036e-05, 0.0160446, 6.93549e-05, 0.0145183, 7.40597e-05, 0.0131372, 7.72407e-05, 0.0118875, 7.90107e-05, 0.0107566, 7.94995e-05, 0.0097333, 7.88483e-05, 0.00880733, 7.72055e-05, 0.00796944, 7.47218e-05, 0.00721124, 7.15465e-05, 0.00652515, 6.7824e-05, 0.00590431, 6.37507e-05, 0.00534252, 5.9768e-05, 0.00483415, 5.59401e-05, 0.00437412, 5.22647e-05, 0.00395784, 4.87392e-05, 0.00358113, 4.53609e-05, 0.00324023, 4.2127e-05, 0.00293174, 3.90349e-05, 0.00265256, 3.60817e-05, 0.00239991, 3.32646e-05, 0.00217126, 3.05809e-05, 0.00196432, 2.80276e-05, 0.00177703, 2.56019e-05, 0.0016075, 2.33009e-05, 0.00145405, 2.11219e-05, 0.00131514, 1.9062e-05, 0.00118938, 1.71184e-05, 0.00107552, 1.52882e-05, 0.000972407, 1.35687e-05, 0.000879022, 1.19572e-05, 0.000794426, 1.04509e-05, 0.000717775, 9.04719e-06, 0.000648302, 7.74339e-06, 0.000585311, 6.53692e-06, 0.000528174, 5.42522e-06, 0.000476318, 4.40578e-06, 0.000429226, 3.47615e-06, 0.000386426, 2.63391e-06, 0.00034749, 1.87672e-06, 0.000312029, 1.20225e-06, 0.000279688, 6.08272e-07, 0.000250145, 9.25834e-08, 0.000223102, -3.46952e-07, 0.000198291, -7.12416e-07, 0.000175463, -1.00583e-06, 0.000154389, -1.22916e-06, 0.000134859, -1.38432e-06, 0.000116678, -1.47316e-06, 9.96634e-05, -1.49747e-06, 8.36455e-05, -1.45899e-06, 6.84641e-05, -1.3594e-06, 5.39674e-05, -1.20033e-06, 4.00103e-05, -9.83356e-07, 2.64533e-05, -7.0999e-07, 1.31608e-05, -3.81661e-07
-0.395056, -6.31027e-05, -4.08332e-05, 0.196297, 5.78571e-05, 0.0362633, 5.78571e-05, -0.0190611, -6.31027e-05, -4.08332e-05, -0.375995, 0, 0, 0.160034, 0, 0.0362633, 5.78571e-05, 0.0328137, 6.96936e-05, 0.0296923, 8.19412e-05, 0.0268677, 9.35786e-05, 0.0243119, 0.000102725, 0.0219991, 0.000109392, 0.0199064, 0.000113726, 0.0180127, 0.00011591, 0.0162992, 0.000116155, 0.0147486, 0.000114689, 0.0133455, 0.000111752, 0.0120759, 0.000107587, 0.0109271, 0.000102433, 0.00988749, 9.65199e-05, 0.00894677, 9.01472e-05, 0.00809553, 8.39482e-05, 0.00732524, 7.80127e-05, 0.00662821, 7.23356e-05, 0.00599746, 6.69117e-05, 0.00542668, 6.17356e-05, 0.00491017, 5.6802e-05, 0.00444276, 5.21055e-05, 0.00401977, 4.76406e-05, 0.00363699, 4.34019e-05, 0.00329057, 3.93839e-05, 0.00297706, 3.55814e-05, 0.00269332, 3.19887e-05, 0.00243652, 2.86006e-05, 0.00220408, 2.54118e-05, 0.00199368, 2.24168e-05, 0.00180322, 1.96104e-05, 0.00163079, 1.69875e-05, 0.00147466, 1.45428e-05, 0.00133329, 1.22713e-05, 0.00120525, 1.01679e-05, 0.00108925, 8.22779e-06, 0.000984157, 6.44594e-06, 0.0008889, 4.81762e-06, 0.000802533, 3.33809e-06, 0.000724191, 2.00273e-06, 0.00065309, 8.06979e-07, 0.000588521, -2.53611e-07, 0.000529837, -1.18342e-06, 0.000476451, -1.98672e-06, 0.00042783, -2.66772e-06, 0.000383487, -3.2305e-06, 0.000342979, -3.67908e-06, 0.0003059, -4.01737e-06, 0.000271881, -4.24919e-06, 0.000240581, -4.37829e-06, 0.000211686, -4.4083e-06, 0.000184908, -4.34279e-06, 0.00015998, -4.18521e-06, 0.000136651, -3.93897e-06, 0.000114688, -3.60736e-06, 9.38726e-05, -3.1936e-06, 7.39958e-05, -2.70082e-06, 5.48589e-05, -2.13211e-06, 3.62707e-05, -1.49045e-06, 1.80451e-05, -7.78726e-07
