pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad], v_k+50 [m/s], delta_k+50 [rad], v_k+51 [m/s], delta_k+51 [rad], v_k+52 [m/s], delta_k+52 [rad], v_k+53 [m/s], delta_k+53 [rad], v_k+54 [m/s], delta_k+54 [rad], v_k+55 [m/s], delta_k+55 [rad], v_k+56 [m/s], delta_k+56 [rad], v_k+57 [m/s], delta_k+57 [rad], v_k+58 [m/s], delta_k+58 [rad], v_k+59 [m/s], delta_k+59 [rad], v_k+60 [m/s], delta_k+60 [rad], v_k+61 [m/s], delta_k+61 [rad], v_k+62 [m/s], delta_k+62 [rad], v_k+63 [m/s], delta_k+63 [rad], v_k+64 [m/s], delta_k+64 [rad], v_k+65 [m/s], delta_k+65 [rad], v_k+66 [m/s], delta_k+66 [rad], v_k+67 [m/s], delta_k+67 [rad], v_k+68 [m/s], delta_k+68 [rad], v_k+69 [m/s], delta_k+69 [rad], v_k+70 [m/s], delta_k+70 [rad], v_k+71 [m/s], delta_k+71 [rad], v_k+72 [m/s], delta_k+72 [rad], v_k+73 [m/s], delta_k+73 [rad], v_k+74 [m/s], delta_k+74 [rad], v_k+75 [m/s], delta_k+75 [rad], v_k+76 [m/s], delta_k+76 [rad], v_k+77 [m/s], delta_k+77 [rad], v_k+78 [m/s], delta_k+78 [rad], v_k+79 [m/s], delta_k+79 [rad]
-0.399906, -4.65174e-05, 0.000113623, -0.000179129, -1.04072e-10, -0.000179129, -1.04072e-10, 9.41547e-05, -4.65174e-05, 0.000113623, -0.4, 0, 0, 1e-10, 0, -0.000179129, -1.04072e-10, -0.00016209, -6.51512e-07, -0.000146671, -2.57224e-06, -0.000132719, -5.71357e-06, -0.000120094, -1.00281e-05, -0.00010867, -1.54701e-05, -9.83327e-05, -2.19945e-05, -8.89788e-05, -2.9557e-05, -8.05147e-05, -3.81124e-05, -7.28557e-05, -4.75169e-05, -6.59253e-05, -5.60886e-05, -5.96542e-05, -6.32596e-05, -5.39796e-05, -6.9068e-05, -4.88447e-05, -7.35534e-05, -4.41984e-05, -7.67582e-05, -3.9994e-05, -7.87279e-05, -3.61896e-05, -7.95117e-05, -3.2747e-05, -7.91622e-05, -2.96319e-05, -7.79034e-05, -2.68132e-05, -7.6532e-05, -2.42625e-05, -7.51443e-05, -2.19545e-05, -7.37417e-05, -1.98661e-05, -7.23254e-05, -1.79763e-05, -7.08966e-05, -1.62662e-05, -6.94566e-05, -1.47189e-05, -6.80065e-05, -1.33187e-05, -6.65475e-05, -1.20517e-05, -6.50808e-05, -1.09052e-05, -6.36074e-05, -9.8678e-06, -6.21284e-05, -8.92905e-06, -6.06448e-05, -8.0796e-06, -5.91579e-05, -7.31093e-06, -5.76684e-05, -6.61538e-06, -5.61775e-05, -5.98599e-06, -5.46862e-05, -5.41645e-06, -5.31953e-05, -4.90107e-06, -5.17059e-05, -4.43471e-06, -5.02189e-05, -4.0127e-06, -4.87351e-05, -3.63081e-06, -4.72555e-05, -3.28523e-06, -4.5781e-05, -2.9725e-06, -4.43124e-05, -2.68949e-06, -4.28506e-05, -2.43339e-06, -4.13965e-05, -2.20161e-06, -3.99508e-05, -1.99185e-06, -3.85144e-05, -1.80201e-06, -3.70881e-05, -1.63019e-06, -3.56727e-05, -1.47468e-06, -3.42689e-05, -1.3339e-06, -3.28776e-05, -1.20647e-06, -3.14996e-05, -1.0911e-06, -3.01356e-05, -9.86648e-07, -2.87863e-05, -8.92058e-07, -2.74526e-05, -8.06389e-07, -2.61351e-05, -7.28784e-07, -2.48346e-05, -6.58466e-07, -2.35519e-05, -5.94733e-07, -2.22876e-05, -5.36948e-07, -2.10426e-05, -4.84531e-07, -1.98175e-05, -4.36961e-07, -1.86131e-05, -3.9376e-07, -1.74301e-05, -3.54496e-07, -1.62693e-05, -3.18777e-07, -1.51313e-05, -2.86246e-07, -1.40169e-05, -2.56578e-07, -1.29268e-05, -2.29476e-07, -1.18618e-05, -2.04668e-07, -1.08226e-05, -1.81907e-07, -9.80984e-06, -1.60964e-07, -8.82439e-06, -1.41632e-07, -7.86694e-06, -1.23716e-07, -6.93825e-06, -1.07037e-07, -6.03907e-06, -9.14283e-08, -5.17014e-06, -7.6734e-08, -4.33225e-06, -6.2807e-08, -3.52614e-06, -4.95081e-08, -2.75262e-06, -3.67043e-08, -2.01244e-06, -2.42675e-08, -1.30642e-06, -1.20734e-08, -6.35403e-07
-0.399906, -4.65174e-05, 0.000113623, 0.00185925, -6.91332e-07, -0.000116477, -6.91332e-07, 6.12232e-05, -4.65174e-05, 0.000113623, -0.399967, 0, 0, 0.00197572, 0, -0.000116477, -6.91332e-07, -0.000105397, -2.73152e-06, -9.53712e-05, -6.07149e-06, -8.6299e-05, -1.06629e-05, -7.80898e-05, -1.64582e-05, -7.06615e-05, -2.34102e-05, -6.39398e-05, -3.14711e-05, -5.78576e-05, -4.05912e-05, -5.23539e-05, -5.06147e-05, -4.73737e-05, -5.97475e-05, -4.28673e-05, -6.73828e-05, -3.87895e-05, -7.35607e-05, -3.50997e-05, -7.8324e-05, -3.17608e-05, -8.17189e-05, -2.87395e-05, -8.37957e-05, -2.60057e-05, -8.46086e-05, -2.35319e-05, -8.42158e-05, -2.12934e-05, -8.28572e-05, -1.92679e-05, -8.13808e-05, -1.7435e-05, -7.9889e-05, -1.57765e-05, -7.83832e-05, -1.42757e-05, -7.68645e-05, -1.29177e-05, -7.53343e-05, -1.16889e-05, -7.37939e-05, -1.0577e-05, -7.22443e-05, -9.5708e-06, -7.06868e-05, -8.66035e-06, -6.91226e-05, -7.8365e-06, -6.75527e-05, -7.09101e-06, -6.59782e-05, -6.41644e-06, -6.44004e-05, -5.80603e-06, -6.28201e-05, -5.25368e-06, -6.12385e-05, -4.75386e-06, -5.96565e-05, -4.30159e-06, -5.80753e-05, -3.89233e-06, -5.64956e-05, -3.52199e-06, -5.49186e-05, -3.18687e-06, -5.33451e-05, -2.88363e-06, -5.17761e-05, -2.60921e-06, -5.02125e-05, -2.3609e-06, -4.86552e-05, -2.13618e-06, -4.7105e-05, -1.93284e-06, -4.55629e-05, -1.74882e-06, -4.40297e-05, -1.58228e-06, -4.25062e-05, -1.43158e-06, -4.09932e-05, -1.29518e-06, -3.94916e-05, -1.17174e-06, -3.80022e-05, -1.06002e-06, -3.65258e-05, -9.58893e-07, -3.50632e-05, -8.67357e-07, -3.36151e-05, -7.84496e-07, -3.21823e-05, -7.0948e-07, -3.07656e-05, -6.41558e-07, -2.93658e-05, -5.80052e-07, -2.79835e-05, -5.24346e-07, -2.66196e-05, -4.73884e-07, -2.52748e-05, -4.28161e-07, -2.39498e-05, -3.86719e-07, -2.26454e-05, -3.49145e-07, -2.13622e-05, -3.15062e-07, -2.01011e-05, -2.84129e-07, -1.88627e-05, -2.56038e-07, -1.76478e-05, -2.30507e-07, -1.64571e-05, -2.07282e-07, -1.52913e-05, -1.86129e-07, -1.41512e-05, -1.66837e-07, -1.30375e-05, -1.49214e-07, -1.19508e-05, -1.33083e-07, -1.0892e-05, -1.18283e-07, -9.86179e-06, -1.04666e-07, -8.86086e-06, -9.20948e-08, -7.88998e-06, -8.0445e-08, -6.94989e-06, -6.95997e-08, -6.04134e-06, -5.94503e-08, -5.16508e-06, -4.98955e-08, -4.32188e-06, -4.08396e-08, -3.51248e-06, -3.21921e-08, -2.73768e-06, -2.38666e-08, -1.99824e-06, -1.57797e-08, -1.29495e-06, -7.85059e-09, -6.28635e-07
-0.399906, -4.65174e-05, 0.000113623, 0.00822493, -2.40834e-06, 0.000322032, -2.40834e-06, -0.000169268, -4.65174e-05, 0.000113623, -0.399737, 0, 0, 0.0079029, 0, 0.000322032, -2.40834e-06, 0.000291399, -5.3434e-06, 0.000263679, -9.37168e-06, 0.000238597, -1.44487e-05, 0.0002159, -2.0533e-05, 0.000195363, -2.75847e-05, 0.000176779, -3.55649e-05, 0.000159963, -4.43441e-05, 0.000144746, -5.23574e-05, 0.000130977, -5.90771e-05, 0.000118518, -6.45384e-05, 0.000107244, -6.87769e-05, 9.70425e-05, -7.18297e-05, 8.78113e-05, -7.3736e-05, 7.94583e-05, -7.45376e-05, 7.18998e-05, -7.42796e-05, 6.50603e-05, -7.31684e-05, 5.88714e-05, -7.195e-05, 5.32712e-05, -7.0715e-05, 4.82038e-05, -6.94647e-05, 4.36183e-05, -6.82003e-05, 3.94691e-05, -6.6923e-05, 3.57145e-05, -6.56338e-05, 3.23171e-05, -6.43339e-05, 2.92429e-05, -6.30244e-05, 2.64611e-05, -6.17062e-05, 2.39439e-05, -6.03806e-05, 2.16661e-05, -5.90484e-05, 1.9605e-05, -5.77106e-05, 1.774e-05, -5.63682e-05, 1.60523e-05, -5.50222e-05, 1.45252e-05, -5.36735e-05, 1.31433e-05, -5.23229e-05, 1.18929e-05, -5.09714e-05, 1.07614e-05, -4.96199e-05, 9.7375e-06, -4.82691e-05, 8.81098e-06, -4.69199e-05, 7.97257e-06, -4.55731e-05, 7.21388e-06, -4.42295e-05, 6.52733e-06, -4.289e-05, 5.90606e-06, -4.15553e-05, 5.34385e-06, -4.0226e-05, 4.83508e-06, -3.89031e-05, 4.37465e-06, -3.75872e-05, 3.95798e-06, -3.62791e-05, 3.58088e-06, -3.49794e-05, 3.23959e-06, -3.36889e-05, 2.9307e-06, -3.24082e-05, 2.65112e-06, -3.11382e-05, 2.39804e-06, -2.98793e-05, 2.16895e-06, -2.86324e-05, 1.96155e-06, -2.7398e-05, 1.77376e-06, -2.61769e-05, 1.60371e-06, -2.49697e-05, 1.4497e-06, -2.37771e-05, 1.31018e-06, -2.25996e-05, 1.18377e-06, -2.1438e-05, 1.06919e-06, -2.02929e-05, 9.65305e-07, -1.9165e-05, 8.71073e-07, -1.80548e-05, 7.85552e-07, -1.6963e-05, 7.07887e-07, -1.58903e-05, 6.373e-07, -1.48373e-05, 5.73087e-07, -1.38046e-05, 5.14604e-07, -1.2793e-05, 4.61267e-07, -1.18029e-05, 4.12543e-07, -1.08352e-05, 3.67944e-07, -9.89033e-06, 3.27025e-07, -8.9691e-06, 2.89376e-07, -8.07211e-06, 2.54621e-07, -7.20003e-06, 2.22412e-07, -6.35354e-06, 1.92427e-07, -5.53331e-06, 1.64367e-07, -4.74001e-06, 1.3795e-07, -3.97435e-06, 1.12912e-07, -3.237e-06, 8.90039e-08, -2.52869e-06, 6.59856e-08, -1.8501e-06, 4.36272e-08, -1.20198e-06, 2.17051e-08, -5.85187e-07
-0.399906, -4.65174e-05, 0.000113623, 0.0192939, -4.11799e-06, 0.00151237, -4.11799e-06, -0.000794938, -4.65174e-05, 0.000113623, -0.399111, 0, 0, 0.0177815, 0, 0.00151237, -4.11799e-06, 0.0013685, -7.1924e-06, 0.00123833, -1.10547e-05, 0.00112053, -1.56689e-05, 0.00101394, -2.10074e-05, 0.000917488, -2.70474e-05, 0.000830212, -3.37007e-05, 0.000751238, -3.97905e-05, 0.000679777, -4.49226e-05, 0.000615113, -4.91258e-05, 0.0005566, -5.24252e-05, 0.000503654, -5.48439e-05, 0.000455743, -5.64046e-05, 0.000412391, -5.71309e-05, 0.000373162, -5.70482e-05, 0.000337665, -5.63073e-05, 0.000305544, -5.54785e-05, 0.000276479, -5.46322e-05, 0.000250179, -5.37693e-05, 0.000226381, -5.28911e-05, 0.000204846, -5.19985e-05, 0.00018536, -5.10926e-05, 0.000167727, -5.01744e-05, 0.000151772, -4.92448e-05, 0.000137334, -4.83048e-05, 0.00012427, -4.73553e-05, 0.000112448, -4.63971e-05, 0.000101751, -4.54312e-05, 9.20716e-05, -4.44584e-05, 8.33127e-05, -4.34795e-05, 7.5387e-05, -4.24953e-05, 6.82151e-05, -4.15065e-05, 6.17254e-05, -4.0514e-05, 5.5853e-05, -3.95184e-05, 5.0539e-05, -3.85205e-05, 4.57305e-05, -3.75209e-05, 4.13792e-05, -3.65204e-05, 3.74418e-05, -3.55196e-05, 3.38787e-05, -3.45192e-05, 3.06545e-05, -3.35197e-05, 2.77368e-05, -3.25219e-05, 2.50965e-05, -3.15262e-05, 2.27071e-05, -3.05334e-05, 2.05448e-05, -2.95439e-05, 1.8588e-05, -2.85583e-05, 1.6817e-05, -2.75773e-05, 1.52142e-05, -2.66013e-05, 1.37635e-05, -2.56309e-05, 1.24505e-05, -2.46665e-05, 1.1262e-05, -2.37088e-05, 1.01861e-05, -2.27583e-05, 9.21207e-06, -2.18154e-05, 8.33016e-06, -2.08806e-05, 7.53155e-06, -1.99545e-05, 6.80825e-06, -1.90375e-05, 6.15304e-06, -1.81301e-05, 5.55936e-06, -1.72328e-05, 5.02127e-06, -1.63461e-05, 4.53339e-06, -1.54705e-05, 4.09085e-06, -1.46064e-05, 3.68921e-06, -1.37543e-05, 3.32447e-06, -1.29147e-05, 2.99297e-06, -1.20881e-05, 2.6914e-06, -1.1275e-05, 2.41675e-06, -1.04758e-05, 2.16626e-06, -9.6911e-06, 1.93744e-06, -8.92128e-06, 1.72799e-06, -8.16689e-06, 1.53582e-06, -7.42842e-06, 1.35901e-06, -6.70639e-06, 1.19578e-06, -6.00129e-06, 1.04452e-06, -5.31364e-06, 9.03701e-07, -4.64399e-06, 7.71919e-07, -3.99285e-06, 6.47857e-07, -3.36077e-06, 5.30273e-07, -2.7483e-06, 4.17991e-07, -2.15599e-06, 3.0989e-07, -1.58443e-06, 2.04888e-07, -1.03418e-06, 1.01934e-07, -5.066e-07
-0.399929, -3.52918e-05, 8.58431e-05, 0.0354867, -5.52759e-06, 0.00387507, -5.52759e-06, -0.00203683, -3.52918e-05, 8.58431e-05, -0.397893, 0, 0, 0.0316116, 0, 0.00387507, -5.52759e-06, 0.00350645, -8.49258e-06, 0.0031729, -1.2039e-05, 0.00287108, -1.61426e-05, 0.00259797, -2.07859e-05, 0.00235084, -2.59009e-05, 0.00212721, -3.05831e-05, 0.00192486, -3.45293e-05, 0.00174176, -3.77614e-05, 0.00157607, -4.02988e-05, 0.00142615, -4.21594e-05, 0.00129049, -4.33605e-05, 0.00116773, -4.39204e-05, 0.00105665, -4.38589e-05, 0.000956135, -4.32917e-05, 0.000865182, -4.26573e-05, 0.000782882, -4.20098e-05, 0.00070841, -4.135e-05, 0.000641022, -4.06787e-05, 0.000580044, -3.99967e-05, 0.000524867, -3.93048e-05, 0.000474938, -3.86037e-05, 0.000429759, -3.78942e-05, 0.000388877, -3.71769e-05, 0.000351885, -3.64526e-05, 0.000318411, -3.5722e-05, 0.000288121, -3.49856e-05, 0.000260712, -3.42442e-05, 0.000235911, -3.34983e-05, 0.000213468, -3.27485e-05, 0.00019316, -3.19954e-05, 0.000174784, -3.12396e-05, 0.000158156, -3.04816e-05, 0.000143109, -2.9722e-05, 0.000129494, -2.89613e-05, 0.000117173, -2.82e-05, 0.000106024, -2.74386e-05, 9.59352e-05, -2.66776e-05, 8.68059e-05, -2.59174e-05, 7.85445e-05, -2.51585e-05, 7.10687e-05, -2.44014e-05, 6.43035e-05, -2.36465e-05, 5.81813e-05, -2.28943e-05, 5.2641e-05, -2.21451e-05, 4.7627e-05, -2.13993e-05, 4.30894e-05, -2.06575e-05, 3.89826e-05, -1.99199e-05, 3.52656e-05, -1.9187e-05, 3.19014e-05, -1.84591e-05, 2.88561e-05, -1.77366e-05, 2.60994e-05, -1.702e-05, 2.36037e-05, -1.63095e-05, 2.1344e-05, -1.56055e-05, 1.92977e-05, -1.49085e-05, 1.74445e-05, -1.42186e-05, 1.57656e-05, -1.35364e-05, 1.42445e-05, -1.28622e-05, 1.28657e-05, -1.21963e-05, 1.16157e-05, -1.1539e-05, 1.04818e-05, -1.08908e-05, 9.45269e-06, -1.02519e-05, 8.51812e-06, -9.62273e-06, 7.66874e-06, -9.00363e-06, 6.89605e-06, -8.39495e-06, 6.19232e-06, -7.79705e-06, 5.55051e-06, -7.21027e-06, 4.9642e-06, -6.63499e-06, 4.42754e-06, -6.07157e-06, 3.93515e-06, -5.52037e-06, 3.48211e-06, -4.98176e-06, 3.0639e-06, -4.45612e-06, 2.67632e-06, -3.94384e-06, 2.31551e-06, -3.44529e-06, 1.97785e-06, -2.96087e-06, 1.65997e-06, -2.49098e-06, 1.35869e-06, -2.03603e-06, 1.071e-06, -1.59643e-06, 7.94016e-07, -1.17259e-06, 5.24974e-07, -7.64951e-07, 2.61181e-07, -3.74501e-07
-0.399396, -8.44021e-05, 0.000188951, 0.0560745, -1.79009e-05, 0.00668145, -1.79009e-05, -0.00351193, -8.44021e-05, 0.000188951, -0.395884, 0, 0, 0.0493931, 0, 0.00668145, -1.79009e-05, 0.00604588, -2.53634e-05, 0.00547076, -3.40164e-05, 0.00495036, -4.38255e-05, 0.00447945, -5.46613e-05, 0.00405335, -6.4625e-05, 0.00366777, -7.30772e-05, 0.00331887, -8.00601e-05, 0.00300317, -8.56068e-05, 0.00271749, -8.9745e-05, 0.00245899, -9.25005e-05, 0.00222508, -9.38998e-05, 0.00201342, -9.39723e-05, 0.00182189, -9.29553e-05, 0.00164858, -9.17854e-05, 0.00149176, -9.05785e-05, 0.00134986, -8.93366e-05, 0.00122145, -8.80616e-05, 0.00110526, -8.67554e-05, 0.00100012, -8.542e-05, 0.000904983, -8.4057e-05, 0.000818895, -8.26682e-05, 0.000740997, -8.12553e-05, 0.000670508, -7.982e-05, 0.000606725, -7.83638e-05, 0.000549008, -7.68884e-05, 0.000496782, -7.53952e-05, 0.000449524, -7.38858e-05, 0.000406761, -7.23617e-05, 0.000368065, -7.08241e-05, 0.00033305, -6.92745e-05, 0.000301366, -6.77142e-05, 0.000272695, -6.61446e-05, 0.000246751, -6.45669e-05, 0.000223275, -6.29824e-05, 0.000202031, -6.13922e-05, 0.000182808, -5.97975e-05, 0.000165413, -5.81996e-05, 0.000149672, -5.65995e-05, 0.000135428, -5.49983e-05, 0.000122538, -5.33971e-05, 0.000110873, -5.1797e-05, 0.000100317, -5.0199e-05, 9.07643e-05, -4.86041e-05, 8.21192e-05, -4.70133e-05, 7.42953e-05, -4.54276e-05, 6.72144e-05, -4.3848e-05, 6.08055e-05, -4.22753e-05, 5.50048e-05, -4.07105e-05, 4.97541e-05, -3.91546e-05, 4.50009e-05, -3.76083e-05, 4.06978e-05, -3.60727e-05, 3.68016e-05, -3.45485e-05, 3.32734e-05, -3.30368e-05, 3.0078e-05, -3.15382e-05, 2.71833e-05, -3.00537e-05, 2.45605e-05, -2.85841e-05, 2.21833e-05, -2.71303e-05, 2.00279e-05, -2.5693e-05, 1.80728e-05, -2.42733e-05, 1.62985e-05, -2.28718e-05, 1.46871e-05, -2.14894e-05, 1.32226e-05, -2.01269e-05, 1.18903e-05, -1.87853e-05, 1.06769e-05, -1.74652e-05, 9.57026e-06, -1.61677e-05, 8.55935e-06, -1.48935e-05, 7.63402e-06, -1.36434e-05, 6.78504e-06, -1.24184e-05, 6.00391e-06, -1.12193e-05, 5.28282e-06, -1.0047e-05, 4.61455e-06, -8.90245e-06, 3.99243e-06, -7.78644e-06, 3.41024e-06, -6.69993e-06, 2.86215e-06, -5.64385e-06, 2.34268e-06, -4.61914e-06, 1.84663e-06, -3.62675e-06, 1.36905e-06, -2.66765e-06, 9.05168e-07, -1.74282e-06, 4.50332e-07, -8.54495e-07
-0.397827, -6.6333e-05, 8.04804e-05, 0.0805235, -3.31184e-06, 0.00939743, -3.31184e-06, -0.00493952, -6.6333e-05, 8.04804e-05, -0.392887, 0, 0, 0.0711261, 0, 0.00939743, -3.31184e-06, 0.0085035, -4.46123e-06, 0.00769461, -5.85187e-06, 0.00696266, -7.53732e-06, 0.00630033, -9.30876e-06, 0.00570101, -1.10832e-05, 0.0051587, -1.28456e-05, 0.00466798, -1.45624e-05, 0.00422394, -1.61872e-05, 0.00382214, -1.76659e-05, 0.00345856, -1.89409e-05, 0.00312956, -1.99554e-05, 0.00283186, -2.07042e-05, 0.00256248, -2.13725e-05, 0.00231872, -2.19856e-05, 0.00209815, -2.25451e-05, 0.00189857, -2.30525e-05, 0.00171796, -2.35091e-05, 0.00155454, -2.39164e-05, 0.00140667, -2.42759e-05, 0.00127285, -2.45888e-05, 0.00115177, -2.48566e-05, 0.00104221, -2.50805e-05, 0.000943067, -2.5262e-05, 0.000853356, -2.54023e-05, 0.000772178, -2.55027e-05, 0.000698722, -2.55645e-05, 0.000632253, -2.55889e-05, 0.000572107, -2.55771e-05, 0.000517682, -2.55304e-05, 0.000468434, -2.54499e-05, 0.00042387, -2.53368e-05, 0.000383544, -2.51922e-05, 0.000347054, -2.50173e-05, 0.000314035, -2.48132e-05, 0.000284156, -2.45809e-05, 0.000257119, -2.43216e-05, 0.000232653, -2.40364e-05, 0.000210513, -2.37261e-05, 0.000190478, -2.3392e-05, 0.000172349, -2.3035e-05, 0.000155942, -2.26561e-05, 0.000141096, -2.22562e-05, 0.00012766, -2.18364e-05, 0.0001155, -2.13975e-05, 0.000104496, -2.09406e-05, 9.45367e-05, -2.04665e-05, 8.55227e-05, -1.99762e-05, 7.7364e-05, -1.94705e-05, 6.99789e-05, -1.89503e-05, 6.32936e-05, -1.84165e-05, 5.72412e-05, -1.787e-05, 5.17613e-05, -1.73115e-05, 4.67989e-05, -1.6742e-05, 4.23046e-05, -1.61622e-05, 3.82332e-05, -1.5573e-05, 3.45443e-05, -1.49751e-05, 3.12007e-05, -1.43694e-05, 2.81692e-05, -1.37567e-05, 2.54194e-05, -1.31376e-05, 2.29237e-05, -1.25131e-05, 2.06573e-05, -1.18838e-05, 1.85975e-05, -1.12505e-05, 1.67236e-05, -1.06139e-05, 1.5017e-05, -9.97489e-06, 1.34605e-05, -9.33407e-06, 1.20387e-05, -8.69221e-06, 1.07372e-05, -8.05005e-06, 9.54313e-06, -7.40829e-06, 8.44447e-06, -6.76768e-06, 7.43026e-06, -6.12891e-06, 6.49035e-06, -5.49271e-06, 5.61534e-06, -4.8598e-06, 4.79649e-06, -4.23087e-06, 4.0256e-06, -3.60665e-06, 3.29496e-06, -2.98785e-06, 2.59728e-06, -2.37518e-06, 1.92557e-06, -1.76934e-06, 1.27311e-06, -1.17105e-06, 6.3339e-07, -5.81627e-07
-0.395764, -0.000106256, 9.94827e-05, 0.11024, 3.14411e-06, 0.0134291, 3.14411e-06, -0.00705865, -0.000106256, 9.94827e-05, -0.388705, 0, 0, 0.0968105, 0, 0.0134291, 3.14411e-06, 0.0121516, 3.8326e-06, 0.0109957, 4.28751e-06, 0.00994975, 4.24655e-06, 0.00900328, 3.64861e-06, 0.00814684, 2.53986e-06, 0.00737187, 1.00179e-06, 0.00667062, -8.59434e-07, 0.00603608, -2.92215e-06, 0.0054619, -5.05743e-06, 0.00494233, -7.13622e-06, 0.00447219, -9.06187e-06, 0.00404678, -1.08764e-05, 0.00366183, -1.25905e-05, 0.00331349, -1.42065e-05, 0.0029983, -1.57267e-05, 0.00271308, -1.71535e-05, 0.002455, -1.8489e-05, 0.00222147, -1.97356e-05, 0.00201015, -2.08954e-05, 0.00181893, -2.19707e-05, 0.0016459, -2.29635e-05, 0.00148933, -2.38762e-05, 0.00134766, -2.47107e-05, 0.00121946, -2.54693e-05, 0.00110345, -2.61538e-05, 0.000998485, -2.67665e-05, 0.0009035, -2.73092e-05, 0.00081755, -2.77841e-05, 0.000739776, -2.8193e-05, 0.000669399, -2.85379e-05, 0.000605716, -2.88207e-05, 0.000548091, -2.90433e-05, 0.000495946, -2.92075e-05, 0.000448761, -2.93152e-05, 0.000406064, -2.93682e-05, 0.000367427, -2.93682e-05, 0.000332464, -2.9317e-05, 0.000300826, -2.92164e-05, 0.000272197, -2.9068e-05, 0.000246289, -2.88736e-05, 0.000222844, -2.86347e-05, 0.000201628, -2.8353e-05, 0.000182428, -2.80302e-05, 0.000165052, -2.76678e-05, 0.000149327, -2.72673e-05, 0.000135094, -2.68303e-05, 0.000122213, -2.63584e-05, 0.000110554, -2.5853e-05, 0.000100001, -2.53155e-05, 9.04476e-05, -2.47475e-05, 8.17986e-05, -2.41504e-05, 7.39677e-05, -2.35255e-05, 6.68764e-05, -2.28743e-05, 6.04539e-05, -2.21982e-05, 5.46359e-05, -2.14985e-05, 4.93643e-05, -2.07765e-05, 4.45863e-05, -2.00336e-05, 4.02542e-05, -1.92711e-05, 3.63247e-05, -1.84902e-05, 3.27584e-05, -1.76922e-05, 2.95196e-05, -1.68784e-05, 2.65761e-05, -1.60501e-05, 2.38983e-05, -1.52084e-05, 2.14595e-05, -1.43546e-05, 1.92353e-05, -1.34899e-05, 1.72035e-05, -1.26154e-05, 1.53437e-05, -1.17324e-05, 1.36373e-05, -1.08421e-05, 1.20673e-05, -9.94554e-06, 1.0618e-05, -9.04395e-06, 9.27481e-06, -8.13846e-06, 8.02441e-06, -7.23021e-06, 6.85426e-06, -6.32034e-06, 5.75264e-06, -5.40998e-06, 4.70856e-06, -4.50024e-06, 3.71156e-06, -3.59224e-06, 2.75167e-06, -2.68711e-06, 1.8193e-06, -1.78595e-06, 9.05125e-07, -8.90672e-07
