pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.399984, -7.55125e-06, 1.81841e-05, 0.70688, -1.59974e-13, 0.70688, -1.59974e-13, -0.399984, -7.55125e-06, 1.81841e-05, 0, 0, 0, 0.70688, -1.59974e-13, 0.675269, -2.90076e-07, 0.580421, -1.1078e-06, 0.46506, -2.37801e-06, 0.410906, -4.03232e-06, 0.406856, -6.01109e-06, 0.406905, -8.26493e-06, 0.406827, -1.07557e-05, 0.406908, -1.34573e-05, 0.406864, -1.63226e-05, 0.813727, -1.87899e-05, 0.624701, -2.0709e-05, 0.456171, -2.21295e-05, 0.332893, -2.30906e-05, 0.242946, -2.36247e-05, 0.17731, -2.37598e-05, 0.129412, -2.3521e-05, 0.0944521, -2.29327e-05, 0.0689359, -2.20694e-05, 0.0503126, -2.11676e-05, 0.0367205, -2.02556e-05, 0.0268003, -1.93336e-05, 0.01956, -1.84021e-05, 0.0142757, -1.74614e-05, 0.0104189, -1.65117e-05, 0.0076039, -1.5553e-05, 0.0055493, -1.45855e-05, 0.00404961, -1.36092e-05, 0.00295487, -1.26239e-05, 0.00215561, -1.16295e-05, 0.00157191, -1.06259e-05, 0.0011454, -9.61272e-06, 0.000833419, -8.58975e-06, 0.000604784, -7.55661e-06, 0.000436627, -6.51287e-06, 0.000312133, -5.45811e-06, 0.000218852, -4.39181e-06, 0.000147464, -3.31345e-06, 9.08009e-05, -2.22244e-06, 4.32438e-05, -1.11817e-06
-0.399984, -7.55125e-06, 1.81841e-05, 0.00206886, -2.91302e-07, 9.31323e-05, -2.91302e-07, -1.72367e-05, -7.55125e-06, 1.81841e-05, -0.399967, 0, 0, 9.31323e-05, -2.91302e-07, 6.79721e-05, -1.11281e-06, 4.9609e-05, -2.38936e-06, 3.62068e-05, -4.05267e-06, 2.64253e-05, -6.0433e-06, 1.92863e-05, -8.31216e-06, 1.4076e-05, -1.08216e-05, 1.02733e-05, -1.35462e-05, 7.49787e-06, -1.64393e-05, 5.47227e-06, -1.89362e-05, 3.9939e-06, -2.0885e-05, 2.91493e-06, -2.23352e-05, 2.12745e-06, -2.3326e-05, 1.55271e-06, -2.38892e-05, 1.13324e-06, -2.40521e-05, 8.27093e-07, -2.38392e-05, 6.03653e-07, -2.32743e-05, 4.40576e-07, -2.24315e-05, 3.21555e-07, -2.15507e-05, 2.34687e-07, -2.06604e-05, 1.71287e-07, -1.9761e-05, 1.25014e-07, -1.8853e-05, 9.12417e-08, -1.79368e-05, 6.65926e-08, -1.70125e-05, 4.86021e-08, -1.60804e-05, 3.54713e-08, -1.51405e-05, 2.58873e-08, -1.41928e-05, 1.88916e-08, -1.32375e-05, 1.37849e-08, -1.22742e-05, 1.00564e-08, -1.13031e-05, 7.33345e-09, -1.03237e-05, 5.34374e-09, -9.33585e-06, 3.88832e-09, -8.33928e-06, 2.82168e-09, -7.3336e-06, 2.03717e-09, -6.31842e-06, 1.45634e-09, -5.29328e-06, 1.02114e-09, -4.2577e-06, 6.88043e-10, -3.21117e-06, 4.23773e-10, -2.15311e-06, 2.01955e-10, -1.08292e-06
-0.399984, -7.55125e-06, 1.81841e-05, 0.0092414, -1.11535e-06, 0.00133851, -1.11535e-06, -0.000247728, -7.55125e-06, 1.81841e-05, -0.399737, 0, 0, 0.00133851, -1.11535e-06, 0.0009769, -2.39521e-06, 0.000712985, -4.06329e-06, 0.000520367, -6.06043e-06, 0.000379787, -8.33791e-06, 0.000277185, -1.08587e-05, 0.000202301, -1.35981e-05, 0.000147648, -1.65104e-05, 0.00010776, -1.9029e-05, 7.8648e-05, -2.10015e-05, 5.74007e-05, -2.24771e-05, 4.18936e-05, -2.34944e-05, 3.05759e-05, -2.40848e-05, 2.23157e-05, -2.42748e-05, 1.6287e-05, -2.40882e-05, 1.1887e-05, -2.35477e-05, 8.67575e-06, -2.27271e-05, 6.33199e-06, -2.18688e-05, 4.62141e-06, -2.10015e-05, 3.37294e-06, -2.0126e-05, 2.46175e-06, -1.92425e-05, 1.79671e-06, -1.83515e-05, 1.31133e-06, -1.74532e-05, 9.57075e-07, -1.65479e-05, 6.98514e-07, -1.56357e-05, 5.09797e-07, -1.47168e-05, 3.72054e-07, -1.3791e-05, 2.71512e-07, -1.28585e-05, 1.98117e-07, -1.1919e-05, 1.44532e-07, -1.09724e-05, 1.05397e-07, -1.00186e-05, 7.68007e-08, -9.05717e-06, 5.58833e-08, -8.08791e-06, 4.05534e-08, -7.11044e-06, 2.92783e-08, -6.12436e-06, 2.09307e-08, -5.12923e-06, 1.46759e-08, -4.12458e-06, 9.88861e-09, -3.1099e-06, 6.0905e-09, -2.08463e-06, 2.90251e-09, -1.04819e-06
-0.399976, -3.82235e-06, 8.85514e-06, 0.0224582, -1.13097e-06, 0.00467667, -1.13097e-06, -0.000865549, -3.82235e-06, 8.85514e-06, -0.399111, 0, 0, 0.00467667, -1.13097e-06, 0.00341324, -1.91654e-06, 0.00249114, -2.85593e-06, 0.00181814, -3.92673e-06, 0.00132696, -5.11262e-06, 0.00096847, -6.40391e-06, 0.000706831, -7.78168e-06, 0.000515876, -8.98088e-06, 0.000376508, -9.92994e-06, 0.000274792, -1.06514e-05, 0.000200555, -1.1162e-05, 0.000146374, -1.14749e-05, 0.000106831, -1.16005e-05, 7.79699e-05, -1.15478e-05, 5.69061e-05, -1.13255e-05, 4.15328e-05, -1.0967e-05, 3.03127e-05, -1.05884e-05, 2.21237e-05, -1.02038e-05, 1.6147e-05, -9.81337e-06, 1.17849e-05, -9.41754e-06, 8.60123e-06, -9.01653e-06, 6.27763e-06, -8.61057e-06, 4.58174e-06, -8.19982e-06, 3.34397e-06, -7.78444e-06, 2.44057e-06, -7.36453e-06, 1.78121e-06, -6.94016e-06, 1.29994e-06, -6.51137e-06, 9.48649e-07, -6.07818e-06, 6.92212e-07, -5.64055e-06, 5.04986e-07, -5.19844e-06, 3.68252e-07, -4.75177e-06, 2.68338e-07, -4.30044e-06, 1.95254e-07, -3.84432e-06, 1.41692e-07, -3.38326e-06, 1.02297e-07, -2.91707e-06, 7.31309e-08, -2.44557e-06, 5.12768e-08, -1.96853e-06, 3.45503e-08, -1.48572e-06, 2.12799e-08, -9.96875e-07, 1.01412e-08, -5.0173e-07
-0.399404, 1.90015e-05, -7.42118e-05, 0.0397764, 2.21168e-05, 0.00816482, 2.21168e-05, -0.00151113, 1.90015e-05, -7.42118e-05, -0.397893, 0, 0, 0.00816482, 2.21168e-05, 0.00595904, 3.32557e-05, 0.00434917, 4.60517e-05, 0.00317422, 6.02359e-05, 0.00231668, 7.55565e-05, 0.00169081, 9.15938e-05, 0.00123403, 0.000105077, 0.000900647, 0.000115128, 0.000657331, 0.000122053, 0.000479749, 0.000126152, 0.000350142, 0.000127711, 0.000255549, 0.000127009, 0.000186511, 0.000124307, 0.000136125, 0.000119857, 9.93501e-05, 0.000114144, 7.25104e-05, 0.000108421, 5.29216e-05, 0.00010283, 3.86249e-05, 9.73671e-05, 2.81904e-05, 9.203e-05, 2.05748e-05, 8.68151e-05, 1.50166e-05, 8.17194e-05, 1.09599e-05, 7.67396e-05, 7.99907e-06, 7.18724e-05, 5.83811e-06, 6.71147e-05, 4.2609e-06, 6.24633e-05, 3.10974e-06, 5.79149e-05, 2.26951e-06, 5.34663e-05, 1.65621e-06, 4.91145e-05, 1.2085e-06, 4.48562e-05, 8.81635e-07, 4.06885e-05, 6.42916e-07, 3.66082e-05, 4.6848e-07, 3.26124e-05, 3.40885e-07, 2.86982e-05, 2.47374e-07, 2.48628e-05, 1.78596e-07, 2.11034e-05, 1.27676e-07, 1.74173e-05, 8.95222e-08, 1.3802e-05, 6.032e-08, 1.0255e-05, 3.71518e-08, 6.77378e-06, 1.77052e-08, 3.35621e-06
-0.39785, 6.50387e-05, -0.000253979, 0.0600176, 0.000114704, 0.0106245, 0.000114704, -0.00196637, 6.50387e-05, -0.000253979, -0.395884, 0, 0, 0.0106245, 0.000114704, 0.00775425, 0.000158886, 0.00565939, 0.000207893, 0.00413047, 0.000260865, 0.0030146, 0.000316361, 0.00220018, 0.00036309, 0.00160579, 0.000398007, 0.00117197, 0.000422168, 0.000855356, 0.000436593, 0.000624276, 0.000442268, 0.000455624, 0.000440137, 0.000332535, 0.000431102, 0.000242699, 0.000416018, 0.000177133, 0.000396554, 0.00012928, 0.000377059, 9.43547e-05, 0.000358022, 6.88647e-05, 0.000339433, 5.02609e-05, 0.000321281, 3.66829e-05, 0.000303556, 2.67731e-05, 0.000286247, 1.95404e-05, 0.000269343, 1.42616e-05, 0.000252832, 1.04088e-05, 0.000236705, 7.59688e-06, 0.00022095, 5.54453e-06, 0.000205555, 4.04657e-06, 0.000190512, 2.95322e-06, 0.000175807, 2.15515e-06, 0.000161432, 1.57258e-06, 0.000147375, 1.14723e-06, 0.000133626, 8.366e-07, 0.000120175, 6.09613e-07, 0.000107012, 4.43579e-07, 9.41276e-05, 3.21897e-07, 8.15119e-05, 2.324e-07, 6.91559e-05, 1.6614e-07, 5.70508e-05, 1.16491e-07, 4.51879e-05, 7.84919e-08, 3.35591e-05, 4.8344e-08, 2.21565e-05, 2.3039e-08, 1.09725e-05
-0.395723, 3.81477e-05, -0.000264947, 0.0864495, 0.000199014, 0.0153235, 0.000199014, -0.00283604, 3.81477e-05, -0.000264947, -0.392887, 0, 0, 0.0153235, 0.000199014, 0.0111838, 0.000260932, 0.0081624, 0.000327686, 0.00595727, 0.00039713, 0.00434788, 0.000454831, 0.00317327, 0.000496888, 0.00231599, 0.000524691, 0.00169031, 0.000539679, 0.00123366, 0.00054331, 0.000900378, 0.000537024, 0.000657135, 0.000522218, 0.000479607, 0.000500215, 0.000350039, 0.000473268, 0.000255474, 0.000446653, 0.000186457, 0.000420944, 0.000136085, 0.000396116, 9.93218e-05, 0.000372144, 7.249e-05, 0.000349003, 5.29069e-05, 0.000326669, 3.86141e-05, 0.00030512, 2.81826e-05, 0.000284333, 2.05691e-05, 0.000264285, 1.50124e-05, 0.000244955, 1.09568e-05, 0.000226323, 7.99673e-06, 0.000208369, 5.83626e-06, 0.000191074, 4.25935e-06, 0.000174418, 3.10832e-06, 0.000158385, 2.26809e-06, 0.000142958, 1.65463e-06, 0.000128119, 1.20661e-06, 0.000113855, 8.7923e-07, 0.00010015, 6.39763e-07, 8.6991e-05, 4.64264e-07, 7.43646e-05, 3.35185e-07, 6.2259e-05, 2.39619e-07, 5.0663e-05, 1.68013e-07, 3.95663e-05, 1.13207e-07, 2.89597e-05, 6.97253e-08, 1.88346e-05, 3.32285e-08, 9.18351e-06
-0.393032, -6.00877e-06, -0.000253979, 0.120187, 0.000315894, 0.023377, 0.000315894, -0.00432656, -6.00877e-06, -0.000253979, -0.388705, 0, 0, 0.023377, 0.000315894, 0.0170615, 0.000397034, 0.0124523, 0.000480852, 0.00908821, 0.000549541, 0.00663297, 0.00059828, 0.00484103, 0.000628823, 0.00353319, 0.000643106, 0.00257867, 0.000643162, 0.00188203, 0.000631048, 0.00137359, 0.000608779, 0.0010025, 0.000578273, 0.000731671, 0.000542447, 0.000534007, 0.000507465, 0.000389743, 0.000473972, 0.000284453, 0.000441922, 0.000207607, 0.000411271, 0.000151522, 0.000381974, 0.000110588, 0.00035399, 8.07128e-05, 0.000327279, 5.89084e-05, 0.000301802, 4.29944e-05, 0.000277521, 3.13796e-05, 0.000254401, 2.29024e-05, 0.000232408, 1.67153e-05, 0.00021151, 1.21995e-05, 0.000191675, 8.9036e-06, 0.000172876, 6.49792e-06, 0.000155083, 4.74195e-06, 0.00013827, 3.46011e-06, 0.000122414, 2.52424e-06, 0.000107492, 1.84076e-06, 9.3481e-05, 1.34132e-06, 8.03629e-05, 9.76001e-07, 6.8119e-05, 7.08265e-07, 5.67329e-05, 5.11346e-07, 4.61896e-05, 3.65554e-07, 3.6476e-05, 2.56314e-07, 2.75803e-05, 1.72704e-07, 1.94924e-05, 1.0637e-07, 1.2204e-05, 5.06923e-08, 5.70799e-06
-0.390067, -7.34784e-05, -0.000206296, 0.16387, 0.000460299, 0.0374233, 0.000460299, -0.00692622, -7.34784e-05, -0.000206296, -0.38314, 0, 0, 0.0374233, 0.000460299, 0.0273131, 0.000557023, 0.0199343, 0.000635032, 0.0145489, 0.000688597, 0.0106185, 0.000719843, 0.0077498, 0.000731259, 0.00565614, 0.000725555, 0.00412809, 0.00070552, 0.00301286, 0.000673916, 0.00219892, 0.000633378, 0.00160487, 0.000587541, 0.0011713, 0.000543244, 0.00085487, 0.00050117, 0.000623924, 0.000461245, 0.000455369, 0.000423396, 0.00033235, 0.000387555, 0.000242565, 0.000353657, 0.000177036, 0.000321637, 0.00012921, 0.000291436, 9.43041e-05, 0.000262997, 6.8828e-05, 0.000236264, 5.02343e-05, 0.000211187, 3.66635e-05, 0.000187716, 2.67588e-05, 0.000165805, 1.95297e-05, 0.000145411, 1.42534e-05, 0.000126492, 1.04023e-05, 0.00010901, 7.5912e-06, 9.29301e-05, 5.53915e-06, 7.82191e-05, 4.04095e-06, 6.48468e-05, 2.94679e-06, 5.27854e-05, 2.14727e-06, 4.20097e-05, 1.56244e-06, 3.24972e-05, 1.13383e-06, 2.42279e-05, 8.18593e-07, 1.71843e-05, 5.85201e-07, 1.13514e-05, 4.10323e-07, 6.7168e-06, 2.76476e-07, 3.27054e-06, 1.70284e-07, 1.00525e-06, 8.11512e-08, -8.46981e-08
-0.386976, -0.000169401, -0.00014383, 0.219033, 0.000684404, 0.059324, 0.000684404, -0.0109796, -0.000169401, -0.00014383, -0.375997, 0, 0, 0.059324, 0.000684404, 0.0432973, 0.000778335, 0.0316003, 0.000840613, 0.0230633, 0.000873936, 0.0168326, 0.000881664, 0.0122851, 0.00086755, 0.00896622, 0.000835524, 0.00654393, 0.0007895, 0.00477604, 0.000733223, 0.00348576, 0.000671477, 0.00254406, 0.000612295, 0.00185677, 0.000556435, 0.00135516, 0.000503779, 0.000989055, 0.000454216, 0.000721859, 0.000407637, 0.000526847, 0.00036394, 0.000384519, 0.000323027, 0.000280641, 0.000284805, 0.000204826, 0.000249185, 0.000149493, 0.000216084, 0.000109107, 0.000185421, 7.96323e-05, 0.000157123, 5.81197e-05, 0.000131118, 4.24186e-05, 0.000107341, 3.09589e-05, 8.573e-05, 2.25948e-05, 6.6227e-05, 1.64898e-05, 4.8779e-05, 1.20337e-05, 3.33367e-05, 8.78077e-06, 1.98551e-05, 6.40579e-06, 8.29299e-06, 4.67131e-06, -1.38657e-06, 3.40389e-06, -9.21667e-06, 2.47681e-06, -1.52264e-05, 1.79737e-06, -1.94411e-05, 1.29765e-06, -2.18822e-05, 9.27672e-07, -2.25671e-05, 6.50451e-07, -2.15096e-05, 4.38274e-07, -1.87197e-05, 2.69938e-07, -1.42037e-05, 1.28642e-07, -7.96523e-06
