pose_x_rot [m], pose_y_rot [m], pose_theta_rot [rad], pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
0.0909698, 6.55677e-06, 5.83158e-05, 0.0910097, 6.53826e-06, 5.83158e-05, 0.315826, -0.000244183, 0.0158255, -0.000244183, -0.00832363, 5.96539e-06, 5.85196e-05, 0.0992934, 6.11613e-07, -2.0377e-07, 0.3, 0, 0.0158255, -0.000244183, 0.0143191, -0.000228043, 0.0129558, -0.000212791, 0.0117221, -0.000198381, 0.0106056, -0.000184771, 0.00959512, -0.00017192, 0.00868063, -0.000159789, 0.00785294, -0.000148342, 0.00710378, -0.000137543, 0.00642566, -0.00012736, 0.0058118, -0.000117761, 0.00525605, -0.000108717, 0.00475287, -0.000100199, 0.00429721, -9.21818e-05, 0.00388452, -8.46393e-05, 0.00351069, -7.75479e-05, 0.00317195, -7.08854e-05, 0.00286494, -6.46305e-05, 0.00258658, -5.87632e-05, 0.00233408, -5.32649e-05, 0.00210492, -4.81179e-05, 0.00189681, -4.33054e-05, 0.00170767, -3.88121e-05, 0.00153561, -3.46232e-05, 0.0013789, -3.07251e-05, 0.00123598, -2.71051e-05, 0.00110543, -2.37514e-05, 0.000985922, -2.0653e-05, 0.000876277, -1.77996e-05, 0.000775396, -1.5182e-05, 0.000682268, -1.27914e-05, 0.000595962, -1.06202e-05, 0.000515617, -8.66103e-06, 0.000440427, -6.90765e-06, 0.000369642, -5.3543e-06, 0.000302553, -3.99596e-06, 0.00023849, -2.82829e-06, 0.000176811, -1.84758e-06, 0.000116901, -1.05079e-06, 5.81597e-05, -4.35421e-07
0.11602, 4.2464e-06, 6.54672e-05, 0.116066, 4.22279e-06, 6.54672e-05, 0.296716, -0.00026225, -0.00328357, -0.00026225, 0.00172703, 3.65808e-06, 6.5671e-05, 0.114293, 6.11611e-07, -2.0377e-07, 0.3, 0, -0.00328357, -0.00026225, -0.002971, -0.000245258, -0.00268814, -0.000229191, -0.00243216, -0.000214001, -0.0022005, -0.000199645, -0.00199085, -0.00018608, -0.0018011, -0.000173265, -0.00162937, -0.000161163, -0.00147393, -0.000149736, -0.00133323, -0.000138951, -0.00120586, -0.000128775, -0.00109055, -0.000119177, -0.000986151, -0.000110127, -0.000891609, -0.000101599, -0.000805982, -9.35649e-05, -0.000728416, -8.60009e-05, -0.000658134, -7.88833e-05, -0.000594433, -7.21899e-05, -0.000536677, -6.58996e-05, -0.000484287, -5.99928e-05, -0.00043674, -5.44508e-05, -0.000393561, -4.92562e-05, -0.000354317, -4.43924e-05, -0.000318617, -3.98439e-05, -0.000286102, -3.55963e-05, -0.000256449, -3.1636e-05, -0.00022936, -2.79504e-05, -0.000204565, -2.45276e-05, -0.000181815, -2.13567e-05, -0.000160883, -1.84275e-05, -0.000141561, -1.57307e-05, -0.000123654, -1.32577e-05, -0.000106983, -1.10005e-05, -9.13822e-05, -8.95205e-06, -7.66953e-05, -7.10589e-06, -6.27753e-05, -5.45623e-06, -4.94831e-05, -3.998e-06, -3.66858e-05, -2.72673e-06, -2.42553e-05, -1.63865e-06, -1.20673e-05, -7.30483e-07
0.127917, 7.99001e-06, 5.85258e-05, 0.127958, 7.96397e-06, 5.85258e-05, 0.302618, -0.000250567, 0.0026179, -0.000250567, -0.00137691, 7.40475e-06, 5.87296e-05, 0.129293, 6.11609e-07, -2.0377e-07, 0.3, 0, 0.0026179, -0.000250567, 0.00236869, -0.000233845, 0.00214318, -0.000218047, 0.00193909, -0.000203127, 0.0017544, -0.000189039, 0.00158725, -0.000175741, 0.00143597, -0.000163193, 0.00129905, -0.000151357, 0.00117512, -0.000140196, 0.00106295, -0.000129675, 0.0009614, -0.000119763, 0.000869467, -0.000110429, 0.000786229, -0.000101643, 0.000710853, -9.33772e-05, 0.000642586, -8.56062e-05, 0.000580745, -7.83051e-05, 0.000524711, -7.14506e-05, 0.000473924, -6.50208e-05, 0.000427877, -5.8995e-05, 0.000386108, -5.33538e-05, 0.0003482, -4.80787e-05, 0.000313775, -4.31527e-05, 0.000282487, -3.85596e-05, 0.000254024, -3.42845e-05, 0.000228101, -3.03131e-05, 0.000204459, -2.66324e-05, 0.000182862, -2.32302e-05, 0.000163093, -2.00952e-05, 0.000144956, -1.7217e-05, 0.000128268, -1.45861e-05, 0.000112862, -1.21936e-05, 9.85853e-05, -1.00315e-05, 8.52944e-05, -8.09282e-06, 7.28564e-05, -6.37093e-06, 6.11469e-05, -4.86019e-06, 5.00489e-05, -3.55561e-06, 3.94515e-05, -2.45292e-06, 2.92485e-05, -1.54855e-06, 1.9338e-05, -8.39629e-07, 9.6209e-06, -3.23841e-07
0.146103, 1.84629e-05, 4.24177e-05, 0.146134, 1.84332e-05, 4.24177e-05, 0.29656, -0.000230379, -0.00344001, -0.000230379, 0.00180931, 1.78807e-05, 4.26215e-05, 0.144293, 6.11607e-07, -2.0377e-07, 0.3, 0, -0.00344001, -0.000230379, -0.00311254, -0.000213623, -0.00281621, -0.000197833, -0.00254803, -0.000182959, -0.00230534, -0.000168955, -0.0020857, -0.000155775, -0.00188691, -0.000143377, -0.001707, -0.000131721, -0.00154415, -0.00012077, -0.00139675, -0.000110486, -0.00126331, -0.000100837, -0.00114251, -9.17906e-05, -0.00103313, -8.3316e-05, -0.000934086, -7.5385e-05, -0.000844381, -6.79708e-05, -0.000763119, -6.1048e-05, -0.000689489, -5.45931e-05, -0.000622753, -4.85836e-05, -0.000562245, -4.29986e-05, -0.000507359, -3.78187e-05, -0.000457547, -3.30254e-05, -0.000412311, -2.86018e-05, -0.000371197, -2.45321e-05, -0.000333796, -2.08015e-05, -0.000299733, -1.73965e-05, -0.000268666, -1.43046e-05, -0.000240287, -1.15143e-05, -0.00021431, -9.01534e-06, -0.000190477, -6.79816e-06, -0.000168548, -4.85433e-06, -0.000148305, -3.17632e-06, -0.000129545, -1.75752e-06, -0.00011208, -5.92232e-07, -9.57358e-05, 3.24356e-07, -8.03492e-05, 9.96185e-07, -6.57661e-05, 1.42633e-06, -5.18406e-05, 1.61702e-06, -3.84335e-05, 1.56962e-06, -2.54108e-05, 1.28466e-06, -1.26422e-05, 7.61983e-07
0.163908, 1.63064e-05, 4.86363e-05, 0.163944, 1.62731e-05, 4.86363e-05, 0.291227, -0.000245514, -0.00877349, -0.000245514, 0.00461452, 1.57273e-05, 4.88401e-05, 0.159293, 6.11605e-07, -2.0377e-07, 0.3, 0, -0.00877349, -0.000245514, -0.00793832, -0.000228072, -0.00718254, -0.000211625, -0.00649858, -0.000196121, -0.0058796, -0.000181513, -0.00531942, -0.000167754, -0.00481243, -0.0001548, -0.00435357, -0.000142611, -0.00393825, -0.000131147, -0.00356231, -0.000120371, -0.00322199, -0.00011025, -0.00291389, -0.000100748, -0.00263493, -9.18357e-05, -0.00238232, -8.34833e-05, -0.00215353, -7.56629e-05, -0.00194628, -6.83485e-05, -0.00175849, -6.15154e-05, -0.00158829, -5.51405e-05, -0.00143397, -4.9202e-05, -0.00129398, -4.36797e-05, -0.00116694, -3.85545e-05, -0.00105157, -3.38086e-05, -0.000946713, -2.94255e-05, -0.000851323, -2.53896e-05, -0.000764447, -2.16869e-05, -0.000685215, -1.83041e-05, -0.000612835, -1.5229e-05, -0.000546583, -1.24506e-05, -0.000485798, -9.95883e-06, -0.00042987, -7.74451e-06, -0.000378241, -5.79948e-06, -0.000330394, -4.11648e-06, -0.000285852, -2.68916e-06, -0.000244167, -1.51205e-06, -0.000204925, -5.80568e-07, -0.000167732, 1.09024e-07, -0.000132216, 5.59602e-07, -9.8022e-05, 7.73204e-07, -6.48085e-05, 7.51027e-07, -3.2243e-05, 4.93587e-07
0.181493, 2.1291e-05, 4.09617e-05, 0.181524, 2.1254e-05, 4.09617e-05, 0.286312, -0.000235882, -0.0136881, -0.000235882, 0.00719941, 2.07149e-05, 4.11654e-05, 0.174293, 6.11603e-07, -2.0377e-07, 0.3, 0, -0.0136881, -0.000235882, -0.0123851, -0.000218425, -0.0112059, -0.000201983, -0.0101388, -0.000186503, -0.00917315, -0.000171935, -0.00829917, -0.000158233, -0.00750819, -0.000145352, -0.00679229, -0.00013325, -0.00614432, -0.000121886, -0.00555779, -0.000111224, -0.00502683, -0.000101228, -0.00454615, -9.18646e-05, -0.00411093, -8.31014e-05, -0.00371681, -7.49089e-05, -0.00335987, -6.7259e-05, -0.00303652, -6.01253e-05, -0.00274354, -5.34829e-05, -0.00247799, -4.73086e-05, -0.00223722, -4.15805e-05, -0.00201883, -3.62783e-05, -0.00182062, -3.13829e-05, -0.00164062, -2.68766e-05, -0.00147703, -2.2743e-05, -0.0013282, -1.89668e-05, -0.00119266, -1.55341e-05, -0.00106905, -1.24319e-05, -0.000956123, -9.64845e-06, -0.00085276, -7.17315e-06, -0.000757924, -4.99633e-06, -0.000670668, -3.1094e-06, -0.000590118, -1.50477e-06, -0.000515469, -1.75838e-07, -0.000445976, 8.83044e-07, -0.000380941, 1.67656e-06, -0.000319717, 2.20846e-06, -0.000261689, 2.48157e-06, -0.000206278, 2.49779e-06, -0.00015293, 2.25812e-06, -0.000101112, 1.76263e-06, -5.03044e-05, 1.01065e-06
0.192958, 2.46379e-05, 3.29388e-05, 0.192984, 2.45985e-05, 3.29388e-05, 0.293032, -0.000218574, -0.0069681, -0.000218574, 0.00366495, 2.40648e-05, 3.31426e-05, 0.189293, 6.11601e-07, -2.0377e-07, 0.3, 0, -0.0069681, -0.000218574, -0.00630479, -0.000201792, -0.00570453, -0.000186, -0.00516131, -0.000171147, -0.00466971, -0.000157186, -0.0042248, -0.00014407, -0.00382214, -0.000131755, -0.00345771, -0.000120201, -0.00312785, -0.000109368, -0.00282926, -9.92199e-05, -0.00255898, -8.97217e-05, -0.00231428, -8.08408e-05, -0.00209272, -7.25463e-05, -0.00189209, -6.48091e-05, -0.00171038, -5.76021e-05, -0.00154578, -5.08996e-05, -0.00139663, -4.46774e-05, -0.00126145, -3.89131e-05, -0.00113889, -3.35857e-05, -0.00102771, -2.86755e-05, -0.000926812, -2.41643e-05, -0.00083518, -2.0035e-05, -0.0007519, -1.62721e-05, -0.00067614, -1.2861e-05, -0.000607141, -9.78845e-06, -0.000544213, -7.04238e-06, -0.000486727, -4.61175e-06, -0.000434109, -2.48666e-06, -0.000385831, -6.58249e-07, -0.000341412, 8.81294e-07, -0.000300407, 2.13877e-06, -0.000262406, 3.11998e-06, -0.00022703, 3.82975e-06, -0.000193923, 4.27194e-06, -0.000162756, 4.44944e-06, -0.000133216, 4.36422e-06, -0.000105009, 4.01729e-06, -7.78513e-05, 3.40872e-06, -5.14723e-05, 2.53766e-06, -2.56081e-05, 1.40249e-06
0.204543, 2.91602e-05, 2.2175e-05, 0.20456, 2.91185e-05, 2.2175e-05, 0.299526, -0.000195476, -0.000473779, -0.000195476, 0.00024919, 2.85902e-05, 2.23788e-05, 0.204293, 6.11599e-07, -2.0377e-07, 0.3, 0, -0.000473779, -0.000195476, -0.000428679, -0.000179585, -0.000387866, -0.000164655, -0.000350931, -0.000150635, -0.000317505, -0.000137477, -0.000287255, -0.000125139, -0.000259877, -0.000113576, -0.000235098, -0.000102749, -0.00021267, -9.26208e-05, -0.000192369, -8.31552e-05, -0.000173991, -7.43188e-05, -0.000157354, -6.608e-05, -0.000142289, -5.84091e-05, -0.000128648, -5.12781e-05, -0.000116293, -4.46608e-05, -0.000105102, -3.85326e-05, -9.49607e-05, -3.28705e-05, -8.57694e-05, -2.7653e-05, -7.74359e-05, -2.28601e-05, -6.98767e-05, -1.84731e-05, -6.30163e-05, -1.44749e-05, -5.6786e-05, -1.08493e-05, -5.11236e-05, -7.58185e-06, -4.59725e-05, -4.65898e-06, -4.1281e-05, -2.06843e-06, -3.70024e-05, 2.00916e-07, -3.30938e-05, 2.15904e-06, -2.95161e-05, 3.81484e-06, -2.62336e-05, 5.17614e-06, -2.32135e-05, 6.2497e-06, -2.04255e-05, 7.04128e-06, -1.78417e-05, 7.5556e-06, -1.54363e-05, 7.79639e-06, -1.31853e-05, 7.76638e-06, -1.10662e-05, 7.46735e-06, -9.05771e-06, 6.90008e-06, -7.13981e-06, 6.0644e-06, -5.29331e-06, 4.95915e-06, -3.49974e-06, 3.58222e-06, -1.74116e-06, 1.9307e-06
0.210409, 3.10264e-05, 1.80602e-05, 0.210424, 3.09835e-05, 1.80602e-05, 0.316891, -0.000187179, 0.0168913, -0.000187179, -0.00888417, 3.04595e-05, 1.8264e-05, 0.219293, 6.11597e-07, -2.0377e-07, 0.3, 0, 0.0168913, -0.000187179, 0.0152834, -0.000171579, 0.0138283, -0.000156931, 0.0125115, -0.000143184, 0.0113198, -0.000130293, 0.0102413, -0.000118212, 0.00926521, -0.000106901, 0.00838178, -9.63184e-05, 0.00758217, -8.6428e-05, 0.00685838, -7.71942e-05, 0.00620318, -6.85838e-05, 0.00561001, -6.05655e-05, 0.00507294, -5.31099e-05, 0.0045866, -4.61893e-05, 0.00414612, -3.97779e-05, 0.00374711, -3.38514e-05, 0.00338556, -2.83871e-05, 0.00305787, -2.33638e-05, 0.00276076, -1.87619e-05, 0.00249126, -1.4563e-05, 0.00224667, -1.07502e-05, 0.00202455, -7.30789e-06, 0.00182267, -4.22173e-06, 0.00163902, -1.47858e-06, 0.00147176, 9.33473e-07, 0.00131922, 3.0252e-06, 0.00117987, 4.80623e-06, 0.00105232, 6.28509e-06, 0.000935289, 7.46923e-06, 0.000827613, 8.36504e-06, 0.000728214, 8.97787e-06, 0.000636096, 9.31205e-06, 0.00055034, 9.37089e-06, 0.000470087, 9.15671e-06, 0.000394535, 8.67084e-06, 0.000322928, 7.9136e-06, 0.00025455, 6.88437e-06, 0.000188718, 5.5815e-06, 0.000124773, 4.00238e-06, 6.20763e-05, 2.14359e-06
0.241077, 3.68416e-05, 7.15884e-06, 0.241082, 3.67925e-05, 7.15884e-06, 0.287103, -0.000168593, -0.0128967, -0.000168593, 0.00678315, 3.62778e-05, 7.36261e-06, 0.234293, 6.11595e-07, -2.0377e-07, 0.3, 0, -0.0128967, -0.000168593, -0.011669, -0.000153439, -0.010558, -0.000139235, -0.00955264, -0.00012593, -0.00864277, -0.000113479, -0.00781933, -0.000101836, -0.00707408, -9.09599e-05, -0.00639958, -8.08108e-05, -0.00578907, -7.13514e-05, -0.00523645, -6.25465e-05, -0.00473619, -5.43631e-05, -0.0042833, -4.677e-05, -0.00387324, -3.97381e-05, -0.00350191, -3.324e-05, -0.00316561, -2.72501e-05, -0.00286095, -2.17444e-05, -0.00258491, -1.67006e-05, -0.00233472, -1.2098e-05, -0.00210787, -7.91739e-06, -0.0019021, -4.14085e-06, -0.00171536, -7.52004e-07, -0.00154576, 2.26419e-06, -0.00139163, 4.9215e-06, -0.00125141, 7.23239e-06, -0.00112371, 9.2081e-06, -0.00100724, 1.08587e-05, -0.000900842, 1.2193e-05, -0.000803455, 1.32187e-05, -0.000714103, 1.39425e-05, -0.000631891, 1.43698e-05, -0.000555999, 1.4505e-05, -0.000485666, 1.43514e-05, -0.00042019, 1.39113e-05, -0.000358916, 1.3186e-05, -0.000301231, 1.21754e-05, -0.000246559, 1.08788e-05, -0.000194352, 9.29416e-06, -0.000144088, 7.41856e-06, -9.52658e-05, 5.24791e-06, -4.73959e-05, 2.77731e-06
0.252564, 3.85856e-05, 3.26033e-06, 0.252566, 3.85341e-05, 3.26033e-06, 0.293783, -0.000160644, -0.00621746, -0.000160644, 0.00327015, 3.80248e-05, 3.4641e-06, 0.249293, 6.11593e-07, -2.0377e-07, 0.3, 0, -0.00621746, -0.000160644, -0.00562561, -0.000145774, -0.00509001, -0.000131844, -0.00460531, -0.000118806, -0.00416667, -0.000106614, -0.00376969, -9.5222e-05, -0.0034104, -8.45899e-05, -0.00308523, -7.4678e-05, -0.0027909, -6.54492e-05, -0.00252448, -5.68688e-05, -0.00228331, -4.8904e-05, -0.00206497, -4.1524e-05, -0.00186728, -3.46999e-05, -0.00168827, -2.84047e-05, -0.00152613, -2.26131e-05, -0.00137926, -1.73015e-05, -0.00124618, -1.24478e-05, -0.00112556, -8.03175e-06, -0.0010162, -4.03427e-06, -0.000917001, -4.37897e-07, -0.000826971, 2.77344e-06, -0.000745211, 5.61449e-06, -0.000670902, 8.09867e-06, -0.000603303, 1.02381e-05, -0.000541736, 1.20438e-05, -0.000485588, 1.35253e-05, -0.000434294, 1.46912e-05, -0.000387344, 1.55489e-05, -0.000344268, 1.61046e-05, -0.000304634, 1.63634e-05, -0.000268046, 1.63294e-05, -0.000234139, 1.60054e-05, -0.000202573, 1.53934e-05, -0.000173033, 1.44941e-05, -0.000145223, 1.33073e-05, -0.000118866, 1.18317e-05, -9.36967e-05, 1.00648e-05, -6.94648e-05, 8.00325e-06, -4.59275e-05, 5.64251e-06, -2.28495e-05, 2.97719e-06
0.264326, 4.22859e-05, -5.07036e-06, 0.264321, 4.2232e-05, -5.07036e-06, 0.299939, -0.000143546, -6.11781e-05, -0.000143546, 3.21774e-05, 4.17282e-05, -4.86659e-06, 0.264293, 6.11591e-07, -2.0377e-07, 0.3, 0, -6.11781e-05, -0.000143546, -5.53545e-05, -0.000129292, -5.00843e-05, -0.00011596, -4.5315e-05, -0.000103501, -4.09988e-05, -9.18699e-05, -3.70927e-05, -8.10233e-05, -3.35574e-05, -7.09203e-05, -3.03578e-05, -6.15223e-05, -2.74617e-05, -5.2793e-05, -2.48402e-05, -4.46984e-05, -2.24671e-05, -3.72063e-05, -2.03188e-05, -3.02868e-05, -1.83736e-05, -2.39117e-05, -1.66121e-05, -1.80546e-05, -1.50167e-05, -1.26909e-05, -1.35715e-05, -7.79775e-06, -1.22621e-05, -3.3538e-06, -1.10752e-05, 6.60693e-07, -9.99914e-06, 4.26396e-06, -9.02304e-06, 7.4728e-06, -8.13717e-06, 1.03026e-05, -7.33267e-06, 1.27674e-05, -6.60149e-06, 1.48799e-05, -5.93633e-06, 1.66516e-05, -5.33054e-06, 1.80926e-05, -4.77805e-06, 1.92119e-05, -4.27334e-06, 2.00173e-05, -3.81136e-06, 2.05154e-05, -3.3875e-06, 2.07116e-05, -2.99751e-06, 2.06103e-05, -2.6375e-06, 2.02148e-05, -2.30386e-06, 1.95271e-05, -1.99326e-06, 1.85482e-05, -1.7026e-06, 1.72781e-05, -1.42896e-06, 1.57157e-05, -1.1696e-06, 1.38586e-05, -9.21949e-07, 1.17037e-05, -6.83514e-07, 9.24646e-06, -4.51914e-07, 6.48136e-06, -2.24833e-07, 3.402e-06
0.276321, 4.5945e-05, -6.02404e-06, 0.276316, 4.58887e-05, -6.02404e-06, 0.305651, -0.000154153, 0.00565079, -0.000154153, -0.0029721, 4.53903e-05, -5.82027e-06, 0.279293, 6.11589e-07, -2.0377e-07, 0.3, 0, 0.00565079, -0.000154153, 0.00511288, -0.000138773, 0.0046261, -0.00012439, 0.00418557, -0.00011095, 0.00378691, -9.84048e-05, 0.00342611, -8.6707e-05, 0.00309957, -7.58125e-05, 0.00280403, -6.56796e-05, 0.00253653, -5.62693e-05, 0.0022944, -4.75447e-05, 0.00207521, -3.94711e-05, 0.00187677, -3.2016e-05, 0.00169709, -2.51491e-05, 0.00153439, -1.8842e-05, 0.00138704, -1.30679e-05, 0.00125355, -7.80221e-06, 0.0011326, -3.02192e-06, 0.00102298, 1.29431e-06, 0.000923583, 5.16616e-06, 0.000833424, 8.61175e-06, 0.000751599, 1.16477e-05, 0.00067729, 1.42891e-05, 0.000609755, 1.65497e-05, 0.000548317, 1.84418e-05, 0.000492361, 1.99765e-05, 0.00044133, 2.11632e-05, 0.000394712, 2.20105e-05, 0.000352041, 2.25253e-05, 0.00031289, 2.27137e-05, 0.000276869, 2.25801e-05, 0.000243616, 2.21281e-05, 0.000212799, 2.13598e-05, 0.00018411, 2.02764e-05, 0.000157262, 1.88776e-05, 0.000131987, 1.71623e-05, 0.000108032, 1.51279e-05, 8.5157e-05, 1.27707e-05, 6.31336e-05, 1.0086e-05, 4.17416e-05, 7.06767e-06, 2.07669e-05, 3.70871e-06
0.288247, 3.88584e-05, 1.30441e-05, 0.288259, 3.87997e-05, 1.30441e-05, 0.311495, -0.000198687, 0.0114953, -0.000198687, -0.00604608, 3.83068e-05, 1.32479e-05, 0.294293, 6.11587e-07, -2.0377e-07, 0.3, 0, 0.0114953, -0.000198687, 0.010401, -0.000181383, 0.00941077, -0.000165151, 0.00851462, -0.000149936, 0.00770362, -0.000135684, 0.00696966, -0.000122346, 0.00630539, -0.000109875, 0.00570418, -9.82249e-05, 0.00516001, -8.73542e-05, 0.00466744, -7.72231e-05, 0.00422154, -6.77942e-05, 0.00381786, -5.90324e-05, 0.00345236, -5.09045e-05, 0.00312139, -4.33797e-05, 0.00282162, -3.64288e-05, 0.00255007, -3.00247e-05, 0.00230403, -2.4142e-05, 0.00208102, -1.87571e-05, 0.00187882, -1.38482e-05, 0.00169542, -9.39482e-06, 0.00152896, -5.37827e-06, 0.0013778, -1.78129e-06, 0.00124041, 1.41191e-06, 0.00111543, 4.2157e-06, 0.0010016, 6.64308e-06, 0.000897788, 8.7057e-06, 0.000802954, 1.04139e-05, 0.000716149, 1.17768e-05, 0.000636506, 1.28022e-05, 0.000563228, 1.34967e-05, 0.000495582, 1.38656e-05, 0.000432892, 1.39133e-05, 0.000374531, 1.36427e-05, 0.000319915, 1.30556e-05, 0.000268499, 1.21529e-05, 0.000219767, 1.09339e-05, 0.000173233, 9.39722e-06, 0.000128431, 7.53997e-06, 8.49139e-05, 5.35827e-06, 4.22457e-05, 2.84724e-06
0.312936, 5.11215e-05, -6.02404e-06, 0.312931, 5.10577e-05, -6.02404e-06, 0.293074, -0.00017427, -0.0069262, -0.00017427, 0.00364292, 5.05729e-05, -5.82027e-06, 0.309293, 6.11586e-07, -2.0377e-07, 0.3, 0, -0.0069262, -0.00017427, -0.00626688, -0.000156975, -0.00567023, -0.000140799, -0.00513028, -0.000125683, -0.00464163, -0.00011157, -0.0041994, -9.84097e-05, -0.00379916, -8.61509e-05, -0.00343691, -7.47474e-05, -0.00310904, -6.41551e-05, -0.00281225, -5.43327e-05, -0.00254359, -4.52413e-05, -0.00230036, -3.68444e-05, -0.00208014, -2.91079e-05, -0.00188071, -2.19997e-05, -0.0017001, -1.54901e-05, -0.00153648, -9.55132e-06, -0.00138824, -4.1574e-06, -0.00125387, 7.15551e-07, -0.00113204, 5.08968e-06, -0.00102153, 8.98537e-06, -0.000921239, 1.24213e-05, -0.000830158, 1.54144e-05, -0.000747379, 1.79803e-05, -0.000672074, 2.01327e-05, -0.00060349, 2.1884e-05, -0.00054094, 2.32452e-05, -0.0004838, 2.42255e-05, -0.000431498, 2.48332e-05, -0.000383511, 2.50747e-05, -0.000339359, 2.49555e-05, -0.000298601, 2.44793e-05, -0.000260829, 2.36487e-05, -0.000225665, 2.24651e-05, -0.000192757, 2.09284e-05, -0.000161777, 1.90371e-05, -0.000132415, 1.67885e-05, -0.000104377, 1.41787e-05, -7.73831e-05, 1.12023e-05, -5.11628e-05, 7.85267e-06, -2.54541e-05, 4.12194e-06
0.324674, 5.42444e-05, -1.46071e-05, 0.32466, 5.41783e-05, -1.46071e-05, 0.299277, -0.000153978, -0.000722724, -0.000153978, 0.000380125, 5.36989e-05, -1.44033e-05, 0.324293, 6.11584e-07, -2.0377e-07, 0.3, 0, -0.000722724, -0.000153978, -0.000653926, -0.000137573, -0.000591668, -0.000122251, -0.000535326, -0.000107954, -0.000484337, -9.46288e-05, -0.000438192, -8.22242e-05, -0.000396428, -7.0692e-05, -0.000358629, -5.9987e-05, -0.000324417, -5.00666e-05, -0.000293448, -4.08906e-05, -0.000265414, -3.24217e-05, -0.000240034, -2.46246e-05, -0.000217055, -1.74662e-05, -0.000196246, -1.0916e-05, -0.000177399, -4.94515e-06, -0.000160327, 4.72995e-07, -0.000144857, 5.36319e-06, -0.000130837, 9.74832e-06, -0.000118124, 1.36495e-05, -0.000106593, 1.7086e-05, -9.61279e-05, 2.00756e-05, -8.6624e-05, 2.26344e-05, -7.79863e-05, 2.47767e-05, -7.01285e-05, 2.65156e-05, -6.29719e-05, 2.78624e-05, -5.64451e-05, 2.88271e-05, -5.04828e-05, 2.94183e-05, -4.50253e-05, 2.96431e-05, -4.0018e-05, 2.95073e-05, -3.54109e-05, 2.90151e-05, -3.11579e-05, 2.81696e-05, -2.72165e-05, 2.69726e-05, -2.35473e-05, 2.54243e-05, -2.01135e-05, 2.35239e-05, -1.68809e-05, 2.1269e-05, -1.3817e-05, 1.8656e-05, -1.08914e-05, 1.568e-05, -8.07465e-06, 1.23347e-05, -5.33865e-06, 8.61251e-06, -2.65605e-06, 4.50465e-06
