pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.400396, 3.1189e-07, -7.78829e-07, 0.706925, 1.15222e-15, 0.706925, 1.15222e-15, -0.400396, 3.1189e-07, -7.78829e-07, 0, 0, 0, 1e-10, 0, 0.706925, 1.15222e-15, 0.704911, 2.36901e-08, 0.697119, 9.09208e-08, 0.623382, 1.95953e-07, 0.557438, 3.33087e-07, 0.498461, 4.96689e-07, 0.445715, 6.81225e-07, 0.39854, 8.81321e-07, 0.356347, 1.09186e-06, 0.318609, 1.30547e-06, 0.284853, 1.47536e-06, 0.254658, 1.59095e-06, 0.227646, 1.65895e-06, 0.203479, 1.68583e-06, 0.181857, 1.67769e-06, 0.162507, 1.64014e-06, 0.145189, 1.57825e-06, 0.129685, 1.49649e-06, 0.115803, 1.40184e-06, 0.103368, 1.31002e-06, 0.0922249, 1.22253e-06, 0.082235, 1.13907e-06, 0.0732729, 1.05935e-06, 0.0652268, 9.83094e-07, 0.057996, 9.10054e-07, 0.0514902, 8.39977e-07, 0.0456279, 7.72626e-07, 0.0403361, 7.07771e-07, 0.0355484, 6.45193e-07, 0.0312051, 5.84677e-07, 0.0272519, 5.26019e-07, 0.0236393, 4.69019e-07, 0.0203222, 4.13483e-07, 0.0172591, 3.59223e-07, 0.0144118, 3.06054e-07, 0.0117446, 2.53794e-07, 0.00922418, 2.02267e-07, 0.0068191, 1.51297e-07, 0.00449926, 1.0071e-07, 0.00223566, 5.03351e-08
-0.372111, -6.01397e-07, 1.05896e-06, -0.0569217, -2.93101e-08, -0.0588974, -2.93101e-08, 0.0278602, -1.48524e-06, 1.07387e-06, -0.399972, 8.83844e-07, -1.49012e-08, 0.00197572, 0, -0.0588974, -2.93101e-08, -0.0526686, -1.11991e-07, -0.0470981, -2.40293e-07, -0.0421163, -4.06736e-07, -0.037661, -6.04203e-07, -0.0336765, -8.26053e-07, -0.0301129, -1.06624e-06, -0.0269258, -1.31948e-06, -0.0240752, -1.57818e-06, -0.0215255, -1.78686e-06, -0.0192449, -1.93315e-06, -0.0172049, -2.02503e-06, -0.01538, -2.06978e-06, -0.0137473, -2.07393e-06, -0.0122864, -2.04329e-06, -0.0109791, -1.98293e-06, -0.00980909, -1.89723e-06, -0.00876166, -1.79394e-06, -0.00782375, -1.69279e-06, -0.00698363, -1.59572e-06, -0.00623081, -1.5024e-06, -0.00555588, -1.41252e-06, -0.00495039, -1.32576e-06, -0.00440679, -1.24186e-06, -0.00391827, -1.16051e-06, -0.00347873, -1.08145e-06, -0.00308267, -1.00442e-06, -0.00272515, -9.29146e-07, -0.00240169, -8.55384e-07, -0.00210825, -7.82883e-07, -0.00184116, -7.11399e-07, -0.00159709, -6.40691e-07, -0.00137299, -5.7052e-07, -0.00116604, -5.00649e-07, -0.000973673, -4.30842e-07, -0.000793475, -3.60862e-07, -0.000623195, -2.90472e-07, -0.000460706, -2.19434e-07, -0.000303975, -1.47506e-07, -0.000151043, -7.44444e-08
-0.370234, -6.33754e-07, 1.11891e-06, -0.0544763, -1.18723e-07, -0.0623792, -1.18723e-07, 0.0295072, -1.51759e-06, 1.13381e-06, -0.399741, 8.8384e-07, -1.49012e-08, 0.0079029, 0, -0.0623792, -1.18723e-07, -0.0557821, -2.54789e-07, -0.0498823, -4.31356e-07, -0.0446061, -6.40902e-07, -0.0398874, -8.76403e-07, -0.0356673, -1.13146e-06, -0.0318931, -1.40048e-06, -0.0285175, -1.67541e-06, -0.0254984, -1.89736e-06, -0.022798, -2.0532e-06, -0.0203826, -2.15137e-06, -0.018222, -2.1996e-06, -0.0162892, -2.20483e-06, -0.01456, -2.17322e-06, -0.0130127, -2.11013e-06, -0.0116282, -2.0202e-06, -0.010389, -1.91166e-06, -0.00927961, -1.80548e-06, -0.00828625, -1.70374e-06, -0.00739648, -1.6061e-06, -0.00659915, -1.51222e-06, -0.00588432, -1.4218e-06, -0.00524304, -1.33452e-06, -0.0046673, -1.25011e-06, -0.0041499, -1.16826e-06, -0.00368438, -1.08872e-06, -0.00326491, -1.0112e-06, -0.00288625, -9.35455e-07, -0.00254367, -8.61223e-07, -0.00223288, -7.88256e-07, -0.00195001, -7.16307e-07, -0.00169151, -6.45134e-07, -0.00145415, -5.74497e-07, -0.00123497, -5.04157e-07, -0.00103123, -4.33876e-07, -0.000840382, -3.63416e-07, -0.000660036, -2.92538e-07, -0.000487941, -2.21002e-07, -0.000321944, -1.48565e-07, -0.000159972, -7.49814e-08
-0.373216, -6.46617e-07, 1.12829e-06, -0.0369715, -2.56357e-07, -0.054753, -2.56357e-07, 0.0258997, -1.53044e-06, 1.14319e-06, -0.399115, 8.83827e-07, -1.49012e-08, 0.0177815, 0, -0.054753, -2.56357e-07, -0.0489625, -4.33987e-07, -0.043784, -6.44786e-07, -0.0391528, -8.81707e-07, -0.035011, -1.13835e-06, -0.0313068, -1.40914e-06, -0.027994, -1.68606e-06, -0.0250311, -1.90991e-06, -0.0223811, -2.06748e-06, -0.0200108, -2.16726e-06, -0.0178907, -2.21701e-06, -0.0159943, -2.22367e-06, -0.0142977, -2.19338e-06, -0.0127799, -2.13146e-06, -0.0114219, -2.04253e-06, -0.0102066, -1.93481e-06, -0.00911885, -1.8295e-06, -0.00814513, -1.72869e-06, -0.00727321, -1.63205e-06, -0.00649222, -1.53925e-06, -0.00579237, -1.44998e-06, -0.00516493, -1.36395e-06, -0.00460205, -1.28085e-06, -0.0040967, -1.20042e-06, -0.00364255, -1.12239e-06, -0.00323394, -1.04649e-06, -0.00286575, -9.72463e-07, -0.00253339, -9.00066e-07, -0.00223269, -8.29054e-07, -0.0019599, -7.59188e-07, -0.00171161, -6.90233e-07, -0.00148471, -6.21955e-07, -0.00127637, -5.54124e-07, -0.00108399, -4.86512e-07, -0.000905159, -4.18889e-07, -0.000737641, -3.51027e-07, -0.000579343, -2.82695e-07, -0.000428287, -2.13663e-07, -0.000282585, -1.43696e-07, -0.000140415, -7.25559e-08
-0.379835, -3.24619e-05, 6.39373e-05, -0.00657294, -2.72618e-05, -0.0381845, -2.72618e-05, 0.0180624, -3.33457e-05, 6.39522e-05, -0.397897, 8.83803e-07, -1.49012e-08, 0.0316116, 0, -0.0381845, -2.72618e-05, -0.0341462, -4.06584e-05, -0.0305348, -5.57819e-05, -0.027305, -7.22042e-05, -0.0244165, -8.95227e-05, -0.0218333, -0.000107153, -0.0195229, -0.00012127, -0.0174566, -0.000131002, -0.0156085, -0.000136893, -0.0139555, -0.000139459, -0.0124769, -0.000139188, -0.0111544, -0.000136524, -0.0099712, -0.000131862, -0.00891268, -0.000125555, -0.00796557, -0.000118162, -0.00711802, -0.000110999, -0.00635946, -0.00010419, -0.00568038, -9.77147e-05, -0.00507231, -9.15493e-05, -0.00452765, -8.56733e-05, -0.00403958, -8.00668e-05, -0.003602, -7.47108e-05, -0.00320946, -6.95872e-05, -0.00285702, -6.46785e-05, -0.0025403, -5.99681e-05, -0.00225534, -5.544e-05, -0.00199857, -5.10788e-05, -0.00176678, -4.68698e-05, -0.00155707, -4.27987e-05, -0.00136683, -3.88516e-05, -0.00119367, -3.50152e-05, -0.00103543, -3.12764e-05, -0.000890139, -2.76225e-05, -0.000755972, -2.40411e-05, -0.000631255, -2.05201e-05, -0.000514428, -1.70474e-05, -0.000404032, -1.36113e-05, -0.000298686, -1.02001e-05, -0.000197074, -6.80219e-06, -9.79248e-05, -3.40602e-06
-0.380826, -3.17911e-05, 6.28623e-05, 0.0175505, -4.0085e-05, -0.0318426, -4.0085e-05, 0.0150625, -3.26749e-05, 6.28772e-05, -0.395888, 8.83764e-07, -1.49012e-08, 0.0493931, 0, -0.0318426, -4.0085e-05, -0.028475, -5.50017e-05, -0.0254634, -7.1204e-05, -0.02277, -8.82967e-05, -0.0203613, -0.000105706, -0.0182071, -0.000119658, -0.0162804, -0.000129294, -0.0145573, -0.000135148, -0.0130161, -0.00013773, -0.0116377, -0.000137516, -0.0104047, -0.000134944, -0.00930178, -0.000130404, -0.00831512, -0.000124238, -0.00743241, -0.000117001, -0.0066426, -0.00010999, -0.00593582, -0.000103332, -0.00530324, -9.70043e-05, -0.00473695, -9.09846e-05, -0.00422987, -8.52529e-05, -0.00377567, -7.97897e-05, -0.00336866, -7.45767e-05, -0.00300376, -6.95959e-05, -0.00267641, -6.48307e-05, -0.00238251, -6.02648e-05, -0.0021184, -5.58827e-05, -0.00188076, -5.16695e-05, -0.00166663, -4.7611e-05, -0.00147334, -4.36935e-05, -0.00129846, -3.99035e-05, -0.00113982, -3.62282e-05, -0.000995418, -3.26552e-05, -0.000863462, -2.91724e-05, -0.0007423, -2.57678e-05, -0.000630416, -2.243e-05, -0.000526412, -1.91476e-05, -0.000428989, -1.59094e-05, -0.000336928, -1.27044e-05, -0.000249079, -9.52184e-06, -0.000164343, -6.35076e-06, -8.16609e-05, -3.18042e-06
-0.38008, -3.25576e-05, 6.42199e-05, 0.0440413, -5.63668e-05, -0.0270848, -5.63668e-05, 0.0128119, -3.34413e-05, 6.42348e-05, -0.392892, 8.83705e-07, -1.49012e-08, 0.0711261, 0, -0.0270848, -5.63668e-05, -0.0242204, -7.29792e-05, -0.0216587, -9.05099e-05, -0.0193678, -0.000108373, -0.0173189, -0.000122701, -0.0154866, -0.000132614, -0.0138478, -0.000138656, -0.0123822, -0.00014135, -0.0110713, -0.000141183, -0.0098988, -0.0001386, -0.00885005, -0.000134001, -0.00791192, -0.000127735, -0.00707269, -0.000120367, -0.00632187, -0.000113233, -0.00565007, -0.000106462, -0.0050489, -0.000100031, -0.00451084, -9.39179e-05, -0.00402917, -8.8102e-05, -0.00359785, -8.25638e-05, -0.00321152, -7.72844e-05, -0.00286532, -7.2246e-05, -0.00255495, -6.74314e-05, -0.00227651, -6.28243e-05, -0.00202652, -5.84092e-05, -0.00180187, -5.4171e-05, -0.00159974, -5.00953e-05, -0.00141761, -4.61684e-05, -0.0012532, -4.23769e-05, -0.00110445, -3.8708e-05, -0.000969507, -3.51491e-05, -0.000846685, -3.16883e-05, -0.000734445, -2.83137e-05, -0.000631387, -2.5014e-05, -0.00053622, -2.17779e-05, -0.000447757, -1.85943e-05, -0.00036489, -1.54526e-05, -0.000286585, -1.2342e-05, -0.000211862, -9.25193e-06, -0.000139787, -6.17189e-06, -6.94593e-05, -3.09142e-06
-0.379361, -3.35148e-05, 6.6369e-05, 0.0770462, -7.58266e-05, -0.0197643, -7.58266e-05, 0.00934909, -3.43985e-05, 6.63839e-05, -0.38871, 8.83623e-07, -1.49012e-08, 0.0968105, 0, -0.0197643, -7.58266e-05, -0.0176741, -9.40525e-05, -0.0158048, -0.000112631, -0.0141331, -0.000127544, -0.012638, -0.000137875, -0.0113009, -0.00014419, -0.0101051, -0.000147031, -0.00903553, -0.000146902, -0.00807895, -0.000144266, -0.00722336, -0.000139535, -0.00645807, -0.000133071, -0.00577349, -0.00012546, -0.00516109, -0.000118093, -0.0046132, -0.000111105, -0.00412298, -0.000104472, -0.00368429, -9.8172e-05, -0.00329165, -9.21826e-05, -0.00294017, -8.64841e-05, -0.00262543, -8.10571e-05, -0.00234351, -7.58832e-05, -0.00209089, -7.09449e-05, -0.0018644, -6.62254e-05, -0.00166121, -6.17087e-05, -0.0014788, -5.73795e-05, -0.00131486, -5.32232e-05, -0.00116736, -4.92256e-05, -0.00103446, -4.53732e-05, -0.000914483, -4.16529e-05, -0.000805939, -3.80521e-05, -0.00070747, -3.45586e-05, -0.000617843, -3.11605e-05, -0.00053594, -2.78463e-05, -0.000460736, -2.46047e-05, -0.000391291, -2.14248e-05, -0.000326738, -1.82956e-05, -0.000266268, -1.52067e-05, -0.000209127, -1.21474e-05, -0.0001546, -9.10744e-06, -0.000102005, -6.07642e-06, -5.06859e-05, -3.04406e-06
-0.375316, -2.76581e-05, 5.24875e-05, 0.109895, -7.46397e-05, -0.0165515, -7.46397e-05, 0.00782935, -2.85416e-05, 5.25024e-05, -0.383145, 8.83514e-07, -1.49012e-08, 0.126446, 0, -0.0165515, -7.46397e-05, -0.0148011, -8.93928e-05, -0.0132357, -0.000101247, -0.0118357, -0.000109474, -0.0105836, -0.000114524, -0.00946387, -0.000116824, -0.00846243, -0.000116774, -0.00756676, -0.000114738, -0.00676568, -0.000111039, -0.00604917, -0.000105963, -0.00540827, -9.99735e-05, -0.00483498, -9.41763e-05, -0.00432213, -8.86791e-05, -0.0038633, -8.34633e-05, -0.00345277, -7.85113e-05, -0.00308539, -7.38063e-05, -0.00275658, -6.93322e-05, -0.00246223, -6.50741e-05, -0.00219865, -6.10174e-05, -0.00196256, -5.71483e-05, -0.001751, -5.34539e-05, -0.00156133, -4.99215e-05, -0.00139118, -4.65393e-05, -0.00123841, -4.32957e-05, -0.00110112, -4.01797e-05, -0.000977603, -3.71808e-05, -0.000866302, -3.42889e-05, -0.000765829, -3.14941e-05, -0.00067493, -2.87869e-05, -0.000592467, -2.61581e-05, -0.00051741, -2.35989e-05, -0.00044882, -2.11006e-05, -0.000385841, -1.86546e-05, -0.000327685, -1.62527e-05, -0.000273625, -1.38867e-05, -0.000222985, -1.15486e-05, -0.000175132, -9.23048e-06, -0.000129469, -6.92437e-06, -8.54239e-05, -4.62248e-06, -4.24466e-05, -2.31699e-06
-0.372248, -2.89446e-05, 5.62654e-05, 0.151775, -9.72216e-05, -0.00793368, -9.72216e-05, 0.00375286, -2.9828e-05, 5.62803e-05, -0.376001, 8.83373e-07, -1.49012e-08, 0.159709, 0, -0.00793368, -9.72216e-05, -0.00709464, -0.000110126, -0.00634428, -0.00011909, -0.00567322, -0.0001246, -0.00507307, -0.000127121, -0.00453634, -0.000127088, -0.00405632, -0.000124895, -0.00362699, -0.000120896, -0.00324301, -0.000115398, -0.00289956, -0.000108908, -0.00259236, -0.000102628, -0.00231757, -9.6677e-05, -0.00207174, -9.10336e-05, -0.00185181, -8.56791e-05, -0.00165502, -8.05955e-05, -0.00147893, -7.57653e-05, -0.00132132, -7.11724e-05, -0.00118023, -6.6801e-05, -0.00105389, -6.26365e-05, -0.00094072, -5.86646e-05, -0.000839312, -5.4872e-05, -0.000748397, -5.12458e-05, -0.000666836, -4.77737e-05, -0.00059361, -4.44439e-05, -0.000527805, -4.12452e-05, -0.000468597, -3.81667e-05, -0.000415247, -3.51979e-05, -0.000367087, -3.23289e-05, -0.000323516, -2.95499e-05, -0.000283989, -2.68514e-05, -0.000248011, -2.42243e-05, -0.000215134, -2.16596e-05, -0.000184946, -1.91488e-05, -0.00015707, -1.66832e-05, -0.000131157, -1.42545e-05, -0.000106884, -1.18545e-05, -8.39466e-05, -9.4749e-06, -6.20587e-05, -7.1077e-06, -4.09464e-05, -4.74485e-06, -2.03461e-05, -2.37832e-06
