pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.400098, 2.18746e-05, -5.46614e-05, 0.706858, 8.70323e-14, 0.706858, 8.70323e-14, -0.400098, 2.18746e-05, -5.46614e-05, 0, 0, 0, 1e-10, 0, 0.706858, 8.70323e-14, 0.704883, 1.6523e-06, 0.698955, 6.33993e-06, 0.689077, 1.36609e-05, 0.675247, 2.32168e-05, 0.596478, 3.46152e-05, 0.517869, 4.74715e-05, 0.449617, 6.14142e-05, 0.390358, 7.60907e-05, 0.338905, 9.0992e-05, 0.294231, 0.000102859, 0.255442, 0.000110955, 0.221761, 0.000115744, 0.192516, 0.000117672, 0.16712, 0.000117162, 0.145068, 0.000114599, 0.125916, 0.000110333, 0.109283, 0.000104674, 0.0948358, 9.81048e-05, 0.0822852, 9.17267e-05, 0.0713802, 8.56438e-05, 0.0619028, 7.98359e-05, 0.0536635, 7.42838e-05, 0.0464974, 6.89688e-05, 0.0402613, 6.38734e-05, 0.0348305, 5.89806e-05, 0.0300962, 5.42742e-05, 0.0259638, 4.97384e-05, 0.0223508, 4.53581e-05, 0.0191847, 4.11189e-05, 0.0164024, 3.70065e-05, 0.0139481, 3.30074e-05, 0.0117727, 2.9108e-05, 0.00983283, 2.52956e-05, 0.00808959, 2.15574e-05, 0.00650815, 1.78808e-05, 0.00505687, 1.42538e-05, 0.00370673, 1.06641e-05, 0.00243072, 7.0998e-06, 0.00120333, 3.54906e-06
-0.371846, 1.82514e-05, -5.46614e-05, -0.072147, 1.56988e-06, -0.0741227, 1.56988e-06, 0.0281255, -3.8088e-06, -4.81731e-05, -0.399972, 2.20602e-05, -6.48834e-06, 0.00197572, 0, -0.0741227, 1.56988e-06, -0.064355, 6.04085e-06, -0.0558743, 1.30535e-05, -0.0485112, 2.22452e-05, -0.0421182, 3.32497e-05, -0.0365677, 4.56977e-05, -0.0317484, 5.92197e-05, -0.0275642, 7.34511e-05, -0.0239312, 8.78622e-05, -0.0207769, 9.92745e-05, -0.0180381, 0.00010696, -0.0156601, 0.000111368, -0.0135953, 0.000112946, -0.0118024, 0.000112123, -0.0102455, 0.000109299, -0.00889351, 0.000104842, -0.00771942, 9.9079e-05, -0.00669971, 9.24971e-05, -0.005814, 8.61428e-05, -0.00504457, 8.0114e-05, -0.00437603, 7.43902e-05, -0.00379501, 6.89523e-05, -0.00328989, 6.3782e-05, -0.00285057, 5.8862e-05, -0.00246826, 5.41758e-05, -0.00213531, 4.97076e-05, -0.00184508, 4.54424e-05, -0.00159174, 4.13659e-05, -0.00137024, 3.74644e-05, -0.00117614, 3.37248e-05, -0.00100556, 3.01347e-05, -0.000855099, 2.66818e-05, -0.000721738, 2.33547e-05, -0.000602811, 2.01423e-05, -0.00049594, 1.70336e-05, -0.000398988, 1.40184e-05, -0.000310016, 1.10866e-05, -0.000227245, 8.22825e-06, -0.000149018, 5.4339e-06, -7.37711e-05, 2.6942e-06
-0.374621, -0.000856291, 0.00212669, -0.0582993, -0.000246634, -0.0662022, -0.000246634, 0.0251201, -0.00087835, 0.00213318, -0.399741, 2.20587e-05, -6.48834e-06, 0.0079029, 0, -0.0662022, -0.000246634, -0.0574782, -0.000531397, -0.0499038, -0.000903101, -0.0433274, -0.00134655, -0.0376176, -0.00184696, -0.0326602, -0.00239008, -0.0283559, -0.00296254, -0.0246188, -0.00354493, -0.021374, -0.00401061, -0.0185568, -0.00433078, -0.0161106, -0.00452337, -0.0139867, -0.00460557, -0.0121425, -0.00459345, -0.0105412, -0.00450176, -0.00915068, -0.00434373, -0.00794318, -0.00413105, -0.00689455, -0.00388239, -0.00598381, -0.00364105, -0.00519274, -0.00341119, -0.00450552, -0.00319204, -0.00390842, -0.00298287, -0.00338949, -0.002783, -0.00293834, -0.00259175, -0.00254597, -0.00240849, -0.00220451, -0.00223261, -0.00190714, -0.00206354, -0.00164792, -0.0019007, -0.00142165, -0.00174356, -0.00122382, -0.00159159, -0.00105046, -0.0014443, -0.000898112, -0.00130118, -0.000763726, -0.00116176, -0.000644615, -0.00102559, -0.000538397, -0.0008922, -0.000442946, -0.000761154, -0.000356354, -0.000632015, -0.000276889, -0.000504352, -0.000202962, -0.000377741, -0.000133094, -0.000251758, -6.58881e-05, -0.000125984
-0.377498, -0.000857599, 0.00212154, -0.039191, -0.00053127, -0.0569726, -0.00053127, 0.0216179, -0.000879654, 0.00212802, -0.399116, 2.20546e-05, -6.48834e-06, 0.0177815, 0, -0.0569726, -0.00053127, -0.0494648, -0.000902987, -0.0429464, -0.00134656, -0.0372869, -0.00184725, -0.0323731, -0.00239088, -0.0281068, -0.00296416, -0.0244026, -0.00354776, -0.0211865, -0.00401499, -0.0183941, -0.004337, -0.0159697, -0.00453168, -0.0138646, -0.00461614, -0.0120367, -0.00460642, -0.0104497, -0.00451718, -0.00907158, -0.00436158, -0.00787493, -0.00415125, -0.00683578, -0.00390481, -0.00593334, -0.00366573, -0.00514957, -0.00343821, -0.00446879, -0.00322149, -0.00387738, -0.00301484, -0.00336353, -0.0028176, -0.00291694, -0.00262909, -0.00252869, -0.0024487, -0.00219102, -0.00227582, -0.00189717, -0.00210989, -0.00164126, -0.00195034, -0.00141817, -0.00179666, -0.00122345, -0.00164833, -0.0010532, -0.00150486, -0.000904009, -0.00136576, -0.000772901, -0.00123059, -0.000657251, -0.00109888, -0.000554746, -0.000970208, -0.000463336, -0.000844137, -0.000381192, -0.000720249, -0.000306672, -0.000598131, -0.000238286, -0.000477378, -0.000174666, -0.000357587, -0.000114539, -0.000238358, -5.67023e-05, -0.000119295
-0.379783, -0.000865699, 0.00212898, -0.0161281, -0.000907782, -0.0477397, -0.000907782, 0.0181146, -0.000887746, 0.00213547, -0.397897, 2.20467e-05, -6.48834e-06, 0.0316116, 0, -0.0477397, -0.000907782, -0.0414486, -0.00135385, -0.0359866, -0.00185747, -0.0312442, -0.00240447, -0.0271268, -0.00298154, -0.0235519, -0.00356934, -0.020448, -0.00404047, -0.0177531, -0.00436587, -0.0154132, -0.00456349, -0.0133816, -0.00465049, -0.0116177, -0.00464292, -0.0100861, -0.00455546, -0.00875621, -0.00440129, -0.00760145, -0.00419199, -0.00659873, -0.00394626, -0.00572798, -0.00370798, -0.00497179, -0.00348138, -0.00431504, -0.00326571, -0.00374458, -0.00306025, -0.00324902, -0.00286433, -0.00281844, -0.0026773, -0.00244423, -0.00249852, -0.0021189, -0.00232742, -0.00183595, -0.00216342, -0.00158971, -0.00200598, -0.00137528, -0.00185457, -0.00118834, -0.0017087, -0.00102518, -0.00156788, -0.000882518, -0.00143163, -0.000757507, -0.00129952, -0.000647646, -0.00117109, -0.000550738, -0.00104592, -0.000464844, -0.000923602, -0.000388248, -0.000803721, -0.000319417, -0.000685879, -0.000256974, -0.000569685, -0.00019967, -0.000454751, -0.00014636, -0.000340695, -9.59767e-05, -0.000227137, -4.75132e-05, -0.000113698
-0.382014, -0.000870029, 0.00212962, 0.0128274, -0.00135698, -0.0365657, -0.00135698, 0.0138747, -0.000892063, 0.00213611, -0.395889, 2.20337e-05, -6.48834e-06, 0.0493931, 0, -0.0365657, -0.00135698, -0.0317472, -0.00186195, -0.0275636, -0.00241057, -0.0239312, -0.00298956, -0.0207775, -0.00357962, -0.0180393, -0.00405304, -0.0156619, -0.00438066, -0.0135978, -0.00458042, -0.0118056, -0.00466949, -0.0102495, -0.00466389, -0.00889844, -0.00457828, -0.00772533, -0.0044258, -0.00670673, -0.00421799, -0.00582226, -0.00397356, -0.00505423, -0.00373662, -0.00438729, -0.00351144, -0.00380809, -0.00329728, -0.00330506, -0.00309344, -0.00286812, -0.00289923, -0.00248855, -0.002714, -0.00215875, -0.00253715, -0.00187213, -0.00236809, -0.00162295, -0.00220626, -0.00140622, -0.00205112, -0.00121762, -0.00190216, -0.00105338, -0.00175887, -0.0009102, -0.0016208, -0.000785225, -0.00148747, -0.000675955, -0.00135844, -0.000580204, -0.00123329, -0.000496058, -0.0011116, -0.000421832, -0.00099297, -0.000356043, -0.000876999, -0.000297375, -0.000763303, -0.000244654, -0.000651505, -0.000196826, -0.000541232, -0.000152935, -0.000432117, -0.000112103, -0.000323797, -7.35124e-05, -0.00021591, -3.63923e-05, -0.000108098
-0.381511, -0.000867946, 0.00212645, 0.0411306, -0.00186528, -0.0299955, -0.00186528, 0.0113816, -0.000889961, 0.00213294, -0.392892, 2.20142e-05, -6.48834e-06, 0.0711261, 0, -0.0299955, -0.00186528, -0.0260427, -0.00241514, -0.0226109, -0.00299564, -0.0196312, -0.00358749, -0.0170441, -0.00406276, -0.014798, -0.00439219, -0.0128477, -0.00459374, -0.0111545, -0.00468456, -0.00968433, -0.00468066, -0.00840786, -0.00459667, -0.00729955, -0.00444569, -0.00633722, -0.00423924, -0.00550164, -0.00399601, -0.0047761, -0.00376032, -0.00414607, -0.00353647, -0.00359897, -0.00332372, -0.00312384, -0.00312137, -0.0027112, -0.00292874, -0.00235277, -0.00274519, -0.0020414, -0.00257012, -0.00177086, -0.00240295, -0.00153574, -0.00224312, -0.00133133, -0.00209011, -0.00115355, -0.00194339, -0.000998839, -0.0018025, -0.000864105, -0.00166695, -0.000746653, -0.00153631, -0.000644134, -0.00141013, -0.000554498, -0.001288, -0.000475952, -0.00116952, -0.000406925, -0.00105428, -0.000346036, -0.000941904, -0.000292068, -0.000832023, -0.000243942, -0.000724269, -0.000200694, -0.000618283, -0.00016146, -0.000513712, -0.000125455, -0.000410209, -9.19598e-05, -0.000307428, -6.03035e-05, -0.000205027, -2.98532e-05, -0.000102665
-0.379931, -0.0008565, 0.00210382, 0.0736732, -0.00240155, -0.0231373, -0.00240155, 0.00877932, -0.000878487, 0.00211031, -0.38871, 2.19871e-05, -6.48834e-06, 0.0968105, 0, -0.0231373, -0.00240155, -0.0200883, -0.00297912, -0.0174411, -0.00356822, -0.0151427, -0.00404164, -0.0131472, -0.00437026, -0.0114146, -0.00457191, -0.00991024, -0.00466361, -0.00860413, -0.00466124, -0.00747011, -0.0045793, -0.00648549, -0.00443077, -0.00563058, -0.00422703, -0.00488828, -0.00398665, -0.00424375, -0.00375379, -0.00368409, -0.00353276, -0.00319811, -0.00332282, -0.0027761, -0.00312327, -0.00240961, -0.00293346, -0.00209131, -0.00275275, -0.00181483, -0.00258055, -0.00157466, -0.00241628, -0.00136597, -0.00225941, -0.00118461, -0.0021094, -0.00102694, -0.00196577, -0.000889802, -0.00182804, -0.000770464, -0.00169574, -0.000666536, -0.00156845, -0.000575938, -0.00144573, -0.000496859, -0.00132719, -0.000427717, -0.00121242, -0.00036713, -0.00110105, -0.000313885, -0.000992712, -0.000266918, -0.000887037, -0.00022529, -0.000783678, -0.000188167, -0.000682291, -0.000154807, -0.000582539, -0.000124544, -0.000484089, -9.67712e-05, -0.000386615, -7.09341e-05, -0.000289791, -4.65157e-05, -0.000193295, -2.30276e-05, -9.68057e-05
-0.378293, -0.000853315, 0.00210155, 0.113659, -0.00299931, -0.0127873, -0.00299931, 0.00485205, -0.000875266, 0.00210804, -0.383145, 2.1951e-05, -6.48834e-06, 0.126446, 0, -0.0127873, -0.00299931, -0.0111022, -0.00359285, -0.00963915, -0.00407015, -0.0083689, -0.00440189, -0.00726602, -0.00460599, -0.00630846, -0.00469955, -0.00547708, -0.00469852, -0.00475523, -0.00461745, -0.00412849, -0.00446936, -0.00358433, -0.00426567, -0.00311184, -0.00402502, -0.0027016, -0.00379198, -0.00234539, -0.00357088, -0.00203608, -0.00336099, -0.0017675, -0.00316162, -0.00153426, -0.0029721, -0.00133171, -0.00279182, -0.0011558, -0.00262016, -0.001003, -0.00245657, -0.000870263, -0.0023005, -0.00075493, -0.00215143, -0.000654696, -0.00200887, -0.000567555, -0.00187235, -0.000491766, -0.00174141, -0.000425811, -0.00161562, -0.000368373, -0.00149456, -0.000318303, -0.00137784, -0.000274598, -0.00126505, -0.000236386, -0.00115584, -0.000202901, -0.00104984, -0.000173475, -0.000946685, -0.000147517, -0.000846045, -0.00012451, -0.000747584, -0.000103994, -0.000650972, -8.55571e-05, -0.00055589, -6.88314e-05, -0.00046202, -5.34824e-05, -0.00036905, -3.92031e-05, -0.000276671, -2.57078e-05, -0.000184574, -1.27266e-05, -9.24531e-05
-0.375351, -0.000847133, 0.0020948, 0.157996, -0.00362562, -0.00171307, -0.00362562, 0.000650008, -0.000869037, 0.00210129, -0.376001, 2.19046e-05, -6.48834e-06, 0.159709, 0, -0.00171307, -0.00362562, -0.00148732, -0.00410781, -0.00129132, -0.00444331, -0.00112115, -0.00465019, -0.000973404, -0.00474567, -0.000845123, -0.00474581, -0.000733745, -0.00466527, -0.000637042, -0.00451712, -0.00055308, -0.00431284, -0.00048018, -0.00407123, -0.000416883, -0.00383731, -0.000361924, -0.00361548, -0.000314203, -0.00340502, -0.000272767, -0.00320521, -0.000236785, -0.0030154, -0.00020554, -0.00283497, -0.000178405, -0.0026633, -0.000154839, -0.00249984, -0.000134369, -0.00234404, -0.000116586, -0.00219539, -0.000101135, -0.00205339, -8.77073e-05, -0.00191757, -7.60334e-05, -0.00178749, -6.58801e-05, -0.00166271, -5.70445e-05, -0.00154281, -4.93497e-05, -0.00142741, -4.26419e-05, -0.00131611, -3.6787e-05, -0.00120856, -3.16678e-05, -0.00110438, -2.7182e-05, -0.00100324, -2.32398e-05, -0.000904804, -1.97624e-05, -0.000808738, -1.66802e-05, -0.000714726, -1.39317e-05, -0.000622455, -1.14618e-05, -0.000531618, -9.22111e-06, -0.000441914, -7.16485e-06, -0.000353044, -5.2519e-06, -0.000264711, -3.44398e-06, -0.000176622, -1.70494e-06, -8.84837e-05
