pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad]
-0.400186, -3.43912e-07, 8.38807e-07, 0.000342048, -1.05695e-12, 0.000342048, -1.05695e-12, -0.000179804, -3.28298e-07, 8.38807e-07, -0.400007, -1.56133e-08, 0, 1e-10, 0, 0.000342048, -1.05695e-12, 0.000309508, -2.52572e-09, 0.000280062, -9.85411e-09, 0.000253418, -2.16373e-08, 0.000229307, -3.75497e-08, 0.000207489, -5.72955e-08, 0.000187747, -8.0612e-08, 0.000169882, -1.0727e-07, 0.000153715, -1.3707e-07, 0.000139086, -1.69493e-07, 0.000125848, -1.98575e-07, 0.000113868, -2.22405e-07, 0.000103027, -2.41204e-07, 9.32164e-05, -2.55175e-07, 8.43378e-05, -2.64506e-07, 7.63025e-05, -2.6939e-07, 6.90302e-05, -2.7003e-07, 6.24483e-05, -2.66647e-07, 5.64908e-05, -2.60051e-07, 5.10983e-05, -2.52956e-07, 4.62167e-05, -2.45694e-07, 4.17973e-05, -2.38276e-07, 3.77958e-05, -2.30713e-07, 3.41723e-05, -2.23015e-07, 3.08906e-05, -2.15192e-07, 2.79177e-05, -2.07254e-07, 2.52241e-05, -1.99211e-07, 2.27826e-05, -1.91075e-07, 2.0569e-05, -1.82853e-07, 1.85611e-05, -1.74557e-07, 1.67388e-05, -1.66195e-07, 1.50839e-05, -1.57779e-07, 1.35798e-05, -1.49316e-07, 1.22115e-05, -1.40818e-07, 1.09653e-05, -1.32293e-07, 9.82881e-06, -1.23751e-07, 8.79059e-06, -1.15202e-07, 7.84027e-06, -1.06654e-07, 6.96835e-06, -9.81178e-08, 6.16611e-06, -8.96024e-08, 5.42554e-06, -8.11172e-08, 4.73922e-06, -7.26716e-08, 4.10029e-06, -6.4275e-08, 3.50237e-06, -5.59368e-08, 2.93947e-06, -4.76664e-08, 2.40597e-06, -3.94733e-08, 1.89652e-06, -3.1367e-08, 1.40604e-06, -2.33569e-08, 9.29622e-07, -1.54527e-08, 4.62498e-07, -7.66767e-09
-0.400177, -3.64501e-07, 8.91032e-07, 0.00236224, -2.75501e-09, 0.000386517, -2.75501e-09, -0.00020318, -3.48888e-07, 8.91032e-07, -0.399974, -1.56131e-08, 0, 0.00197572, 0, 0.000386517, -2.75501e-09, 0.000349746, -1.07502e-08, 0.000316472, -2.36189e-08, 0.000286364, -4.10129e-08, 0.000259119, -6.26165e-08, 0.000234465, -8.81483e-08, 0.000212155, -1.17361e-07, 0.000191968, -1.50041e-07, 0.0001737, -1.8562e-07, 0.000157169, -2.17564e-07, 0.000142209, -2.43773e-07, 0.000128672, -2.64488e-07, 0.000116422, -2.79923e-07, 0.000105335, -2.90284e-07, 9.53023e-05, -2.9578e-07, 8.62224e-05, -2.96631e-07, 7.80047e-05, -2.93076e-07, 7.0567e-05, -2.86001e-07, 6.3835e-05, -2.78387e-07, 5.77414e-05, -2.70599e-07, 5.22252e-05, -2.62647e-07, 4.72312e-05, -2.54544e-07, 4.27096e-05, -2.46299e-07, 3.8615e-05, -2.37924e-07, 3.49066e-05, -2.29429e-07, 3.15472e-05, -2.20825e-07, 2.85034e-05, -2.12123e-07, 2.57445e-05, -2.03332e-07, 2.32431e-05, -1.94464e-07, 2.09742e-05, -1.85529e-07, 1.89149e-05, -1.76536e-07, 1.70449e-05, -1.67496e-07, 1.53453e-05, -1.58419e-07, 1.37991e-05, -1.49315e-07, 1.23909e-05, -1.40194e-07, 1.11066e-05, -1.31066e-07, 9.93343e-06, -1.21941e-07, 8.85956e-06, -1.12828e-07, 7.87428e-06, -1.03738e-07, 6.96775e-06, -9.46797e-08, 6.1309e-06, -8.5664e-08, 5.35535e-06, -7.67004e-08, 4.63336e-06, -6.77986e-08, 3.9577e-06, -5.89685e-08, 3.32162e-06, -5.02201e-08, 2.71876e-06, -4.15632e-08, 2.14308e-06, -3.30077e-08, 1.58884e-06, -2.45636e-08, 1.05048e-06, -1.62409e-08, 5.22627e-07, -8.05376e-09
-0.400103, -4.15723e-07, 1.02309e-06, 0.00858704, -1.26929e-08, 0.00068414, -1.26929e-08, -0.000359632, -4.00111e-07, 1.02309e-06, -0.399743, -1.56119e-08, 0, 0.0079029, 0, 0.00068414, -1.26929e-08, 0.000619056, -2.78942e-08, 0.000560161, -4.84652e-08, 0.000506868, -7.40367e-08, 0.000458644, -1.04282e-07, 0.000415006, -1.38914e-07, 0.000375518, -1.77681e-07, 0.000339786, -2.19907e-07, 0.000307451, -2.57852e-07, 0.000278191, -2.8902e-07, 0.000251713, -3.13688e-07, 0.000227751, -3.3211e-07, 0.000206068, -3.44527e-07, 0.000186445, -3.51184e-07, 0.000168687, -3.52342e-07, 0.000152615, -3.48282e-07, 0.000138069, -3.40053e-07, 0.000124905, -3.31195e-07, 0.000112989, -3.2214e-07, 0.000102203, -3.12901e-07, 9.24394e-05, -3.03492e-07, 8.36e-05, -2.93924e-07, 7.55966e-05, -2.84209e-07, 6.83491e-05, -2.74361e-07, 6.17852e-05, -2.6439e-07, 5.58391e-05, -2.5431e-07, 5.04514e-05, -2.44131e-07, 4.55682e-05, -2.33866e-07, 4.11407e-05, -2.23526e-07, 3.71246e-05, -2.13123e-07, 3.34797e-05, -2.02667e-07, 3.01697e-05, -1.92172e-07, 2.71613e-05, -1.81647e-07, 2.44246e-05, -1.71105e-07, 2.19321e-05, -1.60556e-07, 1.96589e-05, -1.50012e-07, 1.75823e-05, -1.39484e-07, 1.56816e-05, -1.28983e-07, 1.39376e-05, -1.1852e-07, 1.2333e-05, -1.08107e-07, 1.08518e-05, -9.77535e-08, 9.47906e-06, -8.74718e-08, 8.20112e-06, -7.72728e-08, 7.0052e-06, -6.71675e-08, 5.87933e-06, -5.71672e-08, 4.81225e-06, -4.72831e-08, 3.79329e-06, -3.75264e-08, 2.81227e-06, -2.79083e-08, 1.85936e-06, -1.84403e-08, 9.25057e-07, -9.13848e-09
-0.399822, -5.50633e-07, 1.37125e-06, 0.0191224, -3.84769e-08, 0.00134087, -3.84769e-08, -0.000704854, -5.35024e-07, 1.37125e-06, -0.399118, -1.56084e-08, 0, 0.0177815, 0, 0.00134087, -3.84769e-08, 0.00121331, -6.68727e-08, 0.00109788, -1.02213e-07, 0.000993426, -1.44046e-07, 0.00089891, -1.91978e-07, 0.000813383, -2.45663e-07, 0.000735989, -3.04167e-07, 0.000665956, -3.56778e-07, 0.000602582, -4.00034e-07, 0.000545235, -4.34313e-07, 0.000493339, -4.5996e-07, 0.000446377, -4.77307e-07, 0.000403879, -4.86694e-07, 0.000365419, -4.88479e-07, 0.000330614, -4.8305e-07, 0.000299115, -4.71856e-07, 0.000270606, -4.59806e-07, 0.000244804, -4.47498e-07, 0.000221451, -4.34949e-07, 0.000200311, -4.22176e-07, 0.000181175, -4.09196e-07, 0.00016385, -3.96025e-07, 0.000148164, -3.82678e-07, 0.000133959, -3.69173e-07, 0.000121095, -3.55525e-07, 0.000109441, -3.4175e-07, 9.88812e-05, -3.27862e-07, 8.93105e-05, -3.13879e-07, 8.06329e-05, -2.99814e-07, 7.27616e-05, -2.85684e-07, 6.5618e-05, -2.71502e-07, 5.91305e-05, -2.57285e-07, 5.32343e-05, -2.43047e-07, 4.78705e-05, -2.28804e-07, 4.29854e-05, -2.14569e-07, 3.85301e-05, -2.00357e-07, 3.44601e-05, -1.86184e-07, 3.07347e-05, -1.72063e-07, 2.73167e-05, -1.58011e-07, 2.41719e-05, -1.4404e-07, 2.12687e-05, -1.30167e-07, 1.85783e-05, -1.16405e-07, 1.60736e-05, -1.02769e-07, 1.37297e-05, -8.92737e-08, 1.15231e-05, -7.59344e-08, 9.43167e-06, -6.27655e-08, 7.43458e-06, -4.97819e-08, 5.51184e-06, -3.69986e-08, 3.64422e-06, -2.44304e-08, 1.81305e-06, -1.20989e-08
-0.399436, -5.74345e-07, 1.43987e-06, 0.0345348, -7.24014e-08, 0.00292326, -7.24014e-08, -0.00153667, -5.58744e-07, 1.43987e-06, -0.397899, -1.56017e-08, 0, 0.0316116, 0, 0.00292326, -7.24014e-08, 0.00264516, -1.10701e-07, 0.00239351, -1.56088e-07, 0.0021658, -2.08125e-07, 0.00195974, -2.66437e-07, 0.00177328, -3.30008e-07, 0.00160455, -3.87208e-07, 0.00145187, -4.34271e-07, 0.00131371, -4.71601e-07, 0.00118868, -4.99568e-07, 0.00107554, -5.18535e-07, 0.000973159, -5.28869e-07, 0.000880507, -5.30961e-07, 0.000796661, -5.25232e-07, 0.000720781, -5.13255e-07, 0.000652108, -5.00365e-07, 0.000589957, -4.87211e-07, 0.000533705, -4.73812e-07, 0.000482791, -4.60184e-07, 0.000436704, -4.46346e-07, 0.000394984, -4.32313e-07, 0.000357214, -4.18104e-07, 0.000323017, -4.03734e-07, 0.000292049, -3.89219e-07, 0.000264002, -3.74577e-07, 0.000238595, -3.59824e-07, 0.000215574, -3.44975e-07, 0.000194708, -3.30046e-07, 0.00017579, -3.15052e-07, 0.00015863, -3.00011e-07, 0.000143056, -2.84936e-07, 0.000128912, -2.69844e-07, 0.000116058, -2.5475e-07, 0.000104364, -2.39669e-07, 9.37136e-05, -2.24617e-07, 8.40005e-05, -2.09608e-07, 7.51275e-05, -1.94657e-07, 6.70057e-05, -1.79781e-07, 5.9554e-05, -1.64993e-07, 5.26978e-05, -1.5031e-07, 4.63686e-05, -1.35745e-07, 4.05031e-05, -1.21315e-07, 3.50426e-05, -1.07034e-07, 2.99325e-05, -9.29179e-08, 2.51218e-05, -7.89815e-08, 2.05622e-05, -6.52402e-08, 1.62083e-05, -5.17093e-08, 1.20165e-05, -3.84043e-08, 7.94488e-06, -2.53407e-08, 3.95268e-06, -1.25408e-08
-0.398405, -5.72147e-07, 1.45077e-06, 0.0541768, -1.15416e-07, 0.00478367, -1.15416e-07, -0.00251463, -5.56556e-07, 1.45077e-06, -0.395891, -1.55906e-08, 0, 0.0493931, 0, 0.00478367, -1.15416e-07, 0.00432858, -1.6279e-07, 0.00391678, -2.17161e-07, 0.00354414, -2.78113e-07, 0.00320695, -3.44575e-07, 0.00290182, -4.04395e-07, 0.00262571, -4.53631e-07, 0.00237586, -4.92697e-07, 0.00214977, -5.21982e-07, 0.00194518, -5.41866e-07, 0.00176003, -5.52737e-07, 0.00159249, -5.5501e-07, 0.00144088, -5.49128e-07, 0.00130367, -5.36738e-07, 0.0011795, -5.23413e-07, 0.00106712, -5.09834e-07, 0.000965414, -4.96017e-07, 0.000873363, -4.81981e-07, 0.000790046, -4.67741e-07, 0.000714629, -4.53317e-07, 0.000646358, -4.38723e-07, 0.000584551, -4.23977e-07, 0.000528589, -4.09095e-07, 0.000477913, -3.94093e-07, 0.000432017, -3.78988e-07, 0.00039044, -3.63794e-07, 0.000352768, -3.48528e-07, 0.000318624, -3.33206e-07, 0.000287665, -3.17842e-07, 0.000259584, -3.02453e-07, 0.000234098, -2.87053e-07, 0.000210954, -2.71658e-07, 0.000189918, -2.56282e-07, 0.000170782, -2.40942e-07, 0.000153354, -2.25652e-07, 0.00013746, -2.10426e-07, 0.00012294, -1.9528e-07, 0.000109649, -1.80229e-07, 9.7455e-05, -1.65287e-07, 8.62354e-05, -1.5047e-07, 7.58782e-05, -1.35793e-07, 6.62798e-05, -1.2127e-07, 5.73442e-05, -1.06916e-07, 4.8982e-05, -9.27468e-08, 4.11096e-05, -7.87769e-08, 3.36484e-05, -6.50217e-08, 2.65236e-05, -5.14964e-08, 1.9664e-05, -3.82161e-08, 1.30011e-05, -2.51963e-08, 6.46822e-06, -1.24594e-08
-0.394882, 5.14364e-07, -1.25567e-06, 0.0749085, 1.34454e-07, 0.00378248, 1.34454e-07, -0.00198834, 5.29938e-07, -1.25567e-06, -0.392894, -1.55741e-08, 0, 0.0711261, 0, 0.00378248, 1.34454e-07, 0.00342264, 1.79385e-07, 0.00309702, 2.29895e-07, 0.00280237, 2.85165e-07, 0.00253575, 3.35205e-07, 0.00229449, 3.7675e-07, 0.00207617, 4.10114e-07, 0.00187861, 4.35568e-07, 0.00169984, 4.53361e-07, 0.00153806, 4.63742e-07, 0.00139167, 4.66976e-07, 0.00125919, 4.63354e-07, 0.00113931, 4.54195e-07, 0.00103082, 4.44183e-07, 0.000932634, 4.33891e-07, 0.000843778, 4.23336e-07, 0.000763359, 4.12534e-07, 0.000690573, 4.01499e-07, 0.000624694, 3.90248e-07, 0.000565061, 3.78794e-07, 0.000511079, 3.67154e-07, 0.000462208, 3.55341e-07, 0.000417958, 3.43371e-07, 0.000377889, 3.31258e-07, 0.000341598, 3.19015e-07, 0.000308723, 3.06658e-07, 0.000278936, 2.942e-07, 0.000251938, 2.81654e-07, 0.000227459, 2.69036e-07, 0.000205255, 2.56358e-07, 0.000185103, 2.43634e-07, 0.000166802, 2.30877e-07, 0.00015017, 2.18102e-07, 0.000135039, 2.05321e-07, 0.000121258, 1.92547e-07, 0.00010869, 1.79794e-07, 9.72092e-05, 1.67076e-07, 8.67002e-05, 1.54404e-07, 7.70582e-05, 1.41794e-07, 6.81869e-05, 1.29257e-07, 5.99974e-05, 1.16807e-07, 5.24078e-05, 1.04457e-07, 4.53424e-05, 9.22198e-08, 3.87304e-05, 8.01095e-08, 3.25056e-05, 6.8139e-08, 2.6606e-05, 5.63216e-08, 2.09723e-05, 4.46706e-08, 1.55485e-05, 3.31995e-08, 1.02801e-05, 2.19216e-08, 5.11446e-06, 1.08559e-08
-0.391816, 5.17559e-07, -1.25567e-06, 0.102715, 1.82602e-07, 0.00590407, 1.82602e-07, -0.00310359, 5.3311e-07, -1.25567e-06, -0.388712, -1.55511e-08, 0, 0.0968105, 0, 0.00590407, 1.82602e-07, 0.0053424, 2.34085e-07, 0.00483414, 2.90492e-07, 0.00437423, 3.41627e-07, 0.00395806, 3.84158e-07, 0.00358147, 4.18397e-07, 0.00324069, 4.44608e-07, 0.00293232, 4.63037e-07, 0.00265328, 4.73925e-07, 0.00240076, 4.77532e-07, 0.00217226, 4.74144e-07, 0.00196548, 4.65096e-07, 0.00177835, 4.55177e-07, 0.001609, 4.44974e-07, 0.00145575, 4.34502e-07, 0.00131705, 4.23778e-07, 0.00119153, 4.12818e-07, 0.00107792, 4.01635e-07, 0.000975085, 3.90247e-07, 0.000882005, 3.78666e-07, 0.000797744, 3.66908e-07, 0.000721461, 3.54988e-07, 0.000652392, 3.4292e-07, 0.000589847, 3.30718e-07, 0.000533201, 3.18396e-07, 0.000481887, 3.05969e-07, 0.000435391, 2.93449e-07, 0.00039325, 2.80851e-07, 0.000355041, 2.68188e-07, 0.000320382, 2.55474e-07, 0.000288927, 2.42722e-07, 0.000260362, 2.29946e-07, 0.0002344, 2.17158e-07, 0.000210782, 2.04372e-07, 0.000189272, 1.91602e-07, 0.000169655, 1.78859e-07, 0.000151734, 1.66158e-07, 0.00013533, 1.53512e-07, 0.00012028, 1.40932e-07, 0.000106433, 1.28434e-07, 9.365e-05, 1.16028e-07, 8.18035e-05, 1.03729e-07, 7.0775e-05, 9.15501e-08, 6.04543e-05, 7.95035e-08, 5.07381e-05, 6.76026e-08, 4.15293e-05, 5.58607e-08, 3.27358e-05, 4.4291e-08, 2.42696e-05, 3.29067e-08, 1.60462e-05, 2.17211e-08, 7.98316e-06, 1.0753e-08
-0.387613, 1.0601e-07, -3.01992e-07, 0.134943, 6.0075e-08, 0.00849629, 6.0075e-08, -0.00446625, 1.2153e-07, -3.01992e-07, -0.383147, -1.55204e-08, 0, 0.126446, 0, 0.00849629, 6.0075e-08, 0.00768801, 7.45363e-08, 0.0069566, 8.76271e-08, 0.00629476, 9.84827e-08, 0.00569586, 1.07184e-07, 0.00515393, 1.13806e-07, 0.00466353, 1.18417e-07, 0.00421977, 1.21088e-07, 0.00381821, 1.21897e-07, 0.00345483, 1.20924e-07, 0.003126, 1.18519e-07, 0.00282843, 1.15903e-07, 0.00255914, 1.13227e-07, 0.00231545, 1.10495e-07, 0.00209491, 1.07709e-07, 0.00189531, 1.04874e-07, 0.00171467, 1.01992e-07, 0.00155118, 9.90688e-08, 0.0014032, 9.61063e-08, 0.00126925, 9.31084e-08, 0.001148, 9.00783e-08, 0.00103822, 8.70195e-08, 0.000938828, 8.39353e-08, 0.000848823, 8.08289e-08, 0.000767306, 7.77036e-08, 0.000693462, 7.45627e-08, 0.000626552, 7.14092e-08, 0.000565908, 6.82465e-08, 0.000510923, 6.50775e-08, 0.000461048, 6.19055e-08, 0.000415783, 5.87335e-08, 0.000374675, 5.55647e-08, 0.000337315, 5.2402e-08, 0.000303327, 4.92486e-08, 0.000272373, 4.61074e-08, 0.000244143, 4.29816e-08, 0.000218354, 3.98741e-08, 0.000194748, 3.6788e-08, 0.00017309, 3.37264e-08, 0.000153163, 3.06921e-08, 0.000134768, 2.76884e-08, 0.00011772, 2.47182e-08, 0.000101849, 2.17845e-08, 8.69971e-05, 1.88904e-08, 7.30149e-05, 1.6039e-08, 5.97629e-05, 1.32333e-08, 4.71086e-05, 1.04765e-08, 3.49253e-05, 7.77163e-09, 2.30913e-05, 5.12182e-09, 1.14882e-05, 2.53158e-09
-0.381186, -2.24427e-06, 5.82318e-06, 0.169568, -1.52307e-06, 0.00985933, -1.52307e-06, -0.00518276, -2.22879e-06, 5.82318e-06, -0.376003, -1.54811e-08, 0, 0.159709, 0, 0.00985933, -1.52307e-06, 0.00892138, -1.79003e-06, 0.00807263, -2.01107e-06, 0.00730461, -2.18771e-06, 0.00660964, -2.32153e-06, 0.00598076, -2.41408e-06, 0.00541169, -2.46694e-06, 0.00489674, -2.4818e-06, 0.00443076, -2.46047e-06, 0.00400908, -2.41017e-06, 0.0036275, -2.3558e-06, 0.00328219, -2.30038e-06, 0.0029697, -2.24398e-06, 0.00268691, -2.18669e-06, 0.00243099, -2.12856e-06, 0.00219937, -2.06967e-06, 0.00198976, -2.01007e-06, 0.00180004, -1.94984e-06, 0.00162831, -1.88904e-06, 0.00147288, -1.82774e-06, 0.00133217, -1.76599e-06, 0.00120478, -1.70386e-06, 0.00108944, -1.64141e-06, 0.000984998, -1.5787e-06, 0.000890403, -1.51579e-06, 0.000804712, -1.45274e-06, 0.000727068, -1.38962e-06, 0.000656696, -1.32647e-06, 0.00059289, -1.26336e-06, 0.000535012, -1.20034e-06, 0.000482486, -1.13748e-06, 0.000434783, -1.07483e-06, 0.000391429, -1.01244e-06, 0.000351989, -9.50384e-07, 0.000316069, -8.88705e-07, 0.00028331, -8.27464e-07, 0.000253384, -7.66716e-07, 0.000225991, -7.0652e-07, 0.000200859, -6.46931e-07, 0.000177735, -5.88005e-07, 0.000156388, -5.298e-07, 0.000136605, -4.72373e-07, 0.000118189, -4.15779e-07, 0.000100954, -3.60078e-07, 8.47285e-05, -3.05325e-07, 6.93506e-05, -2.5158e-07, 5.46661e-05, -1.98899e-07, 4.05283e-05, -1.47342e-07, 2.67958e-05, -9.69665e-08, 1.33312e-05, -4.78602e-08
