pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad]
-0.400358, 1.07581e-06, -2.68618e-06, 0.706842, -6.13759e-14, 0.706842, -6.13759e-14, -0.400358, 1.07581e-06, -2.68618e-06, 0, 0, 0, 0.706842, -6.13759e-14, 0.704894, 4.92562e-08, 0.699013, 1.89198e-07, 0.68901, 4.08434e-07, 0.675236, 6.96209e-07, 0.657576, 1.04259e-06, 0.635599, 1.43856e-06, 0.610155, 1.87614e-06, 0.580345, 2.34847e-06, 0.547181, 2.84399e-06, 0.405601, 3.26241e-06, 0.296004, 3.57702e-06, 0.216052, 3.79731e-06, 0.157682, 3.93191e-06, 0.11508, 3.98878e-06, 0.0839905, 3.97538e-06, 0.0613003, 3.89878e-06, 0.0447397, 3.76571e-06, 0.032653, 3.59061e-06, 0.0238316, 3.4128e-06, 0.0173933, 3.23678e-06, 0.0126943, 3.0625e-06, 0.00926485, 2.88994e-06, 0.00676183, 2.71903e-06, 0.00493499, 2.54973e-06, 0.00360164, 2.38197e-06, 0.00262846, 2.2157e-06, 0.00191812, 2.05085e-06, 0.00139959, 1.88734e-06, 0.00102102, 1.7251e-06, 0.000744547, 1.56405e-06, 0.000542528, 1.40411e-06, 0.000394759, 1.24519e-06, 0.000286465, 1.08721e-06, 0.000206817, 9.30082e-07, 0.000147849, 7.73711e-07, 0.000103665, 6.18007e-07, 6.98497e-05, 4.62877e-07, 4.30139e-05, 3.08229e-07, 2.04864e-05, 1.53967e-07
-0.386208, 5.30704e-07, -1.25567e-06, -0.072379, 4.80751e-08, -0.0743547, 4.80751e-08, 0.0137614, -1.11639e-06, -6.8766e-07, -0.39997, 1.6471e-06, -5.68006e-07, -0.0743547, 4.80751e-08, -0.0542674, 1.89778e-07, -0.0396067, 4.20692e-07, -0.0289067, 7.34516e-07, -0.0210974, 1.12255e-06, -0.0153978, 1.5732e-06, -0.011238, 2.07159e-06, -0.00820194, 2.59941e-06, -0.00598613, 3.12871e-06, -0.00436894, 3.53766e-06, -0.00318864, 3.79436e-06, -0.00232721, 3.91302e-06, -0.00169851, 3.91114e-06, -0.00123965, 3.80818e-06, -0.000904753, 3.62434e-06, -0.000660332, 3.37963e-06, -0.000481943, 3.09299e-06, -0.000351746, 2.78713e-06, -0.000256722, 2.49655e-06, -0.000187369, 2.22437e-06, -0.000136752, 1.97002e-06, -9.98084e-05, 1.73293e-06, -7.28453e-05, 1.51261e-06, -5.3166e-05, 1.30857e-06, -3.88028e-05, 1.12034e-06, -2.83195e-05, 9.47513e-07, -2.06678e-05, 7.89681e-07, -1.50826e-05, 6.46479e-07, -1.10055e-05, 5.17568e-07, -8.02881e-06, 4.02637e-07, -5.85486e-06, 3.01404e-07, -4.26632e-06, 2.13614e-07, -3.10435e-06, 1.39041e-07, -2.25277e-06, 7.74835e-08, -1.62643e-06, 2.87712e-08, -1.16271e-06, -7.24146e-09, -8.15254e-07, -3.06723e-08, -5.49318e-07, -4.16123e-08, -3.38331e-07, -4.01262e-08, -1.61236e-07, -2.62333e-08
-0.389103, 4.80808e-07, -1.25567e-06, -0.0495633, 2.01428e-07, -0.0574662, 2.01428e-07, 0.0106357, -1.16616e-06, -6.8766e-07, -0.399739, 1.64697e-06, -5.68006e-07, -0.0574662, 2.01428e-07, -0.0419414, 4.46689e-07, -0.0306107, 7.80376e-07, -0.022341, 1.19336e-06, -0.0163054, 1.67346e-06, -0.0119004, 2.20498e-06, -0.00868542, 2.76854e-06, -0.006339, 3.33442e-06, -0.00462647, 3.77276e-06, -0.0033766, 4.04932e-06, -0.00246439, 4.17901e-06, -0.00179862, 4.18025e-06, -0.00131272, 4.0736e-06, -0.000958081, 3.88044e-06, -0.000699253, 3.62199e-06, -0.000510348, 3.31839e-06, -0.000372477, 2.99381e-06, -0.000271852, 2.68524e-06, -0.000198412, 2.39601e-06, -0.000144811, 2.12551e-06, -0.000105691, 1.87315e-06, -7.71385e-05, 1.63836e-06, -5.62996e-05, 1.42064e-06, -4.10902e-05, 1.21948e-06, -2.99894e-05, 1.03443e-06, -2.18872e-05, 8.65038e-07, -1.59734e-05, 7.10916e-07, -1.16568e-05, 5.71689e-07, -8.50579e-06, 4.47012e-07, -6.20519e-06, 3.36571e-07, -4.52502e-06, 2.40083e-07, -3.29729e-06, 1.57289e-07, -2.39924e-06, 8.79613e-08, -1.74109e-06, 3.19009e-08, -1.25701e-06, -1.10644e-08, -8.9862e-07, -4.10787e-08, -6.30081e-07, -5.82583e-08, -4.24549e-07, -6.26921e-08, -2.61484e-07, -5.44419e-08, -1.24614e-07, -3.35284e-08
-0.39256, -3.2719e-05, 8.74797e-05, -0.0176277, -1.21767e-05, -0.0354092, -1.21767e-05, 0.00655347, -3.43656e-05, 8.80477e-05, -0.399113, 1.64661e-06, -5.68006e-07, -0.0354092, -1.21767e-05, -0.0258432, -2.06955e-05, -0.0188615, -3.09191e-05, -0.013766, -4.25979e-05, -0.010047, -5.5533e-05, -0.00733273, -6.95802e-05, -0.00535174, -8.44787e-05, -0.00390593, -9.73094e-05, -0.00285072, -0.000107286, -0.00208058, -0.000114664, -0.0015185, -0.000119657, -0.00110827, -0.000122443, -0.000808863, -0.000123179, -0.000590345, -0.000122007, -0.000430862, -0.000119062, -0.000314464, -0.000114735, -0.000229511, -0.000110252, -0.000167508, -0.000105759, -0.000122256, -0.000101257, -8.92288e-05, -9.67479e-05, -6.51239e-05, -9.22329e-05, -4.75308e-05, -8.77127e-05, -3.46904e-05, -8.31876e-05, -2.53187e-05, -7.86579e-05, -1.84787e-05, -7.41235e-05, -1.34863e-05, -6.95841e-05, -9.84243e-06, -6.5039e-05, -7.18265e-06, -6.04874e-05, -5.24105e-06, -5.59283e-05, -3.82348e-06, -5.13604e-05, -2.7882e-06, -4.67823e-05, -2.03171e-06, -4.21923e-05, -1.47835e-06, -3.75886e-05, -1.07281e-06, -3.29693e-05, -7.74538e-07, -2.83321e-05, -5.53707e-07, -2.36749e-05, -3.8824e-07, -1.89953e-05, -2.61596e-07, -1.42906e-05, -1.6112e-07, -9.5584e-06, -7.67839e-08, -4.79578e-06
-0.393254, -3.45525e-05, 9.28873e-05, 0.00653513, -2.21377e-05, -0.0250764, -2.21377e-05, 0.0046411, -3.61984e-05, 9.34553e-05, -0.397895, 1.64592e-06, -5.68006e-07, -0.0250764, -2.21377e-05, -0.0183019, -3.30854e-05, -0.0133575, -4.55984e-05, -0.00974891, -5.94656e-05, -0.00711518, -7.45343e-05, -0.00519296, -9.05265e-05, -0.00379005, -0.000104314, -0.00276614, -0.000115054, -0.00201885, -0.000123019, -0.00147344, -0.000128435, -0.00107538, -0.000131493, -0.000784863, -0.000132359, -0.000572828, -0.000131186, -0.000418077, -0.000128115, -0.000305132, -0.000123564, -0.0002227, -0.000118852, -0.000162537, -0.000114134, -0.000118628, -0.000109413, -8.65806e-05, -0.000104691, -6.3191e-05, -9.9968e-05, -4.612e-05, -9.52457e-05, -3.36608e-05, -9.05246e-05, -2.45674e-05, -8.5805e-05, -1.79305e-05, -8.10867e-05, -1.30864e-05, -7.63696e-05, -9.55088e-06, -7.16532e-05, -6.97031e-06, -6.69366e-05, -5.08668e-06, -6.22189e-05, -3.71166e-06, -5.74989e-05, -2.70775e-06, -5.27752e-05, -1.97458e-06, -4.80463e-05, -1.43883e-06, -4.33102e-05, -1.04695e-06, -3.85651e-05, -7.59755e-07, -3.38089e-05, -5.4852e-07, -2.90393e-05, -3.9213e-07, -2.4254e-05, -2.74948e-07, -1.94505e-05, -1.8526e-07, -1.46261e-05, -1.14103e-07, -9.77811e-06, -5.43775e-08, -4.90371e-06
-0.392986, -3.53275e-05, 9.47186e-05, 0.0337197, -3.37142e-05, -0.0156734, -3.37142e-05, 0.0029008, -3.69723e-05, 9.52866e-05, -0.395886, 1.64478e-06, -5.68006e-07, -0.0156734, -3.37142e-05, -0.0114391, -4.64713e-05, -0.00834878, -6.06163e-05, -0.0060933, -7.59992e-05, -0.00444716, -9.23429e-05, -0.00324573, -0.000106462, -0.00236887, -0.000117495, -0.0017289, -0.000125719, -0.00126183, -0.00013136, -0.000920937, -0.000134608, -0.000672141, -0.000135628, -0.000490558, -0.000134569, -0.000358032, -0.00013157, -0.000261308, -0.000127052, -0.000190715, -0.000122368, -0.000139193, -0.000117679, -0.00010159, -0.000112987, -7.41452e-05, -0.000108295, -5.41149e-05, -0.000103602, -3.94959e-05, -9.89116e-05, -2.88261e-05, -9.42233e-05, -2.10388e-05, -8.9538e-05, -1.53552e-05, -8.48559e-05, -1.1207e-05, -8.01769e-05, -8.17933e-06, -7.55007e-05, -5.96953e-06, -7.08268e-05, -4.35661e-06, -6.61544e-05, -3.1793e-06, -6.14825e-05, -2.31988e-06, -5.68099e-05, -1.69241e-06, -5.2135e-05, -1.23416e-06, -4.74564e-05, -8.99306e-07, -4.27723e-05, -6.54372e-07, -3.80806e-05, -4.74865e-07, -3.33794e-05, -3.42838e-07, -2.86664e-05, -2.4509e-07, -2.39392e-05, -1.71849e-07, -1.91954e-05, -1.15792e-07, -1.44322e-05, -7.13174e-08, -9.64719e-06, -3.39873e-08, -4.8374e-06
-0.392715, -3.50553e-05, 9.39872e-05, 0.0701823, -4.60822e-05, -0.000943779, -4.60822e-05, 0.000174673, -3.66984e-05, 9.45552e-05, -0.39289, 1.64308e-06, -5.68006e-07, -0.000943779, -4.60822e-05, -0.000688811, -6.01194e-05, -0.000502725, -7.5396e-05, -0.00036691, -9.16442e-05, -0.000267787, -0.000105708, -0.000195443, -0.000116731, -0.000142642, -0.000124986, -0.000104107, -0.000130696, -7.59815e-05, -0.000134042, -5.54546e-05, -0.000135185, -4.04732e-05, -0.000134265, -2.95391e-05, -0.000131415, -2.1559e-05, -0.000127049, -1.57348e-05, -0.000122518, -1.1484e-05, -0.000117981, -8.38154e-06, -0.000113441, -6.11726e-06, -0.0001089, -4.46468e-06, -0.00010436, -3.25855e-06, -9.9822e-05, -2.37826e-06, -9.52875e-05, -1.73578e-06, -9.07569e-05, -1.26686e-06, -8.62308e-05, -9.24619e-07, -8.17094e-05, -6.74832e-07, -7.71925e-05, -4.92521e-07, -7.26799e-05, -3.59457e-07, -6.81708e-05, -2.62335e-07, -6.36647e-05, -1.91443e-07, -5.91603e-05, -1.39692e-07, -5.46566e-05, -1.01909e-07, -5.01521e-05, -7.43153e-08, -4.56453e-05, -5.4152e-08, -4.11345e-05, -3.94032e-08, -3.66176e-05, -2.85942e-08, -3.20928e-05, -2.06441e-08, -2.75579e-05, -1.47582e-08, -2.30106e-05, -1.03479e-08, -1.84484e-05, -6.97245e-09, -1.38689e-05, -4.2944e-09, -9.26945e-06, -2.04656e-09, -4.64742e-06
-0.391367, -3.41037e-05, 9.14144e-05, 0.111176, -5.83318e-05, 0.0143657, -5.83318e-05, -0.00265877, -3.57444e-05, 9.19824e-05, -0.388708, 1.6407e-06, -5.68006e-07, 0.0143657, -5.83318e-05, 0.0104847, -7.3171e-05, 0.0076522, -8.8972e-05, 0.00558491, -0.000102677, 0.00407611, -0.000113455, 0.00297492, -0.000121569, 0.00217123, -0.00012723, 0.00158465, -0.00013061, 0.00115655, -0.000131858, 0.000844099, -0.000131103, 0.000616061, -0.000128469, 0.000449629, -0.000124353, 0.000328159, -0.000120072, 0.000239506, -0.000115783, 0.000174803, -0.00011149, 0.000127579, -0.000107195, 9.31136e-05, -0.0001029, 6.7959e-05, -9.86053e-05, 4.95999e-05, -9.43136e-05, 3.62006e-05, -9.00254e-05, 2.6421e-05, -8.57415e-05, 1.92835e-05, -8.14621e-05, 1.40741e-05, -7.71876e-05, 1.02719e-05, -7.29178e-05, 7.49689e-06, -6.86523e-05, 5.47146e-06, -6.43906e-05, 3.99312e-06, -6.0132e-05, 2.91404e-06, -5.58755e-05, 2.12632e-06, -5.16199e-05, 1.5512e-06, -4.73639e-05, 1.13119e-06, -4.31061e-05, 8.24273e-07, -3.88447e-05, 5.99775e-07, -3.45781e-05, 4.35245e-07, -3.03042e-05, 3.14234e-07, -2.60211e-05, 2.24641e-07, -2.17266e-05, 1.57511e-07, -1.74184e-05, 1.06131e-07, -1.30941e-05, 6.53671e-08, -8.75132e-06, 3.11516e-08, -4.3875e-06
-0.388566, -3.42579e-05, 9.17971e-05, 0.155748, -7.33304e-05, 0.0293014, -7.33304e-05, -0.00542304, -3.58955e-05, 9.23651e-05, -0.383143, 1.63754e-06, -5.68006e-07, 0.0293014, -7.33304e-05, 0.0213854, -8.91968e-05, 0.015608, -0.000102986, 0.0113914, -0.000113867, 0.00831396, -0.0001221, 0.00606788, -0.000127893, 0.0044286, -0.000131413, 0.00323218, -0.000132802, 0.00235899, -0.000132184, 0.00172169, -0.000129674, 0.00125657, -0.000125668, 0.000917098, -0.000121493, 0.00066934, -0.000117308, 0.000488515, -0.000113116, 0.000356541, -0.00010892, 0.000260221, -0.000104721, 0.000189922, -0.000100523, 0.000138614, -9.63259e-05, 0.000101168, -9.21316e-05, 7.38375e-05, -8.7941e-05, 5.38905e-05, -8.37547e-05, 3.93321e-05, -7.95731e-05, 2.87066e-05, -7.53963e-05, 2.09514e-05, -7.12243e-05, 1.52913e-05, -6.70567e-05, 1.116e-05, -6.2893e-05, 8.14468e-06, -5.87325e-05, 5.9437e-06, -5.45741e-05, 4.33701e-06, -5.04168e-05, 3.16396e-06, -4.62593e-05, 2.30726e-06, -4.21001e-05, 1.68125e-06, -3.79376e-05, 1.22335e-06, -3.37701e-05, 8.8776e-07, -2.95956e-05, 6.40936e-07, -2.54123e-05, 4.58197e-07, -2.12179e-05, 3.21272e-07, -1.70103e-05, 2.16473e-07, -1.27871e-05, 1.33328e-07, -8.54603e-06, 6.35392e-08, -4.28452e-06
-0.375665, -3.34206e-05, 8.76911e-05, 0.157906, -8.3301e-05, -0.00180283, -8.3301e-05, 0.000333665, -3.50541e-05, 8.82591e-05, -0.375999, 1.63348e-06, -5.68006e-07, -0.00180283, -8.3301e-05, -0.00131579, -9.62673e-05, -0.00096032, -0.000106574, -0.000700884, -0.000114461, -0.000511535, -0.000120111, -0.00037334, -0.000123667, -0.00027248, -0.000125245, -0.000198868, -0.000124944, -0.000145142, -0.000122854, -0.000105931, -0.000119335, -7.73131e-05, -0.000115641, -5.64266e-05, -0.000111922, -4.11827e-05, -0.000108183, -3.0057e-05, -0.000104427, -2.1937e-05, -0.000100657, -1.60107e-05, -9.68742e-05, -1.16854e-05, -9.30819e-05, -8.52857e-06, -8.92816e-05, -6.22458e-06, -8.54748e-05, -4.54302e-06, -8.16627e-05, -3.31573e-06, -7.78461e-05, -2.41999e-06, -7.40257e-05, -1.76624e-06, -7.02019e-05, -1.28908e-06, -6.63748e-05, -9.40829e-07, -6.25443e-05, -6.86646e-07, -5.87101e-05, -5.0112e-07, -5.48717e-05, -3.657e-07, -5.10284e-05, -2.66844e-07, -4.71792e-05, -1.9467e-07, -4.33232e-05, -1.41959e-07, -3.94591e-05, -1.03443e-07, -3.55854e-05, -7.52693e-08, -3.17007e-05, -5.46215e-08, -2.78033e-05, -3.9435e-08, -2.38913e-05, -2.81916e-08, -1.99629e-05, -1.9767e-08, -1.60161e-05, -1.3319e-08, -1.20486e-05, -8.2033e-09, -8.05835e-06, -3.90939e-09, -4.04297e-06
