pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad]
3.90405e-07, -3.90405e-07, 9.49745e-07, -7.34328e-07, -1.12257e-12, -7.34428e-07, -1.12257e-12, 3.86067e-07, -3.86067e-07, 9.49745e-07, 4.33795e-09, -4.33795e-09, 0, 1e-10, 0, -7.34428e-07, -1.12257e-12, -6.64559e-07, -2.79264e-09, -6.01335e-07, -1.08897e-08, -5.44125e-07, -2.38991e-08, -4.92356e-07, -4.14563e-08, -4.45511e-07, -6.32344e-08, -4.0312e-07, -8.89476e-08, -3.64761e-07, -1.18353e-07, -3.3005e-07, -1.51247e-07, -2.98639e-07, -1.87081e-07, -2.70215e-07, -2.19286e-07, -2.44492e-07, -2.45756e-07, -2.21215e-07, -2.66731e-07, -2.00149e-07, -2.82418e-07, -1.81086e-07, -2.93012e-07, -1.63833e-07, -2.98707e-07, -1.48218e-07, -2.99706e-07, -1.34086e-07, -2.96237e-07, -1.21294e-07, -2.89181e-07, -1.09716e-07, -2.81549e-07, -9.9234e-08, -2.73712e-07, -8.97449e-08, -2.65682e-07, -8.11532e-08, -2.5747e-07, -7.33731e-08, -2.49089e-07, -6.63267e-08, -2.4055e-07, -5.99435e-08, -2.31865e-07, -5.41598e-08, -2.23046e-07, -4.89177e-08, -2.14104e-07, -4.41647e-08, -2.0505e-07, -3.98534e-08, -1.95897e-07, -3.59406e-08, -1.86655e-07, -3.23873e-08, -1.77335e-07, -2.91578e-08, -1.67948e-07, -2.62199e-08, -1.58506e-07, -2.35442e-08, -1.49019e-07, -2.11039e-08, -1.39498e-07, -1.88747e-08, -1.29955e-07, -1.68342e-08, -1.20399e-07, -1.49621e-08, -1.10843e-07, -1.32396e-08, -1.01296e-07, -1.16494e-08, -9.17693e-08, -1.01758e-08, -8.22739e-08, -8.80394e-09, -7.28205e-08, -7.52011e-09, -6.34197e-08, -6.31148e-09, -5.40825e-08, -5.16597e-09, -4.48196e-08, -4.07211e-09, -3.56419e-08, -3.01898e-09, -2.65601e-08, -1.99604e-09, -1.75853e-08, -9.93053e-10, -8.73234e-09
4.18904e-07, -4.18904e-07, 1.0209e-06, 0.00197494, -3.08402e-09, -7.88644e-07, -3.08402e-09, 4.14566e-07, -4.14566e-07, 1.0209e-06, 4.3379e-09, -4.3379e-09, 0, 0.00197572, 0, -7.88644e-07, -3.08402e-09, -7.13617e-07, -1.20282e-08, -6.45726e-07, -2.64139e-08, -5.84293e-07, -4.58469e-08, -5.28702e-07, -6.99738e-08, -4.78399e-07, -9.84845e-08, -4.32879e-07, -1.31114e-07, -3.91688e-07, -1.6764e-07, -3.54415e-07, -2.07452e-07, -3.20685e-07, -2.43265e-07, -2.90162e-07, -2.72736e-07, -2.62541e-07, -2.96124e-07, -2.37545e-07, -3.13658e-07, -2.14925e-07, -3.25551e-07, -1.94454e-07, -3.32016e-07, -1.75927e-07, -3.33279e-07, -1.5916e-07, -3.29588e-07, -1.43984e-07, -3.21921e-07, -1.30248e-07, -3.13626e-07, -1.17815e-07, -3.05113e-07, -1.0656e-07, -2.96396e-07, -9.637e-08, -2.87488e-07, -8.7144e-08, -2.784e-07, -7.87895e-08, -2.69146e-07, -7.1223e-08, -2.59739e-07, -6.43686e-08, -2.5019e-07, -5.81579e-08, -2.40511e-07, -5.25288e-08, -2.30716e-07, -4.7425e-08, -2.20816e-07, -4.27954e-08, -2.10822e-07, -3.85938e-08, -2.00747e-07, -3.47781e-08, -1.90603e-07, -3.13103e-08, -1.80401e-07, -2.81555e-08, -1.70153e-07, -2.52822e-08, -1.5987e-07, -2.26618e-08, -1.49564e-07, -2.0268e-08, -1.39247e-07, -1.80769e-08, -1.2893e-07, -1.60666e-08, -1.18624e-07, -1.42169e-08, -1.08341e-07, -1.25094e-08, -9.80919e-08, -1.0927e-08, -8.78886e-08, -9.45386e-09, -7.77424e-08, -8.07525e-09, -6.76646e-08, -6.7774e-09, -5.76666e-08, -5.54732e-09, -4.776e-08, -4.37272e-09, -3.79562e-08, -3.24184e-09, -2.82667e-08, -2.14339e-09, -1.87031e-08, -1.06636e-09, -9.28143e-09
4.65454e-07, -4.65454e-07, 1.13994e-06, 0.00790202, -1.38311e-08, -8.77198e-07, -1.38311e-08, 4.61117e-07, -4.61117e-07, 1.13994e-06, 4.33755e-09, -4.33755e-09, 0, 0.0079029, 0, -8.77198e-07, -1.38311e-08, -7.93746e-07, -3.03824e-08, -7.18233e-07, -5.27682e-08, -6.49901e-07, -8.05861e-08, -5.88068e-07, -1.13486e-07, -5.32116e-07, -1.51165e-07, -4.81485e-07, -1.93368e-07, -4.3567e-07, -2.39387e-07, -3.9421e-07, -2.80811e-07, -3.56693e-07, -3.14928e-07, -3.22743e-07, -3.42033e-07, -2.92021e-07, -3.62387e-07, -2.64218e-07, -3.76234e-07, -2.39058e-07, -3.83823e-07, -2.16288e-07, -3.85415e-07, -1.95681e-07, -3.81295e-07, -1.77031e-07, -3.72592e-07, -1.60151e-07, -3.63179e-07, -1.44873e-07, -3.53528e-07, -1.31044e-07, -3.43653e-07, -1.18525e-07, -3.33571e-07, -1.07191e-07, -3.23294e-07, -9.69291e-08, -3.12836e-07, -8.76365e-08, -3.02211e-07, -7.92203e-08, -2.91434e-07, -7.15963e-08, -2.80516e-07, -6.46882e-08, -2.69473e-07, -5.84271e-08, -2.58316e-07, -5.27502e-08, -2.4706e-07, -4.76008e-08, -2.35716e-07, -4.29274e-08, -2.243e-07, -3.86833e-08, -2.12822e-07, -3.4826e-08, -2.01296e-07, -3.13169e-08, -1.89735e-07, -2.81211e-08, -1.78151e-07, -2.52064e-08, -1.66557e-07, -2.25439e-08, -1.54966e-07, -2.01067e-08, -1.43391e-07, -1.78706e-08, -1.31842e-07, -1.58133e-08, -1.20335e-07, -1.3914e-08, -1.0888e-07, -1.21539e-08, -9.74901e-08, -1.05154e-08, -8.61784e-08, -8.98199e-09, -7.49571e-08, -7.53841e-09, -6.38388e-08, -6.17021e-09, -5.2836e-08, -4.86372e-09, -4.19615e-08, -3.60586e-09, -3.12279e-08, -2.38406e-09, -2.06479e-08, -1.1861e-09, -1.02394e-08
6.39723e-07, -6.39723e-07, 1.58456e-06, 0.0177803, -4.36471e-08, -1.20872e-06, -4.36471e-08, 6.35387e-07, -6.35387e-07, 1.58456e-06, 4.33659e-09, -4.33659e-09, 0, 0.0177815, 0, -1.20872e-06, -4.36471e-08, -1.09373e-06, -7.58362e-08, -9.89675e-07, -1.15887e-07, -8.95518e-07, -1.63291e-07, -8.10317e-07, -2.17617e-07, -7.33219e-07, -2.78493e-07, -6.63454e-07, -3.44889e-07, -6.00322e-07, -4.0468e-07, -5.43195e-07, -4.53943e-07, -4.91499e-07, -4.93098e-07, -4.44718e-07, -5.22523e-07, -4.02384e-07, -5.42572e-07, -3.64074e-07, -5.53607e-07, -3.29405e-07, -5.56011e-07, -2.9803e-07, -5.502e-07, -2.69635e-07, -5.37803e-07, -2.43937e-07, -5.24405e-07, -2.20678e-07, -5.10687e-07, -1.99625e-07, -4.96671e-07, -1.80569e-07, -4.82376e-07, -1.63319e-07, -4.67821e-07, -1.47702e-07, -4.53025e-07, -1.33562e-07, -4.38008e-07, -1.20757e-07, -4.22788e-07, -1.0916e-07, -4.07383e-07, -9.86547e-08, -3.91812e-07, -8.91359e-08, -3.76093e-07, -8.05084e-08, -3.60245e-07, -7.26861e-08, -3.44284e-07, -6.55905e-08, -3.28229e-07, -5.91509e-08, -3.12098e-07, -5.33028e-08, -2.95908e-07, -4.79878e-08, -2.79676e-07, -4.31526e-08, -2.6342e-07, -3.87489e-08, -2.47157e-07, -3.47327e-08, -2.30904e-07, -3.10639e-08, -2.14679e-07, -2.77057e-08, -1.98498e-07, -2.46245e-08, -1.82379e-07, -2.17896e-08, -1.66339e-07, -1.91726e-08, -1.50395e-07, -1.67473e-08, -1.34563e-07, -1.44895e-08, -1.18862e-07, -1.23766e-08, -1.03308e-07, -1.03874e-08, -8.7918e-08, -8.50212e-09, -7.27098e-08, -6.70186e-09, -5.77004e-08, -4.96862e-09, -4.29073e-08, -3.28507e-09, -2.83479e-08, -1.63436e-09, -1.40467e-08
-5.04191e-07, 5.04191e-07, -1.25567e-06, 0.0316126, 6.12781e-08, 9.67386e-07, 6.12781e-08, -5.08526e-07, 5.08526e-07, -1.25567e-06, 4.33473e-09, -4.33473e-09, 0, 0.0316116, 0, 9.67386e-07, 6.12781e-08, 8.75355e-07, 9.36601e-08, 7.92077e-07, 1.3203e-07, 7.1672e-07, 1.76036e-07, 6.4853e-07, 2.25385e-07, 5.86826e-07, 2.79253e-07, 5.30989e-07, 3.27829e-07, 4.80463e-07, 3.67927e-07, 4.34741e-07, 3.99879e-07, 3.93367e-07, 4.23981e-07, 3.55926e-07, 4.40512e-07, 3.22045e-07, 4.49753e-07, 2.91384e-07, 4.52006e-07, 2.63636e-07, 4.47597e-07, 2.38526e-07, 4.37838e-07, 2.158e-07, 4.27269e-07, 1.95233e-07, 4.16444e-07, 1.76617e-07, 4.05379e-07, 1.59768e-07, 3.9409e-07, 1.44517e-07, 3.82592e-07, 1.30711e-07, 3.70899e-07, 1.18212e-07, 3.59028e-07, 1.06895e-07, 3.46993e-07, 9.66468e-08, 3.34808e-07, 8.73653e-08, 3.22488e-07, 7.89574e-08, 3.10047e-07, 7.13391e-08, 2.975e-07, 6.44342e-08, 2.8486e-07, 5.81736e-08, 2.72142e-07, 5.24948e-08, 2.59359e-07, 4.73409e-08, 2.46525e-07, 4.26605e-08, 2.33655e-07, 3.84066e-08, 2.20761e-07, 3.45368e-08, 2.07857e-07, 3.10123e-08, 1.94956e-07, 2.7798e-08, 1.82073e-07, 2.48617e-08, 1.69221e-07, 2.2174e-08, 1.56412e-07, 1.9708e-08, 1.43661e-07, 1.74391e-08, 1.3098e-07, 1.53446e-08, 1.18383e-07, 1.34036e-08, 1.05884e-07, 1.15965e-08, 9.3496e-08, 9.90547e-09, 8.1232e-08, 8.31347e-09, 6.91058e-08, 6.8046e-09, 5.71307e-08, 5.36378e-09, 4.53204e-08, 3.97659e-09, 3.36885e-08, 2.62917e-09, 2.22487e-08, 1.30805e-09, 1.10202e-08
-5.07281e-07, 5.07281e-07, -1.25567e-06, 0.0493941, 9.56756e-08, 9.73258e-07, 9.56756e-08, -5.11612e-07, 5.11612e-07, -1.25567e-06, 4.33165e-09, -4.33165e-09, 0, 0.0493931, 0, 9.73258e-07, 9.56756e-08, 8.80668e-07, 1.34906e-07, 7.96885e-07, 1.79948e-07, 7.2107e-07, 2.30495e-07, 6.52466e-07, 2.85711e-07, 5.90387e-07, 3.3556e-07, 5.34212e-07, 3.76775e-07, 4.83379e-07, 4.09688e-07, 4.37379e-07, 4.34593e-07, 3.95754e-07, 4.51768e-07, 3.58086e-07, 4.61495e-07, 3.23999e-07, 4.64071e-07, 2.93152e-07, 4.59824e-07, 2.65236e-07, 4.5009e-07, 2.39973e-07, 4.3953e-07, 2.1711e-07, 4.28713e-07, 1.96418e-07, 4.17653e-07, 1.77689e-07, 4.06368e-07, 1.60738e-07, 3.94872e-07, 1.45394e-07, 3.8318e-07, 1.31504e-07, 3.71307e-07, 1.18929e-07, 3.59267e-07, 1.07544e-07, 3.47076e-07, 9.72334e-08, 3.34748e-07, 8.78955e-08, 3.22297e-07, 7.94366e-08, 3.09738e-07, 7.17721e-08, 2.97083e-07, 6.48253e-08, 2.84347e-07, 5.85267e-08, 2.71544e-07, 5.28134e-08, 2.58688e-07, 4.76283e-08, 2.45791e-07, 4.29194e-08, 2.32869e-07, 3.86397e-08, 2.19933e-07, 3.47464e-08, 2.06998e-07, 3.12006e-08, 1.94076e-07, 2.79667e-08, 1.81181e-07, 2.50126e-08, 1.68327e-07, 2.23086e-08, 1.55526e-07, 1.98276e-08, 1.42791e-07, 1.7545e-08, 1.30137e-07, 1.54377e-08, 1.17576e-07, 1.34849e-08, 1.0512e-07, 1.16669e-08, 9.27846e-08, 9.96559e-09, 8.05816e-08, 8.36392e-09, 6.85246e-08, 6.8459e-09, 5.6627e-08, 5.39633e-09, 4.49021e-08, 4.00073e-09, 3.33634e-08, 2.64513e-09, 2.20245e-08, 1.31599e-09, 1.09044e-08
-5.09101e-07, 5.09101e-07, -1.25567e-06, 0.071127, 1.379e-07, 9.76712e-07, 1.379e-07, -5.13428e-07, 5.13428e-07, -1.25567e-06, 4.32707e-09, -4.32707e-09, 0, 0.0711261, 0, 9.76712e-07, 1.379e-07, 8.83794e-07, 1.83991e-07, 7.99713e-07, 2.35772e-07, 7.2363e-07, 2.92374e-07, 6.54782e-07, 3.43528e-07, 5.92483e-07, 3.85885e-07, 5.36108e-07, 4.19777e-07, 4.85095e-07, 4.45496e-07, 4.38932e-07, 4.63319e-07, 3.97159e-07, 4.73529e-07, 3.59357e-07, 4.76423e-07, 3.25149e-07, 4.72326e-07, 2.94193e-07, 4.62605e-07, 2.66178e-07, 4.52041e-07, 2.40825e-07, 4.41217e-07, 2.17881e-07, 4.30151e-07, 1.97115e-07, 4.18857e-07, 1.7832e-07, 4.0735e-07, 1.61309e-07, 3.95647e-07, 1.4591e-07, 3.8376e-07, 1.31971e-07, 3.71706e-07, 1.19351e-07, 3.59498e-07, 1.07925e-07, 3.47152e-07, 9.75785e-08, 3.34681e-07, 8.82075e-08, 3.22098e-07, 7.97186e-08, 3.09419e-07, 7.20269e-08, 2.96657e-07, 6.50554e-08, 2.83825e-07, 5.87345e-08, 2.70938e-07, 5.30009e-08, 2.58008e-07, 4.77973e-08, 2.45049e-07, 4.30717e-08, 2.32074e-07, 3.87768e-08, 2.19096e-07, 3.48697e-08, 2.0613e-07, 3.13113e-08, 1.93187e-07, 2.8066e-08, 1.80281e-07, 2.51014e-08, 1.67425e-07, 2.23878e-08, 1.54632e-07, 1.9898e-08, 1.41915e-07, 1.76072e-08, 1.29287e-07, 1.54925e-08, 1.16761e-07, 1.35328e-08, 1.0435e-07, 1.17083e-08, 9.20678e-08, 1.0001e-08, 7.99263e-08, 8.39361e-09, 6.79393e-08, 6.8702e-09, 5.61197e-08, 5.41549e-09, 4.44809e-08, 4.01493e-09, 3.30362e-08, 2.65452e-09, 2.17988e-08, 1.32066e-09, 1.07878e-08
-3.20362e-07, 3.20362e-07, -7.78829e-07, 0.0968111, 1.14996e-07, 6.17656e-07, 1.14996e-07, -3.24683e-07, 3.24683e-07, -7.78829e-07, 4.32067e-09, -4.32067e-09, 0, 0.0968105, 0, 6.17656e-07, 1.14996e-07, 5.58896e-07, 1.47409e-07, 5.05724e-07, 1.82899e-07, 4.57611e-07, 2.15038e-07, 4.14073e-07, 2.41727e-07, 3.74676e-07, 2.63166e-07, 3.39025e-07, 2.79528e-07, 3.06765e-07, 2.90974e-07, 2.77573e-07, 2.97667e-07, 2.51156e-07, 2.9978e-07, 2.27251e-07, 2.97503e-07, 2.05619e-07, 2.91682e-07, 1.86042e-07, 2.85324e-07, 1.68326e-07, 2.78797e-07, 1.52294e-07, 2.72111e-07, 1.37784e-07, 2.65276e-07, 1.24652e-07, 2.58301e-07, 1.12766e-07, 2.51196e-07, 1.02009e-07, 2.4397e-07, 9.2271e-08, 2.36632e-07, 8.34561e-08, 2.29191e-07, 7.54757e-08, 2.21657e-07, 6.82501e-08, 2.14037e-07, 6.17069e-08, 2.0634e-07, 5.57809e-08, 1.98576e-07, 5.04126e-08, 1.90753e-07, 4.55485e-08, 1.82879e-07, 4.11399e-08, 1.74962e-07, 3.71426e-08, 1.67012e-07, 3.35168e-08, 1.59036e-07, 3.02262e-08, 1.51043e-07, 2.72378e-08, 1.4304e-07, 2.45218e-08, 1.35037e-07, 2.2051e-08, 1.27041e-07, 1.98007e-08, 1.1906e-07, 1.77484e-08, 1.11102e-07, 1.58737e-08, 1.03175e-07, 1.41576e-08, 9.52882e-08, 1.25831e-08, 8.74484e-08, 1.11345e-08, 7.9664e-08, 9.7972e-09, 7.19431e-08, 8.55788e-09, 6.42936e-08, 7.40413e-09, 5.67236e-08, 6.32443e-09, 4.92412e-08, 5.30797e-09, 4.18544e-08, 4.34459e-09, 3.45715e-08, 3.42466e-09, 2.74004e-08, 2.53897e-09, 2.03495e-08, 1.67867e-09, 1.3427e-08, 8.3516e-10, 6.64436e-09
-3.25086e-07, 3.25086e-07, -7.78829e-07, 0.126447, 1.48763e-07, 6.26625e-07, 1.48763e-07, -3.29398e-07, 3.29398e-07, -7.78829e-07, 4.31215e-09, -4.31215e-09, 0, 0.126446, 0, 6.26625e-07, 1.48763e-07, 5.67011e-07, 1.84655e-07, 5.13068e-07, 2.17234e-07, 4.64255e-07, 2.44362e-07, 4.20085e-07, 2.66231e-07, 3.80116e-07, 2.83008e-07, 3.43948e-07, 2.94843e-07, 3.1122e-07, 3.0189e-07, 2.81603e-07, 3.0431e-07, 2.54803e-07, 3.02282e-07, 2.30551e-07, 2.96652e-07, 2.08604e-07, 2.90472e-07, 1.88744e-07, 2.84115e-07, 1.7077e-07, 2.77592e-07, 1.54505e-07, 2.70913e-07, 1.39785e-07, 2.64087e-07, 1.26462e-07, 2.57123e-07, 1.14404e-07, 2.5003e-07, 1.0349e-07, 2.42819e-07, 9.36109e-08, 2.35497e-07, 8.46679e-08, 2.28075e-07, 7.65717e-08, 2.2056e-07, 6.92411e-08, 2.12962e-07, 6.2603e-08, 2.05289e-07, 5.65909e-08, 1.9755e-07, 5.11447e-08, 1.89753e-07, 4.62099e-08, 1.81907e-07, 4.17373e-08, 1.74021e-07, 3.7682e-08, 1.66101e-07, 3.40035e-08, 1.58158e-07, 3.06651e-08, 1.50198e-07, 2.76333e-08, 1.4223e-07, 2.48779e-08, 1.34263e-07, 2.23712e-08, 1.26303e-07, 2.00882e-08, 1.1836e-07, 1.80062e-08, 1.10441e-07, 1.61042e-08, 1.02554e-07, 1.43632e-08, 9.47076e-08, 1.27659e-08, 8.69092e-08, 1.12962e-08, 7.91669e-08, 9.93947e-09, 7.14888e-08, 8.68215e-09, 6.38828e-08, 7.51165e-09, 5.63569e-08, 6.41627e-09, 4.8919e-08, 5.38505e-09, 4.15773e-08, 4.40768e-09, 3.43398e-08, 3.47439e-09, 2.72146e-08, 2.57584e-09, 2.02098e-08, 1.70305e-09, 1.33336e-08, 8.47287e-10, 6.59755e-09
1.09923e-07, -1.09923e-07, 1.74846e-07, 0.159709, -2.66108e-08, -2.00929e-07, -2.66108e-08, 1.05622e-07, -1.05622e-07, 1.74846e-07, 4.30122e-09, -4.30122e-09, 0, 0.159709, 0, -2.00929e-07, -2.66108e-08, -1.81814e-07, -3.16331e-08, -1.64517e-07, -3.60584e-08, -1.48865e-07, -3.98946e-08, -1.34701e-07, -4.31304e-08, -1.21885e-07, -4.57412e-08, -1.10288e-07, -4.76954e-08, -9.97934e-08, -4.89606e-08, -9.02968e-08, -4.95073e-08, -8.17033e-08, -4.94241e-08, -7.39267e-08, -4.91983e-08, -6.68895e-08, -4.8892e-08, -6.05211e-08, -4.85079e-08, -5.4758e-08, -4.80487e-08, -4.95424e-08, -4.75171e-08, -4.48223e-08, -4.69155e-08, -4.05503e-08, -4.62466e-08, -3.66839e-08, -4.55128e-08, -3.31843e-08, -4.47166e-08, -3.00166e-08, -4.38605e-08, -2.7149e-08, -4.2947e-08, -2.45529e-08, -4.19784e-08, -2.22023e-08, -4.0957e-08, -2.00738e-08, -3.98854e-08, -1.8146e-08, -3.87657e-08, -1.63997e-08, -3.76004e-08, -1.48173e-08, -3.63916e-08, -1.33832e-08, -3.51416e-08, -1.20828e-08, -3.38528e-08, -1.09033e-08, -3.25272e-08, -9.83284e-09, -3.11672e-08, -8.86069e-09, -2.97749e-08, -7.97715e-09, -2.83524e-08, -7.17338e-09, -2.6902e-08, -6.44135e-09, -2.54257e-08, -5.77372e-09, -2.39258e-08, -5.16384e-09, -2.24042e-08, -4.60559e-09, -2.08632e-08, -4.09341e-09, -1.93047e-08, -3.62215e-09, -1.7731e-08, -3.18712e-09, -1.6144e-08, -2.78395e-09, -1.45459e-08, -2.40863e-09, -1.29387e-08, -2.05739e-09, -1.13244e-08, -1.72673e-09, -9.70521e-09, -1.41333e-09, -8.08305e-09, -1.11407e-09, -6.46001e-09, -8.25949e-10, -4.83813e-09, -5.46086e-10, -3.21947e-09, -2.71685e-10, -1.60638e-09
