pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad], v_k+50 [m/s], delta_k+50 [rad], v_k+51 [m/s], delta_k+51 [rad], v_k+52 [m/s], delta_k+52 [rad], v_k+53 [m/s], delta_k+53 [rad], v_k+54 [m/s], delta_k+54 [rad], v_k+55 [m/s], delta_k+55 [rad], v_k+56 [m/s], delta_k+56 [rad], v_k+57 [m/s], delta_k+57 [rad], v_k+58 [m/s], delta_k+58 [rad], v_k+59 [m/s], delta_k+59 [rad]
0.856494, 0.00579789, 0.0182466, 0.200704, -0.0289915, -0.0992961, -0.0289915, 0.0521931, 0.00579789, 0.0182466, 0.804301, 0, 0, 0.3, 0, -0.0992961, -0.0289915, -0.0898504, -0.0280923, -0.0813033, -0.0272066, -0.0735692, -0.0263345, -0.0665707, -0.0254762, -0.060238, -0.0246315, -0.0545077, -0.0238007, -0.0493224, -0.0229838, -0.0446304, -0.0221808, -0.0403846, -0.0213918, -0.0365428, -0.0206168, -0.0330663, -0.0198558, -0.0299205, -0.0191089, -0.0270739, -0.0183761, -0.0244981, -0.0176574, -0.0221672, -0.0169529, -0.020058, -0.0162626, -0.0181494, -0.0155864, -0.0164222, -0.0149244, -0.0148593, -0.0142766, -0.013445, -0.013643, -0.0121652, -0.0130237, -0.0110069, -0.0124185, -0.0099588, -0.0118276, -0.00901024, -0.0112509, -0.00815179, -0.0106884, -0.00737486, -0.0101401, -0.00667168, -0.00960602, -0.00603521, -0.00908617, -0.00545909, -0.00858054, -0.00493757, -0.00808912, -0.00446542, -0.00761191, -0.00403792, -0.00714891, -0.00365081, -0.00670013, -0.0033002, -0.00626556, -0.0029826, -0.00584521, -0.00269482, -0.00543907, -0.00243399, -0.00504716, -0.00219749, -0.00466947, -0.00198298, -0.00430603, -0.00178829, -0.00395682, -0.00161149, -0.00362188, -0.0014508, -0.0033012, -0.00130462, -0.00299481, -0.00117148, -0.00270273, -0.00105006, -0.00242497, -0.000939144, -0.00216155, -0.000837617, -0.00191251, -0.000744465, -0.00167787, -0.000658758, -0.00145766, -0.000579639, -0.00125192, -0.000506316, -0.00106068, -0.000438056, -0.000883983, -0.000374177, -0.000721876, -0.000314039, -0.000574404, -0.000257042, -0.000441618, -0.000202615, -0.000323573, -0.000150215, -0.000220325, -9.93163e-05, -0.000131937, -4.94111e-05, -5.85257e-05
0.8693, 0.00590823, 0.0176438, 0.204876, -0.0284303, -0.0951237, -0.0284303, 0.05, 0.00590823, 0.0176438, 0.819301, 0, 0, 0.3, 0, -0.0951237, -0.0284303, -0.086075, -0.027544, -0.077887, -0.0266711, -0.0704778, -0.0258118, -0.0637735, -0.0249661, -0.0577069, -0.0241342, -0.0522173, -0.023316, -0.0472499, -0.0225117, -0.042755, -0.0217212, -0.0386877, -0.0209447, -0.0350073, -0.0201821, -0.0316769, -0.0194335, -0.0286633, -0.0186988, -0.0259363, -0.0179782, -0.0234687, -0.0172716, -0.0212357, -0.0165791, -0.0192152, -0.0159006, -0.0173867, -0.0152362, -0.0157322, -0.0145859, -0.0142349, -0.0139497, -0.0128801, -0.0133275, -0.011654, -0.0127195, -0.0105444, -0.0121255, -0.00954033, -0.0115456, -0.00863164, -0.0109798, -0.00780926, -0.0104281, -0.00706497, -0.00989047, -0.00639134, -0.0093669, -0.00578161, -0.00885739, -0.0052297, -0.00836195, -0.00473009, -0.00788055, -0.00427778, -0.00741321, -0.00386825, -0.00695991, -0.0034974, -0.00652066, -0.00316153, -0.00609545, -0.00285727, -0.00568427, -0.00258158, -0.00528713, -0.00233171, -0.00490403, -0.00210516, -0.00453497, -0.00189965, -0.00417995, -0.00171315, -0.00383899, -0.00154377, -0.00351208, -0.00138984, -0.00319924, -0.0012498, -0.00290048, -0.00112226, -0.00261581, -0.00100594, -0.00234525, -0.000899682, -0.00208882, -0.00080242, -0.00184654, -0.000713183, -0.00161844, -0.000631077, -0.00140454, -0.000555283, -0.00120487, -0.000485041, -0.00101947, -0.000419649, -0.00084837, -0.000358454, -0.000691616, -0.000300843, -0.000549247, -0.000246241, -0.000421312, -0.000194101, -0.00030786, -0.000143903, -0.000208943, -9.51431e-05, -0.000124621, -4.73349e-05, -5.50039e-05
0.884244, 0.00602529, 0.0169614, 0.204984, -0.0277846, -0.0950157, -0.0277846, 0.0499432, 0.00602529, 0.0169614, 0.834301, 0, 0, 0.3, 0, -0.0950157, -0.0277846, -0.0859773, -0.0269133, -0.0777986, -0.0260553, -0.0703978, -0.0252108, -0.0637011, -0.02438, -0.0576413, -0.0235629, -0.052158, -0.0227594, -0.0471963, -0.0219697, -0.0427065, -0.0211938, -0.0386438, -0.0204318, -0.0349675, -0.0196836, -0.0316409, -0.0189492, -0.0286307, -0.0182288, -0.0259068, -0.0175223, -0.023442, -0.0168297, -0.0212116, -0.016151, -0.0191933, -0.0154863, -0.017367, -0.0148355, -0.0157143, -0.0141986, -0.0142188, -0.0135757, -0.0128654, -0.0129668, -0.0116407, -0.0123718, -0.0105325, -0.0117907, -0.0095295, -0.0112236, -0.00862184, -0.0106704, -0.00780039, -0.0101311, -0.00705695, -0.00960565, -0.00638408, -0.00909414, -0.00577505, -0.00859652, -0.00522377, -0.00811278, -0.00472473, -0.0076429, -0.00427293, -0.00718688, -0.00386386, -0.00674471, -0.00349343, -0.00631638, -0.00315794, -0.00590189, -0.00285403, -0.00550123, -0.00257865, -0.00511439, -0.00232906, -0.00474137, -0.00210277, -0.00438217, -0.0018975, -0.0040368, -0.0017112, -0.00370524, -0.00154202, -0.00338751, -0.00138826, -0.00308361, -0.00124838, -0.00279355, -0.00112098, -0.00251734, -0.0010048, -0.00225498, -0.000898661, -0.00200651, -0.00080151, -0.00177192, -0.000712373, -0.00155125, -0.000630361, -0.00134452, -0.000554652, -0.00115175, -0.00048449, -0.000972972, -0.000419173, -0.000808218, -0.000358047, -0.000657523, -0.000300502, -0.000520927, -0.000245962, -0.000398471, -0.000193881, -0.000290201, -0.000143739, -0.000196164, -9.50351e-05, -0.000116415, -4.72812e-05, -5.10582e-05
0.899323, 0.00614333, 0.0162669, 0.204834, -0.0271261, -0.0951659, -0.0271261, 0.0500222, 0.00614333, 0.0162669, 0.849301, 0, 0, 0.3, 0, -0.0951659, -0.0271261, -0.0861132, -0.02627, -0.0779215, -0.0254273, -0.0705091, -0.024598, -0.0638018, -0.0237824, -0.0577325, -0.0229803, -0.0522405, -0.0221919, -0.0472709, -0.0214172, -0.042774, -0.0206561, -0.0387049, -0.0199089, -0.0350228, -0.0191753, -0.0316909, -0.0184556, -0.028676, -0.0177497, -0.0259478, -0.0170575, -0.0234791, -0.0163792, -0.0212452, -0.0157146, -0.0192237, -0.0150639, -0.0173944, -0.014427, -0.0157392, -0.013804, -0.0142413, -0.0131947, -0.0128858, -0.0125992, -0.0116591, -0.0120175, -0.0105491, -0.0114496, -0.00954457, -0.0108954, -0.00863547, -0.0103551, -0.00781273, -0.00982841, -0.00706811, -0.00931549, -0.00639417, -0.00881628, -0.00578418, -0.00833078, -0.00523203, -0.00785897, -0.00473219, -0.00740083, -0.00427968, -0.00695636, -0.00386997, -0.00652553, -0.00349896, -0.00610834, -0.00316293, -0.00570478, -0.00285854, -0.00531483, -0.00258273, -0.00493849, -0.00233275, -0.00457575, -0.00210609, -0.00422661, -0.0019005, -0.00389105, -0.00171391, -0.00356909, -0.00154446, -0.00326071, -0.00139045, -0.00296592, -0.00125035, -0.00268472, -0.00112276, -0.00241712, -0.00100639, -0.00216312, -0.000900081, -0.00192274, -0.000802777, -0.001696, -0.0007135, -0.0014829, -0.000631357, -0.00128346, -0.000555529, -0.00109771, -0.000485256, -0.000925676, -0.000419835, -0.000767379, -0.000358613, -0.000622851, -0.000300977, -0.000492128, -0.00024635, -0.000375247, -0.000194188, -0.000272247, -0.000143967, -0.000183174, -9.51854e-05, -0.000108074, -4.73559e-05, -4.70483e-05
0.914585, 0.0062454, 0.0156054, 0.204335, -0.0264853, -0.095665, -0.0264853, 0.0502845, 0.0062454, 0.0156054, 0.864301, 0, 0, 0.3, 0, -0.095665, -0.0264853, -0.0865648, -0.0256443, -0.0783302, -0.0248166, -0.0708789, -0.0240024, -0.0641364, -0.0232017, -0.0580352, -0.0224145, -0.0525144, -0.0216409, -0.0475188, -0.0208809, -0.0429983, -0.0201346, -0.0389079, -0.0194018, -0.0352065, -0.0186828, -0.0318571, -0.0179774, -0.0288264, -0.0172857, -0.0260839, -0.0166076, -0.0236022, -0.0159433, -0.0213566, -0.0152926, -0.0193245, -0.0146556, -0.0174857, -0.0140323, -0.0158217, -0.0134227, -0.0143159, -0.0128267, -0.0129534, -0.0122444, -0.0117203, -0.0116757, -0.0106044, -0.0111206, -0.00959462, -0.0105791, -0.00868076, -0.0100513, -0.0078537, -0.00953693, -0.00710518, -0.00903616, -0.00642771, -0.00854892, -0.00581451, -0.0080752, -0.00525946, -0.00761498, -0.00475701, -0.00716824, -0.00430213, -0.00673496, -0.00389027, -0.00631513, -0.00351731, -0.00590874, -0.00317952, -0.00551575, -0.00287353, -0.00513618, -0.00259627, -0.00476999, -0.00234498, -0.00441718, -0.00211714, -0.00407774, -0.00191046, -0.00375167, -0.0017229, -0.00343895, -0.00155256, -0.00313958, -0.00139775, -0.00285356, -0.00125691, -0.00258089, -0.00112864, -0.00232157, -0.00101166, -0.0020756, -0.000904802, -0.001843, -0.000806987, -0.00162377, -0.000717241, -0.00141792, -0.000634669, -0.00122547, -0.000558442, -0.00104643, -0.000487801, -0.000880836, -0.000422037, -0.000728697, -0.000360494, -0.000590045, -0.000302555, -0.000464908, -0.000247642, -0.000353321, -0.000195206, -0.000255319, -0.000144722, -0.000170941, -9.56845e-05, -0.000100231, -4.76043e-05, -4.32833e-05
0.929829, 0.00630595, 0.0150501, 0.203871, -0.0259142, -0.0961294, -0.0259142, 0.0505286, 0.00630595, 0.0150501, 0.879301, 0, 0, 0.3, 0, -0.0961294, -0.0259142, -0.086985, -0.0250874, -0.0787104, -0.0242737, -0.0712229, -0.0234735, -0.0644477, -0.0226866, -0.0583169, -0.0219132, -0.0527693, -0.0211533, -0.0477494, -0.0204069, -0.043207, -0.019674, -0.0390967, -0.0189546, -0.0353774, -0.0182488, -0.0320118, -0.0175565, -0.0289663, -0.0168777, -0.0262105, -0.0162125, -0.0237168, -0.0155609, -0.0214602, -0.0149228, -0.0194183, -0.0142983, -0.0175705, -0.0136873, -0.0158985, -0.0130898, -0.0143854, -0.0125058, -0.0130162, -0.0119353, -0.0117772, -0.0113783, -0.0106559, -0.0108347, -0.0096412, -0.0103046, -0.00872289, -0.00978784, -0.00789182, -0.00928452, -0.00713966, -0.00879457, -0.00645891, -0.00831797, -0.00584274, -0.00785471, -0.00528499, -0.00740476, -0.0047801, -0.0069681, -0.00432301, -0.00654472, -0.00390915, -0.00613458, -0.00353438, -0.00573769, -0.00319495, -0.005354, -0.00288748, -0.00498352, -0.00260888, -0.00462623, -0.00235636, -0.0042821, -0.00212741, -0.00395113, -0.00191974, -0.00363331, -0.00173126, -0.00332863, -0.00156009, -0.00303708, -0.00140453, -0.00275865, -0.00126301, -0.00249335, -0.00113412, -0.00224116, -0.00101658, -0.0020021, -0.000909193, -0.00177617, -0.000810904, -0.00156337, -0.000720723, -0.00136371, -0.000637749, -0.0011772, -0.000561153, -0.00100386, -0.000490168, -0.000843708, -0.000424086, -0.000696759, -0.000362243, -0.000563039, -0.000304024, -0.000442573, -0.000248844, -0.000335391, -0.000196154, -0.000241526, -0.000145424, -0.000161014, -9.6149e-05, -9.38933e-05, -4.78353e-05, -4.0255e-05
0.944951, 0.00640037, 0.0144026, 0.203639, -0.0252797, -0.0963606, -0.0252797, 0.0506501, 0.00640037, 0.0144026, 0.894301, 0, 0, 0.3, 0, -0.0963606, -0.0252797, -0.0871942, -0.024468, -0.0788997, -0.0236694, -0.0713942, -0.0228841, -0.0646027, -0.0221122, -0.0584572, -0.0213537, -0.0528963, -0.0206085, -0.0478643, -0.0198768, -0.043311, -0.0191585, -0.0391908, -0.0184536, -0.0354624, -0.0177621, -0.0320888, -0.0170841, -0.029036, -0.0164195, -0.0262735, -0.0157684, -0.0237738, -0.0151307, -0.0215119, -0.0145064, -0.019465, -0.0138954, -0.0176128, -0.0132979, -0.0159367, -0.0127138, -0.01442, -0.012143, -0.0130475, -0.0115856, -0.0118055, -0.0110414, -0.0106815, -0.0105106, -0.00966439, -0.00999298, -0.00874387, -0.00948864, -0.0079108, -0.00899752, -0.00715684, -0.00851959, -0.00647444, -0.00805484, -0.00585679, -0.00760323, -0.00529771, -0.00716475, -0.0047916, -0.00673936, -0.00433341, -0.00632704, -0.00391855, -0.00592778, -0.00354288, -0.00554154, -0.00320264, -0.00516831, -0.00289442, -0.00480806, -0.00261515, -0.00446078, -0.00236203, -0.00412646, -0.00213253, -0.00380506, -0.00192436, -0.00349658, -0.00173542, -0.00320101, -0.00156385, -0.00291834, -0.00140791, -0.00264854, -0.00126605, -0.00239163, -0.00113685, -0.0021476, -0.00101902, -0.00191643, -0.00091138, -0.00169814, -0.000812854, -0.00149272, -0.000722456, -0.00130018, -0.000639283, -0.00112053, -0.000562503, -0.000953773, -0.000491347, -0.00079993, -0.000425106, -0.000659013, -0.000363115, -0.000531043, -0.000304755, -0.000416041, -0.000249443, -0.000314033, -0.000196625, -0.000225047, -0.000145774, -0.000149114, -9.63802e-05, -8.62699e-05, -4.79504e-05, -3.65985e-05
0.960036, 0.00646903, 0.0138128, 0.203477, -0.024679, -0.0965235, -0.024679, 0.0507357, 0.00646903, 0.0138128, 0.909301, 0, 0, 0.3, 0, -0.0965235, -0.024679, -0.0873415, -0.023882, -0.0790331, -0.0230981, -0.0715149, -0.0223274, -0.0647119, -0.02157, -0.058556, -0.0208258, -0.0529857, -0.020095, -0.0479452, -0.0193774, -0.0433842, -0.0186732, -0.039257, -0.0179823, -0.0355224, -0.0173047, -0.032143, -0.0166404, -0.029085, -0.0159895, -0.0263179, -0.0153518, -0.023814, -0.0147274, -0.0215482, -0.0141163, -0.0194979, -0.0135185, -0.0176426, -0.0129338, -0.0159637, -0.0123624, -0.0144444, -0.0118042, -0.0130696, -0.0112592, -0.0118255, -0.0107273, -0.0106996, -0.0102086, -0.00968072, -0.00970292, -0.00875865, -0.00921033, -0.00792417, -0.00873078, -0.00716893, -0.00826424, -0.00648538, -0.00781068, -0.00586669, -0.00737008, -0.00530666, -0.00694241, -0.0047997, -0.00652764, -0.00434073, -0.00612575, -0.00392517, -0.0057367, -0.00354887, -0.00536048, -0.00320805, -0.00499705, -0.00289931, -0.0046464, -0.00261957, -0.0043085, -0.00236602, -0.00398333, -0.00213613, -0.00367088, -0.00192761, -0.00337111, -0.00173836, -0.00308403, -0.00156649, -0.00280961, -0.00141029, -0.00254785, -0.00126819, -0.00229872, -0.00113877, -0.00206224, -0.00102074, -0.00183838, -0.000912921, -0.00162714, -0.000814228, -0.00142853, -0.000723677, -0.00124255, -0.000640364, -0.00106919, -0.000563453, -0.000908477, -0.000492178, -0.000760409, -0.000425824, -0.000625001, -0.000363728, -0.000502268, -0.00030527, -0.00039223, -0.000249865, -0.000294908, -0.000196958, -0.000210326, -0.00014602, -0.000138511, -9.65431e-05, -7.94962e-05, -4.80314e-05, -3.33593e-05
0.975284, 0.00653882, 0.0132116, 0.203005, -0.0240664, -0.0969949, -0.0240664, 0.0509835, 0.00653882, 0.0132116, 0.924301, 0, 0, 0.3, 0, -0.0969949, -0.0240664, -0.0877681, -0.0232844, -0.0794191, -0.0225155, -0.0718642, -0.0217597, -0.065028, -0.0210171, -0.058842, -0.0202876, -0.0532445, -0.0195714, -0.0481794, -0.0188683, -0.0435961, -0.0181784, -0.0394487, -0.0175018, -0.0356959, -0.0168383, -0.0323, -0.0161881, -0.0292271, -0.015551, -0.0264465, -0.014927, -0.0239303, -0.0143163, -0.0216535, -0.0137186, -0.0195931, -0.0131341, -0.0177287, -0.0125626, -0.0160416, -0.0120042, -0.014515, -0.0114589, -0.0131334, -0.0109265, -0.0118832, -0.0104071, -0.0107519, -0.00990071, -0.009728, -0.0094072, -0.00880143, -0.00892659, -0.00796287, -0.00845883, -0.00720395, -0.0080039, -0.00651706, -0.00756176, -0.00589534, -0.00713239, -0.00533258, -0.00671575, -0.00482314, -0.00631181, -0.00436193, -0.00592054, -0.00394435, -0.00554191, -0.0035662, -0.0051759, -0.00322372, -0.00482247, -0.00291347, -0.0044816, -0.00263236, -0.00415326, -0.00237758, -0.00383743, -0.00214657, -0.00353409, -0.00193702, -0.00324322, -0.00174685, -0.00296479, -0.00157414, -0.00269879, -0.00141718, -0.00244521, -0.00127438, -0.00220402, -0.00114433, -0.00197523, -0.00102573, -0.00175881, -0.00091738, -0.00155477, -0.000818205, -0.0013631, -0.000727212, -0.0011838, -0.000643491, -0.00101687, -0.000566205, -0.000862311, -0.000494582, -0.00072013, -0.000427904, -0.000590337, -0.000365505, -0.000472943, -0.000306761, -0.000367964, -0.000251085, -0.000275417, -0.00019792, -0.000195324, -0.000146733, -0.000127707, -9.70147e-05, -7.25937e-05, -4.8266e-05, -3.00587e-05
0.990653, 0.00657064, 0.0127027, 0.202304, -0.023512, -0.0976963, -0.023512, 0.0513522, 0.00657064, 0.0127027, 0.939301, 0, 0, 0.3, 0, -0.0976963, -0.023512, -0.0884029, -0.0227443, -0.0799934, -0.0219895, -0.0723839, -0.0212478, -0.0654982, -0.0205191, -0.0592675, -0.0198034, -0.0536295, -0.0191009, -0.0485278, -0.0184114, -0.0439113, -0.0177349, -0.039734, -0.0170716, -0.035954, -0.0164213, -0.0325336, -0.015784, -0.0294385, -0.0151598, -0.0266377, -0.0145486, -0.0241034, -0.0139504, -0.02181, -0.0133652, -0.0197348, -0.0127929, -0.017857, -0.0122335, -0.0161577, -0.011687, -0.0146199, -0.0111534, -0.0132284, -0.0106327, -0.0119692, -0.0101247, -0.0108296, -0.0096295, -0.00979835, -0.00914705, -0.00886508, -0.00867731, -0.00802046, -0.00822024, -0.00725604, -0.00777581, -0.00656419, -0.00734399, -0.00593798, -0.00692473, -0.00537114, -0.00651801, -0.00485802, -0.0061238, -0.00439348, -0.00574206, -0.00397287, -0.00537276, -0.00359199, -0.00501587, -0.00324703, -0.00467135, -0.00293454, -0.00433919, -0.0026514, -0.00401934, -0.00239477, -0.0037118, -0.00216209, -0.00341652, -0.00195103, -0.00313349, -0.00175948, -0.00286268, -0.00158553, -0.00260409, -0.00142743, -0.00235768, -0.0012836, -0.00212344, -0.00115261, -0.00190136, -0.00103315, -0.00169143, -0.000924014, -0.00149363, -0.000824122, -0.00130797, -0.000732471, -0.00113444, -0.000648145, -0.000973028, -0.0005703, -0.000823744, -0.000498158, -0.00068659, -0.000430998, -0.000561571, -0.000368148, -0.000448698, -0.00030898, -0.00034798, -0.000252901, -0.000259435, -0.000199351, -0.000183078, -0.000147795, -0.000118931, -9.77163e-05, -6.70176e-05, -4.86151e-05, -2.74081e-05
1.00377, 0.00661794, 0.0122178, 0.205894, -0.023006, -0.0941057, -0.023006, 0.0494649, 0.00661794, 0.0122178, 0.954301, 0, 0, 0.3, 0, -0.0941057, -0.023006, -0.0851538, -0.022251, -0.0770534, -0.0215087, -0.0697236, -0.0207795, -0.063091, -0.0200632, -0.0570893, -0.0193598, -0.0516585, -0.0186695, -0.0467442, -0.0179921, -0.0422975, -0.0173277, -0.0382737, -0.0166762, -0.0346326, -0.0160377, -0.0313379, -0.0154122, -0.0283565, -0.0147995, -0.0256587, -0.0141997, -0.0232175, -0.0136128, -0.0210085, -0.0130388, -0.0190095, -0.0124776, -0.0172007, -0.0119291, -0.0155638, -0.0113935, -0.0140826, -0.0108705, -0.0127422, -0.0103602, -0.0115293, -0.00986263, -0.0104316, -0.00937766, -0.00943823, -0.00890527, -0.00853926, -0.00844543, -0.00772568, -0.00799811, -0.00698936, -0.00756326, -0.00632293, -0.00714086, -0.00571974, -0.00673087, -0.00517374, -0.00633324, -0.00467947, -0.00594795, -0.004232, -0.00557495, -0.00382685, -0.00521422, -0.00345997, -0.00486572, -0.00312769, -0.00452942, -0.00282669, -0.00420529, -0.00255395, -0.00389329, -0.00230676, -0.0035934, -0.00208263, -0.00330559, -0.00187932, -0.00302984, -0.00169481, -0.00276611, -0.00152725, -0.00251439, -0.00137496, -0.00227467, -0.00123642, -0.00204691, -0.00111025, -0.0018311, -0.000995175, -0.00162724, -0.000890053, -0.0014353, -0.000793833, -0.00125528, -0.00070555, -0.00108717, -0.000624323, -0.00093097, -0.00054934, -0.000786674, -0.00047985, -0.000654283, -0.000415158, -0.0005338, -0.000354618, -0.000425233, -0.000297624, -0.00032859, -0.000243606, -0.000243883, -0.000192024, -0.000171126, -0.000142363, -0.000110338, -9.41249e-05, -6.15379e-05, -4.68283e-05, -2.47929e-05
1.01899, 0.00666292, 0.011673, 0.205463, -0.0224269, -0.0945367, -0.0224269, 0.0496914, 0.00666292, 0.011673, 0.969301, 0, 0, 0.3, 0, -0.0945367, -0.0224269, -0.0855438, -0.0216865, -0.0774064, -0.0209588, -0.0700429, -0.020244, -0.0633799, -0.019542, -0.0573508, -0.0188529, -0.0518951, -0.0181767, -0.0469584, -0.0175133, -0.0424912, -0.0168628, -0.038449, -0.0162251, -0.0347912, -0.0156002, -0.0314814, -0.0149881, -0.0284864, -0.0143887, -0.0257762, -0.0138022, -0.0233238, -0.0132283, -0.0211047, -0.0126671, -0.0190966, -0.0121186, -0.0172794, -0.0115827, -0.0156351, -0.0110595, -0.0141471, -0.0105487, -0.0128006, -0.0100505, -0.0115821, -0.00956482, -0.0104794, -0.00909155, -0.00948146, -0.00863069, -0.00857838, -0.0081822, -0.00776107, -0.00774604, -0.00702138, -0.00732217, -0.0063519, -0.00691055, -0.00574594, -0.00651114, -0.00519743, -0.0061239, -0.00470091, -0.0057488, -0.00425139, -0.00538579, -0.00384438, -0.00503484, -0.00347582, -0.00469591, -0.00314202, -0.00436898, -0.00283964, -0.00405399, -0.00256565, -0.00375093, -0.00231732, -0.00345975, -0.00209217, -0.00318043, -0.00188793, -0.00291295, -0.00170258, -0.00265727, -0.00153425, -0.00241336, -0.00138126, -0.00218122, -0.00124209, -0.0019608, -0.00111533, -0.00175211, -0.000999733, -0.00155511, -0.00089413, -0.0013698, -0.000797469, -0.00119616, -0.000708782, -0.00103418, -0.000627183, -0.000883854, -0.000551856, -0.00074518, -0.000482048, -0.000618153, -0.000417059, -0.000502774, -0.000356242, -0.000399045, -0.000298987, -0.000306973, -0.000244722, -0.000226566, -0.000192904, -0.000157835, -0.000143015, -0.000100794, -9.4556e-05, -5.54614e-05, -4.70428e-05, -2.18978e-05
1.03416, 0.00670657, 0.0111313, 0.205141, -0.0218497, -0.0948589, -0.0218497, 0.0498607, 0.00670657, 0.0111313, 0.984301, 0, 0, 0.3, 0, -0.0948589, -0.0218497, -0.0858353, -0.0211239, -0.0776701, -0.0204107, -0.0702816, -0.0197103, -0.0635959, -0.0190227, -0.0575462, -0.0183478, -0.0520719, -0.0176856, -0.0471184, -0.0170362, -0.042636, -0.0163995, -0.03858, -0.0157755, -0.0349098, -0.0151642, -0.0315887, -0.0145656, -0.0285834, -0.0139795, -0.0258641, -0.0134061, -0.0234033, -0.0128452, -0.0211766, -0.0122969, -0.0191616, -0.0117611, -0.0173383, -0.0112378, -0.0156884, -0.0107268, -0.0141953, -0.0102283, -0.0128442, -0.00974213, -0.0116215, -0.00926827, -0.0105151, -0.00880667, -0.00951377, -0.00835731, -0.0086076, -0.00792012, -0.00778751, -0.00749509, -0.0070453, -0.00708215, -0.00637354, -0.00668127, -0.00576551, -0.00629242, -0.00521514, -0.00591553, -0.00471692, -0.00555058, -0.00426587, -0.00519752, -0.00385748, -0.00485632, -0.00348767, -0.00452693, -0.00315273, -0.00420932, -0.00284931, -0.00390345, -0.00257439, -0.00360928, -0.00232522, -0.00332679, -0.0020993, -0.00305593, -0.00189436, -0.00279668, -0.00170838, -0.002549, -0.00153948, -0.00231288, -0.00138597, -0.00208828, -0.00124632, -0.00187518, -0.00111913, -0.00167356, -0.00100314, -0.0014834, -0.000897177, -0.00130468, -0.000800186, -0.00113738, -0.000711197, -0.000981504, -0.00062932, -0.000837027, -0.000553736, -0.000703945, -0.00048369, -0.000582253, -0.00041848, -0.000471948, -0.000357456, -0.000373031, -0.000300006, -0.000285502, -0.000245556, -0.000209368, -0.000193561, -0.000144638, -0.000143502, -9.13204e-05, -9.48782e-05, -4.94305e-05, -4.72031e-05, -1.9025e-05
