pose_x [m], pose_y [m], pose_theta [rad], v [m/s], delta [rad], v_opt [m/s], delta_opt [rad], x_e, y_e, theta_e, x_ref, y_ref, theta_ref, v_ref [m/s], delta_ref [rad], v_k [m/s], delta_k [rad], v_k+1 [m/s], delta_k+1 [rad], v_k+2 [m/s], delta_k+2 [rad], v_k+3 [m/s], delta_k+3 [rad], v_k+4 [m/s], delta_k+4 [rad], v_k+5 [m/s], delta_k+5 [rad], v_k+6 [m/s], delta_k+6 [rad], v_k+7 [m/s], delta_k+7 [rad], v_k+8 [m/s], delta_k+8 [rad], v_k+9 [m/s], delta_k+9 [rad], v_k+10 [m/s], delta_k+10 [rad], v_k+11 [m/s], delta_k+11 [rad], v_k+12 [m/s], delta_k+12 [rad], v_k+13 [m/s], delta_k+13 [rad], v_k+14 [m/s], delta_k+14 [rad], v_k+15 [m/s], delta_k+15 [rad], v_k+16 [m/s], delta_k+16 [rad], v_k+17 [m/s], delta_k+17 [rad], v_k+18 [m/s], delta_k+18 [rad], v_k+19 [m/s], delta_k+19 [rad], v_k+20 [m/s], delta_k+20 [rad], v_k+21 [m/s], delta_k+21 [rad], v_k+22 [m/s], delta_k+22 [rad], v_k+23 [m/s], delta_k+23 [rad], v_k+24 [m/s], delta_k+24 [rad], v_k+25 [m/s], delta_k+25 [rad], v_k+26 [m/s], delta_k+26 [rad], v_k+27 [m/s], delta_k+27 [rad], v_k+28 [m/s], delta_k+28 [rad], v_k+29 [m/s], delta_k+29 [rad], v_k+30 [m/s], delta_k+30 [rad], v_k+31 [m/s], delta_k+31 [rad], v_k+32 [m/s], delta_k+32 [rad], v_k+33 [m/s], delta_k+33 [rad], v_k+34 [m/s], delta_k+34 [rad], v_k+35 [m/s], delta_k+35 [rad], v_k+36 [m/s], delta_k+36 [rad], v_k+37 [m/s], delta_k+37 [rad], v_k+38 [m/s], delta_k+38 [rad], v_k+39 [m/s], delta_k+39 [rad], v_k+40 [m/s], delta_k+40 [rad], v_k+41 [m/s], delta_k+41 [rad], v_k+42 [m/s], delta_k+42 [rad], v_k+43 [m/s], delta_k+43 [rad], v_k+44 [m/s], delta_k+44 [rad], v_k+45 [m/s], delta_k+45 [rad], v_k+46 [m/s], delta_k+46 [rad], v_k+47 [m/s], delta_k+47 [rad], v_k+48 [m/s], delta_k+48 [rad], v_k+49 [m/s], delta_k+49 [rad]
-0.408792, -8.25411e-06, 2.14773e-05, 0.0251002, -2.44935e-07, 0.0171973, -2.44935e-07, -0.0090401, -9.88165e-06, 2.19055e-05, -0.399752, 1.62754e-06, -4.28263e-07, 0.0079029, 0, 0.0171973, -2.44935e-07, 0.0155613, -5.37149e-07, 0.0140808, -9.31542e-07, 0.0127412, -1.42098e-06, 0.011529, -1.99961e-06, 0.010432, -2.6629e-06, 0.00943943, -3.40758e-06, 0.00854122, -4.2229e-06, 0.00772842, -4.96178e-06, 0.00699291, -5.57652e-06, 0.00632732, -6.07187e-06, 0.00572501, -6.45148e-06, 0.00517995, -6.71845e-06, 0.00468668, -6.87573e-06, 0.00424029, -6.92649e-06, 0.00383629, -6.87434e-06, 0.00347066, -6.73834e-06, 0.00313974, -6.58797e-06, 0.00284021, -6.4318e-06, 0.00256909, -6.27014e-06, 0.00232366, -6.10326e-06, 0.00210146, -5.93145e-06, 0.00190028, -5.75499e-06, 0.0017181, -5.57416e-06, 0.0015531, -5.38924e-06, 0.00140363, -5.2005e-06, 0.0012682, -5.00821e-06, 0.00114545, -4.81263e-06, 0.00103416, -4.61404e-06, 0.000933204, -4.41269e-06, 0.000841583, -4.20884e-06, 0.000758378, -4.00277e-06, 0.000682757, -3.79472e-06, 0.000613963, -3.58495e-06, 0.000551309, -3.37371e-06, 0.000494168, -3.16127e-06, 0.000441968, -2.94786e-06, 0.000394189, -2.73375e-06, 0.000350351, -2.51919e-06, 0.000310016, -2.30443e-06, 0.000272782, -2.08971e-06, 0.000238276, -1.87528e-06, 0.000206152, -1.6614e-06, 0.00017609, -1.44832e-06, 0.000147789, -1.23628e-06, 0.000120966, -1.02553e-06, 9.53522e-05, -8.16331e-07, 7.06922e-05, -6.08926e-07, 4.6739e-05, -4.03567e-07, 2.32532e-05, -2.00589e-07
-0.408168, -8.60052e-06, 2.23091e-05, 0.0349831, -5.7333e-07, 0.0172015, -5.7333e-07, -0.00904233, -1.02275e-05, 2.27373e-05, -0.399126, 1.62701e-06, -4.28263e-07, 0.0177815, 0, 0.0172015, -5.7333e-07, 0.0155651, -9.94675e-07, 0.0140843, -1.51818e-06, 0.0127443, -2.1376e-06, 0.0115318, -2.84812e-06, 0.0104346, -3.64626e-06, 0.00944176, -4.52042e-06, 0.00854333, -5.3131e-06, 0.00773033, -5.97308e-06, 0.00699463, -6.50534e-06, 0.00632888, -6.91377e-06, 0.00572642, -7.2017e-06, 0.00518122, -7.37232e-06, 0.00468784, -7.42902e-06, 0.00424133, -7.37569e-06, 0.00383724, -7.23273e-06, 0.00347152, -7.07467e-06, 0.00314051, -6.91068e-06, 0.00284091, -6.74107e-06, 0.00256972, -6.56613e-06, 0.00232423, -6.38617e-06, 0.00210198, -6.20146e-06, 0.00190075, -6.01229e-06, 0.00171852, -5.81895e-06, 0.00155348, -5.62172e-06, 0.00140398, -5.42088e-06, 0.00126851, -5.21669e-06, 0.00114573, -5.00944e-06, 0.00103441, -4.7994e-06, 0.000933434, -4.58682e-06, 0.000841791, -4.37199e-06, 0.000758565, -4.15515e-06, 0.000682925, -3.93659e-06, 0.000614114, -3.71655e-06, 0.000551445, -3.4953e-06, 0.00049429, -3.2731e-06, 0.000442077, -3.0502e-06, 0.000394286, -2.82686e-06, 0.000350437, -2.60334e-06, 0.000310093, -2.3799e-06, 0.00027285, -2.15679e-06, 0.000238335, -1.93426e-06, 0.000206203, -1.71257e-06, 0.000176134, -1.49198e-06, 0.000147826, -1.27273e-06, 0.000120996, -1.0551e-06, 9.53758e-05, -8.39323e-07, 7.07096e-05, -6.25668e-07, 4.67505e-05, -4.1439e-07, 2.3259e-05, -2.05833e-07
-0.406951, -8.58877e-06, 2.22455e-05, 0.0488149, -1.01582e-06, 0.0172034, -1.01582e-06, -0.00904329, -1.02147e-05, 2.26738e-05, -0.397908, 1.62596e-06, -4.28263e-07, 0.0316116, 0, 0.0172034, -1.01582e-06, 0.0155667, -1.55096e-06, 0.0140858, -2.18484e-06, 0.0127457, -2.91245e-06, 0.011533, -3.73029e-06, 0.0104357, -4.62654e-06, 0.00944276, -5.43997e-06, 0.00854423, -6.11802e-06, 0.00773114, -6.66568e-06, 0.00699537, -7.08685e-06, 0.00632955, -7.38487e-06, 0.00572703, -7.56295e-06, 0.00518177, -7.62452e-06, 0.00468834, -7.57348e-06, 0.00424178, -7.43067e-06, 0.00383765, -7.27257e-06, 0.00347189, -7.10858e-06, 0.00314085, -6.93901e-06, 0.00284121, -6.76415e-06, 0.00257, -6.58429e-06, 0.00232448, -6.39972e-06, 0.0021022, -6.21073e-06, 0.00190095, -6.01759e-06, 0.0017187, -5.82059e-06, 0.00155365, -5.61999e-06, 0.00140413, -5.41607e-06, 0.00126865, -5.20911e-06, 0.00114586, -4.99936e-06, 0.00103452, -4.78709e-06, 0.000933533, -4.57257e-06, 0.00084188, -4.35606e-06, 0.000758645, -4.13782e-06, 0.000682997, -3.9181e-06, 0.000614179, -3.69717e-06, 0.000551503, -3.47527e-06, 0.000494342, -3.25266e-06, 0.000442124, -3.0296e-06, 0.000394327, -2.80634e-06, 0.000350474, -2.58313e-06, 0.000310126, -2.36022e-06, 0.000272878, -2.13786e-06, 0.00023836, -1.91631e-06, 0.000206225, -1.69581e-06, 0.000176152, -1.47662e-06, 0.000147841, -1.25898e-06, 0.000121008, -1.04315e-06, 9.53858e-05, -8.29383e-07, 7.07171e-05, -6.17931e-07, 4.67555e-05, -4.09046e-07, 2.32614e-05, -2.03069e-07
-0.403795, -8.26573e-06, 2.13851e-05, 0.0644141, -1.5202e-06, 0.015021, -1.5202e-06, -0.00789609, -9.88997e-06, 2.18134e-05, -0.395899, 1.62424e-06, -4.28263e-07, 0.0493931, 0, 0.015021, -1.5202e-06, 0.013592, -2.14209e-06, 0.0122989, -2.85673e-06, 0.0111288, -3.66059e-06, 0.01007, -4.54219e-06, 0.00911187, -5.34333e-06, 0.00824488, -6.01228e-06, 0.00746034, -6.55381e-06, 0.0067504, -6.97161e-06, 0.00610796, -7.26881e-06, 0.0055266, -7.44843e-06, 0.00500051, -7.51369e-06, 0.00452443, -7.46825e-06, 0.00409359, -7.33249e-06, 0.00370368, -7.18174e-06, 0.00335081, -7.02529e-06, 0.00303145, -6.86341e-06, 0.00274241, -6.6964e-06, 0.00248079, -6.52452e-06, 0.00224397, -6.34807e-06, 0.0020296, -6.1673e-06, 0.00183552, -5.98249e-06, 0.0016598, -5.79391e-06, 0.00150067, -5.60182e-06, 0.00135656, -5.40648e-06, 0.001226, -5.20815e-06, 0.00110771, -5.00708e-06, 0.0010005, -4.80353e-06, 0.000903285, -4.59775e-06, 0.000815108, -4.38999e-06, 0.000735082, -4.1805e-06, 0.000662406, -3.96953e-06, 0.000596354, -3.75731e-06, 0.000536266, -3.5441e-06, 0.000481541, -3.33014e-06, 0.000431631, -3.11567e-06, 0.000386038, -2.90092e-06, 0.000344304, -2.68614e-06, 0.000306014, -2.47157e-06, 0.000270784, -2.25745e-06, 0.000238262, -2.04401e-06, 0.000208122, -1.8315e-06, 0.000180064, -1.62015e-06, 0.000153806, -1.41021e-06, 0.000129087, -1.2019e-06, 0.000105658, -9.95477e-07, 8.32855e-05, -7.91173e-07, 6.17461e-05, -5.89232e-07, 4.08242e-05, -3.89894e-07, 2.03106e-05, -1.93484e-07
-0.401379, -8.36368e-06, 2.16095e-05, 0.087251, -2.21613e-06, 0.0161249, -2.21613e-06, -0.00847639, -9.98536e-06, 2.20377e-05, -0.392902, 1.62168e-06, -4.28263e-07, 0.0711261, 0, 0.0161249, -2.21613e-06, 0.0145909, -2.95635e-06, 0.0132028, -3.7898e-06, 0.0119467, -4.70434e-06, 0.0108101, -5.53609e-06, 0.00978153, -6.23135e-06, 0.00885082, -6.79495e-06, 0.00800861, -7.23065e-06, 0.0072465, -7.54162e-06, 0.00655685, -7.73094e-06, 0.00593277, -7.80187e-06, 0.00536801, -7.75813e-06, 0.00485694, -7.62082e-06, 0.00439444, -7.46812e-06, 0.00397588, -7.30966e-06, 0.00359707, -7.14574e-06, 0.00325424, -6.97664e-06, 0.00294395, -6.80264e-06, 0.00266311, -6.62402e-06, 0.00240889, -6.44105e-06, 0.00217876, -6.25401e-06, 0.00197042, -6.06316e-06, 0.00178178, -5.86876e-06, 0.00161096, -5.67108e-06, 0.00145625, -5.47038e-06, 0.00131611, -5.26692e-06, 0.00118912, -5.06094e-06, 0.00107402, -4.85271e-06, 0.00096967, -4.64247e-06, 0.000875012, -4.43046e-06, 0.000789104, -4.21695e-06, 0.000711088, -4.00216e-06, 0.000640182, -3.78636e-06, 0.000575678, -3.56977e-06, 0.000516931, -3.35264e-06, 0.000463353, -3.13521e-06, 0.000414408, -2.91772e-06, 0.000369608, -2.7004e-06, 0.000328504, -2.48351e-06, 0.000290685, -2.26727e-06, 0.000255772, -2.05192e-06, 0.000223418, -1.8377e-06, 0.000193297, -1.62485e-06, 0.00016511, -1.41361e-06, 0.000138573, -1.20421e-06, 0.000113423, -9.96897e-07, 8.94063e-05, -7.91906e-07, 6.6284e-05, -5.8948e-07, 4.38245e-05, -3.89858e-07, 2.18032e-05, -1.93367e-07
-0.398231, -8.65198e-06, 2.23394e-05, 0.114903, -3.13436e-06, 0.0180929, -3.13436e-06, -0.00951091, -1.02701e-05, 2.27677e-05, -0.38872, 1.61809e-06, -4.28263e-07, 0.0968105, 0, 0.0180929, -3.13436e-06, 0.0163717, -4.01906e-06, 0.0148141, -4.99064e-06, 0.0134047, -5.87483e-06, 0.0121294, -6.61455e-06, 0.0109753, -7.2148e-06, 0.00993104, -7.67951e-06, 0.00898605, -8.01204e-06, 0.00813092, -8.2156e-06, 0.0073571, -8.29365e-06, 0.00665685, -8.25009e-06, 0.00602317, -8.10729e-06, 0.00544972, -7.94834e-06, 0.00493077, -7.78348e-06, 0.00446112, -7.613e-06, 0.00403609, -7.43721e-06, 0.00365142, -7.25639e-06, 0.00330326, -7.07083e-06, 0.00298813, -6.88081e-06, 0.00270289, -6.6866e-06, 0.00244467, -6.48848e-06, 0.0022109, -6.28673e-06, 0.00199924, -6.08161e-06, 0.00180758, -5.87339e-06, 0.00163398, -5.66233e-06, 0.00147673, -5.44868e-06, 0.00133425, -5.23273e-06, 0.00120511, -5.0147e-06, 0.00108802, -4.79487e-06, 0.000981805, -4.57348e-06, 0.000885413, -4.35079e-06, 0.000797874, -4.12703e-06, 0.000718315, -3.90247e-06, 0.000645938, -3.67735e-06, 0.000580021, -3.4519e-06, 0.000519904, -3.22639e-06, 0.000464986, -3.00104e-06, 0.000414718, -2.77611e-06, 0.000368597, -2.55183e-06, 0.000326162, -2.32846e-06, 0.000286989, -2.10622e-06, 0.000250685, -1.88536e-06, 0.000216889, -1.66613e-06, 0.000185261, -1.44877e-06, 0.000155486, -1.23351e-06, 0.000127266, -1.02061e-06, 0.000100318, -8.10309e-07, 7.43738e-05, -6.0285e-07, 4.91732e-05, -3.98481e-07, 2.44643e-05, -1.97535e-07
-0.394028, -8.64026e-06, 2.23805e-05, 0.14713, -4.12052e-06, 0.020684, -4.12052e-06, -0.0108729, -1.02536e-05, 2.28088e-05, -0.383155, 1.61333e-06, -4.28263e-07, 0.126446, 0, 0.020684, -4.12052e-06, 0.0187162, -5.11794e-06, 0.0169356, -6.02681e-06, 0.0153244, -6.78802e-06, 0.0138664, -7.40658e-06, 0.0125471, -7.88643e-06, 0.0113532, -8.23093e-06, 0.0102729, -8.4433e-06, 0.00929532, -8.527e-06, 0.00841068, -8.48596e-06, 0.00761015, -8.34303e-06, 0.00688572, -8.18366e-06, 0.00623015, -8.01836e-06, 0.00563688, -7.84742e-06, 0.00509998, -7.67115e-06, 0.00461408, -7.48982e-06, 0.00417432, -7.30373e-06, 0.00377631, -7.11316e-06, 0.00341605, -6.91838e-06, 0.00308996, -6.71966e-06, 0.00279477, -6.51729e-06, 0.00252752, -6.31153e-06, 0.00228555, -6.10264e-06, 0.00206643, -5.89088e-06, 0.00186798, -5.67653e-06, 0.00168821, -5.45982e-06, 0.00152532, -5.24102e-06, 0.00137769, -5.02038e-06, 0.00124383, -4.79815e-06, 0.00112241, -4.57458e-06, 0.00101221, -4.34992e-06, 0.000912135, -4.12441e-06, 0.000821182, -3.8983e-06, 0.000738441, -3.67183e-06, 0.000663084, -3.44524e-06, 0.000594358, -3.21878e-06, 0.000531575, -2.99268e-06, 0.000474108, -2.76718e-06, 0.000421382, -2.54254e-06, 0.000372871, -2.31897e-06, 0.000328087, -2.09673e-06, 0.000286585, -1.87605e-06, 0.000247949, -1.65718e-06, 0.000211792, -1.44034e-06, 0.000177753, -1.22579e-06, 0.000145491, -1.01377e-06, 0.000114684, -8.04508e-07, 8.50246e-05, -5.98257e-07, 5.62151e-05, -3.95259e-07, 2.79677e-05, -1.95845e-07
-0.389427, -8.73117e-06, 2.27278e-05, 0.18523, -5.32472e-06, 0.0255215, -5.32472e-06, -0.0134159, -1.03384e-05, 2.31561e-05, -0.376011, 1.60721e-06, -4.28263e-07, 0.159709, 0, 0.0255215, -5.32472e-06, 0.0230936, -6.27171e-06, 0.0208965, -7.06604e-06, 0.0189085, -7.7123e-06, 0.0171095, -8.2145e-06, 0.0154816, -8.57608e-06, 0.0140085, -8.80033e-06, 0.0126755, -8.89076e-06, 0.0114693, -8.85141e-06, 0.0103778, -8.70601e-06, 0.00939001, -8.54362e-06, 0.00849616, -8.3752e-06, 0.00768726, -8.20106e-06, 0.00695524, -8.0215e-06, 0.00629277, -7.8368e-06, 0.00569323, -7.64727e-06, 0.00515061, -7.45317e-06, 0.00465951, -7.2548e-06, 0.004215, -7.05243e-06, 0.00381264, -6.84633e-06, 0.00344841, -6.63678e-06, 0.00311866, -6.42404e-06, 0.00282009, -6.20838e-06, 0.00254973, -5.99007e-06, 0.00230487, -5.76935e-06, 0.00208305, -5.5465e-06, 0.00188206, -5.32175e-06, 0.0016999, -5.09537e-06, 0.00153473, -4.86761e-06, 0.00138491, -4.63871e-06, 0.00124895, -4.40893e-06, 0.00112547, -4.1785e-06, 0.00101324, -3.94767e-06, 0.000911147, -3.7167e-06, 0.000818166, -3.48581e-06, 0.000733366, -3.25525e-06, 0.0006559, -3.02526e-06, 0.000584993, -2.79608e-06, 0.000519935, -2.56796e-06, 0.000460078, -2.34112e-06, 0.000404821, -2.11582e-06, 0.000353612, -1.89228e-06, 0.000305939, -1.67076e-06, 0.000261325, -1.45149e-06, 0.000219325, -1.23471e-06, 0.000179518, -1.02067e-06, 0.000141507, -8.09603e-07, 0.00010491, -6.01758e-07, 6.93627e-05, -3.97378e-07, 3.45088e-05, -1.96799e-07
-0.375778, -1.05846e-05, 2.52564e-05, 0.207298, -6.64342e-06, 0.016268, -6.64342e-06, -0.00855162, -1.21843e-05, 2.56846e-05, -0.367227, 1.59968e-06, -4.28263e-07, 0.19103, 0, 0.016268, -6.64342e-06, 0.0147204, -7.49935e-06, 0.01332, -8.20416e-06, 0.0120527, -8.76055e-06, 0.010906, -9.17081e-06, 0.00986835, -9.4369e-06, 0.00892937, -9.56094e-06, 0.0080797, -9.54558e-06, 0.00731082, -9.41498e-06, 0.00661505, -9.2648e-06, 0.00598542, -9.10686e-06, 0.00541566, -8.94152e-06, 0.00490005, -8.76912e-06, 0.00443344, -8.59e-06, 0.00401116, -8.40449e-06, 0.003629, -8.21292e-06, 0.00328313, -8.01561e-06, 0.00297008, -7.81288e-06, 0.00268674, -7.60505e-06, 0.00243027, -7.39242e-06, 0.0021981, -7.17531e-06, 0.00198791, -6.95401e-06, 0.0017976, -6.72884e-06, 0.00162526, -6.50008e-06, 0.00146918, -6.26804e-06, 0.00132779, -6.033e-06, 0.00119967, -5.79525e-06, 0.00108356, -5.55508e-06, 0.000978276, -5.31277e-06, 0.000882778, -5.06861e-06, 0.000796108, -4.82288e-06, 0.000717399, -4.57586e-06, 0.000645864, -4.32781e-06, 0.000580787, -4.07903e-06, 0.000521519, -3.82978e-06, 0.000467465, -3.58033e-06, 0.000418087, -3.33097e-06, 0.000372889, -3.08195e-06, 0.00033142, -2.83356e-06, 0.000293265, -2.58605e-06, 0.000258042, -2.33972e-06, 0.000225401, -2.09481e-06, 0.000195013, -1.85161e-06, 0.000166575, -1.61038e-06, 0.000139803, -1.37141e-06, 0.000114429, -1.13495e-06, 9.01999e-05, -9.01277e-07, 6.68723e-05, -6.70673e-07, 4.42135e-05, -4.43408e-07, 2.19967e-05, -2.19847e-07
-0.365751, -1.09743e-05, 2.54183e-05, 0.235096, -7.43348e-06, 0.0166957, -7.43348e-06, -0.00877644, -1.25652e-05, 2.58466e-05, -0.356974, 1.5909e-06, -4.28263e-07, 0.2184, 0, 0.0166957, -7.43348e-06, 0.0151074, -8.1437e-06, 0.0136701, -8.70997e-06, 0.0123696, -9.13336e-06, 0.0111927, -9.41488e-06, 0.0101278, -9.55567e-06, 0.00916412, -9.55737e-06, 0.00829211, -9.44329e-06, 0.00750302, -9.30895e-06, 0.00678895, -9.16621e-06, 0.00614278, -9.01544e-06, 0.00555803, -8.85697e-06, 0.00502887, -8.69117e-06, 0.00454999, -8.51837e-06, 0.00411662, -8.3389e-06, 0.00372441, -8.15309e-06, 0.00336944, -7.96129e-06, 0.00304817, -7.7638e-06, 0.00275738, -7.56094e-06, 0.00249416, -7.35304e-06, 0.00225588, -7.1404e-06, 0.00204017, -6.92334e-06, 0.00184485, -6.70215e-06, 0.00166799, -6.47713e-06, 0.0015078, -6.2486e-06, 0.00136269, -6.01683e-06, 0.00123121, -5.78213e-06, 0.00111204, -5.54478e-06, 0.001004, -5.30508e-06, 0.000905986, -5.0633e-06, 0.000817038, -4.81974e-06, 0.000736259, -4.57467e-06, 0.000662843, -4.32838e-06, 0.000596056, -4.08114e-06, 0.000535229, -3.83323e-06, 0.000479755, -3.58493e-06, 0.000429078, -3.33652e-06, 0.000382692, -3.08826e-06, 0.000340132, -2.84044e-06, 0.000300975, -2.59332e-06, 0.000264826, -2.34719e-06, 0.000231326, -2.1023e-06, 0.00020014, -1.85895e-06, 0.000170954, -1.61739e-06, 0.000143479, -1.37791e-06, 0.000117438, -1.14077e-06, 9.25712e-05, -9.06265e-07, 6.86304e-05, -6.74655e-07, 4.53758e-05, -4.46222e-07, 2.2575e-05, -2.2133e-07
